"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"57a510fc-75f5-4e9f-b0d8-16baab3da775","Connor","McDavid","1.4","1007.0","C1","C","Edmonton Oilers",,
"d7b50fd5-160d-4fe0-9947-3a9b2d12cf1e","Auston","Matthews","1.7","994.9","C2","C","Toronto Maple Leafs",,
"c8fb48d7-b5d1-4529-9ba9-4ce07f131b26","Nathan","MacKinnon","3.5","875.1","C3","C","Colorado Avalanche",,
"06d15fb1-c6ec-49c4-bb5a-e3a800e7c37a","Leon","Draisaitl","3.5","868.8","C3","C","Edmonton Oilers",,
"d99c7688-481b-4868-8b40-00545f519d1e","Kirill","Kaprizov","5.4","859.3","W1","W","Minnesota Wild",,
"37c22d42-5962-4741-89f7-48f5d4922c43","Alex","Ovechkin","6.1","814.6","W2","W","Washington Capitals",,
"99b3ccfc-39ef-4239-9069-1548ad7fd907","Cale","Makar","7.6","725.6","D1","D","Colorado Avalanche",,
"fd9e5604-6deb-4281-8133-14720bca677f","Nikita","Kucherov","8.3","782.8","W3","W","Tampa Bay Lightning",,
"8c5ef737-b9ff-4804-8a26-f2d8b989b605","David","Pastrnak","8.5","760.0","W4","W","Boston Bruins",,
"8d6a72a3-bdd3-4f36-8cac-38a8102174c4","Roman","Josi","11.6","753.3","D2","D","Nashville Predators",,
"c34e62b2-f624-4f6d-a2f8-e4f71dfce4f4","Igor","Shesterkin","12.3","799.1","G1","G","New York Rangers",,
"42561ae3-f852-4612-8abf-76aa88079db4","Brady","Tkachuk","12.7","774.1","W5","W","Ottawa Senators",,
"457dce28-a77f-439c-8ae0-e9fc10543954","Mikko","Rantanen","13.2","708.5","W6","W","Colorado Avalanche",,
"8acfbf16-cb0d-4961-bb61-70368e06542b","Matthew","Tkachuk","13.6","725.2","W7","W","Florida Panthers",,
"11834c42-fc19-4fb0-87b2-fd915cf26a58","Kyle","Connor","14.3","762.4","W8","W","Winnipeg Jets",,
"533e6555-cced-4087-8ee0-a9faa83d68a3","Timo","Meier","16.7","747.5","W9","W","San Jose Sharks",,
"95493dd4-1cc3-4d2b-a274-5daed9ed2f05","Aleksander","Barkov","17.3","743.8","C5","C","Florida Panthers",,
"c79cca82-35ed-4f27-adfa-25a2e1023f77","Andrei","Vasilevskiy","17.4","798.8","G2","G","Tampa Bay Lightning",,
"7b844529-f497-4eca-bf90-cb5af16e2f68","Mitch","Marner","18.7","706.8","W10","W","Toronto Maple Leafs",,
"b3116516-c276-4550-b813-6790c7b63197","Jake","Guentzel","21.1","732.3","W11","W","Pittsburgh Penguins",,
"40307a6e-20ee-4685-b408-607b7b649cdb","Jonathan","Huberdeau","21.5","742.7","W12","W","Calgary Flames",,
"6d5274fe-f6a0-4920-bf89-3a2bba8effa0","Juuse","Saros","22.7","771.1","G3","G","Nashville Predators",,
"0bbd778b-25f7-423d-b3d8-39f352a3a88b","Victor","Hedman","24.0","680.4","D3","D","Tampa Bay Lightning",,
"bcc67c28-b6c0-4760-9b57-13a9025c1b96","Johnny","Gaudreau","24.1","720.8","W13","W","Columbus Blue Jackets",,
"c1fc6697-2cda-4312-beca-2351ac9b63cd","Filip","Forsberg","24.1","680.1","W14","W","Nashville Predators",,
"f4c29dca-101d-468a-8af2-1618e15fbd37","Alex","DeBrincat","26.6","748.9","W15","W","Ottawa Senators",,
"90d93722-2e4f-482d-bf3d-c366ea9cd702","Steven","Stamkos","27.7","687.5","C6","C","Tampa Bay Lightning",,
"d41a58f4-57a1-4ef5-bf4f-1b220900147b","Evander","Kane","28.4","658.7","W16","W","Edmonton Oilers",,
"42d01e32-d38e-4558-934c-8f261ec3efb3","Andrei","Svechnikov","29.6","718.8","W17","W","Carolina Hurricanes",,
"1050dcb8-1fb0-4299-9626-12405bf5ec94","Jacob","Markstrom","30.9","724.8","G4","G","Calgary Flames",,
"09233b93-6558-4f82-af56-f6c04e6402cc","Connor","Hellebuyck","32.3","760.3","G5","G","Winnipeg Jets",,
"4228840b-73be-4e58-bd5c-061395f3bde2","Sidney","Crosby","32.4","696.8","C7","C","Pittsburgh Penguins",,
"a624e69e-aa46-4a72-b46b-4af723dbc8c2","Adam","Fox","33.6","627.1","D4","D","New York Rangers",,
"91004870-4108-4703-b6d1-e3ca41bd4454","Patrick","Kane","33.8","714.7","W18","W","Chicago Blackhawks",,
"f97e485c-1a67-4fca-9cb2-36f5db4397db","J.T.","Miller","34.2","714.4","C8","C","Vancouver Canucks",,
"4f5c002a-c582-498d-b177-eaa45d5d53d0","Gabriel","Landeskog","35.9","674.1","W19","W","Colorado Avalanche",,
"a24d1fde-47f2-443a-b6fe-a015b3f37ba6","Jack","Eichel","36.9","664.3","C9","C","Vegas Golden Knights",,
"50dc0d94-4f69-4908-9847-e2aa79a1372c","Thatcher","Demko","38.0","712.3","G6","G","Vancouver Canucks",,
"f1354ceb-9828-4b00-8ec3-3cc202bd64d2","Sebastian","Aho","38.1","676.5","C10","C","Carolina Hurricanes",,
"39a53e9a-ba6b-40a3-af86-57ff93567cdb","Artemi","Panarin","40.9","664.3","W20","W","New York Rangers",,
"41d2417f-e887-466b-9f9d-a6a44856f075","Mika","Zibanejad","41.5","668.3","C11","C","New York Rangers",,
"16413e0a-9570-4c3f-acfa-2716a855ed11","Jason","Robertson","43.0","639.5","W21","W","Dallas Stars",,
"2c87d9dd-9b5a-4b7a-9c53-7976a46bc691","Chris","Kreider","45.9","655.3","W22","W","New York Rangers",,
"8bd6de82-3bc8-495e-9b91-6b5255c889de","Kris","Letang","46.1","628.4","D5","D","Pittsburgh Penguins",,
"ba496d0e-7dce-4071-be48-13c949d46fb6","Nikolaj","Ehlers","46.9","679.0","W23","W","Winnipeg Jets",,
