,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Indiana,3/11/2022 11:30,,,4,,136,,,,
Illinois,3/11/2022 11:30,,,-4,,136,,,,
Fordham,3/11/2022 12:00,,,9.5,22,130.5,18.18,,60.5,70
Davidson,3/11/2022 12:00,,,-9.5,15.38,130.5,18.18,,70,60.5
Texas A&M,3/11/2022 12:00,,,8.5,20,139.5,18.18,,65.5,74
Auburn,3/11/2022 12:00,,,-8.5,16.67,139.5,18.18,,74,65.5
Cincinnati,3/11/2022 13:00,,,12,18.18,133.5,19.05,,60.8,72.8
Houston,3/11/2022 13:00,,,-12,18.18,133.5,17.39,,72.8,60.8
Iowa,3/11/2022 14:00,,,-7.5,20,143.5,16.67,,75.5,68
Rutgers,3/11/2022 14:00,,,7.5,16.67,143.5,20,,68,75.5
Saint Louis,3/11/2022 14:30,,,-1.5,16.67,138.5,17.39,,70,68.5
St. Bonaventure,3/11/2022 14:30,,,1.5,20,138.5,19.05,,68.5,70
Louisiana State,3/11/2022 14:30,,,1.5,19.05,138.5,18.18,,68.5,70
Arkansas,3/11/2022 14:30,,,-1.5,17.39,138.5,18.18,,70,68.5
Grambling,3/11/2022 15:00,,,7,18.18,134,18.18,,63.5,70.5
Texas Southern,3/11/2022 15:00,,,-7,18.18,134,18.18,,70.5,63.5
Tulane,3/11/2022 15:00,,,1.5,16,136.5,17.39,,67.5,69
Temple,3/11/2022 15:00,,,-1.5,21,136.5,19.05,,69,67.5
Akron,3/11/2022 17:00,,,5.5,18.18,138.5,18.18,,66.5,72
Toledo,3/11/2022 17:00,,,-5.5,18.18,138.5,18.18,,72,66.5
Morgan State,3/11/2022 18:00,,,5.5,18.18,141,18.18,,67.8,73.3
Norfolk State,3/11/2022 18:00,,,-5.5,18.18,141,18.18,,73.3,67.8
Massachusetts,3/11/2022 18:00,,,10.5,16.67,144.5,19.05,,67,77.5
Dayton,3/11/2022 18:00,,,-10.5,20,144.5,17.39,,77.5,67
Texas A&M-Corpus Christi,3/11/2022 18:00,,,4.5,18.18,147.5,18.18,,71.5,76
Nicholls State,3/11/2022 18:00,,,-4.5,18.18,147.5,18.18,,76,71.5
Mississippi State,3/11/2022 18:00,,,6.5,18.18,130.5,17.39,,62,68.5
Tennessee,3/11/2022 18:00,,,-6.5,18.18,130.5,19.05,,68.5,62
Creighton,3/11/2022 18:30,,,3.5,18.18,131.5,18.18,,64,67.5
Providence,3/11/2022 18:30,,,-3.5,18.18,131.5,18.18,,67.5,64
Michigan State,3/11/2022 18:30,,,1.5,18.18,137.5,17.39,,68,69.5
Wisconsin,3/11/2022 18:30,,,-1.5,18.18,137.5,19.05,,69.5,68
Miami,3/11/2022 19:00,,,9,18.18,150,19.05,,70.5,79.5
Duke,3/11/2022 19:00,,,-9,18.18,150,17.39,,79.5,70.5
TCU,3/11/2022 19:00,,,7.5,20,139.5,17.39,,66,73.5
Kansas,3/11/2022 19:00,,,-7.5,16.67,139.5,19.05,,73.5,66
Tulsa,3/11/2022 19:00,,,7.5,18.18,139,18.18,,65.8,73.3
SMU,3/11/2022 19:00,,,-7.5,18.18,139,18.18,,73.3,65.8
Weber State,3/11/2022 19:30,,,1.5,18.18,143,18.18,,70.8,72.3
Montana State,3/11/2022 19:30,,,-1.5,18.18,143,18.18,,72.3,70.8
Colorado,3/11/2022 21:00,,,8.5,21,147.5,17.39,,69.5,78
Arizona,3/11/2022 21:00,,,-8.5,16,147.5,19.05,,78,69.5
Cal-Santa Barbara,3/11/2022 21:00,,,-1.5,18.18,139.5,20,,70.5,69
Long Beach State,3/11/2022 21:00,,,1.5,18.18,139.5,16.67,,69,70.5
Wyoming,3/11/2022 21:30,,,3,18.18,129,18.18,,63,66
Boise State,3/11/2022 21:30,,,-3,18.18,129,18.18,,66,63
