"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"rush_att","J. Jacobs","RB","LV","KC","2021-12-12T18:00:00Z","15","over","105","0.06440345445121942","null","null","under","-133","-0.1208959814270385","null","null"
"recv_yd","D. Knox","TE","BUF","TB","2021-12-12T21:25:00Z","39.5","over","-115","-0.13381386194463135","null","null","under","-115","0.06406594123632581","null","null"
"recv_rec","D. Freeman","RB","BLT","CLV","2021-12-12T18:00:00Z","2.5","over","125","-0.12024332261111109","null","null","under","-158","0.06339566259922469","null","null"
"pass_int","L. Jackson","QB","BLT","CLV","2021-12-12T18:00:00Z","0.5","over","-133","-0.12537253218884115","null","null","under","102","0.05950099009900989","null","null"
"recv_yd","W. Dissly","TE","SEA","HST","2021-12-12T18:00:00Z","9.5","over","-111","0.059393797107834434","null","null","under","-120","-0.13092377012592593","null","null"
"recv_rec","N. Harris","RB","PIT","MIN","2021-12-10T01:20:00Z","3.5","over","-144","-0.1215049180327869","null","null","under","111","0.05741374407582944","null","null"
"recv_yd","R. Gage","WR","ATL","CAR","2021-12-12T18:00:00Z","52.5","over","-118","-0.1236936117997659","null","null","under","-113","0.05187785990168725","null","null"
"pass_td","C. Newton","QB","CAR","ATL","2021-12-12T18:00:00Z","1.5","over","170","0.0510296296296297","null","null","under","-220","-0.1089","null","null"
"recv_rec","D. Johnson","WR","PIT","MIN","2021-12-10T01:20:00Z","6.5","over","-134","0.050350427350427274","null","null","under","101","-0.12051243781094534","null","null"
"recv_yd","Z. Jones","WR","LV","KC","2021-12-12T18:00:00Z","33","over","-115","-0.1186010974129863","null","null","under","-115","0.049856262024934095","null","null"
"recv_rec","T. McLaurin","WR","WAS","DAL","2021-12-12T18:00:00Z","4.5","over","-155","-0.11148235294117653","null","null","under","118","0.044930275229357775","null","null"
"recv_yd","M. Andrews","TE","BLT","CLV","2021-12-12T18:00:00Z","56.5","over","-116","-0.11209653178251056","null","null","under","-114","0.04232775253138599","null","null"
"recv_rec","M. Gallup","WR","DAL","WAS","2021-12-12T18:00:00Z","4.5","over","130","-0.09918260869565221","null","null","under","-165","0.04175849056603764","null","null"
"recv_rec","C. Claypool","WR","PIT","MIN","2021-12-10T01:20:00Z","3.5","over","-132","-0.10937931034482762","null","null","under","100","0.04039999999999999","null","null"
"rush_recv_yd","C. Patterson","RB","ATL","CAR","2021-12-12T18:00:00Z","91.5","over","-113","-0.10053962945886519","null","null","under","-113","0.03953428765623468","null","null"
"recv_yd","J. Jefferson","WR","MIN","PIT","2021-12-10T01:20:00Z","92.5","over","-115","0.037210837033435196","null","null","under","-115","-0.10699374592037847","null","null"
"pass_yd","C. Newton","QB","CAR","ATL","2021-12-12T18:00:00Z","192.5","over","-108","0.03645418731730776","null","null","under","-123","-0.10719334207739922","null","null"
"rush_att","C. Edwards-Helaire","RB","KC","LV","2021-12-12T18:00:00Z","13.5","over","-133","-0.09837248212875543","null","null","under","103","0.0349398440197044","null","null"
"rush_yd","C. Newton","QB","CAR","ATL","2021-12-12T18:00:00Z","31.5","over","-118","-0.10647209806974994","null","null","under","-113","0.03471629407747512","null","null"
"pass_comp","M. Ryan","QB","ATL","CAR","2021-12-12T18:00:00Z","21.5","over","100","0.03469999999999995","null","null","under","-133","-0.10548712446351932","null","null"
"recv_yd","D. Schultz","TE","DAL","WAS","2021-12-12T18:00:00Z","41.5","over","-116","-0.1039706211693453","null","null","under","-114","0.034256727769811146","null","null"
"pass_td","J. Goff","QB","DET","DEN","2021-12-12T21:05:00Z","1.5","over","160","0.03364615384615388","null","null","under","-207","-0.09253452768729653","null","null"
"pass_comp","B. Roethlisberger","QB","PIT","MIN","2021-12-10T01:20:00Z","22.5","over","-117","0.0314294930875576","null","null","under","-112","-0.09890188679245271","null","null"
"recv_yd","C. Patterson","RB","ATL","CAR","2021-12-12T18:00:00Z","31.5","over","-118","-0.10225659442106877","null","null","under","-113","0.030467058543127146","null","null"
"recv_yd","P. Freiermuth","TE","PIT","MIN","2021-12-10T01:20:00Z","36.5","over","-115","-0.10011664608144694","null","null","under","-115","0.03035414299366379","null","null"
"pass_yd","D. Mills","QB","HST","SEA","2021-12-12T18:00:00Z","220.5","over","-115","0.029858546410465148","null","null","under","-115","-0.09955840183953513","null","null"
"recv_yd","B. Pringle","WR","KC","LV","2021-12-12T18:00:00Z","23.5","over","-126","-0.10055915118291148","null","null","under","-106","0.02851253522999153","null","null"
"recv_yd","M. Gallup","WR","DAL","WAS","2021-12-12T18:00:00Z","47.5","over","-115","-0.09774751322460296","null","null","under","-115","0.02795842921329339","null","null"
"game_away_home_spread","NYG@LAC","","NYG","LAC","2021-12-12T21:05:00Z","-10","away","-110","0.027142857142857135","51","52","home","-110","-0.0728571428571429","49","48"
"recv_rec","K. Osborn","WR","MIN","PIT","2021-12-10T01:20:00Z","3.5","over","-104","-0.0950058823529411","null","null","under","-127","0.02571674008810565","null","null"
"pass_yd","J. Allen","QB","BUF","TB","2021-12-12T21:25:00Z","290.5","over","-115","-0.09519240522519956","null","null","under","-115","0.02544991758712989","null","null"
"rush_yd","C. Patterson","RB","ATL","CAR","2021-12-12T18:00:00Z","55.5","over","-110","-0.09340347450483477","null","null","under","-120","0.024138184890861725","null","null"
"recv_yd","F. Swain","WR","SEA","HST","2021-12-12T18:00:00Z","13.5","over","-118","0.024090335045076405","null","null","under","-112","-0.0936272839839899","null","null"
"pass_att","B. Roethlisberger","QB","PIT","MIN","2021-12-10T01:20:00Z","35.5","over","-110","0.023847563801408955","null","null","under","-121","-0.09514701109953072","null","null"
"recv_rec","M. Brown","WR","BLT","CLV","2021-12-12T18:00:00Z","4.5","over","100","-0.08884999999999998","null","null","under","-130","0.023639130434782496","null","null"
"pass_yd","D. Prescott","QB","DAL","WAS","2021-12-12T18:00:00Z","287.5","over","-113","-0.09375567436098264","null","null","under","-118","0.021922459360596447","null","null"
"recv_yd","G. Everett","TE","SEA","HST","2021-12-12T18:00:00Z","31.5","over","-111","-0.09308031651627241","null","null","under","-120","0.021576618826910088","null","null"
"pass_int","B. Roethlisberger","QB","PIT","MIN","2021-12-10T01:20:00Z","0.5","over","-122","-0.09484954954954944","null","null","under","-110","0.021490476190476282","null","null"
"recv_yd","H. Renfrow","WR","LV","KC","2021-12-12T18:00:00Z","68.5","over","-113","-0.09191499025315025","null","null","under","-118","0.020127877626940682","null","null"
"recv_yd","M. Brown","WR","BLT","CLV","2021-12-12T18:00:00Z","53.5","over","-115","-0.08818267116646389","null","null","under","-115","0.01841471230493341","null","null"
"game_point_total","LA@ARZ","","LA","ARZ","2021-12-14T01:15:00Z","51.5","over","-110","-0.06580952380952382","66","56","under","-110","0.0181904761904762","34","44"
"recv_yd","E. Sanders","WR","BUF","TB","2021-12-12T21:25:00Z","42.5","over","-117","-0.0895942122994704","null","null","under","-114","0.017683430959827273","null","null"
"game_point_total","NYG@LAC","","NYG","LAC","2021-12-12T21:05:00Z","43","over","-110","0.017619047619047534","97","41","under","-110","-0.06338095238095248","3","59"
"game_point_total","LV@KC","","LV","KC","2021-12-12T18:00:00Z","48","over","-110","-0.06357142857142856","85","62","under","-110","0.01742857142857146","15","38"
"recv_yd","J. Jacobs","RB","LV","KC","2021-12-12T18:00:00Z","29","over","-118","-0.08750083019843591","null","null","under","-113","0.016845204277383563","null","null"
"recv_yd","B. Edwards","WR","LV","KC","2021-12-12T18:00:00Z","33.5","over","-115","-0.08627220481085568","null","null","under","-115","0.01648803553248368","null","null"
"game_point_total","DET@DEN","","DET","DEN","2021-12-12T21:05:00Z","42","over","-110","0.01609523809523805","82","35","under","-110","-0.06290476190476196","18","65"
"game_point_total","SEA@HST","","SEA","HST","2021-12-12T18:00:00Z","41","over","-110","0.01509523809523805","66","49","under","-110","-0.06090476190476196","34","51"
"game_point_total","DAL@WAS","","DAL","WAS","2021-12-12T18:00:00Z","48","over","-110","-0.060571428571428665","82","39","under","-110","0.014428571428571346","18","61"
"pass_comp","J. Goff","QB","DET","DEN","2021-12-12T21:05:00Z","21.5","over","100","0.01429999999999998","null","null","under","-130","-0.07949130434782614","null","null"
"recv_yd","D. Carter","WR","WAS","DAL","2021-12-12T18:00:00Z","22.5","over","-112","-0.08376908433071584","null","null","under","-118","0.01419270704665998","null","null"
"recv_yd","K. Osborn","WR","MIN","PIT","2021-12-10T01:20:00Z","42.5","over","-120","-0.07844245016514695","null","null","under","-108","0.01378210457557183","null","null"
"recv_yd","T. Conklin","TE","MIN","PIT","2021-12-10T01:20:00Z","38.5","over","-117","-0.08583362076452067","null","null","under","-115","0.0117547848935865","null","null"
"pass_yd","L. Jackson","QB","BLT","CLV","2021-12-12T18:00:00Z","228.5","over","-115","-0.08065804310000035","null","null","under","-115","0.01094640800000024","null","null"
"game_point_total","BUF@TB","","BUF","TB","2021-12-12T21:25:00Z","53.5","over","-110","-0.05780952380952381","1","56","under","-110","0.010190476190476194","99","44"
"rush_yd","C. Edwards-Helaire","RB","KC","LV","2021-12-12T18:00:00Z","61.5","over","-113","-0.08182802138582662","null","null","under","-118","0.010104324244317953","null","null"
"game_point_total","JAX@TEN","","JAX","TEN","2021-12-12T18:00:00Z","43.5","over","-110","0.009190476190476193","59","54","under","-110","-0.05680952380952381","41","46"
"recv_yd","B. Cooks","WR","HST","SEA","2021-12-12T18:00:00Z","57.5","over","-112","0.007781710289004762","null","null","under","-118","-0.07739651002505699","null","null"
"game_point_total","BLT@CLV","","BLT","CLV","2021-12-12T18:00:00Z","43","over","-110","-0.0533333333333334","67","69","under","-110","0.0076666666666665995","33","31"
"recv_yd","J. Landry","WR","CLV","BLT","2021-12-12T18:00:00Z","55.5","over","-111","-0.07880096725474423","null","null","under","-120","0.007315241804151107","null","null"
"pass_td","B. Roethlisberger","QB","PIT","MIN","2021-12-10T01:20:00Z","1.5","over","-122","-0.07349459459459451","null","null","under","-107","0.007043478260869596","null","null"
"pass_td","B. Mayfield","QB","CLV","BLT","2021-12-12T18:00:00Z","1.5","over","135","0.00661063829787234","null","null","under","-180","-0.07499285714285708","null","null"
"rush_att","N. Harris","RB","PIT","MIN","2021-12-10T01:20:00Z","18.5","over","-123","0.0065304932735426036","null","null","under","-108","-0.07733076923076915","null","null"
"game_away_home_win","NO@NYJ","","NO","NYJ","2021-12-12T18:00:00Z","","away","-239","0.006395280235988121","96","71","home","196","-0.04916216216216218","4","29"
"game_away_home_spread","LV@KC","","LV","KC","2021-12-12T18:00:00Z","-9.5","away","-110","0.006190476190476191","36","63","home","-110","-0.05380952380952386","64","37"
"game_away_home_win","BUF@TB","","BUF","TB","2021-12-12T21:25:00Z","","away","146","-0.04428455284552846","40","37","home","-172","0.005544117647058866","60","63"
"rush_recv_yd","D. Williams","RB","KC","LV","2021-12-12T18:00:00Z","48.5","over","-116","0.0053637465783323846","null","null","under","-111","-0.0684945017991514","null","null"
"game_away_home_spread","CHI@GB","","CHI","GB","2021-12-13T01:20:00Z","-12.5","away","-110","0.00519047619047619","4","28","home","-110","-0.05280952380952386","96","72"
"rush_yd","T. Heinicke","QB","WAS","DAL","2021-12-12T18:00:00Z","22.5","over","-114","-0.0747664179484992","null","null","under","-116","0.005072257368219701","null","null"
"game_away_home_spread","DAL@WAS","","DAL","WAS","2021-12-12T18:00:00Z","4.5","away","-110","-0.05180952380952386","54","54","home","-110","0.004190476190476189","46","46"
"game_point_total","ATL@CAR","","ATL","CAR","2021-12-12T18:00:00Z","42","over","-110","0.004095238095238041","72","61","under","-110","-0.05090476190476195","28","39"
"recv_yd","C. Lamb","WR","DAL","WAS","2021-12-12T18:00:00Z","70.5","over","-115","-0.08019357344048833","null","null","under","-118","0.004009792277886226","null","null"
"pass_yd","M. Ryan","QB","ATL","CAR","2021-12-12T18:00:00Z","233.5","over","-105","0.0035201076621951266","null","null","under","-125","-0.0711903527333334","null","null"
"pass_td","L. Jackson","QB","BLT","CLV","2021-12-12T18:00:00Z","1.5","over","115","-0.07646976744186046","null","null","under","-155","0.0035176470588234032","null","null"
"game_away_home_win","NYG@LAC","","NYG","LAC","2021-12-12T21:05:00Z","","away","364","0.003129310344827607","19","35","home","-482","-0.0466941580756014","81","65"
"game_point_total","PIT@MIN","","PIT","MIN","2021-12-10T01:20:00Z","44.5","over","-110","0.0011904761904761862","35","61","under","-110","-0.04880952380952386","65","39"
"game_point_total","NO@NYJ","","NO","NYJ","2021-12-12T18:00:00Z","42.5","over","-110","-0.04880952380952386","76","45","under","-110","0.0011904761904761862","24","55"
"recv_yd","D. Metcalf","WR","SEA","HST","2021-12-12T18:00:00Z","59.5","over","-117","0.0008793670555299338","null","null","under","-113","-0.07055986734189157","null","null"
"pass_yd","R. Wilson","QB","SEA","HST","2021-12-12T18:00:00Z","239.5","over","-115","0.0008613483356275653","null","null","under","-115","-0.07053160724837176","null","null"
"recv_rec","T. Kelce","TE","KC","LV","2021-12-12T18:00:00Z","5.5","over","-135","-0.07246808510638303","null","null","under","101","0.00048756218905465776","null","null"
"recv_yd","T. Smith","WR","NO","NYJ","2021-12-12T18:00:00Z","36.5","over","-110","-0.06965610702145225","null","null","under","-120","0.0003974151409361637","null","null"
"rush_yd","D. Williams","RB","KC","LV","2021-12-12T18:00:00Z","27.5","over","-117","-0.07132260625125664","null","null","under","-114","-0.0005812507736641104","null","null"
"game_away_home_spread","NO@NYJ","","NO","NYJ","2021-12-12T18:00:00Z","5.5","away","-110","-0.0008095238095238155","28","51","home","-110","-0.046809523809523856","72","49"
"game_away_home_spread","DET@DEN","","DET","DEN","2021-12-12T21:05:00Z","-10","away","-110","-0.0008571428571428896","16","40","home","-110","-0.04485714285714287","84","60"
"recv_yd","D. Johnson","WR","PIT","MIN","2021-12-10T01:20:00Z","81.5","over","-115","-0.06870727449706465","null","null","under","-115","-0.001102502066204658","null","null"
"recv_yd","C. Godwin","WR","TB","BUF","2021-12-12T21:25:00Z","72.5","over","-115","-0.06857163885872786","null","null","under","-115","-0.001168162028728048","null","null"
"recv_yd","M. Callaway","WR","NO","NYJ","2021-12-12T18:00:00Z","34.5","over","-110","-0.06738692847159056","null","null","under","-120","-0.0018658819325416687","null","null"
"game_away_home_win","SF@CIN","","SF","CIN","2021-12-12T21:25:00Z","","away","-120","-0.0028181818181818308","46","42","home","100","-0.04250000000000004","54","58"
"recv_rec","K. Pitts","TE","ATL","CAR","2021-12-12T18:00:00Z","4.5","over","132","-0.003648275862068895","null","null","under","-175","-0.06373636363636359","null","null"
"recv_rec","C. Lamb","WR","DAL","WAS","2021-12-12T18:00:00Z","5.5","over","100","-0.051899999999999946","null","null","under","-125","-0.003655555555555523","null","null"
"pass_att","M. Ryan","QB","ATL","CAR","2021-12-12T18:00:00Z","32.5","over","-125","-0.0037120060035135127","null","null","under","-105","-0.0640455557042321","null","null"
"game_away_home_spread","SF@CIN","","SF","CIN","2021-12-12T21:25:00Z","1.5","away","-110","-0.003809523809523818","63","43","home","-110","-0.043809523809523854","37","57"
"game_point_total","CHI@GB","","CHI","GB","2021-12-13T01:20:00Z","43","over","-110","-0.04185714285714287","80","58","under","-110","-0.0038571428571428923","20","42"
"game_away_home_win","LV@KC","","LV","KC","2021-12-12T18:00:00Z","","away","349","-0.004048997772828494","null","30","home","-454","-0.03803610108303246","null","70"
"recv_yd","C. Beasley","WR","BUF","TB","2021-12-12T21:25:00Z","40.5","over","-114","-0.06770184833646486","null","null","under","-117","-0.004152302576976519","null","null"
"rush_yd","N. Harris","RB","PIT","MIN","2021-12-10T01:20:00Z","72.5","over","-117","-0.0675608357448193","null","null","under","-114","-0.004306593172897943","null","null"
"pass_comp","B. Mayfield","QB","CLV","BLT","2021-12-12T18:00:00Z","19.5","over","105","-0.05740073167317078","null","null","under","-135","-0.004884893655319189","null","null"
"recv_yd","R. McCloud III","WR","PIT","MIN","2021-12-10T01:20:00Z","12.5","over","-120","-0.005100220321776816","null","null","under","-110","-0.0641568889625238","null","null"
"game_away_home_spread","BLT@CLV","","BLT","CLV","2021-12-12T18:00:00Z","-2.5","away","-110","-0.04180952380952385","21","50","home","-110","-0.00580952380952382","79","50"
"recv_yd","M. Evans","WR","TB","BUF","2021-12-12T21:25:00Z","58.5","over","-122","-0.06519938485397736","null","null","under","-109","-0.005952385099007529","null","null"
"game_away_home_win","JAX@TEN","","JAX","TEN","2021-12-12T18:00:00Z","","away","349","-0.0062717149220489765","1","34","home","-456","-0.03650359712230211","99","66"
"game_away_home_win","PIT@MIN","","PIT","MIN","2021-12-10T01:20:00Z","","away","151","-0.03021115537848612","21","47","home","-177","-0.007072202166064967","79","53"
"game_away_home_win","DAL@WAS","","DAL","WAS","2021-12-12T18:00:00Z","","away","-201","-0.030770764119601335","43","25","home","170","-0.007259259259259243","57","75"
"recv_yd","L. Humphrey","WR","NO","NYJ","2021-12-12T18:00:00Z","16.5","over","-120","-0.007945090709232328","null","null","under","-110","-0.06127470499221799","null","null"
"recv_yd","T. Hill","WR","KC","LV","2021-12-12T18:00:00Z","77.5","over","-115","-0.008731995213152821","null","null","under","-115","-0.0610288900425629","null","null"
"recv_yd","N. Harris","RB","PIT","MIN","2021-12-10T01:20:00Z","28.5","over","-112","-0.062171345581020276","null","null","under","-119","-0.009498981446667498","null","null"
"pass_yd","P. Mahomes","QB","KC","LV","2021-12-12T18:00:00Z","284.5","over","-115","-0.06000536174732368","null","null","under","-115","-0.009764902828414357","null","null"
"game_point_total","SF@CIN","","SF","CIN","2021-12-12T21:25:00Z","48.5","over","-110","-0.009809523809523824","6","57","under","-110","-0.03780952380952385","94","43"
"game_away_home_win","CHI@GB","","CHI","GB","2021-12-13T01:20:00Z","","away","476","-0.010263888888888878","11","17","home","-680","-0.03505128205128205","89","83"
"recv_yd","T. Kelce","TE","KC","LV","2021-12-12T18:00:00Z","73.5","over","-114","-0.059272535953388716","null","null","under","-116","-0.010391310705972323","null","null"
"pass_yd","T. Heinicke","QB","WAS","DAL","2021-12-12T18:00:00Z","242.5","over","-113","-0.061126330327371026","null","null","under","-118","-0.010582083699082423","null","null"
"pass_td","D. Carr","QB","LV","KC","2021-12-12T18:00:00Z","1.5","over","105","-0.06000487804878052","null","null","under","-140","-0.011133333333333217","null","null"
"pass_yd","D. Carr","QB","LV","KC","2021-12-12T18:00:00Z","258.5","over","-115","-0.05844107698967449","null","null","under","-115","-0.011320802617674541","null","null"
"game_away_home_win","ATL@CAR","","ATL","CAR","2021-12-12T18:00:00Z","","away","117","-0.011447004608294897","null","54","home","-138","-0.029092436974789804","null","46"
"pass_td","M. Ryan","QB","ATL","CAR","2021-12-12T18:00:00Z","1.5","over","115","-0.012616279069767422","null","null","under","-155","-0.060343137254901924","null","null"
"game_away_home_spread","LA@ARZ","","LA","ARZ","2021-12-14T01:15:00Z","-2.5","away","-110","-0.034809523809523846","56","36","home","-110","-0.012809523809523826","44","64"
"rush_yd","J. Allen","QB","BUF","TB","2021-12-12T21:25:00Z","31.5","over","-118","-0.05638865800434306","null","null","under","-112","-0.013152186322243353","null","null"
"game_away_home_spread","SEA@HST","","SEA","HST","2021-12-12T18:00:00Z","8.5","away","-110","-0.033809523809523845","90","70","home","-110","-0.013809523809523827","10","30"
"game_away_home_spread","JAX@TEN","","JAX","TEN","2021-12-12T18:00:00Z","-8.5","away","-110","-0.013809523809523827","49","44","home","-110","-0.033809523809523845","51","56"
"pass_att","B. Mayfield","QB","CLV","BLT","2021-12-12T18:00:00Z","30.5","over","102","-0.05564950583490097","null","null","under","-135","-0.013868084346170262","null","null"
"pass_yd","K. Cousins","QB","MIN","PIT","2021-12-10T01:20:00Z","255.5","over","-115","-0.014249977676418668","null","null","under","-115","-0.05563045419441892","null","null"
"game_away_home_win","BLT@CLV","","BLT","CLV","2021-12-12T18:00:00Z","","away","117","-0.02544700460829491","24","41","home","-138","-0.015092436974789791","76","59"
"pass_comp","K. Cousins","QB","MIN","PIT","2021-12-10T01:20:00Z","22.5","over","-124","-0.01521607142857151","null","null","under","-106","-0.05291165048543689","null","null"
"pass_yd","J. Goff","QB","DET","DEN","2021-12-12T21:05:00Z","227","over","-115","-0.016575373037441943","null","null","under","-115","-0.052893404267441935","null","null"
"game_away_home_win","LA@ARZ","","LA","ARZ","2021-12-14T01:15:00Z","","away","114","-0.024887850467289807","88","79","home","-135","-0.016744680851063842","12","21"
"game_away_home_win","DET@DEN","","DET","DEN","2021-12-12T21:05:00Z","","away","350","-0.025555555555555526","18","50","home","-458","-0.017326164874551853","82","50"
"game_away_home_win","SEA@HST","","SEA","HST","2021-12-12T18:00:00Z","","away","-406","-0.01776679841897233","59","73","home","316","-0.024903846153846138","41","27"
"recv_yd","T. Lockett","WR","SEA","HST","2021-12-12T18:00:00Z","65.5","over","-115","-0.018486214017425562","null","null","under","-115","-0.05128156800522571","null","null"
"game_away_home_spread","PIT@MIN","","PIT","MIN","2021-12-10T01:20:00Z","-3.5","away","-110","-0.01880952380952383","25","49","home","-110","-0.02880952380952384","75","51"
"game_away_home_spread","ATL@CAR","","ATL","CAR","2021-12-12T18:00:00Z","-2.5","away","-110","-0.02880952380952384","29","64","home","-110","-0.01880952380952383","71","36"
"rush_yd","L. Jackson","QB","BLT","CLV","2021-12-12T18:00:00Z","63.5","over","-115","-0.01929707770359368","null","null","under","-115","-0.050514803001433906","null","null"
"pass_int","M. Ryan","QB","ATL","CAR","2021-12-12T18:00:00Z","0.5","over","105","-0.04830487804878053","null","null","under","-138","-0.019331932773109184","null","null"
"recv_yd","A. Humphries","WR","WAS","DAL","2021-12-12T18:00:00Z","20.5","over","-117","-0.05220178053035901","null","null","under","-114","-0.019611736132709168","null","null"
"rush_recv_yd","J. Jacobs","RB","LV","KC","2021-12-12T18:00:00Z","95.5","over","-108","-0.04035162235430295","null","null","under","-118","-0.020136147766123824","null","null"
"recv_yd","J. Johnson","TE","NO","NYJ","2021-12-12T18:00:00Z","15.5","over","-115","-0.020529083111076818","null","null","under","-115","-0.049216554422261916","null","null"
"rush_yd","P. Mahomes","QB","KC","LV","2021-12-12T18:00:00Z","16.5","over","-120","-0.04827507568164441","null","null","under","-110","-0.02095538897639082","null","null"
"recv_yd","D. Williams","RB","KC","LV","2021-12-12T18:00:00Z","17.5","over","-115","-0.050458334247770575","null","null","under","-116","-0.021404497400953848","null","null"
"rush_yd","J. Jacobs","RB","LV","KC","2021-12-12T18:00:00Z","61.5","over","-118","-0.05237345576013064","null","null","under","-114","-0.021623642145522592","null","null"
"pass_yd","T. Brady","QB","TB","BUF","2021-12-12T21:25:00Z","307.5","over","-107","-0.04820062432416816","null","null","under","-124","-0.022182538238055827","null","null"
"rush_yd","L. Fournette","RB","TB","BUF","2021-12-12T21:25:00Z","57.5","over","-115","-0.04730593629702251","null","null","under","-115","-0.02241440531672423","null","null"
"game_away_home_spread","BUF@TB","","BUF","TB","2021-12-12T21:25:00Z","-3.5","away","-110","-0.024809523809523837","37","36","home","-110","-0.022809523809523835","63","64"
"rush_yd","N. Chubb","RB","CLV","BLT","2021-12-12T18:00:00Z","68.5","over","-112","-0.023295471093108144","null","null","under","-118","-0.046277843789680195","null","null"
"recv_yd","D. Robinson","WR","KC","LV","2021-12-12T18:00:00Z","16.5","over","-115","-0.04845205513617917","null","null","under","-116","-0.02339628448628228","null","null"
"recv_yd","D. Freeman","RB","BLT","CLV","2021-12-12T18:00:00Z","14.5","over","-113","-0.023398987507462832","null","null","under","-118","-0.048343341650799565","null","null"
"pass_td","T. Heinicke","QB","WAS","DAL","2021-12-12T18:00:00Z","1.5","over","112","-0.0480452830188679","null","null","under","-150","-0.023660000000000014","null","null"
"pass_int","K. Cousins","QB","MIN","PIT","2021-12-10T01:20:00Z","0.5","over","113","-0.042383568075117395","null","null","under","-148","-0.023874193548387157","null","null"
"rush_yd","D. Freeman","RB","BLT","CLV","2021-12-12T18:00:00Z","49.5","over","-115","-0.02454898166573649","null","null","under","-115","-0.04516397062085814","null","null"
"rush_recv_yd","N. Harris","RB","PIT","MIN","2021-12-10T01:20:00Z","104.5","over","-119","-0.04379689425323857","null","null","under","-111","-0.02553986745836001","null","null"
"pass_yd","B. Mayfield","QB","CLV","BLT","2021-12-12T18:00:00Z","229.5","over","-107","-0.026076299170048445","null","null","under","-124","-0.0443205807357141","null","null"
