player_id,team,opp,pos,name,fpts,proj_own,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1181702,MICH,IU,WR,Hunter Neff,,0,0,0,3000,,,1181702
1180415,PUR,UMD,WR,Garrett Miller,,0,0,0,3000,,,1180415
1180448,PUR,UMD,WR,Milton Wright,,0,0,0,3000,,,1180448
1183605,UF,MIZZ,WR,Justin Curtis,,0,0,0,3000,,,1183605
1181317,AUB,UGA,WR,Tommy Nesmith,,0,0,0,3000,,,1181317
1380615,MSU,OSU,QB,Katin Houser,,0,0,0,4500,,,1380615
1074727,MICH,IU,WR,Carter Selzer,,0,0,0,3000,,,1074727
1290129,MISS,VAND,RB,Matt Jones,,0,0,0,3000,,,1290129
1383915,MSST,ARK,RB,Javaris Bufford,,0,0,0,3000,,,1383915
1285905,UT,OU,WR,Agiye Hall,1.75,0,0,0,3000,,,1285905
1380648,AUB,UGA,WR,Jake Kruse,,0,0,0,3000,,,1380648
1394816,UF,MIZZ,WR,Scott Isacks III,,0,0,0,3000,,,1394816
1164806,MIZZ,UF,WR,Demariyon Houston,,0,0,0,3000,,,1164806
1285949,UF,MIZZ,WR,Nick Elksnis,,0,0,0,3000,,,1285949
1395949,UGA,AUB,RB,Andrew Paul,,0,0,0,3000,,,1395949
1381209,TENN,LSU,WR,Titus Rohrer,,0,0,0,3000,,,1381209
1231829,OKST,TTU,RB,Deondre Jackson,1.69,0,0,0,3000,,,1231829
1180812,TCU,KU,WR,Brent Matiscik,,0,0,0,3000,,,1180812
976966,TENN,LSU,QB,Hendon Hooker,28.9,23,0,0,8100,,,976966
1180999,LSU,TENN,WR,Evan Francioni,0.66,0,0,0,3000,,,1180999
1390824,MIZZ,UF,RB,Anthony Favrow,,0,0,0,3000,,,1390824
1193737,UF,MIZZ,QB,Jack Anders,,0,0,0,4500,,,1193737
1193748,UF,MIZZ,WR,William Sawyer,,0,0,0,3000,,,1193748
1181659,MICH,IU,WR,Cornelius Johnson,9.17,1,0,0,3900,,,1181659
1182627,UGA,AUB,RB,Sevaughn Clark,1.01,0,0,0,3000,,,1182627
1074706,MICH,IU,WR,Joel Honigford,,0,0,0,3400,,,1074706
1172969,MISS,VAND,WR,Dayton Wade,1.36,0,0,0,3400,,,1172969
1380616,VAND,MISS,WR,Jayden McGowan,10.63,0,0,0,6700,,,1380616
1290108,ARK,MSST,WR,Zach Lee,,0,0,0,3000,,,1290108
1380627,MSU,OSU,WR,Jack Nickel,,0,0,0,3000,,,1380627
1229092,PUR,UMD,QB,Christian Gelov,,0,0,0,4500,,,1229092
1383916,MSST,ARK,RB,Ashtanyrein Duncan,,0,0,0,3000,,,1383916
1380649,AUB,UGA,WR,Colby Stafford,,0,0,0,3000,,,1380649
1285917,UGA,AUB,WR,Brock Bowers,18.35,12,0,0,7100,,,1285917
1381749,MSST,ARK,WR,Kade Kolka,,0,0,0,3000,,,1381749
1286709,OKST,TTU,WR,Vance Hooper,,0,0,0,3000,,,1286709
1390814,MIZZ,UF,QB,Brett Brown,,0,0,0,4500,,,1390814
1390836,MIZZ,UF,QB,Sam Horn,,0,0,0,4500,,,1390836
1181638,MICH,IU,WR,Mathew Harrison,,0,0,0,3000,,,1181638
1180428,PUR,UMD,WR,Mershawn Rice,5.67,0,0,0,4000,,,1180428
1161816,TENN,LSU,WR,Ramel Keyton,11.3,9,0,0,3800,,,1161816
1229071,OU,UT,QB,Micah Bowens,,0,0,0,4500,,,1229071
1329270,UGA,AUB,WR,Woody Waters,,0,0,0,3000,,,1329270
1380617,AUB,UGA,WR,Jay Fair,0.45,0,0,0,3000,,,1380617
1380628,AUB,UGA,RB,Wise Gordon,,0,0,0,3000,,,1380628
1383807,MISS,VAND,RB,Quinshon Judkins,22.2,15,0,0,6400,,,1383807
1285929,UF,MIZZ,QB,Jalen Kitna,,0,0,0,5700,,,1285929
1066919,UT,OU,WR,Tarique Milton,2.74,0,0,0,3500,,,1066919
1171816,IU,MICH,QB,Connor Bazelak,14.32,1,0,0,5300,,,1171816
1229171,TCU,KU,QB,Chandler Morris,,0,0,0,6000,,,1229171
1285908,UGA,AUB,WR,Adonai Mitchell,,0,0,0,6100,,,1285908
1214080,MSU,OSU,WR,Christian Fitzpatrick,0.58,0,0,0,3000,,,1214080
1106280,UTAH,UCLA,QB,Cameron Rising,21.84,3,0,0,7900,,,1106280
1229370,OKST,TTU,WR,Rashod Owens,0.75,0,0,0,3200,,,1229370
1229095,MISS,VAND,WR,Lex Boucvalt,,0,0,0,3000,,,1229095
1383919,MSST,ARK,WR,Nick Lauderdale,,0,0,0,3000,,,1383919
1319185,AUB,UGA,RB,Jarquez Hunter,3.44,0,0,0,4600,,,1319185
1409220,ASU,UW,QB,Max Clark,,0,0,0,4500,,,1409220
1248060,ASU,UW,WR,Giovanni Sanders,5.88,0,0,0,3600,,,1248060
1215071,UCLA,UTAH,WR,Logan Loya,2.74,0,0,0,3900,,,1215071
1216094,MIZZ,UF,WR,Micah Manning,,0,0,0,3000,,,1216094
1229096,TCU,KU,WR,Ben Reppenhagen,,0,0,0,3000,,,1229096
1319252,TENN,LSU,WR,Nigel Lanier,,0,0,0,3000,,,1319252
1329295,UGA,AUB,RB,Gleaton Jones,,0,0,0,3000,,,1329295
1319142,AUB,UGA,RB,Jordon Ingram,,0,0,0,3000,,,1319142
1319274,TENN,LSU,RB,Patrick Wilk,1.3,0,0,0,3000,,,1319274
1319175,AUB,UGA,WR,Tar'Varish Dawson Jr.,1.59,0,0,0,3000,,,1319175
1229680,MICH,IU,RB,Nico Tiberia,,0,0,0,3000,,,1229680
1214082,OSU,MSU,WR,Julian Fleming,9.16,7,0,0,5000,,,1214082
1400180,VAND,MISS,WR,Cole Spence,0.5,0,0,0,3000,,,1400180
1229691,MICH,IU,WR,Sam Staruch,,0,0,0,3000,,,1229691
1229493,IU,MICH,WR,David Baker,,0,0,0,3000,,,1229493
1406560,TCU,KU,RB,Brant Ahlfinger,,0,0,0,3000,,,1406560
1406571,TCU,KU,WR,Hunter Krepp,,0,0,0,3000,,,1406571
1329285,UGA,AUB,QB,Collin Drake,,0,0,0,4500,,,1329285
973946,TTU,OKST,WR,Chadarius Townsend,,0,0,0,3000,,,973946
1379280,PUR,UMD,QB,Kyle Adams,,0,0,0,4500,,,1379280
1180829,KU,TCU,QB,Jordan Preston,,0,0,0,4500,,,1180829
1106382,UMD,PUR,WR,Jeshaun Jones,10.68,2,0,0,4900,,,1106382
1229681,MICH,IU,RB,Isaiah Gash,0.75,0,0,0,3000,,,1229681
1400071,ASU,UW,WR,Zeek Freeman,0.51,0,0,0,3000,,,1400071
1317230,UMD,PUR,RB,Roman Hemby,14.83,2,0,0,5200,,,1317230
1319265,TENN,LSU,WR,Julian Nixon,,0,0,0,3000,,,1319265
1223290,ASU,UW,WR,Cade Veach,,0,0,0,3000,,,1223290
1213390,MIZZ,UF,RB,Elijah Young,,0,0,0,4000,,,1213390
1246181,UCLA,UTAH,RB,Brian Kowall,,0,0,0,3000,,,1246181
1181809,MIZZ,UF,WR,Tyler Stephens,1.02,0,0,0,3400,,,1181809
1214084,OSU,MSU,QB,C.J. Stroud,28.4,19,0,0,9200,,,1214084
1229693,MICH,IU,WR,Matthew Hibner,,0,0,0,3000,,,1229693
1128075,UCLA,UTAH,WR,Kazmeir Allen,11.34,2,0,0,5100,,,1128075
1239285,OKST,TTU,WR,Cale Cabbiness,3.31,0,0,0,3000,,,1239285
1128086,UCLA,UTAH,WR,Michael Ezeike,2.76,0,0,0,3500,,,1128086
1229363,OKST,TTU,RB,Zach Middleton,1.04,0,0,0,3000,,,1229363
1317231,UMD,PUR,WR,Kai Holloway,,0,0,0,3000,,,1317231
1229055,MISS,VAND,RB,Kentrel Bullock,1.1,0,0,0,3000,,,1229055
1229187,OU,UT,WR,Brian Darby,,0,0,0,3000,,,1229187
1409224,MIZZ,UF,WR,Tucker Miller,,0,0,0,3000,,,1409224
1118670,MICH,IU,WR,Zach Peterson,,0,0,0,3000,,,1118670
1214041,PUR,UMD,WR,Abdur-Rahmaan Yaseen,0.76,0,0,0,3800,,,1214041
1325240,WISC,NW,WR,Alex Moeller,,0,0,0,3000,,,1325240
1229540,MICH,IU,RB,Blake Corum,28.43,15,0,0,7900,,,1229540
1107462,IU,MICH,QB,Jack Tuttle,,0,0,0,4500,,,1107462
1400040,UW,ASU,WR,John Frazier,,0,0,0,3000,,,1400040
1218661,UGA,AUB,WR,Davis Day,,0,0,0,3000,,,1218661
1214085,UF,MIZZ,QB,Jack Miller III,,0,0,0,4500,,,1214085
1315483,NW,WISC,WR,Jasper Stratton,,0,0,0,3000,,,1315483
1402493,KU,TCU,WR,Cole Rhoden,,0,0,0,3000,,,1402493
1229353,ASU,UW,WR,Ryan Morgan,,0,0,0,3000,,,1229353
1229474,MICH,IU,WR,Josh Beetham,,0,0,0,3000,,,1229474
1107033,UTAH,UCLA,RB,Tavion Thomas,12.03,4,0,0,8400,,,1107033
1317221,UMD,PUR,WR,Maxwell Brown,,0,0,0,3000,,,1317221
1229386,OKST,TTU,WR,Brennan Presley,9.85,2,0,0,5100,,,1229386
1404077,MICH,IU,QB,Brandon Mann,,0,0,0,4500,,,1404077
1299071,MISS,VAND,QB,Alex Grado,,0,0,0,4500,,,1299071
1409225,MIZZ,UF,RB,Ethan Wood,,0,0,0,3000,,,1409225
1213480,ASU,UW,RB,Daniyel Ngata,5.62,2,0,0,3200,,,1213480
1213381,ARK,MSST,QB,Kade Renfro,,0,0,0,4500,,,1213381
1321082,MSST,ARK,QB,Jake Weir,,0,0,0,4500,,,1321082
1117352,UF,MIZZ,WR,Griffin McDowell,,0,0,0,3000,,,1117352
1248032,AUB,UGA,QB,Robby Ashford,16.43,4,0,0,5000,,,1248032
1214042,MSU,OSU,WR,Maliq Carr,1.64,0,0,0,3000,,,1214042
1226384,UMD,PUR,RB,Challen Faamatau,,0,0,0,3000,,,1226384
1218651,UGA,AUB,WR,Marcus Rosemy-Jacksaint,8.08,0,0,0,3800,,,1218651
1229541,MICH,IU,WR,A.J. Henning,1.1,0,0,0,3500,,,1229541
1325494,LSU,TENN,WR,Gabe Leonards,,0,0,0,3000,,,1325494
1214185,AUB,UGA,WR,Dazalin Worsham,0.83,0,0,0,3000,,,1214185
