team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,15,568,14,57,568,91.8,82,11
TB,30,14,530,9,75,530,90.2,94,10
MIA,17,14,547,15,80,547,88.4,111,16
NYJ,22,14,545,25,70,545,88.0,113,18
JAX,15,14,504,18,69,504,88.0,104,17
BUF,4,14,483,9,103,483,87.6,116,4
WAS,32,14,521,11,93,521,87.5,117,13
ARZ,1,14,483,11,86,483,87.5,109,12
KC,16,14,577,32,90,577,86.7,138,16
GB,12,14,434,17,83,434,86.6,108,8
BLT,3,14,461,9,102,461,86.4,118,7
CAR,5,14,519,24,86,519,86.1,127,17
SF,28,14,485,17,108,485,85.9,131,6
DAL,9,14,582,27,84,582,85.8,138,27
NO,20,14,495,20,98,495,85.7,130,12
ATL,2,14,488,33,78,488,85.3,127,16
DET,11,14,493,28,85,493,85.1,130,17
LAC,27,15,498,25,76,498,85.0,125,24
IND,14,14,472,22,86,472,84.5,127,19
CHI,6,14,563,11,98,563,84.3,143,34
PIT,25,14,463,21,84,463,84.1,126,21
LV,23,14,586,23,117,586,84.1,163,23
HST,13,14,552,19,103,552,83.7,151,29
LA,26,14,497,38,86,497,83.3,145,21
PHI,24,14,439,9,100,439,83.3,128,19
MIN,18,14,497,18,109,497,83.2,147,20
CLV,8,14,636,37,128,636,82.9,191,26
CIN,7,14,580,38,118,580,82.9,177,21
NYG,21,14,575,45,117,575,81.0,190,28
TEN,31,14,510,29,107,510,81.0,165,29
SEA,29,14,567,24,140,567,79.7,197,33
NE,19,14,532,31,134,532,78.5,197,32
