player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,MIA,14,0,,,3.7,,,0,0,0,,17,61.3,83.4,89.2,67.3,86.6,29.6,0,,50.0,2,0,0,0.0,0,12,327,5,2,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,11,0,-3.0,100.0,8.2,15.0,15.0,0,0,0,0.0,24,50.9,78.6,63.9,71.8,80.1,34.0,0,5,75.0,3,0,1,87.5,1,15,184,5,1,1,0,5,8,0.3,5.0
Kareem Jackson,5545,S,BUF,1,1,8.5,50.0,93.5,28.0,14.0,0,0,0,0.0,4,65.9,67.5,80.2,57.1,60.0,80.0,0,4,0.0,0,0,0,56.3,1,29,31,0,2,2,0,4,0,0.1,4.0
Jerry Hughes,5556,ED,HST,6,0,,,7.3,,,0,0,0,,13,60.9,46.8,82.5,45.9,51.9,73.8,0,,0.0,0,0,0,0.0,0,3,41,0,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,10,1,,,3.9,,,0,0,0,,4,66.9,74.5,31.9,74.0,66.8,66.0,0,,0.0,0,0,2,0.0,0,7,181,5,2,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,14,2,,,2.1,,,0,0,0,,20,67.8,56.1,88.6,57.2,49.1,46.5,1,,16.7,1,0,0,0.0,0,6,292,5,3,0,0,0,0,0.0,
Nick Bellore,6515,LB,WAS,3,0,-3.5,100.0,75.0,1.5,1.5,0,0,0,0.0,32,79.4,87.9,68.9,60.0,63.2,73.2,0,2,0.0,0,0,0,79.2,2,3,4,1,1,2,0,-4,3,-1.3,-2.0
Stephon Gilmore,7016,CB,MIN,12,8,8.1,66.2,100.0,9.8,6.5,0,0,6,8.8,18,62.7,66.6,86.6,,82.4,69.5,1,27,8.9,4,6,3,92.0,45,467,467,15,33,68,3,428,176,1.0,9.5
Bobby Wagner,7050,LB,WAS,14,6,5.1,74.2,83.9,16.7,12.4,0,0,1,3.2,32,60.3,83.7,62.1,89.9,90.5,81.6,0,32,3.7,1,1,2,109.3,23,417,497,12,20,31,1,258,161,0.7,11.2
Lavonte David,7060,LB,TB,14,7,4.6,85.7,81.2,7.8,6.7,0,0,3,4.3,30,61.0,68.9,85.0,67.0,73.3,45.1,1,49,17.2,10,3,1,105.4,60,496,611,19,41,70,2,590,347,1.3,9.8
Demario Davis,7079,LB,NO,13,12,4.8,74.4,90.4,16.1,12.0,0,1,3,7.7,20,65.0,73.0,63.3,68.5,77.7,63.9,1,23,9.8,4,3,2,84.5,29,499,552,10,25,39,0,291,193,0.6,10.0
Rodney McLeod,7271,S,CLV,14,1,8.2,60.7,96.7,14.8,9.0,0,0,5,17.9,8,39.6,43.2,82.7,52.1,57.2,53.4,0,17,20.0,4,5,0,107.0,17,266,275,3,15,28,3,125,75,0.5,7.4
Tashaun Gipson Sr.,7288,S,SF,3,0,11.0,0.0,100.0,,10.0,0,0,1,100.0,28,48.9,56.6,75.8,,69.9,77.0,0,,,0,1,0,39.6,0,11,11,0,0,1,0,0,0,0.0,
Harrison Smith,7641,S,MIN,14,11,10.0,69.6,92.3,16.0,11.2,0,1,4,8.7,18,60.2,64.8,89.4,53.6,76.2,71.2,2,42,10.2,5,4,0,100.5,32,543,588,7,33,46,3,407,193,0.8,12.7
