player_id,team,opp,pos,name,fpts,proj_own,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1181702,MICH,UMD,WR,Hunter Neff,,0,0,0,3000,,,1181702
1390911,WAKE,CLEM,WR,Jaydn Girard,,0,0,0,3000,,,1390911
1390933,ISU,BAY,RB,Caden Kock,,0,0,0,3000,,,1390933
1183605,UF,TENN,WR,Justin Curtis,,0,0,0,3000,,,1183605
1181317,AUB,MIZZ,WR,Tommy Nesmith,,0,0,0,3000,,,1181317
976459,MINN,MSU,QB,Tanner Morgan,14.69,0,0,0,6100,,,976459
1380615,MSU,MINN,QB,Katin Houser,,0,0,0,4500,,,1380615
1074727,MICH,UMD,WR,Carter Selzer,,0,0,0,3000,,,1074727
976349,SMU,TCU,WR,Beau Corrales,,0,0,0,3000,,,976349
1285905,UT,TTU,WR,Agiye Hall,,0,0,0,3000,,,1285905
1380648,AUB,MIZZ,WR,Jake Kruse,,0,0,0,3000,,,1380648
1171439,PSU,CMU,RB,Tank Smith,1.14,0,0,0,3000,,,1171439
1394816,UF,TENN,WR,Scott Isacks III,,0,0,0,3000,,,1394816
923505,BAY,ISU,QB,Luke Anthony,,0,0,0,4500,,,923505
1164806,MIZZ,AUB,WR,Demariyon Houston,,0,0,0,3000,,,1164806
910569,ORE,WSU,WR,Cam McCormick,1.1,0,0,0,3000,,,910569
1285949,UF,TENN,WR,Nick Elksnis,,0,0,0,3000,,,1285949
1286818,WSU,ORE,WR,De'zhaun Stribling,12.7,0,0,0,4600,,,1286818
1381209,TENN,UF,WR,Titus Rohrer,,0,0,0,3000,,,1381209
1180812,TCU,SMU,WR,Brent Matiscik,,0,0,0,3000,,,1180812
976966,TENN,UF,QB,Hendon Hooker,27.21,0,0,0,8100,,,976966
1390824,MIZZ,AUB,RB,Anthony Favrow,,0,0,0,3000,,,1390824
1193737,UF,TENN,QB,Jack Anders,,0,0,0,4500,,,1193737
1193748,UF,TENN,WR,William Sawyer,,0,0,0,3000,,,1193748
1181659,MICH,UMD,WR,Cornelius Johnson,7.5,0,0,0,6400,,,1181659
910614,WSU,ORE,WR,Renard Bell,8.4,0,0,0,3900,,,910614
1074706,MICH,UMD,WR,Joel Honigford,,0,0,0,3000,,,1074706
1380627,MSU,MINN,WR,Jack Nickel,,0,0,0,3000,,,1380627
1380649,AUB,MIZZ,WR,Colby Stafford,,0,0,0,3000,,,1380649
1390913,WAKE,CLEM,WR,Wesley Grimes,0.61,0,0,0,3000,,,1390913
1390814,MIZZ,AUB,QB,Brett Brown,,0,0,0,4500,,,1390814
1390836,MIZZ,AUB,QB,Sam Horn,,0,0,0,4500,,,1390836
1181638,MICH,UMD,WR,Mathew Harrison,,0,0,0,3000,,,1181638
1380826,UNC,ND,QB,Conner Harrell,,0,0,0,4500,,,1380826
1161816,TENN,UF,WR,Ramel Keyton,8.83,0,0,0,4200,,,1161816
976439,MINN,MSU,WR,Chris Autman-Bell,,0,0,0,6400,,,976439
1380617,AUB,MIZZ,WR,Jay Fair,0.62,0,0,0,3000,,,1380617
1380628,AUB,MIZZ,RB,Wise Gordon,,0,0,0,3000,,,1380628
1285929,UF,TENN,QB,Jalen Kitna,,0,0,0,5900,,,1285929
1066919,UT,TTU,WR,Tarique Milton,0.68,0,0,0,4600,,,1066919
1287909,MINN,MSU,WR,Le'Meke Brockington,2.9,0,0,0,3000,,,1287909
1215080,UNC,ND,WR,Tylee Craft,,0,0,0,3000,,,1215080
1171816,IU,CINCY,QB,Connor Bazelak,13.21,0,0,0,6000,,,1171816
976418,CMU,PSU,WR,Carlos Carriere,,0,0,0,4800,,,976418
1380827,UNC,ND,RB,George Pettaway,9.05,0,0,0,3000,,,1380827
1229171,TCU,SMU,QB,Chandler Morris,,0,0,0,7300,,,1229171
1405490,CMU,PSU,WR,Decorion Temple,0.52,0,0,0,3000,,,1405490
1229083,PSU,CMU,WR,Tyler Warren,4.37,0,0,0,3000,,,1229083
1319492,DUKE,KU,RB,Calvin Kim,,0,0,0,3000,,,1319492
1214080,MSU,MINN,WR,Christian Fitzpatrick,1.95,0,0,0,3000,,,1214080
1390915,WAKE,CLEM,WR,AK Kelly,,0,0,0,3000,,,1390915
1182927,BAY,ISU,WR,Tripp Mitchell,,0,0,0,3000,,,1182927
1319185,AUB,MIZZ,RB,Jarquez Hunter,9.95,0,0,0,5200,,,1319185
1390916,WAKE,CLEM,WR,Harry Lodge,,0,0,0,3000,,,1390916
1390949,ISU,BAY,WR,Gabe Burkle,,0,0,0,3000,,,1390949
1215093,UNC,ND,WR,John Copenhaver,1.17,0,0,0,3000,,,1215093
1216094,MIZZ,AUB,WR,Micah Manning,,0,0,0,3000,,,1216094
1229074,PSU,CMU,WR,Parker Washington,14.93,0,0,0,6300,,,1229074
1229096,TCU,SMU,WR,Ben Reppenhagen,,0,0,0,3000,,,1229096
1319252,TENN,UF,WR,Nigel Lanier,,0,0,0,3000,,,1319252
1319142,AUB,MIZZ,RB,Jordon Ingram,,0,0,0,3000,,,1319142
1319274,TENN,UF,RB,Patrick Wilk,1.49,0,0,0,3000,,,1319274
1319175,AUB,MIZZ,WR,Tar'Varish Dawson Jr.,3.39,0,0,0,3700,,,1319175
1229680,MICH,UMD,RB,Nico Tiberia,,0,0,0,3100,,,1229680
1229691,MICH,UMD,WR,Sam Staruch,,0,0,0,3000,,,1229691
1402270,CMU,PSU,WR,Jordan Kelly,,0,0,0,3000,,,1402270
1229493,IU,CINCY,WR,David Baker,,0,0,0,3000,,,1229493
1215094,UNC,ND,WR,Kendall Karr,,0,0,0,3000,,,1215094
1172809,ISU,BAY,RB,Levi Hummel,,0,0,0,3000,,,1172809
1406560,TCU,SMU,RB,Brant Ahlfinger,,0,0,0,3000,,,1406560
1406571,TCU,SMU,WR,Hunter Krepp,,0,0,0,3000,,,1406571
1319495,DUKE,KU,WR,Nick Lampert,0.64,0,0,0,3000,,,1319495
1378290,CLEM,WAKE,WR,Antonio Williams,6.22,0,0,0,3000,,,1378290
973946,TTU,UT,WR,Chadarius Townsend,,0,0,0,3000,,,973946
1228691,WSU,ORE,QB,Cameron Ward,18.7,0,0,0,5000,,,1228691
1180829,KU,DUKE,QB,Jordan Preston,,0,0,0,4500,,,1180829
1106382,UMD,MICH,WR,Jeshaun Jones,10.04,0,0,0,4400,,,1106382
1229681,MICH,UMD,RB,Isaiah Gash,2.11,0,0,0,3100,,,1229681
1390918,WAKE,CLEM,WR,Ian Ver Steeg,,0,0,0,3000,,,1390918
1327361,ND,UNC,WR,Davis Sherwood,,0,0,0,3000,,,1327361
1390929,ISU,BAY,WR,Quaron Adams,,0,0,0,3000,,,1390929
1215084,UNC,ND,RB,D.J. Jones,10.84,0,0,0,7100,,,1215084
1317230,UMD,MICH,RB,Roman Hemby,14.78,0,0,0,6400,,,1317230
1270809,CLEM,WAKE,WR,Blackmon Huckabee Jr.,,0,0,0,3000,,,1270809
1217042,PSU,CMU,WR,Jake Spencer,,0,0,0,3000,,,1217042
1319265,TENN,UF,WR,Julian Nixon,,0,0,0,3000,,,1319265
1378291,CLEM,WAKE,WR,Cole Turner,,0,0,0,3000,,,1378291
