player_id,team,opp,pos,name,fpts,proj_own,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1496,,,G,Scottie Scheffler,90.83,14.8,94.37,112,65.15,0,0,11200,,35127,1496
1023,,,G,Jorge Campillo,50.81,0.41,35.26,83,27,0,0,6500,,36632,1023
2024,,,G,Max Homa,73.71,14.6,78.28,101.5,32.5,0,0,8000,,36137,2024
2167,,,G,J.J. Spaun,53.2,0.16,42.47,85.85,27.5,0,0,6600,,36093,2167
1760,,,G,Tom Hoge,57.17,1.1,51.88,88.5,29,0,0,7100,,34888,1760
300102,,,G,Collin Morikawa,71.03,13.1,82.73,98.5,32,0,0,9400,,36083,300102
1112,,,G,Robert Streb,48.16,0.28,27.91,80.5,26.5,0,0,6200,,34814,1112
1156,,,G,Thriston Lawrence,63.43,0.96,,93.5,30,0,0,6600,,3600388,1156
1860,,,G,Corey Conners,75.48,12.3,79.36,102.5,32.5,0,0,8300,,37123,1860
2158,,,G,Lucas Glover,55.35,0.27,47.48,87.5,28.5,0,0,6500,,34876,2158
700009,,,G,Joohyung Kim,45.09,0.74,27.08,77.5,25.5,0,0,6400,,2087790,700009
696566,,,G,Brandon Wu,48.56,0.24,36,80.5,26.5,0,0,6100,,1074861,696566
1421,,,G,Bio Kim,31.98,0.25,19.8,38,21,0,0,6600,,36670,1421
1356,,,G,Tyrrell Hatton,68.46,14.2,71.78,97.5,31,0,0,7800,,35279,1356
1048,,,G,Ryan Fox,73.46,12,79.32,101,32.5,0,0,8500,,36650,1048
670464,,,G,Robert Macintyre,58.51,8.9,64.14,89,29.5,0,0,7600,,1156742,670464
1631,,,G,Charley Hoffman,51.13,0.23,35.07,84,27.5,0,0,6300,,34766,1631
1115,,,G,Nick Watney,31.99,0.04,15.04,38,21,0,0,6000,,36095,1115
1478,,,G,Jhonattan Vegas,62.8,1.5,61.32,92.5,30,0,0,7200,,35007,1478
1005,,,G,Stewart Cink,52.88,1.1,46.23,85,28,0,0,6400,,34863,1005
670432,,,G,Adri Arnaus,56.13,2.6,60.23,88,28.5,0,0,6700,,658702,670432
670465,,,G,Kalle Samooja,49.89,0.39,39.51,81.5,27,0,0,6300,,2879284,670465
320038,,,G,Sebastian Munoz,65.94,6.5,63.39,96,30.5,0,0,7500,,36138,320038
1237,,,G,Rickie Fowler,51.45,3.5,41.7,83,27.15,0,0,6900,,34760,1237
670620,,,G,Sungjae Im,76.36,10.4,77.71,103,33,0,0,8700,,382250,670620
250167,,,G,Johannes Veerman,57.57,1.4,51.69,89,29,0,0,7000,,2927801,250167
691179,,,G,Matthew Jordan,52.55,0.69,,84,27.5,0,0,6200,,3600382,691179
1941,,,G,Matthew NeSmith,60.5,2.6,54.75,90.5,29.5,0,0,6900,,35080,1941
1600,,,G,Harris English,47.67,2.5,46.91,80.5,26.5,0,0,7100,,34758,1600
696569,,,G,Cameron Young,72.37,13.7,71.33,100.5,32.5,0,0,8100,,1074862,696569
1622,,,G,Joel Dahmen,53.93,1.6,50.05,86.5,28,0,0,7100,,36136,1622
1204,,,G,Daniel Gavins,44.03,0.05,,76.5,25.5,0,0,6100,,3600387,1204
1216,,,G,Russell Knox,55.8,1.2,43.59,86.5,28.5,0,0,6900,,34778,1216
1579,,,G,Will Zalatoris,80.6,21,86.23,105.5,34,0,0,9300,,35055,1579
670533,,,G,Garrick Higgo,46.81,0.42,35.16,80,26.5,0,0,6500,,2879219,670533
1931,,,G,Hideki Matsuyama,76.25,16.3,79.8,102.5,33,0,0,9000,,34791,1931
671028,,,G,Mito Pereira,74.27,10.2,76.6,102,32.5,0,0,7700,,278841,671028
292342,,,G,Adrian Meronk,65.41,5.4,67.86,96,30.5,0,0,7700,,2927743,292342
121942,,,G,Thomas Detry,54.82,4.1,61.03,86,28.5,0,0,7100,,36642,121942
