"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","All Defenders","SF","90.16881139","56.77744621"
"DeAndre Hopkins","ARZ","Josh Norman","SF","94.62128133","45.33876657"
"DeAndre Hopkins","ARZ","Emmanuel Moseley","SF","75.62787296","2.287735928"
"DeAndre Hopkins","ARZ","K'Waun Williams","SF","88.19284253","9.150943712"
"A.J. Green","ARZ","All Defenders","SF","49.54952534","58.23327816"
"A.J. Green","ARZ","Josh Norman","SF","61.21463942","1.663807948"
"A.J. Green","ARZ","Emmanuel Moseley","SF","44.68140896","49.91423843"
"A.J. Green","ARZ","K'Waun Williams","SF","57.76644111","6.65523179"
"Christian Kirk","ARZ","All Defenders","SF","46.54157174","49.08233445"
"Christian Kirk","ARZ","Josh Norman","SF","62.6305485","3.951543875"
"Christian Kirk","ARZ","Emmanuel Moseley","SF","45.99304571","2.079759934"
"Christian Kirk","ARZ","K'Waun Williams","SF","59.05603549","43.05103064"
"Olamide Zaccheaus","ATL","All Defenders","NO","32.03754222","44.12545"
"Olamide Zaccheaus","ATL","Marshon Lattimore","NO","22.21235011","23.76008286"
"Olamide Zaccheaus","ATL","Paulson Adebo","NO","47.91590086","11.28143469"
"Olamide Zaccheaus","ATL","Chauncey Gardner-Johnson","NO","54.78584442","9.569835693"
"Tajae Sharpe","ATL","All Defenders","NO","44.96548847","29.38206029"
"Tajae Sharpe","ATL","Marshon Lattimore","NO","36.17984853","12.67461424"
"Tajae Sharpe","ATL","Paulson Adebo","NO","60.85478554","7.489544779"
"Tajae Sharpe","ATL","Chauncey Gardner-Johnson","NO","67.50728811","9.217901266"
"Russell Gage","ATL","All Defenders","NO","47.84021994","45.1321"
"Russell Gage","ATL","Marshon Lattimore","NO","31.85908095","8.841411096"
"Russell Gage","ATL","Paulson Adebo","NO","56.85221386","15.16230231"
"Russell Gage","ATL","Chauncey Gardner-Johnson","NO","63.5719806","21.60445609"
"Rashod Bateman","BLT","All Defenders","MIN","39.32901507","43.31842886"
"Rashod Bateman","BLT","Cameron Dantzler","MIN","43.92401731","27.63417013"
"Rashod Bateman","BLT","Bashaud Breeland","MIN","40.37715736","8.962433556"
"Rashod Bateman","BLT","Mackensie Alexander","MIN","50.13340239","6.721825167"
"Marquise Brown","BLT","All Defenders","MIN","71.01621609","58.49481634"
