player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Antwaine Richardson,49364,S,KENT STATE,7,3,13.4,69.2,100.0,12.2,8.4,0,0,1,3.8,201,52.6,60.7,85.3,,79.2,72.3,0,71,16.0,4,1,0,127.9,18,225,225,4,18,26,2,265,90,1.2,14.7
Todd Bradley-Glenn,49811,LB,GA SOUTHRN,4,1,7.0,80.0,81.0,11.5,9.2,0,0,0,0.0,174,31.2,45.0,78.3,55.9,60.6,35.3,0,21,50.0,3,0,0,143.8,4,47,58,2,2,5,1,45,19,1.0,11.3
Alden Tofa,51983,ED,BYU,13,1,1.0,75.0,19.3,7.7,5.8,0,0,0,0.0,128,64.2,64.7,84.8,61.1,63.9,55.4,0,9,25.0,1,0,0,88.5,3,23,119,4,2,4,0,23,22,1.0,7.7
Chaz Ah You,51989,S,BYU,2,2,2.0,100.0,90.0,9.0,9.0,0,0,0,0.0,128,67.9,61.5,74.4,59.5,52.6,56.6,0,8,0.0,0,0,0,100.0,1,9,10,1,1,1,0,8,6,0.9,8.0
Earl Tuioti-Mariner,51992,ED,BYU,11,0,,,1.4,,,0,0,0,,128,60.9,58.0,82.8,57.1,57.4,79.9,0,,,0,0,0,0.0,0,2,145,0,0,0,0,0,0,0.0,
Penei Pavihi,52079,LB,HAWAII,13,10,2.1,82.2,90.5,9.3,7.6,0,1,1,2.2,180,55.8,43.8,59.8,60.1,37.2,48.8,1,35,16.7,7,1,1,100.9,37,364,402,15,25,45,1,390,343,1.1,10.5
Kaleb Hayes,52137,CB,BYU,12,3,11.1,71.7,99.3,7.8,5.6,0,3,6,13.0,128,63.2,63.0,3.3,55.6,68.0,74.7,0,30,3.4,1,4,3,123.0,33,270,272,5,25,46,4,355,62,1.4,10.8
George Nyakwol,52203,S,RICE,10,1,13.5,58.3,93.8,26.9,15.7,1,0,1,8.3,275,54.5,60.9,84.5,72.6,67.3,57.3,1,28,15.8,3,1,1,93.4,7,210,224,3,15,12,2,109,15,0.6,15.6
Kenneth Orji,52209,ED,RICE,10,1,5.0,0.0,16.5,,17.0,0,0,0,0.0,275,65.1,62.2,85.5,50.4,68.4,59.7,0,,25.0,1,0,0,39.6,0,18,109,1,2,1,0,0,0,0.0,
Trey Schuman,52216,ED,RICE,13,0,,,2.8,,,0,0,0,,275,63.2,72.8,8.3,78.3,66.3,72.9,0,,33.3,1,0,3,0.0,0,4,143,7,2,0,0,0,0,0.0,
Alii Matau,52219,LB,S JOSE ST,12,5,6.3,68.4,62.5,17.5,11.9,0,0,0,0.0,285,72.0,68.7,75.2,68.9,61.9,57.7,1,24,22.2,4,0,1,75.5,13,240,384,7,9,19,1,95,46,0.4,7.3
Rico Tolefree,52250,LB,S JOSE ST,10,1,9.6,87.5,81.5,8.9,7.8,0,0,1,12.5,285,61.8,61.6,1.1,59.5,66.3,77.2,0,27,0.0,0,1,1,118.8,7,66,81,3,4,8,0,102,33,1.6,14.6
Tre White,52261,S,S JOSE ST,9,0,13.5,100.0,97.5,18.8,18.8,0,0,1,25.0,285,61.6,57.2,0.0,66.2,52.2,50.4,0,22,16.7,1,1,1,157.3,4,77,79,1,5,4,2,49,1,0.7,12.3
Gabe Reid,52273,ED,UTAH,12,1,7.0,100.0,8.6,23.0,23.0,0,0,0,0.0,328,73.8,77.2,66.0,71.1,74.5,72.7,0,14,20.0,2,0,1,118.8,1,24,278,9,7,1,0,14,7,0.6,14.0
Ryan Johnson,52282,ED,NWESTERN,6,0,,,2.6,,,0,0,0,,256,58.7,68.2,81.1,65.8,67.2,64.5,0,,,0,0,0,0.0,0,2,78,1,0,0,0,0,0,0.0,
Bentlee Sanders,52291,S,NEVADA,12,1,10.3,61.5,99.8,12.0,7.4,0,0,3,5.8,239,79.1,80.4,88.8,59.6,78.0,81.8,5,44,8.9,4,3,2,52.4,32,408,409,7,40,52,1,402,141,1.0,12.6
Mekhi LaPointe,52315,S,USF,10,5,9.3,82.8,98.1,10.1,8.4,0,0,1,3.4,327,40.0,43.9,85.5,62.7,50.1,50.3,1,60,22.6,7,1,0,144.0,24,252,257,7,19,29,4,375,183,1.5,15.6
Nick Roberts,52318,S,SMU,13,4,12.2,73.2,97.7,13.2,9.7,0,2,1,2.4,287,59.2,55.7,58.7,48.1,51.9,63.1,3,58,15.4,6,1,3,104.0,30,416,426,9,29,41,3,463,215,1.2,15.4
Bryce Dugan,52425,DI,OHIO,11,1,,,4.5,,,0,0,0,,259,60.3,69.6,83.7,60.8,78.7,53.0,1,,50.0,5,0,0,0.0,0,11,245,6,4,0,0,0,0,0.0,
Xavier Peters,52819,ED,FAU,11,0,9.5,100.0,11.3,4.0,4.0,0,0,0,0.0,165,49.1,50.5,27.1,62.2,49.6,35.8,0,15,33.3,1,0,1,118.8,2,8,71,0,2,2,0,27,8,3.4,13.5
Cole Pearce,52970,LB,BALL ST,11,4,6.2,63.6,87.6,25.9,16.5,0,1,1,4.5,117,64.6,76.5,86.3,83.7,74.1,81.8,1,27,10.5,2,1,0,59.1,14,389,444,8,13,22,0,121,74,0.3,8.6
Deshawn Pace,53549,LB,CINCINNATI,13,1,4.2,76.9,86.2,11.6,8.9,0,0,1,3.8,138,64.1,62.8,55.7,61.4,62.2,61.9,1,32,11.8,2,1,2,87.0,20,244,283,5,14,26,1,150,88,0.6,7.5
Ja'von Hicks,53569,S,CINCINNATI,13,6,10.2,50.0,99.8,28.7,14.4,1,1,4,13.3,138,81.0,77.6,60.9,60.0,68.8,65.3,3,33,20.6,7,3,2,56.7,15,454,455,7,21,30,3,138,32,0.3,9.2
Eric Phillips,53572,ED,CINCINNATI,13,1,,,0.3,,,0,1,0,,138,67.4,71.1,31.5,66.6,72.5,76.4,0,,16.7,1,0,4,0.0,0,1,319,6,4,0,0,0,0,0.0,
Ivan Pace Jr.,53587,LB,CINCINNATI,13,3,4.2,85.7,59.7,21.4,18.4,2,1,3,21.4,138,70.6,93.1,0.0,93.3,90.5,78.0,0,19,25.0,7,3,8,140.2,12,267,447,19,18,14,2,114,68,0.4,9.5
Carrington Valentine,53750,CB,KENTUCKY,12,3,13.6,55.4,98.2,9.8,5.4,2,3,9,13.8,202,70.0,66.0,51.8,61.4,47.8,64.0,1,63,12.8,5,6,5,94.5,36,375,382,12,31,65,4,502,207,1.4,13.9
Jaheim Thomas,54193,LB,CINCINNATI,13,6,5.3,60.0,67.8,21.7,13.0,0,0,0,0.0,138,51.9,74.3,20.8,82.6,80.6,69.9,0,20,0.0,0,0,2,76.3,6,139,205,3,5,10,0,58,25,0.4,9.7
Isaiah Norman,54967,S,MARSHALL,8,0,11.4,66.7,98.5,24.3,16.2,0,0,0,0.0,214,51.2,56.7,26.7,58.0,71.8,85.8,0,37,9.1,1,0,1,137.5,8,200,203,0,10,12,2,116,61,0.6,14.5
Aapri Washington,55013,CB,E CAROLINA,9,2,13.3,62.5,98.6,13.5,8.4,1,0,0,0.0,156,63.5,66.6,82.2,59.3,79.3,73.2,0,24,11.8,2,0,1,101.6,10,144,146,2,13,16,1,102,40,0.8,10.2
Tim Terry,55020,LB,AKRON,10,1,1.9,77.8,84.5,12.4,9.6,0,0,1,5.6,102,76.2,74.6,82.8,61.7,70.6,71.9,0,40,7.1,1,1,0,118.8,14,185,219,8,12,18,1,145,115,0.8,10.4
Isaiah King,55037,CB,BUFFALO,9,0,13.0,51.2,96.9,11.0,5.6,1,0,4,9.3,126,57.1,62.4,83.8,62.9,79.8,57.6,0,33,22.2,4,3,2,108.8,22,251,259,2,14,43,5,261,113,1.1,11.9
Devonni Reed,55046,S,S CAROLINA,10,1,6.3,90.5,96.6,8.0,7.2,0,0,1,4.8,289,43.3,44.0,83.9,54.2,46.2,57.7,0,78,20.0,4,1,1,134.6,19,170,176,3,15,21,1,302,198,2.0,15.9
Troy Brown,55050,LB,OLE MISS,13,8,5.1,76.9,91.0,8.6,6.6,0,1,2,5.1,226,64.2,71.0,0.0,68.1,77.1,83.3,0,46,5.6,2,2,3,108.7,30,273,300,15,26,39,1,318,166,1.2,10.6
Wilson Huber,55090,LB,CINCINNATI,13,5,4.1,82.4,73.6,14.9,12.3,0,0,1,5.9,138,60.1,65.8,86.9,71.5,63.9,74.6,0,29,15.0,3,1,1,135.8,14,218,296,9,12,17,2,122,92,0.6,8.7
Jordan Swann,55103,CB,JAMES MAD,11,3,17.2,43.6,98.8,18.2,7.9,0,0,4,10.3,197,69.8,69.3,86.7,79.3,53.8,58.2,2,90,8.3,2,1,2,67.3,17,319,323,9,19,39,2,310,148,1.0,18.2
Ian Swenson,55104,LB,UCONN,13,11,3.0,86.3,86.6,7.5,6.5,0,0,0,0.0,146,61.7,59.4,59.7,62.7,56.4,70.4,1,24,10.0,4,0,1,98.8,44,350,404,10,25,51,1,413,277,1.2,9.4
Dorian Hall,55168,S,FIU,11,0,12.2,68.4,97.8,13.0,8.9,0,0,2,10.5,166,70.1,61.0,0.0,57.8,52.2,52.7,2,34,15.4,2,2,4,50.7,13,179,183,2,11,19,0,142,89,0.8,10.9
Chris Bacon,55196,S,BOWL GREEN,13,5,12.4,66.7,97.6,22.8,15.2,0,1,1,3.3,122,62.4,66.5,28.3,63.5,76.2,66.2,2,41,15.2,7,1,2,107.4,20,488,500,8,34,30,4,273,45,0.6,13.7
Jaylon Jones,55197,CB,GA STATE,12,4,14.0,43.9,98.9,13.4,5.9,1,0,8,19.5,175,67.9,67.5,83.5,56.3,62.3,53.3,0,54,21.1,4,5,3,80.1,18,260,263,0,11,41,2,248,72,1.0,13.8
Jordan Strachan,55198,ED,S CAROLINA,2,0,,,18.9,,,0,0,0,,289,56.3,60.0,82.7,58.7,61.2,57.6,0,,100.0,1,0,0,0.0,0,7,37,1,0,0,0,0,0,0.0,
Zachary Ford,55353,S,TOLEDO,14,6,7.9,50.0,97.6,18.5,9.2,0,1,5,11.9,316,84.5,79.9,88.3,66.3,67.2,71.4,1,38,6.3,2,5,0,68.4,21,407,417,13,24,42,2,188,91,0.5,9.0
Nate Givhan,55355,ED,TOLEDO,11,0,5.0,100.0,7.8,12.0,12.0,1,0,0,0.0,316,69.0,68.5,61.6,65.7,67.1,60.5,0,5,50.0,1,0,1,87.5,1,14,179,6,1,1,0,5,0,0.4,5.0
Anthony Montalvo,55417,DI,UCF,14,1,,,2.3,,,0,0,0,,323,55.1,62.6,85.4,56.6,66.8,72.3,0,,50.0,2,0,0,0.0,0,8,344,2,1,0,0,0,0,0.0,
Coby Davis,55425,CB,WAKE,2,0,11.5,25.0,96.6,27.0,6.8,0,0,1,25.0,339,65.2,65.4,77.7,59.0,64.1,77.8,1,18,0.0,0,0,0,6.3,1,28,29,0,1,4,0,18,11,0.7,18.0
Troy Simon,55427,S,TOLEDO,4,0,11.3,50.0,97.9,21.5,10.8,0,1,1,25.0,316,46.6,47.6,79.3,60.0,51.0,58.8,0,42,0.0,0,1,0,134.4,2,46,47,0,1,4,1,49,16,1.1,24.5
Mike Allen,55430,ED,W KENTUCKY,14,1,5.0,100.0,0.5,1.0,1.0,1,0,0,0.0,346,60.4,65.2,55.3,66.0,62.6,73.1,0,10,16.7,1,0,1,108.3,1,1,183,3,4,1,0,10,5,10.0,10.0
Tyler Williams,55432,DI,WAKE,13,1,,,0.7,,,0,0,1,,339,71.8,80.5,46.4,80.8,73.2,49.0,0,,40.0,2,1,2,0.0,0,2,280,5,2,0,0,0,0,0.0,
DJ Taylor,55438,LB,BOWL GREEN,13,4,5.8,80.0,89.4,8.5,6.8,0,0,3,7.5,122,55.7,59.9,81.8,71.4,59.6,60.8,2,51,16.1,5,2,0,119.3,32,286,320,10,22,40,4,385,262,1.4,12.0
Chase Monroe,55439,LB,CHARLOTTE,12,2,6.2,66.7,92.9,29.0,19.3,0,0,0,0.0,136,50.5,57.5,38.2,71.8,62.1,44.7,0,18,23.5,4,0,1,79.4,6,183,197,6,11,9,0,47,26,0.3,7.8
Malik Hausman,55567,CB,HAWAII,13,2,10.8,56.9,98.0,9.8,5.6,0,1,5,7.7,180,62.9,59.7,90.9,61.0,45.3,59.1,2,42,11.1,4,4,3,78.0,37,385,393,7,30,65,3,405,149,1.1,10.9
Tony Wallace,55568,CB,UTSA,1,0,26.0,100.0,100.0,1.0,1.0,0,0,0,0.0,331,48.4,41.5,67.4,,60.0,74.8,0,48,0.0,0,0,0,118.8,1,1,1,0,1,1,0,48,22,48.0,48.0
Azizi Hearn,55569,CB,UCLA,13,8,8.8,68.1,96.2,11.8,8.1,1,0,9,19.1,324,68.8,68.7,50.7,57.4,72.2,83.2,0,45,2.8,1,7,6,106.9,32,403,419,6,27,47,2,382,146,1.0,11.9
Timarcus Davis,55574,CB,ARIZONA ST,7,2,13.1,62.1,98.4,6.9,4.3,0,0,2,6.9,110,50.1,50.8,0.0,56.2,70.9,57.6,2,58,20.0,4,1,4,79.8,18,127,129,1,14,29,1,301,69,2.4,16.7
Wylan Free,55596,S,GA SOUTHRN,12,2,10.7,61.8,96.5,16.0,9.9,0,0,4,11.8,174,64.1,68.6,54.7,72.5,75.4,88.3,0,36,8.0,2,4,1,118.4,21,356,369,6,21,34,3,289,117,0.9,13.8
Wesley McCormick,55609,CB,W VIRGINIA,10,0,13.1,54.3,100.0,8.6,4.7,0,1,3,8.6,343,53.3,54.2,2.2,,65.9,54.4,0,64,18.8,3,2,1,100.9,19,171,171,4,13,35,2,290,116,1.8,15.3
Cedrick Dort Jr.,55614,CB,WISCONSIN,12,1,10.5,62.1,100.0,14.6,9.1,0,1,5,17.2,349,69.8,70.4,87.4,,69.5,87.0,1,26,0.0,0,5,0,98.6,18,270,270,2,7,29,3,172,73,0.7,9.6
Anthony Johnson,55628,CB,VIRGINIA,10,4,13.6,51.7,98.7,11.6,6.0,1,0,12,20.0,335,84.4,82.5,52.2,68.2,72.9,73.4,2,25,2.9,1,9,5,53.3,31,381,386,7,29,60,0,318,118,0.9,10.3
Zack Sanders,55638,CB,OHIO,11,1,6.5,61.8,95.7,11.2,6.9,0,0,6,10.9,259,68.5,66.0,25.5,73.5,59.0,60.5,3,33,11.4,4,6,2,75.6,34,398,416,8,30,55,3,351,165,0.9,10.3
Tre Shaw,55648,CB,W KENTUCKY,9,3,16.1,47.1,93.2,14.9,7.0,0,1,3,17.6,346,62.7,57.5,3.4,41.0,52.5,51.3,1,47,21.4,3,3,1,93.8,8,124,133,0,8,17,2,154,37,1.3,19.3
Tariq Drake,55668,S,OHIO,12,4,13.5,58.8,100.0,23.6,13.9,1,1,4,11.8,259,66.1,63.2,89.4,,53.2,28.2,3,54,31.7,13,4,1,72.2,20,498,498,5,24,34,2,312,140,0.7,15.6
Justin Broiles,55678,S,OKLAHOMA,13,4,9.6,70.4,95.8,17.2,12.1,0,0,2,7.4,261,61.1,62.9,47.7,64.4,66.1,64.3,1,58,20.9,9,1,2,101.0,19,339,354,3,30,27,1,281,125,0.9,14.8
Kordell Rodgers,55713,CB,TEXAS ST,9,2,14.2,61.8,99.3,13.7,8.5,0,1,5,14.7,314,90.3,90.1,85.6,87.5,68.1,56.4,4,37,16.0,4,1,0,40.6,21,299,301,7,19,34,0,217,44,0.8,10.3
Orlando Lacey,55720,LB,TROY,1,0,2.0,100.0,100.0,2.0,2.0,0,0,0,0.0,318,49.4,45.7,64.7,,60.0,20.7,0,18,100.0,1,0,0,118.8,1,2,2,0,0,1,0,18,16,9.0,18.0
Grayson Cash,55727,S,UAB,13,6,11.6,66.7,99.0,30.9,20.6,0,2,4,22.2,321,80.7,75.0,18.0,62.4,65.7,74.7,3,60,7.4,2,3,2,90.3,12,386,390,6,19,18,2,152,59,0.4,12.7
Andre Grayson,55735,CB,UTAH ST,12,0,15.5,61.8,100.0,11.3,7.0,0,0,5,14.7,329,61.9,65.6,84.7,,76.7,77.0,0,62,12.5,2,3,1,144.9,21,258,258,4,14,34,4,436,164,1.8,20.8
Zahodri Jackson,55736,CB,N TEXAS,4,1,9.3,87.5,100.0,8.1,7.1,0,0,0,0.0,251,51.6,53.7,0.0,,66.9,58.6,0,48,12.5,1,0,1,158.3,7,58,58,0,6,8,2,176,115,3.1,25.1
Keyon Blankenbaker,55749,CB,TEXAS TECH,10,0,8.3,50.0,95.0,11.0,5.5,0,0,0,0.0,315,58.1,56.1,81.1,66.4,46.9,29.2,0,10,50.0,1,0,1,95.8,3,38,40,0,1,6,1,7,4,0.2,2.3
C.J. Coldon,55750,CB,OKLAHOMA,11,4,11.8,63.6,99.3,8.0,5.1,1,0,2,3.6,261,57.7,59.9,84.9,53.9,69.5,68.4,4,55,11.1,3,2,2,71.3,35,291,293,6,20,55,1,533,236,1.9,15.2
Jordyn Riley,55767,S,LA MONROE,9,1,5.8,66.7,93.3,8.8,5.8,0,0,0,0.0,209,54.7,55.6,78.3,56.4,58.0,29.8,0,14,40.0,2,0,0,78.8,8,70,75,1,2,12,0,61,26,0.9,7.6
Steven Jones Jr.,55785,CB,APP STATE,12,1,12.2,50.0,99.8,11.6,5.8,1,2,15,22.7,108,71.8,75.0,52.3,82.7,82.6,51.4,0,38,17.9,7,13,5,81.6,33,407,408,8,31,66,2,440,107,1.2,13.3
Jarques McClellion,55795,S,FLORIDA ST,9,1,14.5,25.0,94.9,69.0,17.3,0,0,0,0.0,167,41.6,48.3,80.6,56.2,64.9,75.1,0,5,20.0,1,0,2,79.2,1,74,78,0,3,4,1,5,0,0.1,5.0
Korey Hernandez,55796,CB,E MICHIGAN,9,2,14.6,60.0,100.0,10.3,6.2,0,0,4,26.7,160,69.8,69.8,83.2,,64.3,74.0,0,41,9.1,1,2,1,135.8,9,101,101,2,8,15,2,159,53,1.7,17.7
Jahmin Muse,55830,S,BUFFALO,12,7,6.5,50.0,93.1,38.5,19.3,0,0,1,5.0,126,75.1,77.0,88.6,78.6,72.7,66.3,1,49,14.3,4,1,0,63.8,10,403,433,9,17,20,1,116,112,0.3,11.6
Isaiah Lewis,55854,S,COLORADO,4,1,15.7,42.9,100.0,19.7,8.4,0,0,1,14.3,143,50.7,45.9,80.8,,40.9,39.6,1,22,12.5,1,1,0,19.6,3,60,60,0,6,7,0,36,12,0.6,12.0
Davondre Robinson,55861,S,CHARLOTTE,6,2,16.6,40.0,98.6,34.5,13.8,0,0,1,20.0,136,47.5,54.4,79.8,60.0,63.5,61.1,0,55,0.0,0,1,0,127.1,2,72,73,0,5,5,1,69,44,1.0,34.5
Blake Bogan,55868,S,E MICHIGAN,4,2,11.5,50.0,99.0,24.0,12.0,0,0,0,0.0,160,68.3,66.6,81.8,60.0,58.1,79.0,1,12,11.1,1,0,0,18.8,4,104,105,2,6,8,0,28,8,0.3,7.0
Cyrus Fagan,55895,S,NC STATE,13,4,9.6,58.8,99.6,22.3,13.1,0,0,7,20.6,248,81.7,78.7,88.2,57.0,66.0,79.7,3,39,10.5,4,6,1,60.7,20,468,470,8,30,34,2,218,86,0.5,10.9
William Poole,55911,CB,GEORGIA,1,0,,,100.0,,,0,0,0,,173,64.5,64.2,74.2,,59.8,,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
Latavious Brini,55915,S,ARKANSAS,13,3,9.4,66.7,92.3,21.8,14.5,0,0,1,3.7,111,64.6,66.8,90.9,73.6,65.9,72.9,1,45,7.1,2,0,4,114.1,18,433,469,4,23,27,3,226,158,0.6,12.6
Ameer Speed,55918,CB,MICH STATE,12,5,10.9,73.8,97.1,7.6,5.6,0,0,6,9.8,223,55.7,57.2,55.8,59.8,62.6,84.2,0,37,0.0,0,6,1,110.2,45,362,373,4,34,61,2,523,128,1.5,11.6
Devodric Bynum,55931,CB,UAB,13,2,9.1,62.2,98.8,11.1,6.9,0,2,10,22.2,321,79.6,80.5,8.3,90.9,80.5,67.3,0,53,13.3,4,9,3,89.6,28,320,324,8,24,45,1,305,162,1.0,10.9
Bennett Williams,55954,CB,OREGON,13,3,8.7,71.4,95.7,9.8,7.0,0,0,7,11.1,264,69.3,74.0,29.2,79.3,86.2,76.4,2,76,12.8,6,5,2,116.6,45,464,485,14,38,63,6,552,294,1.2,12.3
Bryant Fitzgerald,55961,S,INDIANA,11,2,6.9,68.4,93.9,11.8,8.1,0,0,1,2.6,190,50.2,57.4,86.5,55.3,67.0,67.9,1,26,16.7,6,1,1,85.5,26,324,345,5,28,38,1,261,160,0.8,10.0
Trey Creamer,55962,CB,CHARLOTTE,2,1,11.5,50.0,100.0,20.5,10.3,0,0,1,25.0,136,69.6,70.1,77.7,,67.2,80.8,0,7,0.0,0,0,0,56.3,2,45,45,1,3,4,0,11,0,0.3,5.5
Camron Harrell,55965,CB,SO MISS,13,1,11.1,68.0,87.2,12.4,8.4,0,0,1,4.0,296,60.4,62.9,42.5,69.8,66.1,56.4,2,42,22.2,4,1,2,74.6,17,224,257,6,13,25,1,215,90,1.0,12.6
Datrone Young,55969,CB,DUKE,12,2,15.8,56.3,100.0,10.9,6.1,1,0,7,10.9,154,55.4,55.8,12.9,,64.4,55.0,1,53,14.8,4,5,4,97.7,36,406,406,6,21,64,4,528,102,1.4,14.7
Gervarrius Owens,55987,S,HOUSTON,12,3,9.6,70.4,97.8,22.1,15.5,0,4,6,22.2,182,86.8,82.4,89.8,53.7,70.3,61.1,1,35,21.7,10,6,0,99.9,19,438,448,3,33,27,2,194,118,0.5,10.2
Tyrell Ajian,55995,S,KENTUCKY,11,2,10.4,54.5,99.2,41.7,22.7,1,0,4,36.4,202,74.2,71.5,36.1,73.9,61.9,58.2,0,14,23.5,4,4,1,96.4,6,264,266,6,11,11,1,49,16,0.2,8.2
Bralen Trahan,56012,S,LA LAFAYET,13,5,8.2,64.5,98.4,20.1,13.0,0,1,2,6.5,207,69.3,73.7,88.7,56.0,79.8,69.8,4,35,16.2,6,2,0,82.9,20,431,438,8,26,31,4,201,94,0.5,10.1
Kenny Bennett,56032,S,GA TECH,2,0,16.0,0.0,87.5,,7.0,0,0,1,100.0,176,68.8,55.7,0.0,57.2,,,0,,,0,1,1,39.6,0,7,8,0,0,1,0,0,0,0.0,
Xavier Cullens,56044,LB,MEMPHIS,13,10,4.5,77.8,84.0,13.4,10.4,1,1,3,8.3,218,90.3,84.4,17.4,70.9,80.8,62.8,3,27,18.6,8,3,3,80.9,28,388,462,13,25,36,2,263,191,0.7,9.4
