player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Xavier Hutchinson,122518,WR,IOWA STATE,12,9.2,15,66.5,45.2,14,31,0,5.3,6,62,193,1,81.3,78.5,89.7,,89.4,0.4,2,3,38,0.0,0,451,0,107,95.3,430,29.3,132,92.4,161,6,70.1,316,1171,447,4.2,10.9,2.72
Rashee Rice,97605,WR,SMU,12,11.2,18,61.5,48.5,16,33,1,8.6,9,56,287,3,64.9,27.9,86.0,,85.6,0.2,1,4,75,0.0,0,469,1,96,93.8,440,17.3,81,99.9,156,10,82.5,387,1344,593,6.2,14.0,3.05
Charlie Jones,55038,WR,PURDUE,13,11.1,6,71.4,52.4,22,42,1,2.7,3,63,273,1,91.0,74.3,81.6,61.0,83.8,0.0,0,2,60,0.2,1,536,3,110,94.2,505,11.6,62,119.0,154,12,88.4,474,1361,431,3.9,12.4,2.7
Nathaniel Dell,78874,WR,HOUSTON,13,11.6,19,71.1,63.6,7,11,0,8.5,10,71,182,3,69.8,44.5,83.0,,83.9,0.0,0,2,63,0.0,0,579,2,108,95.2,551,67.0,388,131.4,152,17,32.8,190,1399,530,4.9,13.0,2.54
Malachi Corley,66272,WR,W KENTUCKY,14,6.1,40,73.7,33.3,6,18,0,2.9,3,56,346,0,90.5,79.8,84.1,63.1,84.3,0.0,0,2,76,0.2,1,507,2,101,94.9,481,90.7,460,123.2,137,11,7.7,39,1283,975,9.7,12.7,2.67
Zakhari Franklin,97620,WR,UTSA,14,8.9,19,71.0,48.3,14,29,0,8.8,9,62,331,0,70.5,76.7,75.2,,77.1,0.2,1,2,43,0.0,0,575,3,93,95.3,548,16.9,97,128.9,131,15,83.0,477,1128,524,5.6,12.1,2.06
A.T. Perry,77975,WR,WAKE,13,14.7,5,62.8,42.3,11,26,0,8.0,7,54,339,0,70.5,76.0,84.5,,84.7,0.0,0,5,68,0.0,0,450,1,81,94.7,426,8.9,40,102.2,129,11,91.1,410,1100,164,2.0,13.6,2.58
Jayshon Jackson,78041,WR,BALL ST,12,8.5,13,58.9,30.0,9,30,0,6.2,5,44,117,0,76.7,85.6,72.4,54.4,71.8,0.0,0,3,43,0.0,0,478,0,76,94.4,451,49.4,236,75.7,129,3,50.6,242,820,462,6.1,10.8,1.82
Khaleb Hood,97159,WR,GA SOUTHRN,13,7.6,11,69.3,38.1,8,21,0,5.4,5,43,174,2,79.7,46.4,65.5,62.1,66.4,0.2,1,2,46,0.2,1,520,2,88,95.6,497,93.1,484,91.6,127,3,6.3,33,929,535,6.1,10.6,1.87
Zay Flowers,97268,WR,BOSTON COL,12,10.4,15,62.9,58.3,7,12,0,10.3,9,49,121,2,61.1,56.0,75.5,,76.1,0.0,0,5,69,0.0,0,506,1,78,95.8,485,32.8,166,106.1,124,12,66.6,337,1077,503,6.4,13.8,2.22
Tyrin Smith,145487,WR,UTEP,12,13.3,14,58.2,16.7,2,12,0,11.3,9,45,330,1,50.0,55.6,72.8,,73.5,0.0,0,3,74,0.0,0,424,2,71,94.8,402,77.6,329,95.2,122,7,22.4,95,1047,306,4.3,14.7,2.6
Jacob Cowing,100894,WR,ARIZONA,12,8.4,16,69.7,50.0,5,10,0,7.6,7,50,109,1,71.6,46.7,79.0,,80.0,0.0,0,4,39,0.0,0,502,1,85,95.2,478,70.7,355,100.9,122,7,28.9,145,1034,638,7.5,12.2,2.16
Isaiah Winstead,91115,WR,E CAROLINA,12,10.4,14,67.8,47.4,18,38,0,3.5,3,50,156,2,86.3,36.5,76.7,,77.4,0.0,0,1,67,0.0,0,492,3,82,95.1,468,7.5,37,101.0,121,4,92.5,455,1013,320,3.9,12.4,2.16
Jalen McMillan,131905,WR,WASHINGTON,13,13.1,16,66.9,33.3,5,15,0,7.1,6,54,340,0,74.3,80.7,78.0,,78.0,1.0,5,3,84,0.0,0,496,2,79,95.4,473,92.5,459,111.5,118,9,5.6,28,1098,430,5.4,13.9,2.32
Brian Cobbs,84285,WR,UTAH ST,13,12.7,9,65.0,65.2,15,23,0,6.2,5,43,329,0,76.7,75.8,72.7,67.8,73.9,0.0,0,7,44,0.6,3,480,1,76,90.0,432,5.4,26,78.4,117,5,94.2,452,923,211,2.8,12.1,2.14
Corey Crooms,97276,WR,W MICHIGAN,12,13.1,9,49.1,24.0,6,25,0,5.0,3,36,347,0,79.4,75.0,75.2,,75.8,0.0,0,6,75,0.0,0,424,1,57,93.4,396,77.4,328,65.2,116,5,22.4,95,818,291,5.1,14.4,2.07
Josh Downs,122832,WR,N CAROLINA,11,8.8,7,81.0,72.2,13,18,1,3.1,3,54,245,1,88.7,68.4,82.8,,86.5,0.0,0,0,43,0.0,0,492,4,94,96.3,474,82.7,407,135.2,116,11,14.2,70,1029,375,4.0,10.9,2.17
Will Sheppard,124360,WR,VANDERBILT,12,13.5,13,51.7,27.0,10,37,1,4.8,3,41,333,2,80.4,45.8,75.2,,76.3,0.3,1,6,31,0.0,0,388,3,60,93.6,363,19.6,76,77.1,116,9,80.2,311,768,274,4.6,12.8,2.12
Jason Brownlee,121451,WR,SO MISS,13,15.0,9,47.8,45.5,15,33,0,6.8,4,40,296,1,69.0,48.7,77.4,,77.6,0.0,0,8,76,0.0,0,414,4,55,91.3,378,8.7,36,68.4,115,8,91.3,378,891,257,4.7,16.2,2.36
Xavier Worthy,144718,WR,TEXAS,13,17.6,4,52.2,33.3,4,12,0,9.2,6,36,311,1,65.0,67.6,70.8,60.9,71.2,0.0,0,3,46,0.2,1,416,1,59,95.2,396,22.1,92,86.0,113,8,77.4,322,757,324,5.5,12.8,1.91
Demario Douglas,104155,WR,LIBERTY,13,12.3,20,67.9,50.0,7,14,0,5.0,4,46,206,0,76.7,72.6,83.4,,85.0,0.0,0,7,51,0.0,0,414,0,76,93.5,387,84.5,350,87.5,112,6,13.0,54,996,469,6.2,13.1,2.57
Joshua Cephus,98095,WR,UTSA,13,8.2,18,76.8,52.9,9,17,0,2.3,2,47,331,1,90.7,67.7,74.3,54.4,77.4,1.0,5,1,65,0.0,0,517,3,86,94.6,489,87.8,454,116.4,112,6,10.3,53,973,506,5.9,11.3,1.99
Jalen Moreno-Cropper,97273,WR,FRESNO ST,14,10.2,19,74.1,25.0,3,12,0,6.7,6,48,169,0,70.5,77.2,75.6,,76.0,0.2,1,3,75,0.0,0,478,1,83,95.2,455,17.2,82,108.1,112,5,82.6,395,1089,528,6.4,13.1,2.39
Jose Barbon,78032,WR,TEMPLE,12,11.2,16,63.1,55.6,15,27,0,6.7,5,41,306,0,74.3,77.4,71.5,,71.7,0.0,0,3,78,0.0,0,476,1,70,96.4,459,22.1,105,82.9,111,2,77.9,371,892,350,5.0,12.7,1.94
Justin Marshall,61394,WR,BUFFALO,13,14.5,3,58.2,46.2,18,39,1,5.9,4,39,126,0,76.2,75.0,72.4,,74.7,0.0,0,2,69,0.0,0,455,4,64,96.3,438,5.7,26,102.0,110,9,94.3,429,837,161,2.5,13.1,1.91
Rome Odunze,73774,WR,WASHINGTON,12,13.8,10,68.2,21.4,3,14,0,5.1,4,53,340,0,80.3,76.2,78.8,,79.2,0.0,0,1,61,0.0,0,486,1,75,94.0,457,15.8,77,119.7,110,7,84.0,408,1145,343,4.6,15.3,2.51
Shocky Jacques-Louis,77960,WR,AKRON,12,12.3,7,67.3,44.4,12,27,0,3.9,3,45,102,1,79.9,60.4,72.0,70.3,73.5,0.0,0,4,41,0.4,2,544,5,74,95.0,517,12.9,70,83.8,110,2,86.9,473,917,223,3.0,12.4,1.77
Keylon Stokes,65080,WR,TULSA,12,12.1,16,69.1,62.5,15,24,0,8.4,7,48,320,1,67.9,70.4,79.7,,80.9,0.0,0,4,76,0.0,0,461,1,76,94.1,434,97.2,448,115.1,110,8,2.6,12,1224,416,5.5,16.1,2.82
Trey Palmer,99248,WR,NEBRASKA,12,13.5,13,64.5,30.4,7,23,0,13.4,11,40,238,1,50.1,64.4,83.4,,83.4,0.3,1,5,87,0.0,0,336,3,71,95.2,320,67.3,226,103.7,110,9,32.1,108,1043,385,5.4,14.7,3.26
Mac Hippenhammer,61591,WR,MIAMI OH,13,17.0,0,51.4,72.2,13,18,0,3.4,2,36,221,0,83.7,74.3,72.9,,74.0,0.0,0,3,58,0.0,0,417,3,56,96.2,401,7.2,30,91.0,109,9,92.8,387,787,144,2.6,14.1,1.96
Tory Horton,128232,WR,COLO STATE,12,13.1,15,65.1,44.4,8,18,0,11.3,9,38,144,1,62.9,83.0,78.9,,79.9,0.2,1,6,69,0.0,0,438,1,71,93.4,409,18.5,81,101.1,109,8,81.3,356,1131,415,5.8,15.9,2.77
Elijah Cooks,61501,WR,S JOSE ST,12,13.3,8,64.2,50.0,20,40,0,5.4,4,50,285,0,79.7,75.5,83.0,,83.6,0.0,0,0,52,0.0,0,497,1,70,93.8,466,11.1,55,127.7,109,10,88.9,442,1086,275,3.9,15.5,2.33
Daniel George,84378,WR,AKRON,12,10.0,10,62.0,13.6,3,22,1,1.5,1,37,102,1,90.9,29.8,67.0,61.8,67.7,0.0,0,3,43,0.2,1,577,2,67,95.5,551,13.3,77,78.6,108,2,86.7,500,784,296,4.4,11.7,1.42
Marvin Harrison Jr.,145056,WR,OHIO STATE,12,14.1,7,66.7,62.1,18,29,0,1.4,1,56,260,0,91.6,75.9,90.2,,90.0,0.0,0,1,58,0.0,0,389,1,72,94.3,367,14.1,55,135.5,108,12,85.9,334,1157,309,4.3,16.1,3.15
Jaylen Hall,61825,WR,W KENTUCKY,14,11.5,10,62.6,41.4,12,29,0,10.7,8,37,346,1,59.8,68.8,58.5,,57.4,0.0,0,2,52,0.0,0,637,1,67,95.4,608,8.0,51,98.8,107,6,91.8,585,863,343,5.1,12.9,1.42
Grant DuBose,111276,WR,CHARLOTTE,12,11.7,11,59.4,44.8,13,29,1,8.7,6,43,136,0,66.6,63.4,71.6,61.2,72.8,0.0,0,4,52,0.2,1,466,2,63,91.2,425,13.5,63,95.4,106,9,86.1,401,793,302,4.8,12.6,1.87
Bryce Ford-Wheaton,78127,WR,W VIRGINIA,12,11.5,5,59.0,52.9,18,34,0,8.8,6,36,343,0,66.5,74.8,69.7,,70.3,0.0,0,6,67,0.0,0,414,1,62,94.2,390,5.8,24,76.5,105,7,94.2,390,675,265,4.3,10.9,1.73
Ryan O'Keefe,101139,WR,UCF,13,6.5,16,71.2,37.5,3,8,0,10.8,9,33,323,0,59.4,67.1,69.7,64.5,67.5,0.0,0,1,68,0.5,2,400,1,74,93.3,373,45.3,181,103.4,104,5,54.5,218,750,500,6.8,10.1,2.01
Jeremy Singleton,61289,WR,GA SOUTHRN,12,9.1,2,64.1,26.9,7,26,0,2.9,2,31,174,0,87.0,75.1,68.7,,68.5,0.0,0,4,65,0.0,0,458,0,66,95.2,436,7.0,32,74.7,103,2,92.8,425,714,288,4.4,10.8,1.64
Sam Pinckney,84197,WR,COAST CAR,12,11.8,13,65.0,50.0,11,22,0,8.2,6,39,141,1,63.9,51.8,71.5,61.0,72.4,0.0,0,3,48,0.3,1,380,2,67,93.4,355,6.1,23,91.0,103,3,93.9,357,917,215,3.2,13.7,2.58
Quian Williams,61237,WR,BUFFALO,13,11.6,9,60.8,28.6,6,21,0,1.6,1,40,126,2,86.0,46.5,69.2,,68.6,0.0,0,3,59,0.0,0,462,2,62,95.2,440,36.1,167,86.3,102,5,63.9,295,721,218,3.5,11.6,1.64
Tre Harris,122676,WR,LA TECH,12,10.8,9,62.7,47.1,16,34,0,8.6,6,37,208,1,69.3,55.3,77.8,70.3,80.5,0.2,1,4,64,0.5,2,425,0,64,92.2,392,12.5,53,108.5,102,10,87.1,370,925,403,6.3,14.5,2.36
J.Michael Sturdivant,146288,WR,CAL,12,10.7,6,63.7,47.4,9,19,0,14.5,11,36,130,0,46.6,75.4,69.8,,70.6,0.0,0,2,48,0.0,0,459,1,65,94.6,434,34.2,157,100.7,102,7,65.8,302,755,300,4.6,11.6,1.74
Tyler Hudson,102567,WR,LOUISVILLE,12,12.5,11,67.6,64.3,18,28,0,4.2,3,47,210,1,84.4,32.5,79.4,,81.3,0.0,0,3,54,0.0,0,392,6,69,93.6,367,8.4,33,95.0,102,2,91.6,359,1034,335,4.9,15.0,2.82
Michael Mayer,122906,TE,NOTRE DAME,12,8.1,12,66.3,65.4,17,26,1,5.6,4,44,258,1,77.7,52.5,92.5,52.8,91.6,39.8,143,4,37,3.3,12,359,2,67,92.5,332,45.1,162,103.9,101,9,14.2,51,809,325,4.9,12.1,2.44
Malik Washington,97108,WR,NWESTERN,12,9.2,24,64.4,40.0,10,25,0,1.5,1,31,256,2,90.7,34.7,71.1,,73.2,0.5,2,6,49,0.0,0,406,1,65,95.8,389,77.8,316,63.2,101,1,21.2,86,701,347,5.3,10.8,1.8
LaJohntay Wester,123616,WR,FAU,12,10.3,12,61.4,42.9,9,21,1,8.8,6,33,165,1,66.4,71.1,70.0,63.1,70.0,0.2,1,3,42,0.2,1,403,5,62,96.0,387,90.8,366,96.9,101,8,8.7,35,718,299,4.8,11.6,1.86
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,10,11.9,5,57.4,52.4,11,21,0,6.5,4,39,174,0,73.9,74.9,64.8,,65.1,0.0,0,6,53,0.0,0,459,4,58,95.0,436,17.6,81,77.9,101,7,82.1,377,717,236,4.1,12.4,1.64
Javon Baker,123904,WR,UCF,14,13.4,11,56.0,52.4,11,21,0,12.5,8,40,323,0,50.7,74.9,72.3,,71.8,0.2,1,1,53,0.0,0,417,1,56,94.0,392,11.0,46,94.4,100,5,88.7,370,796,225,4.0,14.2,2.03
Elijhah Badger,131603,WR,ARIZONA ST,12,10.2,25,70.0,53.3,8,15,1,6.7,5,41,110,1,74.2,54.4,76.1,,77.3,0.0,0,1,39,0.0,0,403,4,70,94.5,381,24.3,98,115.5,100,7,75.7,305,863,345,4.9,12.3,2.27
Jalen Wayne,61640,WR,S ALABAMA,13,14.0,6,56.6,23.1,3,13,1,11.1,7,41,288,0,58.7,74.3,68.5,61.0,68.9,0.0,0,6,64,0.2,1,449,3,56,96.0,431,18.9,85,87.7,99,9,81.1,364,795,287,5.1,14.2,1.84
Evan Stewart,158674,WR,TEXAS A&M,10,11.5,10,53.5,33.3,8,24,0,14.5,9,29,312,1,48.8,49.3,68.7,34.5,68.7,0.0,0,4,43,0.0,0,385,1,53,94.8,365,11.2,43,63.7,99,2,88.8,342,643,156,2.9,12.1,1.76
