"","Name","TeamAbbrev","Salary","fpts","proj_own","status","lines","totals","pass_plays","grades_offense","yprr","opponent","def_rank","cov_rank"
"402","Chris Reed","UTAH",3000,NA,0,"Healthy","-29.5","52",NA,NA,NA,"COL",131,131
"403","Pierre Moudourou","UTAH",3000,NA,0,"Healthy","-29.5","52",NA,NA,NA,"COL",131,131
"404","Noah Bennee","UTAH",3000,NA,0,"Healthy","-29.5","52",NA,NA,NA,"COL",131,131
"405","Collin Edwards","UTAH",3000,NA,0,"Healthy","-29.5","52",NA,NA,NA,"COL",131,131
"406","Masaki Kudo","UTAH",3000,NA,0,"Healthy","-29.5","52",NA,NA,NA,"COL",131,131
"407","Caleb Chapman","ORE",3000,0.63,0,"Healthy","-1.5","57",7,72.4,2.14,"ORST",34,25
"408","Malik Kelley","ORST",3000,NA,0,"Healthy","1.5","57",NA,NA,NA,"ORE",77,49
"409","Jake Blair","ORST",3000,NA,0,"Healthy","1.5","57",NA,NA,NA,"ORE",77,49
"410","Rweha Munyagi Jr.","ORST",3000,NA,0,"Healthy","1.5","57",NA,NA,NA,"ORE",77,49
"411","Von Reames","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"412","Cole Prusia","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"413","Tyler Nanney","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"414","Peter Burke","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"415","Terrell Tilmon","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"416","Spencer Webb","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"417","Josh Delgado","ORE",3000,0.55,0,"Healthy","-1.5","57",32,58.3,0.39,"ORST",34,25
"418","Justius Lowe","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"419","Kade Wisher","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"420","Darrian Anderson","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"421","Kyler Kasper","ORE",3000,0.57,0,"Healthy","-1.5","57",12,51.1,0.33,"ORST",34,25
"422","Isaiah Brevard","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"423","Michael Jennings","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"424","Isaah Crocker","ORE",3000,NA,0,"Healthy","-1.5","57",8,46.2,0,"ORST",34,25
"425","Malachi Russell","ORE",3000,NA,0,"Healthy","-1.5","57",NA,NA,NA,"ORST",34,25
"426","Bryce Caufield","ORST",3000,NA,0,"Healthy","1.5","57",NA,NA,NA,"ORE",77,49
"427","J.T. Byrne","ORST",3000,NA,0,"Healthy","1.5","57",NA,NA,NA,"ORE",77,49
"428","Jeremiah Noga","ORST",3000,NA,0,"Healthy","1.5","57",4,80.1,6.25,"ORE",77,49
"429","Walker Riney","ORST",3000,NA,0,"Healthy","1.5","57",NA,NA,NA,"ORE",77,49
"430","Jimmy Valsin III","ORST",3000,1.49,0,"Healthy","1.5","57",9,67.4,0.89,"ORE",77,49
"431","Trent Walker","ORST",3000,NA,0,"Healthy","1.5","57",NA,NA,NA,"ORE",77,49
"432","Mike O'Laughlin","WVU",3000,NA,0,"out for season - Knee","5.5","60",101,57.4,0.83,"OKST",58,64
"433","Vance Hooper","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"434","Brian Polendey","WVU",3000,3.07,0,"Healthy","5.5","60",184,32.8,0.13,"OKST",58,64
"435","Corbin Page","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"436","Victor Wikstrom","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"437","Preston Fox","WVU",3000,0.66,0,"Healthy","5.5","60",15,66.8,2.93,"OKST",58,64
"438","Graeson Malashevich","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"439","Quinton Stewart","OKST",3000,0.8,0,"Healthy","-5.5","60",10,59.1,0.25,"WVU",107,126
"440","Nick Maher","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"441","Jarel Williams","WVU",3000,0.66,0,"Ques Sat - Undisclosed","5.5","60",4,42.1,0,"OKST",58,64
"442","Jarel Williams","WVU",3000,0.66,0,"Ques Sat - Knee","5.5","60",4,42.1,0,"OKST",58,64
"443","Taran Fitzpatrick","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"444","Hudson Clement","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"445","Blaine Green","OKST",3000,NA,0,"Out Sun - Undisclosed","-5.5","60",NA,NA,NA,"WVU",107,126
"446","Blaine Green","OKST",3000,NA,0,"Out indefinitely - Wrist","-5.5","60",NA,NA,NA,"WVU",107,126
"447","Jake Schultz","OKST",3000,0.8,0,"Healthy","-5.5","60",76,48.4,0.3,"WVU",107,126
"448","CJ Tate","OKST",3000,0.79,0,"Healthy","-5.5","60",22,48.1,0,"WVU",107,126
"449","Braylin Presley","OKST",3000,0.79,0,"Healthy","-5.5","60",37,50.6,0.46,"WVU",107,126
"450","Max Muehlberger","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"451","Tabry Shettron","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"452","Luke McEndoo","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"453","Peyton Kramer","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"454","Rylan McQuarters","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"455","Rashad Dixon","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"456","Clayton Barbour","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"457","Mason Gilkey","OKST",3000,NA,0,"Healthy","-5.5","60",NA,NA,NA,"WVU",107,126
"458","Theo Grabill","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"459","Will Dixon","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"460","C.J. Cole","WVU",3000,NA,0,"Healthy","5.5","60",NA,NA,NA,"OKST",58,64
"461","Jordan Hudson","TCU",3000,3.04,0,"Healthy","-9.5","46",73,63.5,1.79,"ISU",42,68
"462","Darren Wilson Jr.","ISU",3000,0.66,0,"Healthy","9.5","46",66,52.8,0.8,"TCU",76,69
"463","Kevin Sawitzke","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"464","Jason Essex","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"465","Carson Brown","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"466","Tyler Moore","ISU",3000,NA,0,"Out indefinitely - Undisclosed","9.5","46",15,67.6,2,"TCU",76,69
"467","Jack Bjorn","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"468","Daniel Jackson","ISU",3000,NA,0,"Out indefinitely - Foot","9.5","46",202,70.7,2.07,"TCU",76,69
"469","Jared Rus","ISU",3000,0.67,0,"Healthy","9.5","46",197,42,0.33,"TCU",76,69
"470","Andrew Keller","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"471","Stevo Klotz","ISU",3000,0.67,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"472","Jacob Hillmann","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"473","Gabe Burkle","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"474","Tristan Michaud","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"475","Beau Coberley","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"476","Quaron Adams","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"477","Aidan Bitter","ISU",3000,0.66,0,"Healthy","9.5","46",38,63.5,0.72,"TCU",76,69
"478","Tyler Claiborne","ISU",3000,NA,0,"Healthy","9.5","46",NA,NA,NA,"TCU",76,69
"479","Greg Gaines III","ISU",3000,NA,0,"Healthy","9.5","46",8,56.5,0.25,"TCU",76,69
"480","Dominic DiNunzio","TCU",3000,1.06,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"481","Carter Ware","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"482","Alex Honig","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"483","D'Andre Rogers","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"484","Geor'Quarius Spivey","TCU",3000,1.52,0,"Healthy","-9.5","46",106,57.2,0.78,"ISU",42,68
"485","Austin Scheets","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"486","Dylan Adams","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"487","Hilton Harris","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"488","Ben Reppenhagen","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"489","Curtis Raymond III","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"490","Brent Matiscik","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"491","Blair Conwright","TCU",3000,1.06,0,"Healthy","-9.5","46",89,54,0.36,"ISU",42,68
"492","Joe Staubach","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"493","Colton Dobson","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"494","Major Everhart","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"495","Chase Curtis","TCU",3000,NA,0,"Healthy","-9.5","46",17,60.1,2.31,"ISU",42,68
"496","Stayton Ankrom","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"497","Quincy Brown","TCU",3000,0.91,0,"Out indefinitely - Undisclosed","-9.5","46",18,75.4,1.82,"ISU",42,68
"498","Parker Clark","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"499","Caleb Medford","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"500","Chase Jackson","TCU",3000,0.56,0,"Healthy","-9.5","46",5,58.9,1.4,"ISU",42,68
"501","Hunter Krepp","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"502","Christopher Chosen","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"503","DJ Allen","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"504","Keagan Cunningham","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"505","Drew Scott","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"506","Christian MacDonald","TCU",3000,NA,0,"Healthy","-9.5","46",NA,NA,NA,"ISU",42,68
"507","Cam Camper","IU",3000,NA,0,"out for season - Knee","10.5","53",331,68.1,1.85,"PUR",91,107
"508","Paul Piferi","PUR",3000,2.42,0,"Healthy","-10.5","53",109,56.4,1.13,"IU",108,122
"509","Preston Terrell","PUR",3000,0.84,0,"Healthy","-10.5","53",5,62.5,2.4,"IU",108,122
"510","Hayden Parise","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"511","Charlie Kenrich","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"512","Max Klare","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"513","Ben Buechel","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"514","Elijah Canion","PUR",3000,NA,0,"Out indefinitely - Knee","-10.5","53",4,55.5,0,"IU",108,122
"515","Zion Steptoe","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"516","Curtis Deville Jr.","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"517","Trey Firestone","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"518","Garrett Miller","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"519","Collin Sullivan","PUR",3000,0.84,0,"Healthy","-10.5","53",8,56.1,0.75,"IU",108,122
"520","Trey Walker","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"521","Eli Jochem","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"522","Christian Harris","IU",3000,NA,0,"Out indefinitely - Undisclosed","10.5","53",NA,NA,NA,"PUR",91,107
"523","David Baker","IU",3000,NA,0,"Out indefinitely - Undisclosed","10.5","53",NA,NA,NA,"PUR",91,107
"524","Connor Delp","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"525","McCall Ray","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"526","Ryan Miller","IU",3000,NA,0,"Out indefinitely - Undisclosed","10.5","53",NA,NA,NA,"PUR",91,107
"527","Kamryn Perry","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"528","Sam Daugstrup","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"529","Brody Foley","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"530","Ryan Barnes","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"531","Brady Simmons","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"532","Jaquez Smith","IU",3000,NA,0,"out for season - Undisclosed","10.5","53",NA,NA,NA,"PUR",91,107
"533","Omar Cooper Jr.","IU",3000,NA,0,"Healthy","10.5","53",NA,NA,NA,"PUR",91,107
"534","Drew Biber","PUR",3000,0.85,0,"Healthy","-10.5","53",7,52.3,1.5,"IU",108,122
"535","Broc Thompson","PUR",3000,NA,0,"Out indefinitely - Knee","-10.5","53",42,56.8,0.7,"IU",108,122
"536","Ben Van Noord","PUR",3000,NA,0,"Healthy","-10.5","53",NA,NA,NA,"IU",108,122
"537","Alex Maxwell","PUR",3000,0.84,0,"Healthy","-10.5","53",2,73.8,4,"IU",108,122
"538","Matthew Hibner","MICH",3000,NA,0,"Healthy","8.5","56",15,51.2,1.07,"OSU",4,14
"539","Tyler Morris","MICH",3000,0.87,0,"Healthy","8.5","56",15,64.2,1.67,"OSU",4,14
"540","Sam Staruch","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"541","Carter Selzer","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"542","Josh Beetham","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"543","Louis Hansen","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"544","Noah Howes","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"545","Marlin Klein","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"546","Hunter Neff","MICH",3000,NA,0,"Healthy","8.5","56",1,81,8,"OSU",4,14
"547","Erick All","MICH",3000,NA,0,"out for season - Undisclosed","8.5","56",39,62.1,1,"OSU",4,14
"548","Eamonn Dennis","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"549","Joe Taylor","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"550","Christian Bartholomew","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"551","Cristian Dixon","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"552","Mathew Harrison","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"553","Jake Thaw","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"554","Amorion Walker","MICH",3000,0.47,0,"Healthy","8.5","56",17,48.9,0.24,"OSU",4,14
"555","Zach Peterson","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"556","Logan Forbes","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"557","Will Rolapp","MICH",3000,NA,0,"Healthy","8.5","56",NA,NA,NA,"OSU",4,14
"558","Peyton O'Leary","MICH",3000,NA,0,"Healthy","8.5","56",6,57.1,0.67,"OSU",4,14
"559","Darrius Clemons","MICH",3000,0.47,0,"Healthy","8.5","56",26,51.2,0.27,"OSU",4,14
"560","Mitch Rossi","OSU",3000,0.53,0,"Healthy","-8.5","56",78,77.6,0.4,"MICH",6,10
"561","Gee Scott Jr.","OSU",3000,0.53,0,"Healthy","-8.5","56",49,47.4,0.29,"MICH",6,10
"562","Riordin Stauffer","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"563","Patrick Gurd","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"564","Joe Royer","OSU",3000,0.53,0,"Healthy","-8.5","56",1,57.7,1,"MICH",6,10
"565","Sam Hart","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"566","Bennett Christian","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"567","Zak Herbstreit","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"568","Reis Stocksdale","OSU",3000,NA,0,"Healthy","-8.5","56",9,62,1.33,"MICH",6,10
"569","Kyion Grayes","OSU",3000,0.52,0,"Healthy","-8.5","56",4,58.4,0.5,"MICH",6,10
"570","Blaize Exline","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"571","Joop Mitchell","OSU",3000,NA,0,"Ques Sat - Leg","-8.5","56",NA,NA,NA,"MICH",6,10
"572","Kai Saunders","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"573","Kaleb Brown","OSU",3000,0.52,0,"Healthy","-8.5","56",5,53.3,1,"MICH",6,10
"574","Corban Cleveland","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"575","Kojo Antwi","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"576","Caleb Burton","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"577","David Adolph","OSU",3000,NA,0,"Healthy","-8.5","56",NA,NA,NA,"MICH",6,10
"578","Parker Washington","PSU",3000,NA,0,"out for season - Undisclosed","-19","53.5",302,76.4,2.18,"MSU",110,125
"579","Kaden Saunders","PSU",3000,0.71,0,"Healthy","-19","53.5",19,64.6,1.11,"MSU",110,125
"580","Malick Meiga","PSU",3000,0.71,0,"Healthy","-19","53.5",23,52.9,0.83,"MSU",110,125
"581","Tyler Hunt","MSU",3000,NA,0,"Healthy","19","53.5",187,51.9,0.66,"PSU",60,53
"582","Jake Spencer","PSU",3000,NA,0,"Healthy","-19","53.5",NA,NA,NA,"MSU",110,125
"583","Mason Stahl","PSU",3000,NA,0,"Healthy","-19","53.5",NA,NA,NA,"MSU",110,125
"584","Tyler Johnson","PSU",3000,NA,0,"Early Dec - Elbow","-19","53.5",NA,NA,NA,"MSU",110,125
"585","Grayson Kline","PSU",3000,NA,0,"Healthy","-19","53.5",NA,NA,NA,"MSU",110,125
"586","Jason Estrella","PSU",3000,NA,0,"Healthy","-19","53.5",NA,NA,NA,"MSU",110,125
"587","Anthony Ivey","PSU",3000,NA,0,"Healthy","-19","53.5",NA,NA,NA,"MSU",110,125
"588","Evan Morris","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"589","Jack Nickel","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"590","Antonio Gates","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"591","Joseph Martinez","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"592","Nick Hunter","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"593","Powers Warren","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"594","Michael Masunas","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"595","Jackson Morse","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"596","Christian Fitzpatrick","MSU",3000,0.52,0,"Healthy","19","53.5",20,61.1,0.94,"PSU",60,53
"597","Jaron Glover","MSU",3000,NA,0,"Healthy","19","53.5",8,56.9,0.29,"PSU",60,53
"598","Terry Lockett Jr.","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"599","Alex Watters","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"600","Tyler Vroman","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"601","Aubrey Dawkins","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"602","Sebastian Brown","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"603","Zach Gillespie","MSU",3000,NA,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"604","Tyrell Henry","MSU",3000,0.52,0,"Healthy","19","53.5",NA,NA,NA,"PSU",60,53
"605","Jerry Cross","PSU",3000,NA,0,"Early Dec - Undisclosed","-19","53.5",NA,NA,NA,"MSU",110,125
"606","Jaden Dottin","PSU",3000,0.71,0,"Out indefinitely - Undisclosed","-19","53.5",9,65.1,1.56,"MSU",110,125
"607","Jan Mahlert","PSU",3000,NA,0,"Healthy","-19","53.5",NA,NA,NA,"MSU",110,125
"608","Clay Geary","MINN",3000,3.21,0,"Healthy","3.5","36",40,66.5,2.3,"WISC",28,31
"609","Wyatt Schroeder","MINN",3000,NA,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"610","Quentin Redding","MINN",3000,0.38,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"611","Nick Kallerup","MINN",3000,1.65,0,"Healthy","3.5","36",63,89.9,0.73,"WISC",28,31
"612","Jameson Geers","MINN",3000,NA,0,"Healthy","3.5","36",13,47.5,1.5,"WISC",28,31
"613","Samuel Pickerign","MINN",3000,NA,0,"Out indefinitely - Foot","3.5","36",NA,NA,NA,"WISC",28,31
"614","Nathan Jones","MINN",3000,NA,0,"Out indefinitely - Undisclosed","3.5","36",NA,NA,NA,"WISC",28,31
"615","Jack DiSano","MINN",3000,NA,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"616","Spencer Alvarez","MINN",3000,NA,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"617","Frank Bierman","MINN",3000,NA,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"618","Le'Meke Brockington","MINN",3000,1.32,0,"Healthy","3.5","36",103,62.4,1.27,"WISC",28,31
"619","Chris Autman-Bell","MINN",3000,NA,0,"out for season - Knee","3.5","36",48,79.3,4.65,"WISC",28,31
"620","Zach Jorgensen","MINN",3000,NA,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"621","Kristen Hoskins","MINN",3000,0.38,0,"Healthy","3.5","36",1,61.2,-3,"WISC",28,31
"622","Ike White","MINN",3000,0.38,0,"Healthy","3.5","36",9,50.7,0,"WISC",28,31
"623","Cade Conzemius","MINN",3000,NA,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"624","Dino Kaliakmanis","MINN",3000,NA,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"625","Evan Redding","MINN",3000,NA,0,"Healthy","3.5","36",NA,NA,NA,"WISC",28,31
"626","Cole Dakovich","WISC",3000,0.41,0,"Ques Sat - Leg","-3.5","36",11,40.7,0,"MINN",34,34
"627","Jaylan Franklin","WISC",3000,NA,0,"Healthy","-3.5","36",38,59.4,1.21,"MINN",34,34
"628","Cam Large","WISC",3000,NA,0,"Out indefinitely - Leg","-3.5","36",NA,NA,NA,"MINN",34,34
"629","JT Seagreaves","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"630","Clay Cundiff","WISC",3000,NA,0,"out for season - Leg","-3.5","36",73,75.6,2.22,"MINN",34,34
"631","Jack Pugh","WISC",3000,NA,0,"Out indefinitely - Leg","-3.5","36",NA,NA,NA,"MINN",34,34
"632","Vinny Anthony","WISC",3000,0.4,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"633","Cam Fane","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"634","Tommy McIntosh","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"635","Jordan DiBenedetto","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"636","Stephan Bracey Jr.","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"637","Mike Gregoire","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"638","Alex Moeller","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"639","Cole Toennies","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"640","Haakon Anderson","WISC",3000,0.4,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"641","Chris Brooks Jr.","WISC",3000,NA,0,"Healthy","-3.5","36",NA,NA,NA,"MINN",34,34
"642","Deon Fountain","C-C",3000,0.5,0,"Healthy",NA,NA,20,59.9,1.6,"JMU",NA,NA
"643","Taj Thomas","C-C",3000,NA,0,"Out indefinitely - Undisclosed",NA,NA,NA,NA,NA,"JMU",NA,NA
"644","Patrick McSweeney","C-C",3000,0.5,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"645","Chris Rhone","C-C",3000,0.5,0,"Healthy",NA,NA,20,54.7,0,"JMU",NA,NA
"646","Logan Mauldin","C-C",3000,NA,0,"Healthy",NA,NA,9,68.2,1,"JMU",NA,NA
"647","Jameson Tucker","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"648","Malachi Taylor","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"649","Brooks Johnson","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"650","John Grant III","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"651","Troy Dela Vega","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"652","TJ Ivy Jr.","C-C",3000,0.5,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"653","Kyre Duplessis","C-C",3000,NA,0,"Healthy",NA,NA,19,66.9,1.75,"JMU",NA,NA
