team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,10,374,8,44,374,90.9,60,8
JAX,15,10,393,10,54,393,88.0,79,15
DET,11,10,382,22,64,382,87.2,92,6
IND,14,10,380,13,72,380,87.0,92,7
HST,13,10,387,18,65,387,87.0,92,9
BUF,4,11,425,14,85,425,86.9,105,6
MIN,18,11,460,32,70,460,86.3,114,12
DEN,10,10,353,12,69,353,86.3,89,8
ATL,2,10,372,16,53,372,86.2,86,17
BLT,3,11,381,12,68,381,85.8,94,14
GB,12,10,381,14,68,381,85.8,95,13
LV,23,11,391,15,59,391,85.7,93,19
KC,16,10,429,22,84,429,85.5,115,9
DAL,9,10,404,19,67,404,85.4,102,16
CLV,8,10,398,16,77,398,85.1,106,13
TB,30,10,395,15,80,395,84.9,107,12
NO,20,10,416,17,74,416,84.5,110,19
PHI,24,10,382,12,86,382,84.0,110,12
WAS,32,11,520,26,103,520,83.4,151,22
SF,28,10,314,14,75,314,83.3,97,8
PIT,25,10,348,20,80,348,82.8,110,10
LAC,27,10,411,28,86,411,82.5,129,15
CIN,7,10,424,24,87,424,82.4,130,19
ARZ,1,11,405,28,81,405,82.1,127,18
LA,26,10,383,24,88,383,81.7,126,14
CHI,6,11,394,18,97,394,81.6,130,15
SEA,29,10,377,18,94,377,81.2,127,15
NE,19,10,384,20,89,384,81.1,127,18
CAR,5,10,439,19,117,439,79.3,159,23
NYG,21,11,435,15,126,435,76.7,172,31
NYJ,22,10,397,22,114,397,75.6,165,29
TEN,31,10,335,35,83,335,74.6,144,26
