player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,10,5,1.3,0,0,2,50.4,71.2,88.3,65.9,70.0,28.6,20.7,6,0,162,165,10.5,17,18
Brandon Graham,5538,ED,PHI,10,0,4.0,0,0,24,66.0,76.1,55.5,75.5,64.7,63.7,0.0,0,1,49,54,4.1,2,3
Kareem Jackson,5545,S,DEN,8,7,8.2,0,0,10,76.1,67.5,0.0,62.8,49.6,68.1,20.0,5,4,200,206,0.5,1,13
Jerry Hughes,5556,ED,HST,10,2,2.1,0,0,13,64.0,63.2,66.3,59.9,61.4,54.6,5.6,1,1,94,96,12.8,12,15
Linval Joseph,5571,DI,BUF,3,0,2.0,0,0,4,,39.0,81.3,44.3,43.5,38.8,0.0,0,0,34,34,8.8,3,5
Al Woods,5646,DI,NYJ,6,2,1.0,0,0,22,,54.0,81.4,53.0,55.4,71.5,0.0,0,0,70,74,4.3,3,3
Von Miller,6154,ED,BUF,7,0,2.5,0,0,4,63.1,49.3,42.1,54.3,48.4,27.5,33.3,1,1,35,35,2.9,1,2
Patrick Peterson,6157,CB,PIT,10,3,6.9,1,0,25,59.4,58.1,30.4,75.3,54.8,30.0,13.3,2,5,266,274,1.1,3,10
Cameron Jordan,6176,ED,NO,10,11,3.8,0,0,20,77.3,76.4,88.7,69.3,69.6,62.6,3.4,1,0,183,190,5.5,10,17
Cameron Heyward,6183,DI,PIT,4,2,3.0,0,0,25,67.0,68.4,80.8,57.0,65.7,75.5,0.0,0,0,52,54,17.3,9,11
Justin Houston,6222,ED,CAR,7,2,1.7,0,0,5,82.9,61.2,48.1,61.8,49.0,44.8,28.6,2,1,58,59,1.7,1,3
Lawrence Guy Sr.,6385,DI,NE,10,8,2.4,0,0,19,63.5,38.9,85.1,46.2,38.3,60.9,0.0,0,0,184,191,6.5,12,14
Nick Bellore,6515,LB,SEA,2,0,,0,0,29,61.5,68.3,70.8,58.3,65.6,,,0,0,8,8,0.0,0,0
Stephon Gilmore,7016,CB,DAL,10,0,7.6,1,0,9,67.0,69.0,85.3,,72.8,69.3,16.7,1,4,223,225,0.0,0,5
Fletcher Cox,7018,DI,PHI,9,4,3.5,0,0,24,67.0,67.5,55.5,66.8,59.8,64.4,0.0,0,2,110,114,3.6,4,11
Bobby Wagner,7050,LB,SEA,10,19,2.0,0,0,29,63.0,84.2,84.1,73.6,92.0,90.8,5.0,3,0,242,244,11.6,28,38
Lavonte David,7060,LB,TB,10,9,1.2,0,0,30,61.4,66.0,57.8,64.4,70.5,63.7,12.5,5,1,215,218,9.3,20,26
Demario Davis,7079,LB,NO,10,14,4.3,1,0,20,79.1,89.0,85.9,77.9,86.6,87.0,7.5,3,1,228,239,6.1,14,23
Rodney McLeod,7271,S,CLV,10,5,4.9,0,0,8,52.5,54.1,83.0,52.5,61.4,50.3,21.7,5,0,102,106,9.8,10,13
Tashaun Gipson Sr.,7288,S,SF,10,8,7.6,0,0,28,74.2,74.7,54.6,59.5,72.9,74.6,15.8,3,1,176,184,1.1,2,8
Harrison Smith,7641,S,MIN,11,9,4.6,0,1,18,75.4,74.5,86.4,61.0,67.8,76.5,13.8,4,1,255,265,3.1,8,16
Josh Norman,7649,S,BUF,1,0,5.0,0,0,4,,47.5,70.1,,54.4,70.5,0.0,0,0,5,5,0.0,0,1
Justin Bethel,7654,CB,MIA,3,1,1.7,0,0,17,66.7,71.5,79.8,90.9,65.4,85.2,0.0,0,0,32,33,6.3,2,3
Darius Slay,7817,CB,PHI,9,1,10.7,0,0,24,67.8,67.4,86.2,,57.3,55.7,12.5,1,2,147,152,1.4,2,6
Johnathan Hankins,7830,DI,DAL,10,7,3.1,0,0,9,75.4,42.3,18.5,60.4,40.6,30.1,13.6,3,3,135,136,4.4,6,12
