"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","212","26","0.44","75","2.17","80.3","29","Troy Reeder","20","25","0.79","80","2.9","61.5"
"Kyle Pitts","278","20","0.3","64","1.51","67.7","-21","Demario Davis","322","9","0.11","68","0.31","89.2"
"Isaiah Likely","107","10","0.17","82","0.83","52","-33","Eric Kendricks","250","14","0.26","83","1.39","65.6"
"Dalton Kincaid","296","20","0.36","88","1.47","68.6","5","Nicholas Morrow","263","8","0.11","77","0.44","82.7"
"Hayden Hurst","224","13","0.19","60","0.82","44","-36","Jack Gibbens","194","7","0.11","77","0.61","72.8"
"Cole Kmet","291","20","0.42","83","1.51","72","-21","Ivan Pace Jr.","159","14","0.18","86","0.61","76.1"
"Tanner Hudson","97","23","0.37","82","1.8","72.5","15","Mykal Walker","34","6","","","","59.9"
"David Njoku","316","21","0.32","67","1.37","67.8","-5","Josey Jewell","209","11","0.19","86","1.02","65.2"
"Jake Ferguson","290","18","0.35","74","1.33","71.6","21","Jamin Davis","327","13","0.27","74","1.21","69.1"
"Adam Trautman","251","9","0.13","68","0.47","47.7","-50","Grant Delpit","285","9","0.12","84","0.49","73.1"
"Sam LaPorta","305","23","0.4","72","1.61","73.3","23","Quay Walker","222","14","0.28","88","1.25","63.1"
"Luke Musgrave","269","16","0.27","75","1.27","63.2","-4","Alex Anzalone","351","13","0.17","71","0.77","79.8"
"Dalton Schultz","295","19","0.39","70","1.54","73.1","-5","Foyesade Oluokun","366","15","0.23","87","0.88","85.4"
"Mo Alie-Cox","80","11","0.23","56","0.9","61.5","-2","Lavonte David","355","16","0.23","81","1.02","66.1"
"Evan Engram","338","21","0.32","83","1.43","68.5","-4","Blake Cashman","227","17","0.23","69","0.88","87.4"
"Travis Kelce","292","27","0.54","81","2.2","80.7","51","Robert Spillane","364","10","0.16","76","0.83","81.8"
"Tyler Higbee","323","13","0.18","64","0.94","56.4","20","Josh Woods","178","11","0.19","79","0.75","46.1"
"Donald Parham Jr.","166","17","0.37","68","1.08","60.9","-1","Patrick Queen","396","12","0.22","82","1","66.1"
"Michael Mayer","203","14","0.24","71","1.1","58.2","12","Drue Tranquill","226","16","0.23","78","1.04","58.8"
"Durham Smythe","234","9","0.14","85","0.72","52.6","-44","C.J. Mosley","353","12","0.2","80","0.94","87"
"T.J. Hockenson","385","26","0.45","76","1.91","79.7","41","Tremaine Edmunds","302","12","0.25","84","0.88","52.4"
"Hunter Henry","274","17","0.28","65","1.09","64.5","-2","Bobby Okereke","350","9","0.18","76","0.77","80.7"
"Juwan Johnson","158","14","0.19","64","0.61","49.3","-11","Nate Landman","218","14","0.27","81","1","77.5"
"Daniel Bellinger","170","8","0.15","86","0.81","46.9","-18","Mack Wilson Sr.","66","6","0.11","100","0.52","68.4"
"Tyler Conklin","269","16","0.27","80","1.42","63.2","0","Jerome Baker","321","12","0.24","90","0.89","61.5"
"Jack Stoll","73","7","0.06","60","0.18","42.1","-49","Terrel Bernard","342","14","0.25","81","1.18","69.7"
"Pat Freiermuth","110","13","0.25","64","0.55","56","6","Logan Wilson","352","13","0.24","77","1.07","59.5"
"Noah Fant","181","12","0.22","77","1.3","65.5","-22","Fred Warner","383","14","0.22","85","1.04","88.2"
"George Kittle","276","20","0.5","78","2.35","89.7","34","Jordyn Brooks","283","17","0.25","83","1.12","67.4"
"Cade Otton","341","13","0.24","74","0.89","53.2","1","Zaire Franklin","312","16","0.28","84","1.27","61.3"
"Chigoziem Okonkwo","231","18","0.21","67","0.89","52.8","5","Deion Jones","90","12","0.2","82","0.98","48.6"
"Logan Thomas","358","16","0.28","74","1.14","62","-3","Donovan Wilson","195","7","0.16","79","0.45","56.6"
