player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Sam Howell,97599,QB,WAS,11,169,20.7,0,32,3,12,20.1,16.0,79.3,3.0,0,29,35,34,27,169,134,5,24,31,29,2,14.2,18.3,14,17.2,1.2
Zach Wilson,82096,QB,NYJ,10,144,18.8,0,22,0,7,21.5,25.0,87.5,4.2,0,16,27,31,36,144,126,6,32,34,16,4,22.2,23.6,9,11.1,2.8
Patrick Mahomes,11765,QB,KC,10,134,8.2,0,16,15,12,15.7,26.1,74.6,4.5,0,29,11,21,35,134,100,6,20,24,29,5,14.9,17.9,2,21.6,3.7
Joshua Dobbs,11890,QB,MIN,11,131,14.5,0,18,6,8,25.2,17.6,82.4,2.3,0,21,19,33,23,131,108,3,18,26,21,4,13.7,19.8,7,16.0,3.1
Bryce Young,123943,QB,CAR,9,130,14.6,0,5,2,8,23.1,16.9,83.8,5.4,0,18,19,30,22,130,109,7,31,30,18,2,23.8,23.1,8,13.8,1.5
Jalen Hurts,40291,QB,PHI,10,126,4.8,0,24,5,14,19.8,19.0,73.0,7.9,0,27,6,25,24,126,92,10,29,26,27,2,23.0,20.6,8,21.4,1.6
Justin Herbert,28237,QB,LAC,10,123,17.1,0,27,1,5,22.8,22.8,82.1,11.4,0,8,21,28,28,123,101,14,19,33,8,1,15.4,26.8,2,6.5,0.8
Josh Allen,46601,QB,BUF,11,115,15.7,0,4,3,15,12.2,21.7,76.5,6.1,0,24,18,14,25,115,88,7,25,23,24,0,21.7,20.0,6,20.9,0.0
Russell Wilson,7077,QB,DEN,10,115,5.2,0,10,8,8,15.7,14.8,73.9,7.0,0,29,6,18,17,115,85,8,13,35,29,6,11.3,30.4,13,25.2,5.2
Geno Smith,7820,QB,SEA,10,115,12.2,0,29,1,7,18.3,25.2,84.3,6.1,0,10,14,21,29,115,97,7,15,43,11,1,13.0,37.4,2,9.6,0.9
Baker Mayfield,46518,QB,TB,10,112,14.3,0,30,1,8,18.8,11.6,84.8,2.7,0,15,16,21,13,112,95,3,30,27,15,7,26.8,24.1,6,13.4,6.3
Joe Burrow,28022,QB,CIN,10,108,14.8,0,7,2,1,25.9,34.3,94.4,1.9,0,4,16,28,37,108,102,2,20,23,4,2,18.5,21.3,1,3.7,1.9
Matthew Stafford,4924,QB,LA,9,108,19.4,0,26,1,4,21.3,31.5,91.7,0.9,0,6,21,23,34,108,99,1,17,20,6,3,15.7,18.5,1,5.6,2.8
Derek Carr,8671,QB,NO,10,107,15.0,0,20,1,5,16.8,31.8,81.3,10.3,0,9,16,18,34,107,87,11,16,18,9,2,15.0,16.8,3,8.4,1.9
Kenny Pickett,60515,QB,PIT,10,105,18.1,0,25,3,3,15.2,28.6,81.9,9.5,0,10,19,16,30,105,86,10,19,16,10,1,18.1,15.2,4,9.5,1.0
Mac Jones,60323,QB,NE,10,105,14.3,0,19,0,6,33.3,18.1,89.5,3.8,0,7,15,35,19,105,94,4,16,31,7,0,15.2,29.5,1,6.7,0.0
Lamar Jackson,46416,QB,BLT,11,105,8.6,0,3,1,13,12.4,33.3,80.0,1.9,0,21,9,13,35,105,84,2,15,22,21,3,14.3,21.0,7,20.0,2.9
Brock Purdy,77672,QB,SF,10,102,17.6,0,28,0,5,14.7,15.7,84.3,2.9,0,13,18,15,16,102,86,3,24,24,13,2,23.5,23.5,8,12.7,2.0
Jared Goff,10635,QB,DET,10,101,11.9,0,11,2,3,28.7,22.8,84.2,7.9,0,9,12,29,23,101,85,8,19,9,9,3,18.8,8.9,4,8.9,3.0
C.J. Stroud,129759,QB,HST,10,100,10.0,0,13,2,5,19.0,20.0,83.0,3.0,0,13,10,19,20,100,83,3,17,26,13,5,17.0,26.0,6,13.0,5.0
Jordan Love,40306,QB,GB,10,98,12.2,0,12,1,8,20.4,25.5,84.7,3.1,0,15,12,20,25,98,83,3,16,21,15,5,16.3,21.4,6,15.3,5.1
Justin Fields,82118,QB,CHI,7,96,12.5,0,6,0,8,15.6,24.0,83.3,3.1,0,15,12,15,23,96,80,3,17,23,15,2,17.7,24.0,7,15.6,2.1
Dak Prescott,10769,QB,DAL,10,96,18.8,0,9,3,3,10.4,15.6,87.5,3.1,0,10,18,10,15,96,84,3,21,34,10,1,21.9,35.4,4,10.4,1.0
Kirk Cousins,7102,QB,MIN,8,88,9.1,0,18,0,1,19.3,20.5,87.5,9.1,0,4,8,17,18,88,77,8,28,16,4,3,31.8,18.2,3,4.5,3.4
Trevor Lawrence,77632,QB,JAX,10,84,17.9,0,15,0,6,20.2,17.9,82.1,7.1,0,10,15,17,15,84,69,6,12,20,10,4,14.3,23.8,4,11.9,4.8
Gardner Minshew,41401,QB,IND,9,80,7.5,0,14,3,9,10.0,22.5,72.5,8.8,0,15,6,8,18,80,58,7,12,24,15,2,15.0,30.0,3,18.8,2.5
Daniel Jones,39395,QB,NYG,6,80,12.5,0,21,3,8,16.3,17.5,81.3,2.5,0,16,10,13,14,80,65,2,23,22,16,2,28.8,27.5,5,20.0,2.5
Desmond Ridder,55086,QB,ATL,9,72,25.0,0,2,0,1,20.8,19.4,84.7,6.9,0,6,18,15,14,72,61,5,9,11,6,1,12.5,15.3,5,8.3,1.4
Deshaun Watson,11767,QB,CLV,6,65,10.8,0,8,3,6,16.9,32.3,80.0,1.5,0,12,7,11,21,65,52,1,5,14,12,2,7.7,21.5,3,18.5,3.1
Ryan Tannehill,7014,QB,TEN,6,62,17.7,0,31,2,2,22.6,41.9,90.3,0.0,0,6,11,14,26,62,56,0,12,9,6,1,19.4,14.5,2,9.7,1.6
Tua Tagovailoa,60326,QB,MIA,10,62,16.1,0,17,3,3,21.0,24.2,87.1,-1.6,0,8,10,13,15,62,54,-1,10,12,8,6,16.1,19.4,2,12.9,9.7
Will Levis,83542,QB,TEN,4,55,18.2,0,31,0,1,16.4,41.8,94.5,-1.8,0,3,10,9,23,55,52,-1,5,16,3,3,9.1,29.1,2,5.5,5.5
Jimmy Garoppolo,8697,QB,LV,6,49,16.3,0,23,2,4,18.4,18.4,77.6,10.2,0,6,8,9,9,49,38,5,6,11,6,0,12.2,22.4,0,12.2,0.0
Aidan O'Connell,60516,QB,LV,5,46,13.0,0,23,0,0,15.2,21.7,91.3,8.7,0,1,6,7,10,46,42,4,3,19,1,1,6.5,41.3,1,2.2,2.2
Tyson Bagent,169628,QB,CHI,5,46,8.7,0,6,2,5,6.5,30.4,80.4,4.3,0,8,4,3,14,46,37,2,7,12,8,1,15.2,26.1,1,17.4,2.2
