player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Sam Howell,97599,QB,WAS,11,78.1,402,442,7.8,2.81,12,24,5.2,66.7,295,0,196,6.1,520,19,150,32,72.1,65.9,63.2,72.9,2,12,549,3,26.0,88.6,9.8,51,25,0,26,18,19,3.5,3038,6.9
Josh Allen,46601,QB,BUF,11,79.2,356,382,8.5,2.88,4,21,5.2,69.6,266,0,139,5.7,426,16,147,4,67.5,88.6,86.6,70.8,2,12,456,6,10.1,97.6,3.3,14,30,1,19,22,11,2.4,2876,7.5
Patrick Mahomes,11765,QB,KC,10,77.9,349,377,7.5,3.02,3,16,4.0,67.1,253,0,149,7.0,425,19,146,16,68.7,87.2,81.4,87.5,8,9,452,4,8.7,93.8,3.1,13,33,2,15,19,14,3.1,2621,7.0
Joe Burrow,28022,QB,CIN,10,76.8,340,365,6.9,2.47,6,17,4.4,66.8,244,0,123,6.5,403,17,122,7,87.0,77.9,76.8,68.8,6,6,422,5,19.5,91.0,6.0,24,14,1,12,15,9,2.1,2308,6.3
Joshua Dobbs,11890,QB,MIN,11,71.4,339,362,8.0,3.0,6,9,2.3,63.5,230,0,154,5.0,416,12,128,18,52.2,67.3,60.4,85.1,5,6,450,3,14.9,84.7,5.5,23,28,0,12,12,18,4.0,2216,6.1
Jared Goff,10635,QB,DET,10,80.4,331,361,7.0,2.56,6,14,3.7,68.1,246,0,126,7.5,382,20,135,11,78.8,86.9,84.1,71.9,2,8,397,3,13.5,96.1,4.5,17,4,1,21,16,9,2.3,2742,7.6
Justin Herbert,28237,QB,LAC,10,75.1,334,358,8.4,2.75,7,18,4.7,66.2,237,1,146,5.6,410,14,138,27,58.7,83.3,80.3,75.1,7,5,442,3,15.1,99.5,5.4,22,27,0,10,19,13,2.9,2610,7.3
C.J. Stroud,129759,QB,HST,10,74.0,327,355,9.6,2.84,5,17,4.5,62.8,223,0,125,7.9,390,19,148,13,48.5,83.7,80.9,72.5,2,5,413,2,17.6,99.3,5.6,22,11,6,15,17,11,2.7,2962,8.3
Baker Mayfield,46518,QB,TB,10,73.5,324,350,9.2,2.82,9,10,2.7,64.6,226,1,143,5.0,394,12,120,30,56.7,71.3,69.6,65.9,6,6,423,3,14.0,91.5,5.1,20,23,0,11,15,13,3.1,2391,6.8
Tua Tagovailoa,60326,QB,MIA,10,79.3,324,346,8.4,2.31,8,22,6.1,69.7,241,0,83,6.2,371,16,144,17,52.6,86.4,89.6,27.7,2,8,389,3,18.1,106.5,4.0,15,9,1,11,21,12,3.1,2972,8.6
