player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Keenan Allen,7857,WR,LAC,10,108,0,27,7.8,1,78.8,83.3,5,6,0.0,0,16,0,86.1,87.7,0,28,1.4,2,141,26,88.7,125,132.7,33,30.6,3,283,108,4.2,10.9,2.26,0,11.7,6,77.3,33.3,2,6,3.8,2,25,1,80.1,85.3,1,42,0.4,1,234,51,93.6,219,113.2,66,61.1,2,680,209,4.1,13.3,3.11
Stefon Diggs,9579,WR,BUF,11,108,0,4,10.3,4,61.8,50.0,5,10,4.5,1,10,0,73.0,72.4,0,55,0.0,0,133,21,94.0,125,122.9,34,31.5,4,246,74,3.5,11.7,1.97,0,10.8,2,74.1,33.3,2,6,6.5,3,22,1,67.7,74.8,1,48,0.0,0,219,43,94.1,206,102.2,58,53.7,2,473,120,2.8,11.0,2.3
Davante Adams,8688,WR,LV,11,107,0,23,11.0,1,45.9,40.0,4,10,15.0,3,10,0,54.3,68.5,1,32,0.0,0,109,17,91.7,100,74.7,37,34.6,3,165,44,2.6,9.7,1.65,0,12.5,3,72.7,20.0,1,5,2.4,1,24,0,82.8,83.3,3,46,0.0,0,202,40,97.0,196,83.8,55,51.4,1,499,151,3.8,12.5,2.55
Tyreek Hill,10799,WR,MIA,10,105,0,17,13.0,2,73.9,33.3,1,3,5.6,1,13,1,68.7,85.7,0,69,0.0,0,80,17,91.3,73,150.7,23,21.9,3,262,100,5.9,15.4,3.59,0,11.1,14,80.3,50.0,3,6,5.8,3,33,0,71.4,93.2,2,64,0.0,0,180,49,97.2,175,120.6,61,58.1,3,749,268,5.5,15.3,4.28
Ja'Marr Chase,84270,WR,CIN,10,102,0,7,8.7,1,72.7,75.0,3,4,0.0,0,14,0,81.7,76.1,0,19,0.0,0,116,16,94.0,109,130.3,22,21.6,4,148,70,4.4,9.3,1.36,0,9.2,10,70.1,22.2,2,9,4.1,2,27,1,78.2,82.6,1,63,0.0,0,239,47,95.4,228,91.6,67,65.7,1,520,266,5.7,11.1,2.28
T.J. Hockenson,40912,TE,MIN,11,99,0,18,9.7,2,79.2,44.4,4,9,0.0,0,13,0,83.2,90.2,0,29,7.0,7,100,19,89.0,89,121.4,24,24.2,1,235,76,4.0,12.4,2.64,0,6.3,1,75.8,11.1,1,9,9.1,5,23,1,59.6,76.4,1,28,5.0,13,259,50,90.7,235,96.3,66,66.7,2,432,173,3.5,8.6,1.84
Puka Nacua,100632,WR,LA,10,98,0,26,10.0,1,57.1,12.5,1,8,7.7,1,11,0,64.7,70.6,0,36,1.0,1,97,12,88.7,86,107.6,21,21.4,1,212,115,9.6,17.7,2.47,0,9.6,4,80.0,80.0,4,5,5.5,3,29,1,73.4,88.2,1,37,1.6,4,243,52,92.6,225,106.9,65,66.3,1,648,206,4.0,12.5,2.88
Garrett Wilson,97405,WR,NYJ,10,98,0,22,9.6,2,62.1,66.7,6,9,5.3,1,10,0,55.6,70.7,2,29,0.0,0,115,18,93.0,107,49.9,29,29.6,0,173,30,1.7,9.6,1.62,0,10.8,4,58.9,14.3,2,14,8.3,3,13,2,60.4,66.0,2,68,0.0,0,217,33,95.4,207,69.7,56,57.1,1,369,141,4.3,11.2,1.78
Adam Thielen,8288,WR,CAR,10,96,0,5,7.0,1,80.6,25.0,1,4,0.0,0,18,1,86.1,86.4,0,30,0.9,1,117,25,88.9,104,134.1,31,32.3,3,262,121,4.8,10.5,2.52,0,7.5,2,81.5,75.0,3,4,2.2,1,23,0,83.9,79.5,0,31,0.4,1,254,44,96.9,246,104.7,54,56.3,1,413,125,2.8,9.4,1.68
CeeDee Lamb,61570,WR,DAL,10,95,0,9,12.7,3,74.3,57.1,4,7,0.0,0,18,0,86.1,92.2,0,49,0.0,0,116,26,94.0,109,141.8,35,36.8,3,414,147,5.7,15.9,3.8,0,9.7,8,77.1,50.0,3,6,2.6,1,21,1,81.3,81.1,0,32,0.0,0,208,37,94.7,197,114.3,48,50.5,1,473,175,4.7,12.8,2.4
Chris Olave,84355,WR,NO,10,94,0,20,15.3,0,58.3,60.0,3,5,0.0,0,12,0,80.6,89.2,0,45,0.0,0,80,14,93.8,75,118.8,24,25.5,2,232,73,5.2,16.6,3.09,0,13.9,1,60.7,30.0,3,10,5.1,2,21,0,72.0,74.4,3,42,0.0,0,251,37,96.4,242,64.2,61,64.9,1,390,134,3.6,10.5,1.61
Amon-Ra St. Brown,84470,WR,DET,9,94,0,11,8.1,0,80.0,33.3,1,3,0.0,0,9,0,66.7,75.2,0,19,0.0,0,78,16,93.6,73,99.4,20,21.3,0,157,55,3.4,9.8,2.15,0,7.8,6,75.5,77.8,7,9,2.4,1,25,1,82.6,88.4,3,46,0.5,1,203,40,96.1,195,102.6,53,56.4,3,538,212,5.3,13.5,2.76
A.J. Brown,48327,WR,PHI,10,93,0,24,11.1,4,70.3,71.4,5,7,3.7,1,18,0,76.7,92.2,3,38,0.0,0,111,26,91.0,101,104.0,37,39.8,4,365,123,4.7,14.0,3.61,0,15.4,9,72.5,42.9,6,14,0.0,0,25,0,90.0,86.8,0,59,0.0,0,222,37,97.3,216,122.9,51,54.8,2,579,192,5.2,15.6,2.68
Michael Pittman Jr.,29049,WR,IND,10,92,0,14,8.7,2,72.4,66.7,4,6,4.5,1,8,1,84.9,75.1,2,75,0.0,0,123,21,91.9,113,92.5,29,31.5,2,249,125,6.0,11.9,2.2,0,7.0,1,72.7,40.0,4,10,2.4,1,17,0,83.0,68.1,4,39,0.8,2,245,40,93.1,228,65.1,55,59.8,1,352,159,4.0,8.8,1.54
Terry McLaurin,48229,WR,WAS,11,84,0,32,15.8,0,50.0,66.7,4,6,14.3,2,9,0,46.0,68.2,0,32,0.0,0,144,12,92.4,133,77.8,24,28.6,0,196,46,3.8,16.3,1.47,0,10.3,3,77.3,55.6,5,9,2.9,1,19,0,89.0,73.4,0,36,0.0,0,247,34,96.0,237,116.1,44,52.4,2,364,105,3.1,10.7,1.54
Marquise Brown,61568,WR,ARZ,11,81,0,1,11.6,2,47.8,66.7,4,6,0.0,0,11,0,79.4,82.5,1,25,0.0,0,91,11,85.7,78,87.9,23,28.4,3,135,49,4.5,12.3,1.73,0,12.8,3,57.1,12.5,1,8,6.7,2,14,0,66.8,62.0,2,41,0.0,0,264,28,93.6,247,56.9,49,60.5,0,285,71,2.5,10.2,1.15
DJ Moore,48267,WR,CHI,11,79,0,6,18.3,4,60.0,50.0,2,4,7.7,1,11,1,61.8,85.5,1,58,0.0,0,85,12,95.3,81,116.7,20,25.3,2,336,163,13.6,28.0,4.15,0,11.1,9,78.8,61.5,8,13,0.0,0,27,0,90.1,81.1,1,33,0.0,0,260,41,97.3,253,111.8,52,65.8,2,503,195,4.8,12.3,1.99
Travis Kelce,7844,TE,KC,9,79,0,16,7.5,1,73.7,50.0,2,4,12.5,2,9,0,51.2,83.1,1,53,6.1,5,82,14,85.4,70,111.3,19,24.1,2,158,77,5.5,11.3,2.26,0,6.8,6,80.8,25.0,2,8,2.3,1,19,1,83.9,83.9,1,40,2.2,4,178,42,93.8,167,93.1,52,65.8,0,430,192,4.6,10.2,2.57
