player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Keenan Allen,7857,WR,LAC,10,108,0,27,0,-2.1,0,100.0,,0,0,0.0,0,1,0,91.8,61.0,0,9,0.0,0,43,10,100.0,43,86.3,10,9.3,0,47,68,6.8,4.7,1.09,8.2,5,77.8,20.0,1,5,4.5,2,26,1,89.6,91.1,1,36,0.8,2,260,42,92.7,241,107.8,54,50.0,2,473,181,4.3,11.3,1.96
Stefon Diggs,9579,WR,BUF,11,108,0,4,0,-2.4,7,91.7,,0,0,0.0,0,3,1,92.0,70.2,0,34,0.0,0,29,11,96.6,28,89.6,12,11.1,0,66,92,8.4,6.0,2.36,7.9,9,65.7,100.0,2,2,4.2,1,9,0,87.0,79.0,1,34,0.0,0,159,23,93.7,149,74.1,35,32.4,1,165,101,4.4,7.2,1.11
Davante Adams,8688,WR,LV,11,107,0,23,0,-0.8,3,100.0,,0,0,0.0,0,1,0,90.9,60.9,0,16,0.0,0,35,6,97.1,34,130.6,6,5.6,1,35,40,6.7,5.8,1.03,9.0,1,66.7,50.0,2,4,0.0,0,4,0,74.1,74.3,0,21,0.0,0,66,8,93.9,62,91.0,12,11.2,0,96,46,5.8,12.0,1.55
Tyreek Hill,10799,WR,MIA,10,105,0,17,0,-3.2,1,94.4,,0,0,5.6,1,6,1,81.2,89.7,0,64,0.0,0,39,17,97.4,38,94.4,18,17.1,0,120,173,10.2,7.1,3.16,8.2,5,71.1,40.0,2,5,10.0,3,14,1,68.8,93.7,2,64,0.0,0,116,27,94.0,109,75.9,38,36.2,0,333,170,6.3,12.3,3.06
Ja'Marr Chase,84270,WR,CIN,10,102,0,7,0,-2.5,9,95.0,,0,0,0.0,0,8,0,93.0,93.1,0,17,0.0,0,49,19,100.0,49,90.4,20,19.6,0,114,162,8.5,6.0,2.33,4.9,8,82.1,50.0,2,4,5.9,2,20,0,81.6,84.8,0,64,0.0,0,109,32,97.2,106,117.5,39,38.2,2,316,224,7.0,9.9,2.98
T.J. Hockenson,40912,TE,MIN,11,99,0,18,0,-3.5,0,100.0,,0,0,0.0,0,2,0,90.6,75.5,0,16,20.5,8,39,4,74.4,29,97.9,4,4.0,0,30,44,11.0,7.5,1.03,9.2,5,65.6,14.3,1,7,8.7,2,14,1,73.1,83.2,1,29,1.3,2,155,21,93.5,145,109.8,32,32.3,3,267,109,5.2,12.7,1.84
Puka Nacua,100632,WR,LA,10,98,0,26,0,-1.2,1,83.3,0.0,0,1,9.1,1,2,1,56.2,39.1,0,13,5.3,2,38,10,89.5,34,81.3,12,12.2,0,42,53,5.3,4.2,1.24,9.1,0,65.0,25.0,1,4,13.3,2,8,1,67.3,84.0,0,32,0.7,1,139,13,87.1,121,82.7,20,20.4,0,127,42,3.2,9.8,1.05
Garrett Wilson,97405,WR,NYJ,10,98,0,22,0,-1.5,1,66.7,,0,0,33.3,2,0,0,24.5,45.1,0,9,0.0,0,41,4,95.1,39,70.1,6,6.1,0,18,25,6.3,4.5,0.46,7.1,3,74.3,75.0,3,4,7.1,2,8,1,62.9,64.6,1,31,0.0,0,126,26,92.1,116,75.7,35,35.7,0,198,44,1.7,7.6,1.71
Adam Thielen,8288,WR,CAR,10,96,0,5,0,-2.9,1,100.0,,0,0,0.0,0,1,0,91.6,64.4,0,10,2.6,1,39,9,92.3,36,86.1,9,9.4,0,42,68,7.6,4.7,1.17,7.2,3,77.8,25.0,1,4,2.0,1,28,0,91.4,82.7,0,30,0.0,0,311,49,93.9,292,118.0,63,65.6,4,456,173,3.5,9.3,1.56
CeeDee Lamb,61570,WR,DAL,10,95,0,9,0,-2.5,1,100.0,,0,0,0.0,0,2,0,90.9,76.9,0,8,0.0,0,28,6,100.0,28,80.6,6,6.3,0,20,35,5.8,3.3,0.71,10.1,4,72.5,33.3,2,6,2.6,1,24,0,91.1,92.2,0,49,0.0,0,233,37,94.8,221,124.9,51,53.7,3,523,207,5.6,14.1,2.37
