player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,ED,ATL,10,7,0,2,0,,,2.0,,,0,0,,54.6,0,,0.0,0,0,0.0,0,1,14.3,51,1,1,0,0,0,0,0.0,,0,0,12.0,100.0,5.1,6.0,6.0,0,0,0.0,59.2,0,13,50.0,1,0,118.8,1,6,85.7,117,3,1,1,0,13,1,2.2,13.0
Brandon Graham,5538,ED,PHI,10,11,0,24,0,,,2.4,,,0,0,,67.6,0,,0.0,0,0,0.0,0,1,9.1,42,2,1,0,0,0,0,0.0,,0,0,,,13.6,,,0,0,,52.8,0,,100.0,1,0,0.0,0,8,72.7,59,0,0,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,8,273,0,10,0,7.0,66.7,98.4,14.3,9.5,0,1,16.7,72.7,1,12,0.0,0,1,77.8,4,61,22.3,62,2,7,6,1,29,9,0.5,7.3,0,1,5.0,100.0,100.0,21.3,21.3,0,0,0.0,63.3,0,19,0.0,0,0,106.0,7,158,57.9,158,3,20,7,0,66,31,0.4,9.4
Jerry Hughes,5556,ED,HST,10,5,0,13,0,,,3.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,27,0,0,0,0,0,0,0.0,,0,0,,,2.9,,,0,0,,64.1,0,,0.0,0,0,0.0,0,3,60.0,103,2,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,7,8,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,,0,0,,,10.3,,,0,0,,62.6,0,,,0,0,0.0,0,7,87.5,68,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,10,431,0,25,0,12.7,63.6,99.3,9.6,6.1,0,2,9.1,30.7,0,52,50.0,3,2,140.0,14,150,34.8,151,0,3,22,3,239,91,1.8,17.1,0,1,7.2,52.9,97.7,22.6,11.9,0,2,11.8,76.0,1,29,15.4,2,2,45.0,9,213,49.4,218,3,10,17,0,95,74,0.5,10.6
Cameron Jordan,6176,ED,NO,10,9,0,20,0,,,5.4,,,0,0,,67.6,0,,50.0,1,0,0.0,0,6,66.7,112,0,1,0,0,0,0,0.0,,0,0,,,0.9,,,0,0,,75.1,0,,33.3,1,0,0.0,0,2,22.2,214,3,2,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,7,19,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,1,-7.0,100.0,21.0,16.0,16.0,0,0,0.0,83.5,0,0,0.0,0,0,79.2,1,17,89.5,81,4,3,1,0,0,7,0.0,0.0
Nick Bellore,6515,LB,SEA,3,2,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,10,351,0,9,0,10.8,57.1,100.0,8.6,4.9,0,5,17.9,62.3,1,23,7.7,1,2,87.4,16,153,43.6,153,2,12,28,2,193,48,1.4,12.1,0,4,10.8,50.0,100.0,19.3,9.7,0,3,16.7,69.0,1,68,5.6,1,3,80.8,9,189,53.8,189,4,13,18,1,180,91,1.0,20.0
