"player","team_name","avg_depth_of_target","contested_receptions","contested_targets","drops","grades_offense","grades_pass_route","inline_snaps","pass_plays","receptions","routes","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","week","join"
"Kyle Pitts","ATL",15,0,2,0,76.8,77,2,13,1,12,4,53.1,4,0,5,25,6,6,25,2.08,4,"ATL4"
"Brandon Aiyuk","SF",1,0,0,0,66.2,63.4,0,27,4,27,6,105.2,4,0,21,37,33,8.3,9.3,1.37,4,"SF4"
"Jahan Dotson","WAS",22,1,1,0,72.1,69.2,0,27,3,25,10,109.4,4,1,17,43,5,1.7,14.3,1.72,4,"WAS4"
"Skyy Moore","KC",15.8,0,0,0,71.6,71.9,0,11,2,11,3,76,4,0,8,31,13,6.5,15.5,2.82,4,"KC4"
"Chigoziem Okonkwo","TEN",9,0,0,0,86,91,0,5,3,5,2,158.3,3,1,1,38,11,3.7,12.7,7.6,4,"TEN4"
"James Conner","ARZ",-1.3,0,0,0,66.7,60.2,0,23,3,20,5,97.2,3,0,0,22,26,8.7,7.3,1.1,4,"ARZ4"
"Daniel Bellinger","NYG",4.3,0,0,0,73,73.6,14,14,3,8,0,98.6,3,0,0,23,10,3.3,7.7,2.88,4,"NYG4"
"Ian Thomas","CAR",3.3,0,1,1,42.8,32,6,9,1,6,2,42.4,3,0,0,6,1,1,6,1,4,"CAR4"
"David Bell","CLV",20.7,1,2,0,84.3,82.8,0,11,2,11,7,66.7,3,0,4,35,1,0.5,17.5,3.18,4,"CLV4"
"Adam Trautman","NO",4.3,0,0,0,77.5,82.6,11,15,3,10,4,118.1,3,0,0,37,24,8,12.3,3.7,4,"NO4"
"Dalton Schultz","DAL",5.7,0,1,1,36.5,42.4,11,30,0,23,14,39.6,3,0,5,0,0,NA,NA,0,4,"DAL4"
"Amari Cooper","CLV",14.3,0,0,0,55.1,55.3,0,36,1,35,12,42.4,3,0,24,9,5,5,9,0.26,4,"CLV4"
"Christian Watson","GB",9.3,0,0,0,71.3,69.2,0,7,1,7,5,42.4,3,0,2,8,12,12,8,1.14,4,"GB4"
"Chase Claypool","PIT",37.3,0,1,0,49.8,49.8,0,33,0,29,24,0,3,0,9,0,0,NA,NA,0,4,"PIT4"
"Elijah Moore","NYJ",12.7,0,0,0,61.3,60.6,0,40,3,37,8,118.8,3,0,32,53,15,5,17.7,1.43,4,"NYJ4"
"Cole Kmet","CHI",-2,0,0,0,54.4,58,13,36,3,31,14,88.9,3,0,5,16,22,7.3,5.3,0.52,4,"CHI4"
"Trey McBride","ARZ",4,1,1,0,61.7,70.7,4,11,3,7,3,100,3,0,1,24,12,4,8,3.43,4,"ARZ4"
"Mark Ingram II","NO",0.3,0,0,0,65.7,70.9,0,18,3,12,1,84.7,3,0,0,13,12,4,4.3,1.08,4,"NO4"
"Patrick Ricard","BLT",0.3,0,0,0,60,53,16,23,3,16,5,90.3,3,0,1,17,16,5.3,5.7,1.06,4,"BLT4"
"Miles Sanders","PHI",0.3,0,0,1,64.4,48.9,0,18,2,15,0,88.2,3,0,2,22,22,11,11,1.47,4,"PHI4"
"Kendrick Bourne","NE",7,0,0,0,72.6,69.9,0,16,2,16,5,89.6,3,0,11,23,14,7,11.5,1.44,4,"NE4"
"Demarcus Robinson","BLT",4.3,0,0,0,53.5,53.3,0,24,2,22,2,71.5,3,0,22,10,2,1,5,0.45,4,"BLT4"
"Dyami Brown","WAS",18.3,0,0,0,61.3,61.1,0,18,1,18,2,42.4,3,0,16,6,2,2,6,0.33,4,"WAS4"
"Richie James Jr.","NYG",7,0,1,0,56.4,56.4,0,12,1,11,10,42.4,3,0,2,9,0,0,9,0.82,4,"NYG4"
"Bennett Skowronek","LA",11,0,0,1,54.7,53.4,2,51,2,48,22,103.5,3,0,24,33,5,2.5,16.5,0.69,4,"LA4"
"DeAndre Carter","LAC",8.7,0,1,0,55.1,56.2,0,33,2,32,20,79.9,3,0,13,16,3,1.5,8,0.5,4,"LAC4"
"Gabriel Davis","BUF",8.3,0,1,1,46,47.5,0,42,1,41,5,47.9,3,0,37,13,0,0,13,0.32,4,"BUF4"
"Quintez Cephus","DET",5.3,0,0,0,69.2,66,0,20,2,17,6,78.5,3,0,13,15,4,2,7.5,0.88,4,"DET4"
"Antonio Gibson","WAS",-2.3,0,0,0,68.1,78.9,0,16,3,9,1,86.1,3,0,2,14,21,7,4.7,1.56,4,"WAS4"
"Mike Boone","DEN",9.3,0,0,1,52.8,38,0,16,1,12,1,42.4,3,0,2,9,7,7,9,0.75,4,"DEN4"
"Trestan Ebner","CHI",2.3,0,0,0,58.2,62.7,0,8,2,7,0,70.1,3,0,1,8,-1,-0.5,4,1.14,4,"CHI4"
"Kendall Hinton","DEN",19,0,0,0,64.3,63.7,0,25,2,21,5,109.7,3,0,20,39,16,8,19.5,1.86,4,"DEN4"
"Cade Otton","TB",4.7,0,0,0,58.2,53.8,16,36,3,32,19,106.9,3,0,1,29,15,5,9.7,0.91,4,"TB4"
"Jamaal Williams","DET",3.7,0,0,2,55,27.4,0,16,1,15,0,42.4,3,0,3,1,1,1,1,0.07,4,"DET4"
"Mike Gesicki","MIA",10.3,0,0,0,60.4,59.4,6,26,2,23,14,50,3,0,3,23,2,1,11.5,1,4,"MIA4"
"Raheem Mostert","MIA",1.7,0,0,1,58.6,38.9,0,29,2,26,3,74.3,3,0,1,12,9,4.5,6,0.46,4,"MIA4"
"Darrell Henderson","LA",-2.7,0,0,0,58.3,54.5,0,37,3,31,4,83.3,3,0,1,12,20,6.7,4,0.39,4,"LA4"
"Treylon Burks","TEN",9.3,0,0,0,51.6,53.5,0,21,2,20,6,77.1,3,0,15,14,6,3,7,0.7,4,"TEN4"
"Chase Edmonds","MIA",6.3,0,1,1,44.7,44.9,0,13,2,9,2,116.7,3,1,1,14,9,4.5,7,1.56,4,"MIA4"
"Michael Carter","NYJ",2.5,1,1,0,51.3,55.3,2,18,2,14,2,95.8,2,0,3,14,9,4.5,7,1,4,"NYJ4"
"Jonathan Taylor","IND",1.5,0,0,1,45.7,34.5,0,35,1,29,0,56.3,2,0,1,1,0,0,1,0.03,4,"IND4"
"JaMycal Hasty","JAX",-1.5,0,0,0,91.4,88.1,0,3,2,3,1,112.5,2,0,2,22,25,12.5,11,7.33,4,"JAX4"
"Joshua Kelley","LAC",4,0,0,1,60.6,29.1,0,10,0,9,2,39.6,2,0,0,0,0,NA,NA,0,4,"LAC4"
"Darius Slayton","NYG",27,0,0,0,60.7,60.6,0,15,1,14,0,27.1,2,0,15,11,7,7,11,0.79,4,"NYG4"
"Julio Jones","TB",25,0,0,0,60.6,60.3,0,17,1,17,3,58.3,2,0,14,7,5,5,7,0.41,4,"TB4"
"Trevon Wesco","CHI",7,0,0,1,48,52.4,4,6,1,5,1,91.7,2,0,1,23,11,11,23,4.6,4,"CHI4"
"Chris Moore","HST",4,0,1,1,44.1,44.6,0,24,0,22,20,39.6,2,0,4,0,0,NA,NA,0,4,"HST4"
"Mecole Hardman","KC",4,0,0,0,53.1,52.5,0,19,1,19,6,56.3,2,0,13,4,7,7,4,0.21,4,"KC4"
"Ezekiel Elliott","DAL",-1.5,0,0,0,64,68.1,0,20,2,15,0,118.8,2,0,2,32,35,17.5,16,2.13,4,"DAL4"
"Robert Tonyan","GB",9.5,1,1,0,62.6,62.9,6,23,2,22,12,152.1,2,1,5,22,4,2,11,1,4,"GB4"
"Ray-Ray McCloud III","SF",17.5,0,0,0,56.4,56.6,0,5,1,5,2,56.3,2,0,3,6,7,7,6,1.2,4,"SF4"
"Michael Gallup","DAL",16.5,1,1,0,63.9,63.3,0,28,2,24,3,156.3,2,1,25,24,0,0,12,1,4,"DAL4"
"Olamide Zaccheaus","ATL",17,0,0,0,74.1,75.6,0,8,2,8,3,118.8,2,0,5,55,21,10.5,27.5,6.88,4,"ATL4"
"Equanimeous St. Brown","CHI",11.5,0,1,0,57.4,51.1,1,34,0,33,8,45.8,2,0,25,9,9,NA,NA,0.27,4,"CHI4"
"Nick Chubb","CLV",-1,0,0,0,72.4,57,0,19,2,15,0,85.4,2,0,3,9,11,5.5,4.5,0.6,4,"CLV4"
"Saquon Barkley","NYG",-4.5,0,0,0,70.5,70.2,0,23,2,16,0,100,2,0,0,16,25,12.5,8,1,4,"NYG4"
"Nyheim Hines","IND",0,1,1,0,58.3,56.8,0,13,2,12,4,79.2,2,0,1,3,3,1.5,1.5,0.25,4,"IND4"
"Tanner Hudson","NYG",11,0,1,0,70,51.9,11,18,1,18,4,81.3,2,0,3,18,9,9,18,1,4,"NYG4"
"Kenneth Gainwell","PHI",-1,0,0,1,46,34.1,0,13,1,12,2,56.3,2,0,2,-2,4,4,-2,-0.17,4,"PHI4"
"Dante Pettis","CHI",20,0,1,0,52.7,52.6,0,26,0,26,2,39.6,2,0,24,0,0,NA,NA,0,4,"CHI4"
"Eric Saubert","DEN",17,0,0,0,52.3,54.1,13,32,1,27,16,95.8,2,0,3,25,7,7,25,0.93,4,"DEN4"
"Justice Hill","BLT",-3,0,0,0,61.5,65.3,0,14,2,10,0,91.7,2,0,2,12,18,9,6,1.2,4,"BLT4"
"DeVante Parker","NE",7,0,0,0,63.9,63.8,0,25,2,25,0,156.3,2,1,25,24,10,5,12,0.96,4,"NE4"
"Khalil Shakir","BUF",4,0,0,0,75.1,74.2,0,11,2,10,8,114.6,2,0,3,23,15,7.5,11.5,2.3,4,"BUF4"
"Kareem Hunt","CLV",2.5,0,0,0,70.6,67.4,2,22,2,16,0,106.3,2,0,3,19,14,7,9.5,1.19,4,"CLV4"
"Dalvin Cook","MIN",-0.5,0,0,0,67.1,70.6,1,23,2,20,0,87.5,2,0,2,10,11,5.5,5,0.5,4,"MIN4"
"K.J. Osborn","MIN",5.5,0,0,0,55.5,59,0,40,1,35,30,56.3,2,0,10,6,1,1,6,0.17,4,"MIN4"
"Jarvis Landry","NO",3,1,1,0,58.7,59,0,23,2,21,20,81.3,2,0,3,7,1,0.5,3.5,0.33,4,"NO4"
"Ashton Dulin","IND",5.5,0,0,0,73.9,72.7,1,13,2,11,3,104.2,2,0,9,18,7,3.5,9,1.64,4,"IND4"
"Michael Bandy","LAC",22.5,0,0,0,74.9,73.8,0,11,2,10,2,118.8,2,0,9,49,4,2,24.5,4.9,4,"LAC4"
"Colby Parkinson","SEA",1,0,0,0,73.9,90,8,8,2,6,0,118.8,2,0,0,28,26,13,14,4.67,4,"SEA4"
"Justin Jackson","DET",-4,0,0,0,58.5,69.1,0,9,2,7,0,118.8,2,1,1,4,12,6,2,0.57,4,"DET4"
"Jordan Akins","HST",7,1,1,0,63.8,69.7,9,19,2,16,6,118.8,2,0,4,33,19,9.5,16.5,2.06,4,"HST4"
"David Sills","NYG",6.5,0,0,1,50.5,54.1,0,18,1,14,4,56.3,2,0,14,5,1,1,5,0.36,4,"NYG4"
"Tony Pollard","DAL",2,0,0,0,62.9,54.4,0,13,1,12,3,56.3,2,0,1,2,1,1,2,0.17,4,"DAL4"
"Clyde Edwards-Helaire","KC",7.5,0,0,1,67.2,40.4,0,23,1,22,0,95.8,2,1,4,2,0,0,2,0.09,4,"KC4"
"Chris Evans","CIN",25,0,0,0,55.8,57.1,0,3,0,3,3,39.6,1,0,0,0,0,NA,NA,0,4,"CIN4"
"Michael Strachan","IND",8,0,0,0,54,54.7,0,7,0,7,1,39.6,1,0,6,0,0,NA,NA,0,4,"IND4"
"Ko Kieft","TB",16,1,1,0,89.7,91.4,5,6,1,4,0,118.8,1,0,0,19,3,3,19,4.75,4,"TB4"
"Khalil Herbert","CHI",-1,0,0,0,57.2,60.2,0,28,1,17,1,118.8,1,0,2,24,25,25,24,1.41,4,"CHI4"
"Kenneth Walker III","SEA",-6,0,0,0,54.7,56.7,0,11,1,8,1,79.2,1,0,1,-5,1,1,-5,-0.63,4,"SEA4"
"Greg Dortch","ARZ",6,1,1,0,59.8,59.4,0,17,1,16,13,91.7,1,0,4,6,0,0,6,0.38,4,"ARZ4"
"Lil'Jordan Humphrey","NE",-2,0,0,0,67.4,66.4,0,8,1,8,7,104.2,1,0,1,9,11,11,9,1.13,4,"NE4"
"Charlie Woerner","SF",21,0,0,0,41.3,55.4,2,6,0,4,3,39.6,1,0,1,0,0,NA,NA,0,4,"SF4"
"Noah Fant","SEA",1,0,0,0,73.7,83.1,11,20,1,15,3,118.8,1,1,4,2,1,1,2,0.13,4,"SEA4"
"Brandon Bolden","LV",-3,0,0,0,52,58.3,0,5,1,5,1,79.2,1,0,0,-1,2,2,-1,-0.2,4,"LV4"
"Cole Beasley","TB",-3,0,0,0,57.6,58.1,0,4,1,4,4,87.5,1,0,0,5,8,8,5,1.25,4,"TB4"
"Alexander Mattison","MIN",-1,0,0,0,64.8,72.7,2,23,1,15,0,158.3,1,1,1,15,16,16,15,1,4,"MIN4"
"Josiah Deguara","GB",-7,0,0,0,41.6,56.3,2,5,0,3,1,39.6,1,0,0,0,0,NA,NA,0,4,"GB4"
"Ross Dwelley","SF",3,0,1,0,55.7,59.9,1,2,0,1,0,39.6,1,0,1,0,0,NA,NA,0,4,"SF4"
"Mitchell Wilcox","CIN",3,0,0,0,73.5,88.6,8,10,1,7,2,118.8,1,0,0,18,15,15,18,2.57,4,"CIN4"
"Kendall Blanton","LA",6,0,0,0,57.9,55.5,5,7,1,5,0,95.8,1,0,2,7,1,1,7,1.4,4,"LA4"
"River Cracraft","MIA",17,0,0,0,55.5,56,0,8,0,8,2,39.6,1,0,6,0,0,NA,NA,0,4,"MIA4"
"Zach Pascal","PHI",14,0,0,0,33,36.2,0,6,0,5,3,0,1,0,2,0,0,NA,NA,0,4,"PHI4"
"Johnny Mundt","MIN",1,0,0,1,28.3,29.1,9,9,0,6,0,39.6,1,0,0,0,0,NA,NA,0,4,"MIN4"
"Marvin Jones Jr.","JAX",8,0,0,1,48.8,45.3,0,26,0,26,7,39.6,1,0,19,0,0,NA,NA,0,4,"JAX4"
"Braxton Berrios","NYJ",-2,0,0,0,73.8,59.2,0,4,1,2,1,91.7,1,0,3,6,8,8,6,3,4,"NYJ4"
"Mason Schreck","HST",3,1,1,0,47.6,50.6,15,16,1,12,1,79.2,1,0,0,0,-3,-3,0,0,4,"HST4"
"Jaylen Warren","PIT",3,0,0,0,55.8,58.2,1,11,1,10,0,83.3,1,0,0,4,1,1,4,0.4,4,"PIT4"
"Jeff Smith","NYJ",21,0,0,0,55.4,56,0,5,0,5,3,0,1,0,2,0,0,NA,NA,0,4,"NYJ4"
"Tre'Quan Smith","NO",17,0,0,0,68.6,68.3,0,7,1,6,3,118.8,1,0,4,18,1,1,18,3,4,"NO4"
"Samaje Perine","CIN",-1,0,0,1,42.7,27.8,0,8,0,8,0,39.6,1,0,0,0,0,NA,NA,0,4,"CIN4"
"Kenny Golladay","NYG",14,0,0,0,58.7,54,0,12,0,9,1,39.6,1,0,11,0,0,NA,NA,0,4,"NYG4"
"Parker Hesse","ATL",17,0,0,0,74.4,75.4,13,15,1,7,0,118.8,1,0,2,22,5,5,22,3.14,4,"ATL4"
"Dan Arnold","JAX",3,0,0,0,77.4,88.3,3,3,1,2,0,118.8,1,0,0,26,23,23,26,13,4,"JAX4"
"Eno Benjamin","ARZ",1,0,0,0,80.1,67.6,0,6,1,5,0,104.2,1,0,1,9,8,8,9,1.8,4,"ARZ4"
"A.J. Dillon","GB",5,0,0,0,65.3,59.2,0,22,1,20,0,112.5,1,0,1,11,6,6,11,0.55,4,"GB4"
"Cam Akers","LA",-1,0,0,0,55,51.8,0,18,0,14,0,39.6,1,0,0,0,0,NA,NA,0,4,"LA4"
"Zander Horvath","LAC",-3,0,0,0,58.5,59.9,0,1,0,1,0,39.6,1,0,0,0,0,NA,NA,0,4,"LAC4"
"Jelani Woods","IND",16,0,0,0,72.5,71.6,2,11,1,11,4,118.8,1,0,5,33,17,17,33,3,4,"IND4"
"Noah Gray","KC",13,0,0,1,47.3,31.2,14,19,0,17,4,39.6,1,0,1,0,0,NA,NA,0,4,"KC4"
"Tre' McKitty","LAC",3,0,0,0,54.8,52.4,10,17,1,11,5,83.3,1,0,2,4,1,1,4,0.36,4,"LAC4"
"Jake Ferguson","DAL",7,1,1,0,59.5,59.1,6,8,1,3,0,95.8,1,0,2,7,0,0,7,2.33,4,"DAL4"
"Evan Engram","JAX",13,0,0,0,57.4,57.5,10,22,1,21,8,118.8,1,0,4,16,3,3,16,0.76,4,"JAX4"
"C.J. Ham","MIN",24,0,1,0,43.5,55.2,0,6,0,4,1,39.6,1,0,0,0,0,NA,NA,0,4,"MIN4"
"Ihmir Smith-Marsette","CHI",3,0,0,0,56.4,56.9,0,4,0,3,3,39.6,1,0,1,0,0,NA,NA,0,4,"CHI4"
"Austin Hooper","TEN",3,0,0,0,54.9,60,3,17,1,16,9,83.3,1,0,5,4,1,1,4,0.25,4,"TEN4"
"Chris Manhertz","JAX",-4,0,0,0,60.1,55,6,6,1,3,0,79.2,1,0,0,0,4,4,0,0,4,"JAX4"
"K.J. Hamler","DEN",46,0,0,0,91,86.8,0,3,1,3,0,118.8,1,0,3,55,9,9,55,18.33,4,"DEN4"
"Shi Smith","CAR",5,0,0,0,51.8,49.5,0,35,0,34,24,39.6,1,0,11,0,0,NA,NA,0,4,"CAR4"
"Tim Jones","JAX",-3,0,0,1,48.8,44.1,0,10,0,10,3,39.6,1,0,7,0,0,NA,NA,0,4,"JAX4"
"Jalen Reagor","MIN",10,0,0,0,57.6,58.5,0,2,0,2,1,39.6,1,0,1,0,0,NA,NA,0,4,"MIN4"
"Damiere Byrd","ATL",43,0,0,0,59.6,59.7,0,1,0,1,0,39.6,1,0,1,0,0,NA,NA,0,4,"ATL4"
"Josh Palmer","LAC",24,0,0,0,57.5,57.3,0,24,1,24,12,118.8,1,0,12,25,1,1,25,1.04,4,"LAC4"
"Montrell Washington","DEN",-3,0,0,0,58.7,59,0,3,1,3,2,83.3,1,0,1,4,7,7,4,1.33,4,"DEN4"
"Justin Watson","KC",35,0,0,0,47.7,52.6,1,7,0,6,2,39.6,1,0,4,0,0,NA,NA,0,4,"KC4"
"Javonte Williams","DEN",-4,0,0,0,64.2,58.9,0,14,1,8,0,79.2,1,0,0,-1,3,3,-1,-0.13,4,"DEN4"
"Zach Wilson","NYJ",4,0,0,0,69.1,90.6,0,44,1,1,0,118.8,1,1,0,2,0,0,2,2,4,"NYJ4"
"Tyler Allgeier","ATL",-1,0,0,0,77.4,69.1,1,9,1,8,0,118.8,1,0,0,20,21,21,20,2.5,4,"ATL4"
"James Cook","BUF",-2,0,0,1,35.9,27.8,0,2,0,2,0,39.6,1,0,1,0,0,NA,NA,0,4,"BUF4"
"Russell Wilson","DEN",7,0,0,0,80.3,NA,0,36,1,0,0,79.2,1,0,0,1,-6,-6,1,NA,4,"DEN4"
"Phillip Dorsett","HST",7,0,0,1,41,43.3,0,8,0,8,2,39.6,1,0,6,0,0,NA,NA,0,4,"HST4"
"Melvin Gordon III","DEN",0,0,0,1,28.9,28,0,6,0,5,1,39.6,1,0,0,0,0,NA,NA,0,4,"DEN4"
"Jalen Nailor","MIN",13,0,0,0,80.4,76.9,0,1,1,1,0,118.8,1,0,0,13,0,0,13,13,4,"MIN4"
"Keith Smith","ATL",2,0,0,0,67.4,55.8,4,6,0,3,1,39.6,1,0,0,0,0,NA,NA,0,4,"ATL4"
"Jerick McKinnon","KC",-3,0,0,0,56.2,55.1,0,14,1,10,0,79.2,1,0,1,1,4,4,1,0.1,4,"KC4"
"Kyle Philips","TEN",15,0,0,0,55.2,56.9,0,2,0,2,1,39.6,1,0,1,0,0,NA,NA,0,4,"TEN4"
"Latavius Murray","NO",-2,0,0,0,82.7,56.7,0,13,1,11,1,100,1,0,0,8,10,10,8,0.73,4,"NO4"
"Kyle Juszczyk","SF",3,0,0,0,67.2,65.1,2,21,1,16,7,118.8,1,0,3,35,32,32,35,2.19,4,"SF4"
"D'Wayne Eskridge","SEA",3,0,0,0,63.5,67.9,0,7,1,6,3,108.3,1,0,4,10,7,7,10,1.67,4,"SEA4"
"Craig Reynolds","DET",1,0,0,0,69.2,63.2,0,22,1,12,0,116.7,1,0,0,12,11,11,12,1,4,"DET4"
"Joe Fortson","KC",8,0,0,0,57.1,61.9,2,14,1,14,4,147.9,1,1,8,10,2,2,10,0.71,4,"KC4"
"Damien Harris","NE",-6,0,0,0,81,60.3,0,7,1,6,0,79.2,1,0,0,-2,4,4,-2,-0.33,4,"NE4"
"Rashaad Penny","SEA",1,0,0,0,76.5,59.7,0,23,1,15,0,91.7,1,0,2,6,5,5,6,0.4,4,"SEA4"
"Zach Gentry","PIT",-2,0,0,0,48.7,47.2,17,18,1,11,1,79.2,1,0,0,2,4,4,2,0.18,4,"PIT4"
"Devin Asiasi","CIN",20,0,0,0,49,53,5,6,0,3,0,39.6,1,0,0,0,0,NA,NA,0,4,"CIN4"
"Justin Jefferson","MIN",6.8,1,1,0,86.4,86.2,0,48,12,43,13,116,13,0,34,154,63,5.3,12.8,3.58,5,"MIN5"
"Mike Williams","LAC",9,2,5,0,86.4,84.6,0,35,10,33,6,109.1,13,0,29,134,50,5,13.4,4.06,5,"LAC5"
"Diontae Johnson","PIT",13.6,0,2,1,56.2,55.9,0,55,5,52,3,22.9,12,0,52,60,12,2.4,12,1.15,5,"PIT5"
"Stefon Diggs","BUF",11,0,1,0,80.7,81.3,0,33,8,32,10,131.6,11,1,23,102,67,8.4,12.8,3.19,5,"BUF5"
"Amari Cooper","CLV",11.9,1,2,0,77.6,76.9,0,36,7,34,8,76.3,11,1,28,76,6,0.9,10.9,2.24,5,"CLV5"
"Marvin Jones Jr.","JAX",15.6,0,0,0,74.6,73.7,0,44,7,43,2,56.6,11,0,42,104,30,4.3,14.9,2.42,5,"JAX5"
"Christian McCaffrey","CAR",-0.1,0,1,1,57.1,54,0,43,7,39,5,36.2,11,0,0,50,52,7.4,7.1,1.28,5,"CAR5"
"Randall Cobb","GB",10.5,0,2,0,83.7,82.2,0,31,7,29,26,92.6,11,0,5,99,61,8.7,14.1,3.41,5,"GB5"
"DeVonta Smith","PHI",2.9,0,0,1,69.9,69,0,41,10,40,10,99.6,11,0,31,87,66,6.6,8.7,2.18,5,"PHI5"
"Evan Engram","JAX",12.8,0,0,1,65,61.9,12,44,6,41,25,80.8,10,0,7,69,17,2.8,11.5,1.68,5,"JAX5"
"Leonard Fournette","TB",-0.9,0,0,0,71.5,91.2,0,31,10,29,1,134.6,10,1,0,83,92,9.2,8.3,2.86,5,"TB5"
"Courtland Sutton","DEN",15.6,1,2,1,55.8,55.7,0,44,5,43,4,74.6,10,0,40,74,12,2.4,14.8,1.72,5,"DEN5"
"Tyler Higbee","LA",3.6,0,1,1,59.7,62.4,23,47,7,37,13,79.6,10,0,11,46,18,2.6,6.6,1.24,5,"LA5"
"Zach Ertz","ARZ",8.3,1,2,0,67.8,69.5,8,41,6,41,27,72.1,10,0,4,48,18,3,8,1.17,5,"ARZ5"
"Marquise Brown","ARZ",9.1,0,1,1,73.3,77.1,0,44,8,44,8,92.9,10,1,36,78,38,4.8,9.8,1.77,5,"ARZ5"
"Ja'Marr Chase","CIN",5,1,1,0,71.2,71.2,0,42,7,38,14,41.7,10,0,27,50,35,5,7.1,1.32,5,"CIN5"
"Cooper Kupp","LA",7.6,0,0,0,66.7,70.8,0,48,7,46,23,145.8,10,1,23,125,92,13.1,17.9,2.72,5,"LA5"
"Chase Claypool","PIT",7.4,0,3,1,54.9,56.7,0,54,5,52,45,71.5,9,0,9,50,27,5.4,10,0.96,5,"PIT5"
"Mark Andrews","BLT",6.7,2,2,0,74.9,75.6,3,36,8,34,22,144.9,9,1,11,89,40,5,11.1,2.62,5,"BLT5"
"Dallas Goedert","PHI",3.7,0,1,0,75.2,82.5,20,40,8,39,15,110.6,9,0,5,95,72,9,11.9,2.44,5,"PHI5"
"Josh Reynolds","DET",13.7,1,2,1,65.9,68.2,0,41,6,39,12,100.2,9,0,29,92,22,3.7,15.3,2.36,5,"DET5"
"Alec Pierce","IND",8.1,3,3,1,64.5,63.7,0,39,8,36,5,104.2,9,0,34,81,13,1.6,10.1,2.25,5,"IND5"
"D.K. Metcalf","SEA",13.1,2,3,1,62.8,62.2,0,34,5,30,3,139.6,8,1,31,88,29,5.8,17.6,2.93,5,"SEA5"
"Marquez Valdes-Scantling","KC",10.5,1,1,1,68.1,67.1,0,44,6,42,20,111.5,8,0,24,90,26,4.3,15,2.14,5,"KC5"
"Bennett Skowronek","LA",4.3,0,0,0,55.8,57.4,0,43,6,42,22,85.9,8,0,21,41,21,3.5,6.8,0.98,5,"LA5"
"Jakobi Meyers","NE",12,0,0,0,91.6,91.2,0,24,7,21,17,158.3,8,1,7,111,41,5.9,15.9,5.29,5,"NE5"
"Rondale Moore","ARZ",2.3,0,0,0,65.3,68.5,0,41,7,41,34,102.1,8,0,5,68,56,8,9.7,1.66,5,"ARZ5"
"D.J. Moore","CAR",17.6,1,3,1,64.9,65.8,0,48,4,45,8,74.5,8,0,40,59,24,6,14.8,1.31,5,"CAR5"
"Mike Evans","TB",13.5,0,2,1,60.7,62.7,0,48,4,45,14,85.9,8,0,34,81,18,4.5,20.3,1.8,5,"TB5"
"Michael Pittman Jr.","IND",8.3,0,2,0,67,66.7,0,52,5,48,11,45.3,8,0,41,59,25,5,11.8,1.23,5,"IND5"
"Curtis Samuel","WAS",6.6,1,2,1,63.1,63,0,43,6,39,30,96.9,8,0,13,62,17,2.8,10.3,1.59,5,"WAS5"
"Zay Jones","JAX",9.3,0,1,1,52.6,51.5,0,42,3,41,10,6.3,8,0,32,12,17,5.7,4,0.29,5,"JAX5"
"Deebo Samuel","SF",10.4,1,3,1,59,57.4,0,32,2,29,7,79.2,8,1,25,20,9,4.5,10,0.69,5,"SF5"
"George Pickens","PIT",12,1,2,0,76.9,75.4,1,50,6,48,3,107.8,8,0,46,83,18,3,13.8,1.73,5,"PIT5"
"Travis Kelce","KC",8.3,0,0,0,67.4,72.2,8,45,7,42,19,119.3,8,4,18,25,12,1.7,3.6,0.6,5,"KC5"
"Jerry Jeudy","DEN",17.3,0,2,1,55.6,55.2,0,40,3,39,32,69.3,7,0,8,53,29,9.7,17.7,1.36,5,"DEN5"
"Devin Duvernay","BLT",16.1,1,1,0,78.3,78,0,30,5,28,9,93.8,7,0,21,54,24,4.8,10.8,1.93,5,"BLT5"
"Robert Woods","TEN",6,0,0,1,65.3,63.1,1,31,4,29,12,71.7,7,0,18,37,16,4,9.3,1.28,5,"TEN5"
"Drake London","ATL",8.1,1,2,0,77.2,76.8,0,24,4,23,2,70.5,7,0,22,35,6,1.5,8.8,1.52,5,"ATL5"
"Davante Adams","LV",24,1,1,0,70.3,70.4,0,37,3,33,5,129.5,7,2,32,124,25,8.3,41.3,3.76,5,"LV5"
"CeeDee Lamb","DAL",7.6,0,2,0,65.7,65,0,19,5,19,10,93.2,7,0,9,53,32,6.4,10.6,2.79,5,"DAL5"
"Donovan Peoples-Jones","CLV",13.1,1,2,0,74.8,77.2,0,35,4,33,8,79.5,7,0,27,50,8,2,12.5,1.52,5,"CLV5"
"Cade Otton","TB",3.3,0,0,0,59,55.8,30,53,6,51,16,92.3,7,0,7,43,17,2.8,7.2,0.84,5,"TB5"
"Tyreek Hill","MIA",4.3,2,2,0,75.3,75.9,0,27,7,22,11,94.6,7,0,15,47,17,2.4,6.7,2.14,5,"MIA5"
"Kalif Raymond","DET",7.1,0,0,0,65.7,66,0,39,5,37,18,88.4,7,0,20,45,23,4.6,9,1.22,5,"DET5"
"J.D. McKissic","WAS",1.3,0,2,0,61.2,61.6,0,24,5,22,1,44,7,0,4,37,35,7,7.4,1.68,5,"WAS5"
