playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8477501,2021,Valeri Nichushkin,COL,R,other,17,1306.0,26.0,17.29,0.65,0.57,0.74,0.41,0.67,0.42,68.0,4.02,0.95,0.43,0.99,0.21,1.4,1.02,0.78,0.95,0.78,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.04,0.0,0.91,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.16,0.34,0.67,0.44,0.44,0.41,26.0,5.0,6.0,1.0,14.0,4.0,2.0,8.0,12.0,0.0,1.0,2398.0,0.0,0.0,0.0,0.0,12.86,2.94,2.75,2.94,2.75,13.0,5.0,8.0,26.0,4.0,2.0,0.0,11.0,2.0,5.0,0.43,0.37,2.14,2.0,0.0,2.0,26.0,18.0,18.0,0.37,0.67,0.67,2.64,2.64,2.59,6.96,1.61,1.23,1.61,1.23,7.0,2.0,0.0,9.0,1.0,2.0,0.0,4.0,1.0,4.0,0.15,0.17,1.3,0.0,0.0,1.0,9.0,9.0,9.0,0.18,0.87,0.87,0.92,0.92,0.87,5.88,4.41,26.0,37.0,0.08,0.01,1.0,1.0,1.0,1.0
8477501,2021,Valeri Nichushkin,COL,R,all,17,18023.0,400.0,19.14,0.54,0.57,0.57,0.53,0.55,0.54,69.0,41.41,6.1,3.5,8.6,1.38,19.16,15.26,5.84,6.26,6.0,2.0,4.0,43.0,11.0,13.0,67.0,15.0,9.0,2.0,1.0,12.0,1.0,12.0,18.0,34.0,45.0,1.0,2.0,0.0,25.0,10.0,8.0,24.0,21.0,9.0,0.78,2.87,2.45,1.0,6.0,2.0,71.51,54.0,56.26,3.0,0.82,0.64,1.43,5.49,5.64,5.56,400.0,44.0,66.0,61.0,229.0,71.0,46.0,71.0,212.0,0.0,3.0,43228.0,2.0,10.0,5.0,8.0,173.08,17.66,17.22,17.98,17.54,182.0,61.0,92.0,335.0,29.0,11.0,3.0,177.0,45.0,21.0,4.89,5.72,7.04,7.0,13.0,9.0,347.11,243.0,250.12,2.8,2.44,2.44,18.01,18.34,18.15,141.09,15.3,14.57,15.03,14.32,150.0,47.0,53.0,250.0,20.0,17.0,3.0,139.0,40.0,18.0,3.7,4.92,6.67,6.0,6.0,8.0,243.48,197.0,193.56,2.34,4.47,4.47,13.17,12.94,12.68,43.38,33.06,735.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0
8477501,2021,Valeri Nichushkin,COL,R,5on5,17,12873.0,276.0,19.14,0.57,0.55,0.59,0.53,0.57,0.53,78.0,31.78,4.38,2.65,6.77,0.99,15.98,11.24,4.32,4.54,4.48,2.0,4.0,32.0,10.0,13.0,55.0,12.0,6.0,1.0,0.0,9.0,0.0,11.0,15.0,26.0,36.0,1.0,2.0,0.0,22.0,9.0,6.0,18.0,20.0,4.0,0.59,2.7,1.08,0.0,6.0,0.0,59.51,42.0,44.26,2.0,0.56,0.3,0.55,4.39,4.53,4.49,276.0,30.0,30.0,54.0,162.0,56.0,32.0,49.0,139.0,0.0,0.0,33816.0,2.0,8.0,4.0,3.0,128.44,11.38,11.2,11.71,11.52,138.0,41.0,70.0,249.0,19.0,8.0,2.0,130.0,38.0,11.0,3.6,4.8,2.98,3.0,13.0,3.0,261.11,179.0,186.12,1.82,1.56,1.56,11.64,11.96,11.87,97.43,8.74,8.44,8.47,8.19,101.0,36.0,38.0,175.0,13.0,12.0,1.0,98.0,31.0,8.0,2.73,3.83,2.18,5.0,5.0,3.0,168.48,137.0,133.56,1.43,2.15,2.15,8.02,7.8,7.6,24.26,19.59,556.0,494.0,0.18,0.38,4.0,5.0,3.0,5.0
8477501,2021,Valeri Nichushkin,COL,R,4on5,17,2005.0,58.0,19.14,0.1,0.11,0.17,0.15,0.2,0.16,46.0,3.86,0.4,0.16,0.49,0.12,1.12,2.7,0.4,0.4,0.4,0.0,0.0,5.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.15,0.0,0.25,1.0,0.0,1.0,5.0,5.0,5.0,1.0,0.04,0.0,0.0,0.44,0.44,0.44,58.0,1.0,27.0,3.0,27.0,4.0,10.0,8.0,36.0,0.0,1.0,2691.0,0.0,0.0,0.0,0.0,7.76,0.5,0.5,0.5,0.5,11.0,0.0,1.0,12.0,2.0,0.0,0.0,10.0,0.0,1.0,0.25,0.0,0.25,1.0,0.0,1.0,12.0,11.0,11.0,0.08,0.0,0.0,0.59,0.59,0.59,30.8,4.61,4.57,4.61,4.57,34.0,9.0,15.0,58.0,6.0,3.0,2.0,30.0,7.0,6.0,0.63,0.78,3.2,1.0,1.0,4.0,58.0,43.0,43.0,0.68,1.45,1.45,3.84,3.84,3.82,0.99,7.85,15.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0
8477501,2021,Valeri Nichushkin,COL,R,5on4,17,1839.0,40.0,19.39,0.89,0.91,0.86,0.89,0.81,0.9,98.0,1.75,0.37,0.26,0.35,0.05,0.67,0.3,0.34,0.37,0.34,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.17,0.2,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.07,0.0,0.2,0.23,0.23,0.22,40.0,8.0,3.0,3.0,26.0,7.0,2.0,6.0,25.0,0.0,1.0,4006.0,0.0,2.0,1.0,5.0,24.02,2.83,2.76,2.83,2.76,20.0,15.0,13.0,48.0,4.0,1.0,1.0,26.0,5.0,4.0,0.6,0.55,1.67,1.0,0.0,3.0,48.0,35.0,35.0,0.54,0.2,0.2,3.16,3.16,3.1,5.9,0.34,0.34,0.34,0.34,8.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,1.0,0.0,0.2,0.14,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.05,0.0,0.0,0.4,0.4,0.39,10.8,1.11,126.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8478046,2021,Danton Heinen,PIT,L,other,28,304.0,6.0,3.45,0.45,0.64,0.47,0.52,0.55,0.53,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,2.0,0.0,0.0,1332.0,0.0,0.0,0.0,1.0,4.17,0.86,0.86,0.86,0.86,6.0,0.0,1.0,7.0,1.0,0.0,0.0,3.0,2.0,1.0,0.12,0.25,0.49,0.0,0.0,1.0,7.0,6.0,6.0,0.1,0.0,0.0,0.97,0.97,0.97,3.87,1.07,1.06,1.07,1.06,5.0,0.0,3.0,8.0,2.0,0.0,0.0,1.0,2.0,2.0,0.07,0.25,0.76,1.0,0.0,1.0,8.0,5.0,5.0,0.1,0.0,0.0,1.17,1.17,1.16,4.75,2.63,37.0,34.0,0.0,0.05,0.0,1.0,0.0,1.0
8478046,2021,Danton Heinen,PIT,L,all,28,21403.0,476.0,17.05,0.61,0.53,0.56,0.51,0.58,0.52,246.0,47.48,6.9,3.42,10.58,1.48,22.81,16.82,6.4,7.05,6.53,4.0,1.0,52.0,10.0,10.0,72.0,13.0,8.0,3.0,3.0,12.0,1.0,22.0,16.0,44.0,54.0,5.0,10.0,0.0,28.0,12.0,8.0,36.0,14.0,12.0,1.24,1.67,3.98,1.0,2.0,5.0,74.44,62.0,63.64,3.0,0.75,0.95,3.43,4.21,4.3,4.21,476.0,75.0,37.0,66.0,298.0,85.0,58.0,70.0,263.0,0.0,0.0,81108.0,10.0,8.0,4.0,16.0,211.63,20.94,20.0,21.42,20.43,224.0,68.0,80.0,372.0,21.0,20.0,5.0,211.0,57.0,24.0,6.41,6.93,7.6,6.0,7.0,8.0,381.73,292.0,297.55,3.25,5.3,5.33,18.86,19.21,18.73,151.92,13.23,12.9,13.17,12.85,160.0,50.0,80.0,290.0,15.0,11.0,1.0,157.0,40.0,13.0,4.63,4.83,3.77,7.0,6.0,2.0,286.91,210.0,207.99,2.12,2.2,2.2,13.16,13.16,13.02,69.41,62.29,1289.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0
8478046,2021,Danton Heinen,PIT,L,5on5,28,19027.0,416.0,17.05,0.59,0.52,0.54,0.51,0.56,0.52,220.0,42.16,5.51,3.11,9.5,1.31,20.29,15.28,5.04,5.67,5.17,4.0,1.0,46.0,9.0,9.0,64.0,11.0,6.0,3.0,2.0,11.0,1.0,20.0,14.0,40.0,49.0,5.0,10.0,0.0,27.0,12.0,7.0,32.0,13.0,10.0,1.1,1.58,2.83,1.0,2.0,3.0,66.44,55.0,56.64,2.0,0.66,0.95,2.79,3.38,3.47,3.39,416.0,64.0,34.0,64.0,254.0,74.0,51.0,62.0,229.0,0.0,0.0,66558.0,10.0,8.0,4.0,15.0,185.45,16.95,16.07,17.43,16.5,196.0,59.0,67.0,322.0,18.0,19.0,4.0,189.0,45.0,21.0,5.65,5.34,5.96,6.0,7.0,5.0,331.73,255.0,260.55,2.63,4.66,4.68,14.9,15.25,14.82,142.6,11.74,11.42,11.67,11.36,148.0,50.0,76.0,274.0,13.0,11.0,1.0,151.0,36.0,11.0,4.51,4.21,3.02,6.0,6.0,1.0,270.91,198.0,195.99,1.97,2.2,2.2,11.51,11.52,11.39,44.12,40.45,1012.0,956.0,0.8,0.79,8.0,12.0,7.0,11.0
8478046,2021,Danton Heinen,PIT,L,4on5,28,23.0,3.0,1.45,0.0,0.07,0.0,0.14,0.0,0.18,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.92,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8478046,2021,Danton Heinen,PIT,L,5on4,28,2049.0,51.0,14.03,0.88,0.88,0.84,0.86,0.82,0.84,150.0,5.33,1.38,0.31,1.08,0.16,2.52,1.55,1.36,1.38,1.36,0.0,0.0,6.0,1.0,1.0,8.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.14,0.1,1.15,0.0,0.0,2.0,8.0,7.0,7.0,1.0,0.09,0.0,0.65,0.83,0.83,0.83,51.0,11.0,3.0,2.0,35.0,10.0,4.0,7.0,30.0,0.0,0.0,4778.0,0.0,0.0,0.0,0.0,22.02,3.13,3.07,3.13,3.07,22.0,9.0,12.0,43.0,2.0,1.0,1.0,19.0,10.0,2.0,0.64,1.33,1.15,0.0,0.0,2.0,43.0,31.0,31.0,0.51,0.65,0.65,2.99,2.99,2.95,5.46,0.42,0.42,0.42,0.42,7.0,0.0,1.0,8.0,0.0,0.0,0.0,5.0,2.0,0.0,0.05,0.37,0.0,0.0,0.0,0.0,8.0,7.0,7.0,0.05,0.0,0.0,0.47,0.47,0.47,11.76,1.58,159.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
