player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Brennan Armstrong,77696,QB,VIRGINIA,6,75.0,276,284,11.3,2.86,0,20,6.7,64.8,184,0,84,11.1,323,23,123,335,70.1,91.7,91.0,68.3,2,6,340,0,26.2,103.1,6.8,22,17,1,5,17,10,2.9,2443,8.6
Will Rogers,124184,QB,MISS STATE,5,83.6,275,284,5.2,2.64,3,13,4.3,75.7,215,0,49,6.5,302,15,98,227,77.0,89.1,90.1,45.8,1,2,320,1,20.4,105.9,3.3,10,8,0,5,14,2,0.6,1855,6.5
Bailey Zappe,60396,QB,W KENTUCKY,5,79.5,229,245,8.1,2.56,3,15,5.9,70.2,172,0,41,5.5,264,10,109,346,66.9,83.5,85.8,46.4,1,3,276,3,17.1,122.0,2.7,7,12,0,12,21,7,2.5,2232,9.1
Grant Wells,97784,QB,MARSHALL,6,72.2,237,244,10.6,2.56,2,20,7.8,64.3,157,0,55,8.2,257,14,82,214,60.0,77.4,78.2,55.1,1,9,271,1,16.4,85.0,3.5,9,3,0,4,8,10,3.7,1976,8.1
Jonah Johnson,138484,QB,NEW MEX ST,6,68.4,231,242,9.0,2.71,2,4,1.6,58.7,142,0,130,10.1,274,16,74,242,53.7,59.1,58.7,59.5,2,5,289,3,13.1,78.4,6.2,17,14,0,7,8,12,4.2,1453,6.0
Jake Haener,60596,QB,FRESNO ST,6,74.9,227,236,10.2,2.84,2,18,7.3,69.5,164,0,71,3.5,269,6,102,169,52.2,80.5,83.0,53.1,1,6,281,1,15.5,114.1,4.1,11,21,2,4,18,9,3.2,2224,9.4
Connor Bazelak,99135,QB,MISSOURI,6,74.4,223,234,7.8,2.39,3,8,3.2,67.1,157,0,59,5.4,245,9,86,229,76.3,80.4,78.6,65.4,2,5,258,2,8.5,96.3,2.0,5,6,2,4,12,6,2.3,1692,7.2
Tanner Mordecai,77656,QB,SMU,6,80.2,212,221,8.2,2.63,0,16,7.0,70.6,156,0,56,8.2,238,14,96,287,52.4,90.7,91.0,60.8,3,6,247,0,5.4,124.5,1.3,3,13,2,4,26,5,2.0,1891,8.6
Max Johnson,124099,QB,LSU,6,73.5,200,219,10.3,2.72,6,7,3.1,61.2,134,0,82,8.8,250,13,82,211,38.0,63.2,67.0,46.6,1,4,257,2,15.9,104.1,5.2,13,17,0,12,17,12,4.7,1724,7.9
Hank Bachmeier,101284,QB,BOISE ST,6,76.9,195,215,8.5,2.74,3,10,4.4,64.2,138,1,103,8.0,237,12,78,120,49.0,75.9,76.9,57.0,6,4,250,4,12.6,97.5,5.5,13,9,0,11,11,4,1.6,1683,7.8
Seth Henigan,144267,QB,MEMPHIS,6,69.7,198,214,10.0,2.53,2,10,4.3,60.3,129,0,74,6.5,246,9,82,218,58.1,70.9,73.3,48.8,3,3,267,0,18.9,106.0,5.7,14,17,0,11,14,8,3.0,1939,9.1
Matt McDonald,60350,QB,BOWL GREEN,6,79.3,193,214,7.7,2.62,12,7,3.2,65.0,139,0,74,9.2,250,14,63,122,48.0,66.5,66.1,60.6,2,6,261,2,29.7,79.7,8.8,22,14,1,6,5,12,4.6,1406,6.6
Taulia Tagovailoa,97271,QB,MARYLAND,6,82.1,207,213,6.7,2.68,2,14,6.3,71.8,153,0,48,10.0,234,17,75,215,57.5,90.1,87.2,72.9,0,8,242,0,25.0,102.6,5.1,12,6,0,4,14,6,2.5,1760,8.3
Kedon Slovis,100580,QB,USC,6,75.9,195,212,9.0,2.76,5,11,4.9,63.7,135,0,51,8.8,226,13,73,326,65.4,81.9,80.9,63.3,5,5,242,2,13.7,89.3,3.1,7,6,0,7,9,8,3.3,1517,7.2
Ken Seals,124359,QB,VANDERBILT,6,66.0,188,207,8.2,2.41,1,6,2.8,55.6,115,0,71,7.3,222,9,58,333,57.7,56.5,52.0,71.6,3,7,232,2,15.5,64.3,5.0,11,4,0,15,5,10,4.3,1092,5.3
Holton Ahlers,77651,QB,E CAROLINA,6,67.4,190,205,7.7,2.58,4,6,2.8,59.0,121,0,94,5.5,238,7,69,156,68.4,67.7,63.1,67.0,1,6,249,2,21.3,82.2,8.4,20,13,2,8,8,6,2.4,1484,7.2
Bryce Young,123943,QB,ALABAMA,6,81.3,182,198,8.6,2.75,0,12,5.7,68.7,136,0,79,8.1,218,12,86,103,53.5,90.5,90.4,57.8,2,3,230,3,13.9,121.5,5.0,11,8,0,14,19,5,2.2,1733,8.8
Davis Brin,77642,QB,TULSA,6,67.6,188,196,11.3,2.73,0,15,7.1,58.2,114,0,68,10.2,224,13,69,320,65.9,70.3,70.7,55.7,3,8,240,2,20.6,82.0,6.3,14,14,0,5,8,12,5.0,1640,8.4
Carson Strong,83524,QB,NEVADA,5,74.9,183,191,9.2,2.49,3,12,6.0,69.1,132,0,49,3.6,209,5,68,239,75.1,73.2,74.3,48.4,1,3,219,2,24.5,112.4,5.7,12,4,0,4,14,4,1.8,1595,8.4
Michael Pratt,123229,QB,TULANE,6,74.6,177,191,8.2,2.63,3,6,3.0,59.7,114,0,79,13.6,232,18,66,319,38.7,54.1,58.0,46.8,5,5,250,0,22.8,93.2,7.8,18,23,1,5,13,13,5.2,1356,7.1
Malik Cunningham,60436,QB,LOUISVILLE,6,73.5,170,190,9.5,2.88,3,5,2.5,63.7,121,0,61,3.2,221,4,78,210,71.7,90.0,79.9,86.9,3,2,229,1,18.0,99.6,5.0,11,19,4,10,8,5,2.2,1585,8.3
Bo Nix,97790,QB,AUBURN,6,73.8,172,188,9.2,2.91,0,11,5.8,56.9,107,0,62,15.7,207,20,67,115,55.7,73.6,72.5,64.4,2,1,211,2,8.1,84.4,2.4,5,13,2,12,6,7,3.3,1196,6.4
Sam Howell,97599,QB,N CAROLINA,6,70.3,175,186,12.3,2.99,0,11,5.6,60.2,112,0,84,8.9,242,11,82,245,31.1,85.8,76.3,85.1,3,5,256,1,28.6,107.8,9.9,24,32,1,7,16,5,2.0,1697,9.1
Chevan Cordeiro,75886,QB,HAWAII,5,67.8,174,185,11.8,3.08,5,17,8.9,54.6,101,0,79,14.4,231,17,70,180,36.9,77.2,80.0,58.3,0,6,241,2,22.8,78.4,7.8,18,27,0,6,7,7,2.9,1410,7.6
Kaleb Eleby,77686,QB,W MICHIGAN,6,70.5,173,185,10.2,2.75,6,7,3.6,61.6,114,0,67,6.6,223,8,75,347,26.5,60.5,63.6,47.4,1,2,234,1,25.4,97.5,7.6,17,20,0,5,9,11,4.7,1437,7.8
Jarret Doege,60353,QB,W VIRGINIA,6,74.3,167,185,9.2,2.65,3,9,4.7,63.8,118,0,67,4.8,209,6,67,343,56.9,68.9,68.4,63.4,0,5,217,3,20.9,91.1,6.7,14,10,2,13,8,5,2.3,1453,7.9
James Blackman,60382,QB,ARK STATE,6,70.1,177,184,11.3,2.86,2,13,6.6,59.2,109,0,80,12.1,214,15,63,113,42.0,71.2,71.8,53.1,2,4,227,2,23.8,87.2,8.9,19,10,0,3,8,5,2.2,1340,7.3
Devin Leary,77628,QB,NC STATE,5,77.5,169,184,9.5,2.56,5,15,7.6,67.4,124,0,51,5.3,200,7,73,248,41.5,77.2,79.5,47.2,1,2,213,1,17.6,104.5,4.5,9,7,0,9,12,4,1.9,1283,7.0
Sam Hartman,77618,QB,WAKE,6,70.3,172,184,12.4,3.2,4,9,4.6,63.0,116,1,65,4.1,217,5,82,339,76.7,86.4,84.8,65.9,5,3,231,1,15.4,109.8,4.6,10,23,0,3,14,4,1.7,1615,8.8
Frank Harris,60586,QB,UTSA,6,79.3,169,184,8.7,2.53,0,12,6.0,69.6,128,0,53,4.5,198,6,73,331,38.9,77.9,80.1,55.3,1,3,214,0,9.4,108.4,2.5,5,9,1,13,12,5,2.3,1474,8.0
