player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Justin Jefferson,61398,WR,MIN,2,25,0,18,15.3,1,100.0,,0,0,0.0,0,3,1,72.1,86.7,0,42,0.0,0,11,4,100.0,11,118.8,4,16.0,0,98,37,9.3,24.5,8.91,0,8.5,0,84.6,0.0,0,1,0.0,0,7,0,78.7,76.5,0,30,0.0,0,62,11,96.8,60,108.7,13,52.0,0,131,39,3.5,11.9,2.18
T.J. Hockenson,40912,TE,MIN,2,16,0,18,5.0,0,100.0,,0,0,0.0,0,2,0,70.5,91.7,0,24,11.1,1,9,3,88.9,8,149.3,3,18.8,1,31,16,5.3,10.3,3.88,0,3.7,0,100.0,100.0,1,1,0.0,0,4,0,78.0,74.8,0,14,4.1,2,49,10,91.8,45,92.5,10,62.5,0,62,25,2.5,6.2,1.38
A.J. Brown,48327,WR,PHI,2,15,0,24,7.8,0,100.0,,0,0,0.0,0,2,0,75.6,74.8,0,23,0.0,0,20,5,85.0,17,107.5,5,33.3,0,49,10,2.0,9.8,2.88,0,21.1,0,50.0,0.0,0,3,0.0,0,3,0,73.4,68.4,0,15,0.0,0,45,4,97.8,44,66.1,8,53.3,0,43,16,4.0,10.8,0.98
Tyreek Hill,10799,WR,MIA,1,15,0,17,26.5,0,75.0,,0,0,0.0,0,3,0,70.5,91.1,0,47,0.0,0,12,3,100.0,12,116.7,4,26.7,0,84,16,5.3,28.0,7.0,0,11.7,0,66.7,0.0,0,1,0.0,0,1,0,68.3,75.9,0,28,0.0,0,10,2,100.0,10,102.1,3,20.0,0,32,14,7.0,16.0,3.2
DeVonta Smith,61100,WR,PHI,2,15,0,24,13.6,0,60.0,0.0,0,2,0.0,0,2,0,70.5,73.6,0,13,0.0,0,21,3,85.7,18,114.2,5,33.3,1,27,6,2.0,9.0,1.5,0,15.3,0,80.0,100.0,1,1,0.0,0,3,0,76.5,74.0,1,63,0.0,0,45,8,97.8,44,112.5,10,66.7,1,151,31,3.9,18.9,3.43
Puka Nacua,100632,WR,LA,1,14,0,26,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,70.6,0,5,0.0,0,4,1,100.0,4,87.5,1,7.1,0,5,1,1.0,5.0,1.25,0,12.1,0,70.0,,0,0,12.5,1,4,0,52.1,83.0,0,21,0.0,0,26,7,92.3,24,102.1,10,71.4,0,100,39,5.6,14.3,4.17
Stefon Diggs,9579,WR,BUF,1,13,0,4,9.5,0,75.0,66.7,2,3,0.0,0,1,0,72.1,65.3,0,15,0.0,0,13,3,92.3,12,96.9,4,30.8,0,31,5,1.7,10.3,2.58,0,9.3,0,75.0,,0,0,0.0,0,2,0,70.5,66.0,0,15,0.0,0,22,3,100.0,22,103.1,4,30.8,0,37,6,2.0,12.3,1.68
DeAndre Hopkins,7808,WR,TEN,1,12,0,31,14.0,0,60.0,33.3,1,3,0.0,0,2,0,70.5,76.5,1,16,0.0,0,15,3,80.0,12,43.3,5,41.7,0,37,1,0.3,12.3,3.08,0,9.4,0,57.1,0.0,0,1,20.0,1,1,0,42.1,56.5,1,15,0.0,0,21,4,100.0,21,26.8,7,58.3,0,28,5,1.3,7.0,1.33
K.J. Osborn,23503,WR,MIN,2,12,0,18,16.0,0,50.0,0.0,0,1,0.0,0,1,0,64.7,63.2,0,19,0.0,0,11,1,100.0,11,83.3,2,16.7,0,19,0,0.0,19.0,1.73,0,10.1,0,55.6,33.3,1,3,28.6,2,3,0,29.2,50.7,1,18,0.0,0,57,5,96.5,55,67.1,9,75.0,1,46,15,3.0,9.2,0.84
Kendrick Bourne,12270,WR,NE,1,11,0,19,20.8,0,25.0,0.0,0,2,0.0,0,1,0,64.7,68.1,0,19,0.0,0,14,1,100.0,14,86.5,4,36.4,1,19,0,0.0,19.0,1.36,0,8.7,0,66.7,0.0,0,1,0.0,0,1,0,72.1,62.9,1,11,0.0,0,27,4,96.3,26,76.4,6,54.5,1,27,8,2.0,6.8,1.04
