,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Longwood,2022-01-12 18:30:00,-130,15.38,-1.5,16.67,133.5,17.39,54.3,67.5,66.0
Radford,2022-01-12 18:30:00,110,22.00,1.5,20.00,133.5,19.05,45.7,66.0,67.5
Villanova,2022-01-12 18:30:00,-110,18.18,-1.5,22.00,139.5,18.18,50.0,70.5,69.0
Xavier,2022-01-12 18:30:00,-110,18.18,1.5,15.38,139.5,18.18,50.0,69.0,70.5
Massachusetts-Lowell,2022-01-12 19:00:00,-120,16.67,-1.5,16.67,132.5,18.18,52.2,67.0,65.5
Albany,2022-01-12 19:00:00,100,20.00,1.5,20.00,132.5,18.18,47.8,65.5,67.0
Stony Brook,2022-01-12 19:00:00,385,77.00,11.0,17.39,142.5,18.18,19.7,65.8,76.8
Vermont,2022-01-12 19:00:00,-525,3.81,-11.0,19.05,142.5,18.18,80.3,76.8,65.8
Louisiana State,2022-01-12 19:00:00,105,21.00,2.5,17.39,137.5,18.18,46.8,67.5,70.0
Florida,2022-01-12 19:00:00,-125,16.00,-2.5,19.05,137.5,18.18,53.2,70.0,67.5
Georgia,2022-01-12 19:00:00,900,180.00,15.5,16.67,143.5,19.05,9.6,64.0,79.5
Mississippi State,2022-01-12 19:00:00,-1600,1.25,-15.5,20.00,143.5,17.39,90.4,79.5,64.0
Minnesota,2022-01-12 19:00:00,600,120.00,11.5,19.05,139.0,19.05,13.7,63.8,75.3
Michigan State,2022-01-12 19:00:00,-900,2.22,-11.5,17.39,139.0,17.39,86.3,75.3,63.8
Tennessee-Martin,2022-01-12 19:00:00,700,140.00,14.5,16.67,138.5,18.18,12.0,62.0,76.5
Morehead State,2022-01-12 19:00:00,-1125,1.78,-14.5,20.00,138.5,18.18,88.0,76.5,62.0
E. Tennessee State,2022-01-12 19:00:00,320,64.00,8.5,19.05,144.5,18.18,22.7,68.0,76.5
Furman,2022-01-12 19:00:00,-425,4.71,-8.5,17.39,144.5,18.18,77.3,76.5,68.0
Samford,2022-01-12 19:00:00,375,75.00,9.5,20.00,145.5,19.05,20.1,68.0,77.5
Wofford,2022-01-12 19:00:00,-510,3.92,-9.5,16.67,145.5,17.39,79.9,77.5,68.0
Duke,2022-01-12 19:00:00,-200,10.00,-5.5,20.00,151.5,18.18,64.3,78.5,73.0
Wake Forest,2022-01-12 19:00:00,170,34.00,5.5,16.67,151.5,18.18,35.7,73.0,78.5
Clemson,2022-01-12 19:00:00,125,25.00,2.5,17.39,138.5,18.18,42.9,68.0,70.5
Notre Dame,2022-01-12 19:00:00,-145,13.79,-2.5,19.05,138.5,18.18,57.1,70.5,68.0
Charleston Southern,2022-01-12 19:00:00,950,190.00,16.5,16.00,137.5,16.67,9.1,60.5,77.0
