,,Win,,Cover,,Total Points,,Implied,Implied Score,
Campbell,2022-01-12 19:00:00,-1750,1.14,-16.5,21.00,137.5,20.00,90.9,77.0,60.5
Presbyterian,2022-01-12 19:00:00,320,64.00,7.5,19.05,129.5,17.39,22.7,61.0,68.5
Gardner-Webb,2022-01-12 19:00:00,-425,4.71,-7.5,17.39,129.5,19.05,77.3,68.5,61.0
Hampton,2022-01-12 19:00:00,340,68.00,8.5,20.00,134.0,18.18,21.7,62.8,71.3
North Carolina A&T,2022-01-12 19:00:00,-450,4.44,-8.5,16.67,134.0,18.18,78.3,71.3,62.8
Duquesne,2022-01-12 19:00:00,-130,15.38,-1.5,17.39,134.5,17.39,54.3,68.0,66.5
Fordham,2022-01-12 19:00:00,110,22.00,1.5,19.05,134.5,19.05,45.7,66.5,68.0
St. Joseph's,2022-01-12 19:00:00,320,64.00,8.5,19.05,142.5,19.05,22.7,67.0,75.5
Rhode Island,2022-01-12 19:00:00,-425,4.71,-8.5,17.39,142.5,17.39,77.3,75.5,67.0
Chattanooga,2022-01-12 19:00:00,-850,2.35,-12.0,17.39,149.5,17.39,85.8,80.8,68.8
Western Carolina,2022-01-12 19:00:00,575,115.00,12.0,19.05,149.5,19.05,14.2,68.8,80.8
East Carolina,2022-01-12 19:00:00,425,85.00,10.5,18.18,139.5,17.39,18.2,64.5,75.0
Cincinnati,2022-01-12 19:00:00,-590,3.39,-10.5,18.18,139.5,19.05,81.8,75.0,64.5
Temple,2022-01-12 19:00:00,125,25.00,2.5,20.00,133.5,17.39,42.9,65.5,68.0
Tulsa,2022-01-12 19:00:00,-145,13.79,-2.5,16.67,133.5,19.05,57.1,68.0,65.5
Memphis,2022-01-12 19:00:00,-125,16.00,-2.5,20.00,149.5,18.18,53.2,76.0,73.5
Central Florida,2022-01-12 19:00:00,105,21.00,2.5,16.67,149.5,18.18,46.8,73.5,76.0
Elon,2022-01-12 19:00:00,115,23.00,1.5,18.18,138.5,18.18,44.7,68.5,70.0
UNC-Wilmington,2022-01-12 19:00:00,-135,14.81,-1.5,18.18,138.5,18.18,55.3,70.0,68.5
High Point,2022-01-12 19:30:00,-140,14.29,-2.0,16.67,136.5,17.39,56.2,69.3,67.3
USC Upstate,2022-01-12 19:30:00,120,24.00,2.0,20.00,136.5,19.05,43.8,67.3,69.3
Delaware State,2022-01-12 19:30:00,1200,240.00,19.5,21.00,138.5,18.18,7.4,59.5,79.0
Norfolk State,2022-01-12 19:30:00,-2500,0.80,-19.5,16.00,138.5,18.18,92.6,79.0,59.5
Utah State,2022-01-12 20:00:00,165,33.00,5.5,17.39,147.5,18.18,36.3,71.0,76.5
Colorado State,2022-01-12 20:00:00,-195,10.26,-5.5,19.05,147.5,18.18,63.7,76.5,71.0
Evansville,2022-01-12 20:00:00,,,,,,,,,
Bradley,2022-01-12 20:00:00,,,,,,,,,
Illinois State,2022-01-12 20:00:00,,,,,,,,,
Drake,2022-01-12 20:00:00,,,,,,,,,
Southern Illinois,2022-01-12 20:00:00,,,,,,,,,
Missouri State,2022-01-12 20:00:00,,,,,,,,,
South Florida,2022-01-12 20:00:00,900,180.00,14.5,18.18,132.5,19.05,9.6,59.0,73.5
SMU,2022-01-12 20:00:00,-1600,1.25,-14.5,18.18,132.5,17.39,90.4,73.5,59.0
Tulane,2022-01-12 20:00:00,320,64.00,8.5,20.00,138.5,18.18,22.7,65.0,73.5
Wichita State,2022-01-12 20:00:00,-425,4.71,-8.5,16.67,138.5,18.18,77.3,73.5,65.0
St. John's,2022-01-12 20:30:00,500,100.00,10.5,19.05,150.5,18.18,16.0,70.0,80.5
Connecticut,2022-01-12 20:30:00,-720,2.78,-10.5,17.39,150.5,18.18,84.0,80.5,70.0
Missouri,2022-01-12 21:00:00,750,150.00,14.5,16.00,151.5,19.05,11.3,68.5,83.0
Arkansas,2022-01-12 21:00:00,-1250,1.60,-14.5,21.00,151.5,17.39,88.7,83.0,68.5
Maryland,2022-01-12 21:00:00,,,,,,,,,
Northwestern,2022-01-12 21:00:00,,,,,,,,,
TCU,2022-01-12 21:00:00,130,26.00,2.5,20.00,133.5,19.05,42.0,65.5,68.0
Kansas State,2022-01-12 21:00:00,-150,13.33,-2.5,16.67,133.5,17.39,58.0,68.0,65.5
Georgia Tech,2022-01-12 21:00:00,105,21.00,2.5,16.67,132.5,17.39,46.8,65.0,67.5
Boston College,2022-01-12 21:00:00,-125,16.00,-2.5,20.00,132.5,19.05,53.2,67.5,65.0
North Carolina State,2022-01-12 21:00:00,200,40.00,6.5,18.18,144.5,18.18,31.8,69.0,75.5
Louisville,2022-01-12 21:00:00,-250,8.00,-6.5,18.18,144.5,18.18,68.2,75.5,69.0
Virginia Tech,2022-01-12 21:00:00,105,21.00,1.5,18.18,118.5,18.18,46.8,58.5,60.0
Virginia,2022-01-12 21:00:00,-125,16.00,-1.5,18.18,118.5,18.18,53.2,60.0,58.5
Dixie State,2022-01-12 22:00:00,330,66.00,8.5,19.05,150.5,19.05,22.2,71.0,79.5
California Baptist,2022-01-12 22:00:00,-435,4.60,-8.5,17.39,150.5,17.39,77.8,79.5,71.0
California,2022-01-12 22:00:00,-120,16.67,-1.0,19.05,134.0,18.18,52.2,67.5,66.5
Washington,2022-01-12 22:00:00,100,20.00,1.0,17.39,134.0,18.18,47.8,66.5,67.5
Utah Valley,2022-01-12 22:00:00,100,20.00,1.5,18.18,139.5,17.39,47.8,69.0,70.5
Seattle,2022-01-12 22:00:00,-120,16.67,-1.5,18.18,139.5,19.05,52.2,70.5,69.0
Santa Clara,2022-01-12 22:00:00,-240,8.33,-6.0,18.18,141.5,18.18,67.6,73.8,67.8
Pacific,2022-01-12 22:00:00,195,39.00,6.0,18.18,141.5,18.18,32.4,67.8,73.8
Boise State,2022-01-12 22:30:00,-125,16.00,-1.5,18.18,139.5,18.18,53.2,70.5,69.0
Nevada,2022-01-12 22:30:00,105,21.00,1.5,18.18,139.5,18.18,46.8,69.0,70.5
