lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84808848482094,2023,Hunt-Addison,MIN,pairing,5on5,2,906.0,6.0,0.15,0.37,0.33,5.71,0.29,0.37,1.47,0.2,3.21,2.46,0.29,0.3,0.3,7.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,8.0,2.0,4.0,8.0,4.0,1.0,3.0,7.0,1.0,0.0,0.17,0.12,0.0,0.0,0.0,0.0,14.26,8.0,8.21,2.0,0.07,0.0,0.0,0.36,0.38,0.38,11.81,1.68,0.81,2.69,0.42,5.98,4.42,1.53,1.59,1.46,9.0,7.0,8.0,24.0,0.0,2.0,0.0,0.0,0.0,10.0,4.0,9.0,16.0,2.0,4.0,5.0,1.0,2.0,1.0,9.0,4.0,3.0,0.23,0.54,0.91,0.0,0.0,0.0,24.35,16.0,16.0,1.0,0.17,0.55,0.55,1.3,1.25,1.22
84788828481606,2023,Gavrikov-Spence,LAK,pairing,5on5,12,2061.0,63.0,0.6,0.6,0.6,22.38,2.74,1.83,5.14,0.84,12.44,9.01,2.67,2.78,2.7,20.0,12.0,14.0,46.0,2.0,3.0,1.0,1.0,0.0,11.0,15.0,18.0,30.0,0.0,0.0,8.0,12.0,2.0,2.0,21.0,8.0,3.0,0.56,0.91,1.28,0.0,1.0,1.0,47.74,32.0,33.79,1.0,0.38,1.28,1.28,1.84,1.92,1.9,15.73,1.82,1.11,3.66,0.51,7.93,5.97,1.69,1.82,1.69,16.0,5.0,10.0,31.0,3.0,1.0,0.0,1.0,0.0,10.0,6.0,13.0,18.0,2.0,4.0,18.0,14.0,3.0,3.0,15.0,4.0,2.0,0.6,0.4,0.82,1.0,1.0,1.0,31.19,21.0,20.86,3.0,0.23,0.47,0.47,1.58,1.62,1.57
847514984784938480267,2023,Johansson-Eriksson Ek-Walker,MIN,line,5on5,1,714.0,2.0,0.55,0.59,0.69,6.44,0.39,0.41,1.66,0.21,3.75,2.58,0.38,0.35,0.35,7.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,7.0,9.0,0.0,0.0,8.0,1.0,2.0,1.0,7.0,2.0,0.0,0.15,0.24,0.0,0.0,0.0,0.0,8.89,9.0,8.04,0.0,0.08,0.0,0.0,0.47,0.43,0.42,3.0,0.31,0.18,0.9,0.09,1.48,1.04,0.29,0.33,0.31,3.0,1.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,8.0,5.0,1.0,1.0,3.0,0.0,1.0,0.09,0.0,0.23,0.0,0.0,1.0,7.48,4.0,4.29,0.0,0.04,0.0,0.0,0.35,0.38,0.35
847516984770158478402,2023,Kane-Mcdavid-Brown,EDM,line,5on5,4,936.0,31.0,0.36,0.72,0.65,9.17,0.69,0.6,2.4,0.34,4.84,4.12,0.68,0.69,0.68,11.0,2.0,10.0,23.0,0.0,1.0,0.0,1.0,0.0,6.0,5.0,11.0,13.0,0.0,0.0,4.0,8.0,2.0,3.0,11.0,1.0,1.0,0.33,0.16,0.21,0.0,0.0,0.0,22.21,13.0,12.59,1.0,0.12,0.16,0.16,0.66,0.64,0.63,5.73,1.21,0.33,1.34,0.19,2.09,1.84,1.06,1.26,1.11,6.0,1.0,2.0,9.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,4.0,2.0,4.0,7.0,10.0,0.0,5.0,4.0,0.0,3.0,0.17,0.0,1.03,1.0,0.0,2.0,9.41,7.0,7.3,3.0,0.07,0.72,0.72,0.55,0.59,0.58
84741668481167,2023,Martinez-Pachal,VGK,pairing,5on5,5,1732.0,23.0,0.35,0.46,0.38,9.28,0.79,0.61,2.16,0.3,5.31,3.82,0.78,0.77,0.76,10.0,3.0,13.0,26.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,10.0,13.0,1.0,2.0,18.0,17.0,3.0,3.0,11.0,1.0,1.0,0.35,0.13,0.32,0.0,0.0,0.0,25.8,13.0,13.06,2.0,0.13,0.32,0.32,0.6,0.6,0.59,15.55,1.5,0.99,4.24,0.51,7.88,5.89,1.46,1.56,1.52,15.0,6.0,10.0,31.0,0.0,3.0,0.0,2.0,0.0,8.0,8.0,15.0,21.0,0.0,0.0,7.0,11.0,4.0,4.0,16.0,2.0,3.0,0.36,0.24,0.9,0.0,0.0,0.0,31.89,21.0,21.63,2.0,0.21,0.74,0.74,0.96,1.0,0.99
84763128478038,2023,Toews-Manson,COL,pairing,5on5,11,664.0,100.0,0.93,0.73,0.75,4.8,0.51,0.32,1.08,0.13,2.32,1.63,0.48,0.5,0.47,6.0,0.0,2.0,8.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,6.0,1.0,4.0,1.0,5.0,0.0,1.0,0.22,0.0,0.29,1.0,0.0,0.0,7.58,6.0,5.88,0.0,0.07,0.29,0.29,0.29,0.29,0.28,1.04,0.04,0.09,0.27,0.04,0.96,0.61,0.04,0.04,0.04,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,2.91,2.0,1.94,0.0,0.02,0.0,0.0,0.06,0.05,0.05
84773358480172,2023,Rutta-Burroughs,SJS,pairing,5on5,13,1089.0,109.0,0.61,0.44,0.48,8.36,0.76,0.47,2.42,0.26,4.11,2.99,0.75,0.79,0.78,9.0,2.0,4.0,15.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,9.0,11.0,1.0,5.0,5.0,6.0,2.0,1.0,9.0,0.0,2.0,0.18,0.0,0.58,0.0,0.0,0.0,15.11,11.0,11.26,0.0,0.1,0.26,0.26,0.6,0.61,0.61,8.29,0.49,0.46,1.9,0.27,4.85,4.02,0.48,0.51,0.49,6.0,6.0,7.0,19.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,6.0,12.0,1.0,5.0,2.0,10.0,2.0,4.0,10.0,2.0,0.0,0.23,0.26,0.0,0.0,0.0,0.0,19.77,12.0,12.23,2.0,0.09,0.17,0.17,0.41,0.42,0.41
847733084784728482092,2023,Kubalik-Greig-Joseph,OTT,line,5on5,4,845.0,53.0,0.8,0.43,0.54,5.47,0.59,0.45,1.14,0.16,2.71,1.96,0.58,0.63,0.62,3.0,4.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,5.0,0.0,0.0,4.0,8.0,1.0,1.0,4.0,3.0,0.0,0.17,0.42,0.0,1.0,1.0,0.0,10.04,7.0,7.65,1.0,0.09,0.0,0.0,0.68,0.73,0.72,4.22,0.15,0.26,0.93,0.11,2.71,1.84,0.15,0.14,0.14,5.0,1.0,6.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,5.0,1.0,2.0,11.0,5.0,2.0,4.0,6.0,0.0,0.0,0.15,0.0,0.0,1.0,0.0,0.0,10.64,6.0,5.51,0.0,0.05,0.0,0.0,0.2,0.18,0.18
84741458474618,2023,Scandella-Bortuzzo,STL,pairing,5on5,3,1365.0,9.0,0.38,0.41,0.42,11.32,0.88,0.64,2.54,0.35,5.86,4.72,0.86,0.92,0.9,9.0,6.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,8.0,6.0,9.0,15.0,2.0,4.0,7.0,14.0,5.0,1.0,13.0,1.0,1.0,0.36,0.17,0.35,0.0,0.0,0.0,20.97,15.0,15.65,0.0,0.13,0.35,0.35,0.66,0.67,0.65,14.96,1.42,0.94,4.09,0.54,7.89,6.12,1.35,1.33,1.27,16.0,5.0,8.0,29.0,1.0,2.0,0.0,1.0,0.0,12.0,5.0,15.0,20.0,3.0,6.0,11.0,8.0,3.0,2.0,16.0,2.0,3.0,0.47,0.26,0.69,0.0,1.0,0.0,28.62,21.0,20.36,2.0,0.2,0.48,0.48,1.15,1.1,1.09
84800698481524,2023,Byram-Makar,COL,pairing,5on5,12,1402.0,71.0,0.54,0.51,0.5,14.16,1.12,0.86,3.56,0.44,7.65,5.38,1.06,1.1,1.04,16.0,3.0,7.0,26.0,3.0,1.0,0.0,2.0,0.0,11.0,2.0,13.0,16.0,2.0,4.0,8.0,4.0,5.0,3.0,16.0,2.0,1.0,0.54,0.18,0.4,2.0,1.0,0.0,25.29,19.0,18.22,2.0,0.17,0.4,0.4,0.89,0.87,0.85,13.59,0.96,0.84,3.37,0.42,7.68,5.73,0.95,0.98,0.96,9.0,10.0,6.0,25.0,0.0,1.0,0.0,1.0,0.0,8.0,9.0,9.0,19.0,0.0,0.0,15.0,6.0,8.0,2.0,16.0,2.0,1.0,0.41,0.29,0.27,0.0,0.0,0.0,25.34,19.0,19.33,0.0,0.17,0.27,0.27,0.87,0.9,0.9
84757908478500,2023,Provorov-Gudbranson,CBJ,pairing,5on5,16,1679.0,94.0,0.48,0.47,0.5,12.76,1.09,1.0,3.35,0.51,7.05,5.0,1.06,1.09,1.06,14.0,4.0,9.0,27.0,1.0,1.0,0.0,1.0,1.0,10.0,4.0,13.0,17.0,2.0,4.0,8.0,3.0,6.0,4.0,14.0,2.0,2.0,0.46,0.19,0.44,0.0,0.0,1.0,26.57,18.0,17.8,1.0,0.2,0.1,0.1,1.2,1.2,1.18,13.11,1.19,0.77,3.13,0.42,6.96,5.53,1.15,1.21,1.18,11.0,7.0,13.0,31.0,0.0,0.0,0.0,1.0,0.0,11.0,6.0,11.0,18.0,5.0,13.0,10.0,4.0,2.0,2.0,12.0,6.0,0.0,0.43,0.76,0.0,0.0,0.0,0.0,31.03,18.0,18.25,1.0,0.16,0.0,0.0,1.36,1.38,1.33
847458684779558482665,2023,Mccann-Beniers-Eberle,SEA,line,5on5,8,3375.0,30.0,0.51,0.48,0.46,31.98,2.63,1.95,8.09,1.02,17.99,12.32,2.45,2.69,2.49,35.0,9.0,13.0,57.0,1.0,5.0,0.0,4.0,0.0,21.0,13.0,34.0,43.0,7.0,20.0,28.0,19.0,5.0,7.0,35.0,5.0,4.0,0.79,0.53,1.31,0.0,1.0,0.0,56.74,44.0,44.14,2.0,0.4,1.34,1.34,1.7,1.72,1.66,37.51,2.5,2.31,9.67,1.29,20.96,15.26,2.46,2.55,2.5,37.0,15.0,10.0,62.0,5.0,3.0,0.0,2.0,0.0,28.0,14.0,32.0,47.0,7.0,20.0,42.0,16.0,10.0,7.0,39.0,11.0,2.0,0.84,1.18,0.49,1.0,3.0,1.0,62.3,52.0,52.35,1.0,0.48,0.21,0.21,2.77,2.82,2.76
847747684774928477501,2023,Lehkonen-Mackinnon-Nichushkin,COL,line,5on5,7,1880.0,45.0,0.56,0.59,0.55,16.71,1.52,1.18,4.04,0.68,9.61,6.97,1.45,1.58,1.5,14.0,10.0,11.0,35.0,2.0,1.0,0.0,1.0,0.0,8.0,12.0,12.0,22.0,1.0,2.0,15.0,7.0,1.0,7.0,17.0,5.0,2.0,0.5,0.5,0.53,1.0,1.0,0.0,36.47,24.0,24.64,2.0,0.25,0.2,0.2,1.56,1.62,1.6,14.07,1.19,0.94,3.27,0.45,8.34,5.8,1.18,1.16,1.15,12.0,8.0,4.0,24.0,1.0,0.0,0.0,0.0,0.0,9.0,10.0,11.0,19.0,4.0,8.0,21.0,8.0,4.0,5.0,15.0,4.0,1.0,0.53,0.44,0.23,1.0,0.0,0.0,23.91,20.0,19.62,3.0,0.2,0.0,0.0,1.39,1.35,1.33
84740138479425,2023,Cole-Hronek,VAN,pairing,5on5,15,1840.0,103.0,0.22,0.37,0.29,7.77,0.47,0.44,2.13,0.29,4.32,3.36,0.45,0.5,0.48,9.0,2.0,9.0,20.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,8.0,10.0,4.0,11.0,12.0,10.0,1.0,6.0,9.0,2.0,0.0,0.26,0.2,0.0,0.0,1.0,0.0,21.9,11.0,11.77,5.0,0.09,0.11,0.11,0.45,0.48,0.47,19.78,1.66,1.51,5.28,0.68,10.42,7.45,1.51,1.55,1.41,18.0,9.0,7.0,34.0,1.0,5.0,0.0,0.0,0.0,12.0,9.0,17.0,26.0,5.0,13.0,19.0,11.0,1.0,5.0,19.0,6.0,2.0,0.58,0.61,0.47,1.0,0.0,0.0,31.23,27.0,25.08,2.0,0.32,0.78,0.78,1.21,1.14,1.1
847572684794078479415,2023,Bratt-Mcleod-Toffoli,NJD,line,5on5,5,1642.0,27.0,0.79,0.69,0.7,21.89,1.45,1.35,5.37,0.65,12.45,8.73,1.44,1.5,1.49,23.0,7.0,12.0,42.0,1.0,1.0,0.0,1.0,0.0,14.0,13.0,22.0,29.0,1.0,2.0,24.0,3.0,3.0,3.0,25.0,5.0,0.0,0.83,0.62,0.0,1.0,0.0,0.0,42.88,30.0,30.54,3.0,0.28,0.17,0.17,1.56,1.62,1.61,9.81,0.4,0.48,2.21,0.27,5.21,4.43,0.4,0.37,0.37,10.0,3.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10.0,13.0,3.0,6.0,16.0,5.0,3.0,5.0,12.0,1.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,18.27,13.0,12.33,3.0,0.1,0.0,0.0,0.49,0.46,0.46
