lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
84758258476902,2023,Lindell-Hakanp,DAL,pairing,5on5,15,3111.0,79.0,0.41,0.38,0.42,20.66,1.56,1.21,5.51,0.69,10.96,8.09,1.53,1.6,1.58,17.0,11.0,10.0,38.0,2.0,3.0,1.0,0.0,0.0,11.0,12.0,15.0,26.0,4.0,8.0,24.0,9.0,3.0,8.0,24.0,2.0,2.0,0.66,0.25,0.65,1.0,0.0,1.0,38.07,28.0,28.38,3.0,0.25,0.78,0.78,1.03,1.06,1.06,26.69,2.27,1.63,6.74,0.91,14.99,11.46,2.26,2.22,2.21,27.0,11.0,23.0,61.0,3.0,2.0,1.0,3.0,0.0,18.0,12.0,24.0,35.0,2.0,4.0,19.0,11.0,3.0,7.0,29.0,6.0,3.0,0.78,0.69,0.81,0.0,1.0,2.0,59.73,38.0,37.38,4.0,0.33,0.48,0.48,2.13,2.06,2.06
847804384800218481535,2023,Hoglander-Lafferty-Studnicka,VAN,line,5on5,4,1443.0,14.0,0.31,0.41,0.38,6.46,0.65,0.36,1.82,0.21,3.4,2.57,0.64,0.72,0.72,5.0,4.0,8.0,17.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,4.0,8.0,1.0,2.0,9.0,11.0,2.0,3.0,8.0,0.0,1.0,0.22,0.0,0.43,1.0,0.0,0.0,19.36,9.0,10.21,3.0,0.07,0.0,0.0,0.72,0.81,0.8,11.95,1.43,0.91,3.2,0.37,5.24,3.85,1.4,1.35,1.33,14.0,1.0,9.0,24.0,0.0,2.0,0.0,0.0,0.0,9.0,4.0,14.0,15.0,0.0,0.0,25.0,8.0,1.0,0.0,10.0,3.0,2.0,0.32,0.51,0.61,0.0,0.0,0.0,22.6,15.0,14.25,0.0,0.2,0.61,0.61,1.02,0.96,0.95
84745638479998,2023,Anderson-Doughty,LAK,pairing,5on5,14,12814.0,16.0,0.49,0.54,0.52,109.28,8.63,6.97,27.11,3.52,59.06,44.71,8.41,8.62,8.41,106.0,44.0,67.0,217.0,12.0,9.0,2.0,6.0,2.0,66.0,55.0,94.0,138.0,11.0,22.0,115.0,69.0,18.0,17.0,123.0,17.0,10.0,3.49,2.16,2.98,6.0,3.0,3.0,218.6,150.0,150.51,11.0,1.44,2.11,2.11,7.95,8.01,7.97,100.65,8.93,7.05,24.82,3.25,54.3,39.64,8.58,8.9,8.56,95.0,43.0,46.0,184.0,10.0,9.0,2.0,4.0,0.0,66.0,49.0,85.0,128.0,15.0,32.0,121.0,85.0,18.0,22.0,101.0,30.0,7.0,2.98,3.87,2.08,3.0,5.0,2.0,180.57,138.0,135.93,19.0,1.48,2.34,2.34,8.07,8.09,7.92
847647984796758481560,2023,Moore-Danault-Kaliyev,LAK,line,5on5,12,7097.0,30.0,0.48,0.56,0.57,76.71,4.76,4.86,19.17,2.61,43.12,33.48,4.68,4.97,4.89,73.0,35.0,29.0,137.0,7.0,2.0,0.0,5.0,2.0,54.0,38.0,66.0,101.0,7.0,19.0,58.0,40.0,7.0,16.0,93.0,13.0,2.0,2.57,1.71,0.48,2.0,4.0,1.0,143.5,108.0,112.64,11.0,0.99,0.26,0.26,5.5,5.76,5.7,59.32,5.1,3.85,14.37,2.01,33.42,24.25,4.85,4.97,4.73,59.0,24.0,25.0,108.0,4.0,7.0,2.0,3.0,0.0,37.0,32.0,55.0,79.0,6.0,15.0,66.0,43.0,9.0,12.0,68.0,10.0,5.0,2.15,1.31,1.64,1.0,1.0,2.0,103.12,83.0,79.31,10.0,0.79,1.79,1.79,4.09,3.97,3.89
84801728481812,2023,Knyzhov-Rutta,SJS,pairing,5on5,9,2926.0,47.0,0.37,0.39,0.36,14.85,1.0,0.88,3.98,0.52,8.45,6.16,1.0,0.98,0.97,16.0,5.0,12.0,33.0,0.0,2.0,0.0,0.0,0.0,11.0,8.0,16.0,21.0,5.0,10.0,25.0,16.0,1.0,3.0,16.0,5.0,0.0,0.37,0.64,0.0,0.0,0.0,0.0,30.71,21.0,20.16,1.0,0.18,0.23,0.23,0.95,0.93,0.92,26.17,1.7,1.6,6.66,0.91,15.9,11.25,1.68,1.75,1.74,26.0,12.0,14.0,52.0,1.0,0.0,0.0,1.0,1.0,19.0,16.0,25.0,37.0,0.0,0.0,25.0,6.0,4.0,7.0,31.0,6.0,1.0,0.9,0.59,0.21,1.0,0.0,0.0,54.77,38.0,39.5,1.0,0.32,0.0,0.0,2.02,2.09,2.07
84757908478460,2023,Werenski-Gudbranson,CBJ,pairing,5on5,9,2931.0,59.0,0.52,0.41,0.49,23.34,2.07,1.47,5.83,0.81,13.0,9.82,1.99,2.15,2.07,23.0,10.0,9.0,42.0,4.0,3.0,1.0,1.0,0.0,14.0,11.0,19.0,29.0,1.0,2.0,17.0,16.0,5.0,3.0,27.0,4.0,2.0,0.86,0.49,0.72,3.0,0.0,1.0,42.37,33.0,33.38,1.0,0.31,0.85,0.85,1.52,1.56,1.55,25.72,1.94,1.79,5.84,0.76,14.39,10.29,1.92,1.94,1.92,27.0,8.0,25.0,60.0,4.0,1.0,0.0,0.0,0.0,16.0,14.0,23.0,31.0,1.0,2.0,35.0,15.0,11.0,3.0,27.0,7.0,1.0,0.86,0.74,0.34,2.0,2.0,0.0,59.53,35.0,34.34,1.0,0.37,0.08,0.08,2.23,2.23,2.22
847515184757548478115,2023,Engvall-Nelson-Palmieri,NYI,line,5on5,13,7894.0,23.0,0.62,0.55,0.57,101.2,9.52,6.55,26.63,3.56,52.11,38.63,9.05,9.67,9.19,92.0,45.0,34.0,171.0,7.0,16.0,1.0,8.0,1.0,59.0,46.0,85.0,130.0,5.0,10.0,68.0,32.0,13.0,19.0,99.0,27.0,11.0,2.98,3.48,3.05,3.0,2.0,2.0,172.63,137.0,138.64,6.0,1.38,3.13,3.11,7.79,7.88,7.71,76.5,5.95,4.86,19.82,2.5,39.87,30.01,5.78,5.97,5.81,70.0,33.0,39.0,142.0,4.0,9.0,0.0,1.0,0.0,46.0,43.0,66.0,99.0,5.0,10.0,74.0,34.0,17.0,23.0,82.0,14.0,7.0,2.4,1.65,1.9,1.0,3.0,0.0,140.84,103.0,102.17,13.0,1.0,1.48,1.48,5.47,5.48,5.39
84757978482176,2023,Tinordi-Kaiser,CHI,pairing,5on5,8,4384.0,24.0,0.39,0.37,0.36,29.62,2.75,2.07,7.97,1.0,15.14,11.07,2.56,2.78,2.59,26.0,14.0,15.0,55.0,2.0,8.0,1.0,3.0,2.0,16.0,9.0,24.0,38.0,6.0,18.0,27.0,34.0,8.0,16.0,30.0,6.0,4.0,0.87,0.82,1.07,1.0,0.0,1.0,54.01,40.0,39.25,9.0,0.44,1.29,1.29,1.9,1.92,1.88,51.76,4.39,3.6,13.52,1.83,27.94,20.71,4.3,4.46,4.37,51.0,21.0,23.0,95.0,5.0,4.0,0.0,4.0,0.0,39.0,20.0,46.0,67.0,4.0,14.0,49.0,27.0,10.0,13.0,54.0,15.0,3.0,1.61,1.9,0.89,2.0,1.0,2.0,98.52,72.0,74.43,8.0,0.75,0.49,0.49,4.66,4.75,4.65
84752188480803,2023,Ekholm-Bouchard,EDM,pairing,5on5,13,10431.0,24.0,0.62,0.63,0.62,114.54,10.25,7.28,29.54,3.81,59.99,44.14,9.94,10.26,9.95,106.0,49.0,65.0,220.0,7.0,11.0,0.0,11.0,0.0,70.0,56.0,99.0,148.0,6.0,12.0,113.0,78.0,36.0,33.0,118.0,28.0,9.0,3.98,3.44,2.83,3.0,3.0,1.0,220.4,155.0,155.87,16.0,1.51,2.73,2.73,9.03,9.07,8.89,70.78,6.3,4.55,18.12,2.36,36.95,27.72,6.15,6.38,6.23,76.0,20.0,36.0,132.0,9.0,7.0,2.0,4.0,2.0,49.0,25.0,67.0,87.0,11.0,22.0,103.0,70.0,28.0,37.0,69.0,19.0,8.0,1.74,2.46,2.1,1.0,3.0,5.0,136.01,96.0,97.7,20.0,0.95,1.18,1.18,6.07,6.2,6.09
84801848482964,2023,Xhekaj-Lindstrm,MTL,pairing,5on5,3,1700.0,9.0,0.45,0.5,0.49,16.37,1.01,1.08,3.81,0.53,8.83,6.73,0.98,0.94,0.92,16.0,6.0,10.0,32.0,1.0,1.0,0.0,1.0,0.0,10.0,9.0,15.0,21.0,3.0,9.0,9.0,13.0,0.0,6.0,16.0,6.0,0.0,0.36,0.65,0.0,1.0,0.0,0.0,30.07,22.0,20.79,6.0,0.22,0.09,0.09,1.14,1.07,1.05,16.42,1.21,1.07,4.32,0.57,9.08,6.74,1.17,1.29,1.25,14.0,9.0,9.0,32.0,2.0,1.0,0.0,0.0,0.0,12.0,8.0,12.0,21.0,3.0,9.0,16.0,10.0,4.0,7.0,19.0,3.0,1.0,0.56,0.35,0.3,1.0,1.0,0.0,34.59,23.0,24.63,7.0,0.22,0.3,0.3,1.14,1.22,1.17
