Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nathan MacKinnon (31018459),Nathan MacKinnon,31018459,C/UTIL,9800,ANH@COL 11/15/2023 09:00PM ET,COL,18.24
C,Connor McDavid (31018461),Connor McDavid,31018461,C/UTIL,9200,SEA@EDM 11/15/2023 08:30PM ET,EDM,11.9
RW,Mikko Rantanen (31018533),Mikko Rantanen,31018533,W/UTIL,8600,ANH@COL 11/15/2023 09:00PM ET,COL,17.92
C,Leon Draisaitl (31018463),Leon Draisaitl,31018463,C/UTIL,8500,SEA@EDM 11/15/2023 08:30PM ET,EDM,14.92
G,Alexandar Georgiev (31018829),Alexandar Georgiev,31018829,G,8400,ANH@COL 11/15/2023 09:00PM ET,COL,11.12
C,Elias Pettersson (31018465),Elias Pettersson,31018465,C/UTIL,8400,NYI@VAN 11/15/2023 10:00PM ET,VAN,16.18
G,Antti Raanta (31018830),Antti Raanta,31018830,G,8300,PHI@CAR 11/15/2023 07:30PM ET,CAR,8.2
G,Ivan Prosvetov (31018831),Ivan Prosvetov,31018831,G,8200,ANH@COL 11/15/2023 09:00PM ET,COL,6.22
G,Pavel Francouz (31018832),Pavel Francouz,31018832,G,8200,ANH@COL 11/15/2023 09:00PM ET,COL,0
G,Pyotr Kochetkov (31018833),Pyotr Kochetkov,31018833,G,8100,PHI@CAR 11/15/2023 07:30PM ET,CAR,6.7
G,Frederik Andersen (31018834),Frederik Andersen,31018834,G,8100,PHI@CAR 11/15/2023 07:30PM ET,CAR,10.07
G,Stuart Skinner (31018835),Stuart Skinner,31018835,G,8000,SEA@EDM 11/15/2023 08:30PM ET,EDM,6.41
G,Thatcher Demko (31018836),Thatcher Demko,31018836,G,7900,NYI@VAN 11/15/2023 10:00PM ET,VAN,17.92
G,Casey DeSmith (31018837),Casey DeSmith,31018837,G,7900,NYI@VAN 11/15/2023 10:00PM ET,VAN,14.63
G,Calvin Pickard (31018838),Calvin Pickard,31018838,G,7800,SEA@EDM 11/15/2023 08:30PM ET,EDM,0
G,Ryan Fanti (31018839),Ryan Fanti,31018839,G,7800,SEA@EDM 11/15/2023 08:30PM ET,EDM,0
D,Cale Makar (31018703),Cale Makar,31018703,D/UTIL,7700,ANH@COL 11/15/2023 09:00PM ET,COL,15.71
G,Ilya Sorokin (31018840),Ilya Sorokin,31018840,G,7500,NYI@VAN 11/15/2023 10:00PM ET,NYI,14.59
G,Philipp Grubauer (31018841),Philipp Grubauer,31018841,G,7400,SEA@EDM 11/15/2023 08:30PM ET,SEA,9
C,J.T. Miller (31018467),J.T. Miller,31018467,C/UTIL,7400,NYI@VAN 11/15/2023 10:00PM ET,VAN,14.58
D,Quinn Hughes (31018705),Quinn Hughes,31018705,D/UTIL,7300,NYI@VAN 11/15/2023 10:00PM ET,VAN,16.76
G,Semyon Varlamov (31018842),Semyon Varlamov,31018842,G,7300,NYI@VAN 11/15/2023 10:00PM ET,NYI,19.58
G,Joey Daccord (31018843),Joey Daccord,31018843,G,7200,SEA@EDM 11/15/2023 08:30PM ET,SEA,11.75
LW,Frank Vatrano (31018535),Frank Vatrano,31018535,W/UTIL,7200,ANH@COL 11/15/2023 09:00PM ET,ANH,16.89
G,Samuel Ersson (31018844),Samuel Ersson,31018844,G,7100,PHI@CAR 11/15/2023 07:30PM ET,PHI,4.93
G,Carter Hart (31018845),Carter Hart,31018845,G,7100,PHI@CAR 11/15/2023 07:30PM ET,PHI,12.88
RW,Brock Boeser (31018537),Brock Boeser,31018537,W/UTIL,7100,NYI@VAN 11/15/2023 10:00PM ET,VAN,14.06
G,John Gibson (31018846),John Gibson,31018846,G,7000,ANH@COL 11/15/2023 09:00PM ET,ANH,13.48
G,Lukas Dostal (31018847),Lukas Dostal,31018847,G,7000,ANH@COL 11/15/2023 09:00PM ET,ANH,15.61
G,Felix Sandstrom (31018848),Felix Sandstrom,31018848,G,6900,PHI@CAR 11/15/2023 07:30PM ET,PHI,0
D,Noah Dobson (31018707),Noah Dobson,31018707,D/UTIL,6800,NYI@VAN 11/15/2023 10:00PM ET,NYI,14.2
RW,Travis Konecny (31018539),Travis Konecny,31018539,W/UTIL,6600,PHI@CAR 11/15/2023 07:30PM ET,PHI,12.93
C,Sebastian Aho (31018469),Sebastian Aho,31018469,C/UTIL,6500,PHI@CAR 11/15/2023 07:30PM ET,CAR,12.6
G,Cal Petersen (31018849),Cal Petersen,31018849,G,6500,PHI@CAR 11/15/2023 07:30PM ET,PHI,13.25
G,Jack Campbell (31018850),Jack Campbell,31018850,G,6500,SEA@EDM 11/15/2023 08:30PM ET,EDM,6.84
RW,Troy Terry (31018541),Troy Terry,31018541,W/UTIL,6500,ANH@COL 11/15/2023 09:00PM ET,ANH,10.71
RW,Zach Hyman (31018543),Zach Hyman,31018543,W/UTIL,6300,SEA@EDM 11/15/2023 08:30PM ET,EDM,13.06
C,Mason McTavish (31018471),Mason McTavish,31018471,C/UTIL,6300,ANH@COL 11/15/2023 09:00PM ET,ANH,13.01
D,Evan Bouchard (31018709),Evan Bouchard,31018709,D/UTIL,6100,SEA@EDM 11/15/2023 08:30PM ET,EDM,12.51
C,Bo Horvat (31018473),Bo Horvat,31018473,C/UTIL,6100,NYI@VAN 11/15/2023 10:00PM ET,NYI,12
LW,Artturi Lehkonen (31018545),Artturi Lehkonen,31018545,W/UTIL,5900,ANH@COL 11/15/2023 09:00PM ET,COL,9.64
LW,Jaden Schwartz (31018547),Jaden Schwartz,31018547,W/UTIL,5800,SEA@EDM 11/15/2023 08:30PM ET,SEA,11.62
C,Brock Nelson (31018475),Brock Nelson,31018475,C/UTIL,5800,NYI@VAN 11/15/2023 10:00PM ET,NYI,11.14
LW,Cam Atkinson (31018549),Cam Atkinson,31018549,W/UTIL,5700,PHI@CAR 11/15/2023 07:30PM ET,PHI,12.25
LW,Mathew Barzal (31018551),Mathew Barzal,31018551,W/UTIL,5600,NYI@VAN 11/15/2023 10:00PM ET,NYI,11.49
RW,Seth Jarvis (31018553),Seth Jarvis,31018553,W/UTIL,5500,PHI@CAR 11/15/2023 07:30PM ET,CAR,8.97
LW,Jared McCann (31018555),Jared McCann,31018555,W/UTIL,5400,SEA@EDM 11/15/2023 08:30PM ET,SEA,9.19
LW,Ryan Nugent-Hopkins (31018557),Ryan Nugent-Hopkins,31018557,W/UTIL,5400,SEA@EDM 11/15/2023 08:30PM ET,EDM,8.46
LW,Andrei Svechnikov (31018559),Andrei Svechnikov,31018559,W/UTIL,5300,PHI@CAR 11/15/2023 07:30PM ET,CAR,5.83
LW,Evander Kane (31018561),Evander Kane,31018561,W/UTIL,5300,SEA@EDM 11/15/2023 08:30PM ET,EDM,10.49
LW,Owen Tippett (31018563),Owen Tippett,31018563,W/UTIL,5200,PHI@CAR 11/15/2023 07:30PM ET,PHI,10.92
D,Travis Sanheim (31018711),Travis Sanheim,31018711,D/UTIL,5200,PHI@CAR 11/15/2023 07:30PM ET,PHI,11.66
RW,Martin Necas (31018565),Martin Necas,31018565,W/UTIL,5100,PHI@CAR 11/15/2023 07:30PM ET,CAR,9.7
D,Jaccob Slavin (31018713),Jaccob Slavin,31018713,D/UTIL,5100,PHI@CAR 11/15/2023 07:30PM ET,CAR,11.19
C,Leo Carlsson (31018477),Leo Carlsson,31018477,C/UTIL,5100,ANH@COL 11/15/2023 09:00PM ET,ANH,10.97
D,Pavel Mintyukov (31018715),Pavel Mintyukov,31018715,D/UTIL,5000,ANH@COL 11/15/2023 09:00PM ET,ANH,8.23
LW,Ilya Mikheyev (31018567),Ilya Mikheyev,31018567,W/UTIL,5000,NYI@VAN 11/15/2023 10:00PM ET,VAN,10.09
C,Jesperi Kotkaniemi (31018479),Jesperi Kotkaniemi,31018479,C/UTIL,4900,PHI@CAR 11/15/2023 07:30PM ET,CAR,9.99
D,Darnell Nurse (31018717),Darnell Nurse,31018717,D/UTIL,4900,SEA@EDM 11/15/2023 08:30PM ET,EDM,9.86
LW,Trevor Zegras (31018569),Trevor Zegras,31018569,W/UTIL,4900,ANH@COL 11/15/2023 09:00PM ET,ANH,6.35
RW,Teuvo Teravainen (31018571),Teuvo Teravainen,31018571,W/UTIL,4800,PHI@CAR 11/15/2023 07:30PM ET,CAR,10.1
D,Brent Burns (31018719),Brent Burns,31018719,D/UTIL,4800,PHI@CAR 11/15/2023 07:30PM ET,CAR,8.99
LW,Valeri Nichushkin (31018573),Valeri Nichushkin,31018573,W/UTIL,4700,ANH@COL 11/15/2023 09:00PM ET,COL,8.11
D,Filip Hronek (31018721),Filip Hronek,31018721,D/UTIL,4700,NYI@VAN 11/15/2023 10:00PM ET,VAN,9.89
D,Vince Dunn (31018723),Vince Dunn,31018723,D/UTIL,4600,SEA@EDM 11/15/2023 08:30PM ET,SEA,9.11
RW,Andrei Kuzmenko (31018575),Andrei Kuzmenko,31018575,W/UTIL,4600,NYI@VAN 11/15/2023 10:00PM ET,VAN,7.89
RW,Kyle Palmieri (31018577),Kyle Palmieri,31018577,W/UTIL,4600,NYI@VAN 11/15/2023 10:00PM ET,NYI,8.11
C,Sean Couturier (31018481),Sean Couturier,31018481,C/UTIL,4500,PHI@CAR 11/15/2023 07:30PM ET,PHI,8.09
RW,Oliver Bjorkstrand (31018579),Oliver Bjorkstrand,31018579,W/UTIL,4500,SEA@EDM 11/15/2023 08:30PM ET,SEA,8.42
LW,Michael Bunting (31018581),Michael Bunting,31018581,W/UTIL,4400,PHI@CAR 11/15/2023 07:30PM ET,CAR,7.32
D,Cam Fowler (31018725),Cam Fowler,31018725,D/UTIL,4400,ANH@COL 11/15/2023 09:00PM ET,ANH,8.98
C,Matty Beniers (31018483),Matty Beniers,31018483,C/UTIL,4300,SEA@EDM 11/15/2023 08:30PM ET,SEA,5.25
RW,Sam Gagner (31018585),Sam Gagner,31018585,W/UTIL,4300,SEA@EDM 11/15/2023 08:30PM ET,EDM,8.53
RW,Ryan Strome (31018583),Ryan Strome,31018583,W/UTIL,4300,ANH@COL 11/15/2023 09:00PM ET,ANH,8.63
D,Scott Mayfield (31018727),Scott Mayfield,31018727,D/UTIL,4300,NYI@VAN 11/15/2023 10:00PM ET,NYI,8.87
LW,Joel Farabee (31018587),Joel Farabee,31018587,W/UTIL,4200,PHI@CAR 11/15/2023 07:30PM ET,PHI,9.88
C,Ryan Johansen (31018485),Ryan Johansen,31018485,C/UTIL,4200,ANH@COL 11/15/2023 09:00PM ET,COL,7.54
LW,Eeli Tolvanen (31018589),Eeli Tolvanen,31018589,W/UTIL,4100,SEA@EDM 11/15/2023 08:30PM ET,SEA,7.66
D,Carson Soucy (31018729),Carson Soucy,31018729,D/UTIL,4100,NYI@VAN 11/15/2023 10:00PM ET,VAN,7.6
RW,Scott Laughton (31018591),Scott Laughton,31018591,W/UTIL,4000,PHI@CAR 11/15/2023 07:30PM ET,PHI,8.69
D,Tony DeAngelo (31018731),Tony DeAngelo,31018731,D/UTIL,4000,PHI@CAR 11/15/2023 07:30PM ET,CAR,6.34
RW,Bobby Brink (31018593),Bobby Brink,31018593,W/UTIL,3900,PHI@CAR 11/15/2023 07:30PM ET,PHI,7.01
D,Brady Skjei (31018733),Brady Skjei,31018733,D/UTIL,3900,PHI@CAR 11/15/2023 07:30PM ET,CAR,9.17
LW,Alex Killorn (31018595),Alex Killorn,31018595,W/UTIL,3800,ANH@COL 11/15/2023 09:00PM ET,ANH,5.3
D,Ryan Pulock (31018735),Ryan Pulock,31018735,D/UTIL,3800,NYI@VAN 11/15/2023 10:00PM ET,NYI,8.19
RW,Warren Foegele (31018599),Warren Foegele,31018599,W/UTIL,3700,SEA@EDM 11/15/2023 08:30PM ET,EDM,7.67
D,Mattias Ekholm (31018737),Mattias Ekholm,31018737,D/UTIL,3700,SEA@EDM 11/15/2023 08:30PM ET,EDM,7.1
RW,Simon Holmstrom (31018597),Simon Holmstrom,31018597,W/UTIL,3700,NYI@VAN 11/15/2023 10:00PM ET,NYI,5.45
RW,Tyson Foerster (31018603),Tyson Foerster,31018603,W/UTIL,3600,PHI@CAR 11/15/2023 07:30PM ET,PHI,4.92
D,Sean Walker (31018741),Sean Walker,31018741,D/UTIL,3600,PHI@CAR 11/15/2023 07:30PM ET,PHI,8.67
D,Brett Pesce (31018743),Brett Pesce,31018743,D/UTIL,3600,PHI@CAR 11/15/2023 07:30PM ET,CAR,9.29
RW,Jonathan Drouin (31018601),Jonathan Drouin,31018601,W/UTIL,3600,ANH@COL 11/15/2023 09:00PM ET,COL,4.69
D,Devon Toews (31018739),Devon Toews,31018739,D/UTIL,3600,ANH@COL 11/15/2023 09:00PM ET,COL,6.78
RW,Kailer Yamamoto (31018607),Kailer Yamamoto,31018607,W/UTIL,3500,SEA@EDM 11/15/2023 08:30PM ET,SEA,3.42
D,Adam Larsson (31018749),Adam Larsson,31018749,D/UTIL,3500,SEA@EDM 11/15/2023 08:30PM ET,SEA,7.42
