team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WSH,2023,WSH,WSH,Team Level,other,14,0.56,0.39,0.41,1538.0,17.58,6.41,1.16,2.82,0.57,8.18,5.87,5.55,6.41,5.55,15.0,10.0,6.0,31.0,6.0,2.0,1.0,2.0,0.0,8.0,7.0,9.0,19.0,1.0,2.0,16.0,5.0,3.0,2.0,7.0,9.0,9.0,0.29,0.95,5.17,1.0,0.0,5.0,31.0,25.0,25.0,0.0,0.32,0.48,0.48,6.24,6.24,5.41,26.23,5.06,1.97,5.1,0.96,14.58,8.34,4.49,5.06,4.49,20.0,16.0,12.0,48.0,2.0,2.0,0.0,2.0,0.0,20.0,10.0,18.0,34.0,1.0,2.0,21.0,5.0,3.0,7.0,17.0,14.0,5.0,0.76,1.84,2.47,1.0,0.0,1.0,48.0,36.0,36.0,2.0,0.58,0.28,0.28,5.36,5.36,4.76
WSH,2023,WSH,WSH,Team Level,all,14,0.48,0.48,0.49,51062.0,434.43,44.99,30.39,106.46,15.38,226.4,167.38,41.5,44.45,40.98,409.0,182.0,224.0,815.0,33.0,51.0,2.0,21.0,5.0,259.0,222.0,376.0,558.0,50.0,107.0,348.0,226.0,119.0,144.0,419.0,124.0,48.0,12.63,15.54,16.81,11.0,13.0,9.0,800.54,591.0,583.63,79.0,6.73,10.51,10.55,41.17,40.62,38.72,442.84,48.22,29.29,107.82,14.99,232.88,171.8,44.52,49.02,45.28,422.0,183.0,279.0,884.0,37.0,46.0,3.0,20.0,3.0,275.0,224.0,385.0,568.0,50.0,108.0,423.0,213.0,102.0,141.0,432.0,105.0,68.0,11.93,13.06,23.23,12.0,13.0,12.0,899.14,605.0,613.9,71.0,6.64,10.18,10.21,44.65,45.22,42.92
WSH,2023,WSH,WSH,Team Level,5on5,14,0.47,0.47,0.48,40860.0,329.58,28.54,21.42,84.26,11.6,170.05,130.14,26.85,28.0,26.33,314.0,132.0,184.0,630.0,22.0,35.0,1.0,15.0,4.0,203.0,167.0,292.0,424.0,43.0,93.0,261.0,206.0,98.0,130.0,332.0,90.0,24.0,9.83,11.63,7.07,9.0,11.0,2.0,615.54,446.0,438.63,73.0,4.47,7.07,7.1,25.9,25.35,24.67,350.27,31.93,22.07,89.17,11.91,183.25,140.68,30.92,32.72,31.67,339.0,140.0,221.0,700.0,28.0,38.0,3.0,16.0,3.0,215.0,179.0,311.0,451.0,46.0,100.0,321.0,200.0,88.0,121.0,351.0,83.0,45.0,9.71,10.25,11.97,11.0,12.0,5.0,715.14,479.0,487.9,62.0,4.59,8.06,8.09,28.43,29.0,28.56
WSH,2023,WSH,WSH,Team Level,4on5,14,0.04,0.1,0.15,4067.0,9.43,0.46,0.36,1.35,0.31,3.19,7.33,0.46,0.46,0.46,10.0,3.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,3.0,7.0,8.0,11.0,3.0,6.0,27.0,6.0,12.0,5.0,12.0,0.0,1.0,0.24,0.0,0.22,1.0,0.0,1.0,13.0,13.0,13.0,5.0,0.08,0.0,0.0,0.54,0.54,0.54,55.96,10.4,4.68,12.01,1.77,31.38,15.75,8.3,10.4,8.3,54.0,22.0,41.0,117.0,7.0,6.0,0.0,2.0,0.0,37.0,24.0,47.0,69.0,3.0,6.0,43.0,3.0,4.0,7.0,54.0,5.0,17.0,1.26,0.56,8.58,0.0,1.0,6.0,117.0,76.0,76.0,1.0,1.34,1.84,1.84,9.9,9.9,8.66
WSH,2023,WSH,WSH,Team Level,5on4,14,0.92,0.88,0.88,4597.0,77.83,9.59,7.45,18.03,2.9,44.99,24.04,8.64,9.59,8.64,70.0,37.0,34.0,141.0,3.0,14.0,0.0,3.0,1.0,45.0,41.0,67.0,104.0,3.0,6.0,44.0,9.0,6.0,7.0,68.0,25.0,14.0,2.27,2.96,4.35,0.0,2.0,1.0,141.0,107.0,107.0,1.0,1.86,2.96,2.96,8.49,8.49,8.1,10.37,0.83,0.57,1.55,0.36,3.67,7.03,0.82,0.83,0.82,9.0,5.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,9.0,14.0,0.0,0.0,38.0,5.0,7.0,6.0,10.0,3.0,1.0,0.2,0.41,0.22,0.0,0.0,0.0,19.0,14.0,14.0,6.0,0.13,0.0,0.0,0.96,0.96,0.94
PIT,2023,PIT,PIT,Team Level,other,14,0.6,0.62,0.61,1603.0,23.78,6.38,1.58,4.24,0.79,12.8,7.21,5.86,6.38,5.86,19.0,14.0,14.0,47.0,5.0,0.0,0.0,1.0,0.0,15.0,12.0,14.0,28.0,0.0,0.0,23.0,4.0,3.0,2.0,14.0,11.0,8.0,0.58,1.46,4.34,1.0,1.0,3.0,47.0,33.0,33.0,0.0,0.49,0.0,0.0,6.86,6.86,6.27,15.07,4.24,0.74,2.9,0.43,7.13,5.58,4.23,4.24,4.23,15.0,6.0,8.0,29.0,3.0,0.0,0.0,1.0,0.0,6.0,11.0,12.0,18.0,3.0,6.0,16.0,4.0,4.0,3.0,14.0,1.0,6.0,0.57,0.1,3.56,0.0,0.0,3.0,29.0,21.0,21.0,2.0,0.2,0.0,0.0,4.44,4.44,4.44
PIT,2023,PIT,PIT,Team Level,all,14,0.56,0.54,0.53,50625.0,508.84,53.89,35.37,121.54,17.73,271.94,196.53,51.33,54.49,51.93,494.0,203.0,258.0,955.0,51.0,56.0,6.0,20.0,2.0,306.0,262.0,443.0,646.0,52.0,110.0,459.0,196.0,102.0,104.0,488.0,151.0,58.0,14.39,19.27,20.23,20.0,22.0,9.0,972.06,697.0,706.86,45.0,7.9,9.93,9.93,51.86,52.43,50.55,453.04,42.73,30.3,110.88,15.24,242.27,174.57,40.98,42.65,40.92,418.0,198.0,206.0,822.0,37.0,47.0,5.0,20.0,4.0,247.0,261.0,381.0,579.0,42.0,90.0,360.0,227.0,83.0,82.0,481.0,78.0,57.0,14.15,9.67,18.92,13.0,6.0,18.0,814.45,616.0,612.9,47.0,6.67,10.17,10.22,39.18,39.26,38.54
PIT,2023,PIT,PIT,Team Level,5on5,14,0.56,0.54,0.53,41209.0,410.99,36.97,27.46,102.38,14.31,219.85,163.05,35.65,37.56,36.24,401.0,163.0,210.0,774.0,40.0,44.0,6.0,16.0,2.0,243.0,219.0,361.0,524.0,44.0,96.0,354.0,172.0,89.0,87.0,415.0,112.0,37.0,12.11,14.36,10.5,17.0,20.0,3.0,791.06,564.0,573.86,37.0,5.73,8.72,8.72,33.97,34.54,33.9,361.07,28.87,23.27,91.53,12.2,193.02,143.11,27.68,28.79,27.62,340.0,152.0,157.0,649.0,26.0,40.0,4.0,15.0,4.0,195.0,212.0,314.0,466.0,31.0,68.0,285.0,215.0,70.0,71.0,395.0,63.0,34.0,11.56,7.81,9.5,12.0,5.0,9.0,641.45,492.0,488.9,43.0,4.83,8.44,8.49,25.2,25.29,24.83
PIT,2023,PIT,PIT,Team Level,4on5,14,0.1,0.1,0.12,4590.0,10.13,0.88,0.39,1.4,0.32,2.97,7.04,0.85,0.88,0.85,9.0,4.0,1.0,14.0,1.0,2.0,0.0,0.0,0.0,2.0,8.0,8.0,12.0,2.0,4.0,39.0,17.0,8.0,7.0,8.0,4.0,1.0,0.15,0.5,0.23,0.0,1.0,0.0,14.0,13.0,13.0,7.0,0.09,0.33,0.33,0.64,0.64,0.64,69.09,8.22,5.79,15.36,2.38,39.67,21.57,7.67,8.22,7.67,55.0,38.0,40.0,133.0,6.0,7.0,1.0,4.0,0.0,43.0,33.0,49.0,87.0,3.0,6.0,38.0,3.0,1.0,7.0,67.0,13.0,13.0,1.88,1.57,4.77,1.0,1.0,4.0,133.0,93.0,93.0,1.0,1.52,1.73,1.73,8.01,8.01,7.75
PIT,2023,PIT,PIT,Team Level,5on4,14,0.87,0.92,0.9,3223.0,63.94,9.67,5.95,13.53,2.31,36.34,19.22,8.97,9.67,8.97,65.0,22.0,33.0,120.0,5.0,10.0,0.0,3.0,0.0,46.0,23.0,60.0,82.0,6.0,10.0,43.0,3.0,2.0,8.0,51.0,24.0,12.0,1.56,2.96,5.16,2.0,0.0,3.0,120.0,87.0,87.0,1.0,1.6,0.88,0.88,10.39,10.39,9.75,7.82,1.41,0.51,1.09,0.24,2.45,4.31,1.4,1.41,1.4,8.0,2.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,8.0,5.0,10.0,21.0,5.0,8.0,1.0,5.0,1.0,4.0,0.13,0.19,1.09,0.0,0.0,2.0,11.0,10.0,10.0,1.0,0.12,0.0,0.0,1.52,1.52,1.52
VAN,2023,VAN,VAN,Team Level,other,15,0.56,0.51,0.47,2102.0,23.94,7.82,1.43,4.3,0.76,9.79,7.9,7.61,7.82,7.61,26.0,6.0,16.0,48.0,7.0,4.0,1.0,1.0,0.0,9.0,11.0,19.0,25.0,1.0,2.0,28.0,3.0,5.0,3.0,15.0,6.0,11.0,0.64,0.74,6.44,1.0,0.0,6.0,48.0,32.0,32.0,2.0,0.4,1.56,1.56,6.66,6.66,6.58,25.67,6.21,1.89,4.51,0.95,14.38,8.05,5.86,6.21,5.86,21.0,15.0,11.0,47.0,3.0,4.0,0.0,1.0,0.0,15.0,13.0,18.0,33.0,2.0,4.0,18.0,7.0,2.0,5.0,16.0,13.0,7.0,0.63,1.7,3.89,0.0,1.0,2.0,47.0,36.0,36.0,3.0,0.59,1.92,1.92,4.88,4.88,4.81
VAN,2023,VAN,VAN,Team Level,all,15,0.5,0.5,0.48,54228.0,446.04,49.05,31.01,106.65,15.29,241.87,172.12,47.14,50.13,48.18,435.0,181.0,262.0,878.0,66.0,53.0,7.0,34.0,3.0,245.0,215.0,369.0,550.0,61.0,138.0,410.0,289.0,84.0,108.0,461.0,97.0,58.0,13.27,12.31,23.48,25.0,17.0,24.0,911.44,616.0,634.14,74.0,6.92,11.73,11.73,44.25,45.26,44.42,482.69,48.26,34.34,114.72,16.84,259.81,188.02,45.8,47.28,44.84,458.0,204.0,230.0,892.0,33.0,62.0,6.0,22.0,1.0,303.0,241.0,425.0,629.0,65.0,150.0,410.0,288.0,62.0,139.0,474.0,131.0,57.0,12.95,16.76,18.56,11.0,9.0,13.0,862.92,662.0,645.8,85.0,7.71,12.88,12.94,43.04,42.12,40.99
VAN,2023,VAN,VAN,Team Level,5on5,15,0.46,0.49,0.48,42260.0,320.28,26.77,20.58,80.97,10.8,172.06,127.81,25.5,27.85,26.53,304.0,135.0,198.0,637.0,39.0,37.0,4.0,25.0,3.0,173.0,162.0,265.0,400.0,57.0,130.0,289.0,269.0,69.0,90.0,342.0,69.0,28.0,9.82,9.01,7.94,19.0,14.0,6.0,670.44,439.0,457.14,67.0,4.26,6.9,6.9,24.13,25.14,24.69,355.06,30.97,23.63,89.45,12.4,187.01,141.53,29.79,29.98,28.84,330.0,155.0,177.0,662.0,21.0,48.0,4.0,16.0,1.0,218.0,181.0,309.0,464.0,57.0,134.0,311.0,267.0,48.0,109.0,362.0,86.0,37.0,9.73,11.04,10.21,10.0,4.0,7.0,632.92,485.0,468.8,65.0,4.93,8.29,8.35,27.55,26.63,26.11
VAN,2023,VAN,VAN,Team Level,4on5,15,0.1,0.09,0.11,4541.0,9.71,1.06,0.57,1.53,0.41,3.69,6.73,1.06,1.06,1.06,13.0,1.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,9.0,11.0,12.0,3.0,6.0,37.0,11.0,7.0,5.0,10.0,2.0,2.0,0.22,0.21,0.63,0.0,1.0,1.0,16.0,14.0,14.0,5.0,0.13,0.0,0.0,1.18,1.18,1.18,86.12,9.79,8.1,18.3,2.92,52.86,27.03,8.91,9.79,8.91,91.0,28.0,39.0,158.0,9.0,10.0,2.0,5.0,0.0,64.0,31.0,82.0,110.0,6.0,12.0,49.0,3.0,4.0,11.0,79.0,29.0,11.0,2.25,3.73,3.81,1.0,4.0,4.0,158.0,119.0,119.0,4.0,2.03,2.67,2.67,9.15,9.15,8.69
VAN,2023,VAN,VAN,Team Level,5on4,15,0.91,0.88,0.86,5325.0,92.11,13.41,8.42,19.85,3.32,56.33,29.68,12.98,13.41,12.98,92.0,39.0,46.0,177.0,18.0,12.0,2.0,8.0,0.0,60.0,33.0,74.0,113.0,0.0,0.0,56.0,6.0,3.0,10.0,94.0,20.0,17.0,2.6,2.35,8.47,5.0,2.0,11.0,177.0,131.0,131.0,0.0,2.14,3.27,3.27,12.28,12.28,11.97,15.85,1.29,0.72,2.46,0.56,5.56,11.41,1.24,1.29,1.24,16.0,6.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,22.0,0.0,0.0,32.0,11.0,8.0,14.0,17.0,3.0,2.0,0.34,0.29,0.66,0.0,0.0,0.0,25.0,22.0,22.0,13.0,0.17,0.0,0.0,1.45,1.45,1.39
COL,2023,COL,COL,Team Level,other,14,0.78,0.58,0.6,1563.0,23.68,9.14,1.41,3.54,0.7,10.62,8.6,8.51,9.14,8.51,20.0,14.0,10.0,44.0,7.0,0.0,0.0,3.0,0.0,15.0,9.0,13.0,27.0,3.0,9.0,27.0,1.0,4.0,5.0,12.0,8.0,14.0,0.4,0.99,7.75,1.0,0.0,6.0,44.0,34.0,34.0,2.0,0.45,0.0,0.0,9.59,9.59,8.89,16.51,2.6,1.36,3.64,0.71,9.31,5.38,2.38,2.6,2.38,16.0,7.0,9.0,32.0,2.0,1.0,0.0,1.0,0.0,12.0,7.0,14.0,21.0,3.0,6.0,28.0,2.0,2.0,4.0,13.0,6.0,4.0,0.43,0.77,1.4,1.0,0.0,1.0,32.0,23.0,23.0,1.0,0.39,0.03,0.03,2.97,2.97,2.74
