team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2023,NYR,NYR,Team Level,other,14,0.61,0.45,0.44,2006.0,30.34,8.58,2.18,4.91,1.21,18.08,9.04,7.63,8.58,7.63,23.0,21.0,19.0,63.0,10.0,4.0,3.0,1.0,1.0,20.0,8.0,13.0,34.0,0.0,0.0,27.0,4.0,5.0,4.0,19.0,14.0,11.0,0.72,1.78,6.08,1.0,3.0,6.0,63.0,44.0,44.0,2.0,0.67,1.79,1.79,7.46,7.46,6.7,41.52,5.49,3.03,8.15,1.42,23.87,14.03,4.93,5.49,4.93,33.0,23.0,20.0,76.0,0.0,5.0,0.0,0.0,0.0,31.0,20.0,33.0,56.0,0.0,0.0,26.0,2.0,4.0,0.0,35.0,13.0,8.0,1.39,1.37,2.73,0.0,0.0,0.0,76.0,56.0,56.0,0.0,0.91,1.84,1.84,4.57,4.57,4.31
NYR,2023,NYR,NYR,Team Level,all,14,0.51,0.49,0.5,51502.0,438.01,42.54,29.9,102.86,14.67,247.28,170.74,40.52,43.18,41.15,398.0,210.0,209.0,817.0,46.0,38.0,7.0,8.0,5.0,285.0,226.0,352.0,562.0,54.0,112.0,431.0,232.0,73.0,78.0,457.0,111.0,40.0,13.04,13.29,16.21,12.0,17.0,17.0,830.77,608.0,618.71,46.0,6.71,8.29,8.29,40.96,41.51,39.95,437.79,40.65,30.01,104.74,15.0,241.27,173.34,38.57,40.28,38.21,384.0,221.0,256.0,861.0,30.0,48.0,3.0,20.0,4.0,283.0,220.0,354.0,575.0,53.0,114.0,340.0,203.0,69.0,80.0,449.0,110.0,46.0,13.18,13.13,14.34,9.0,13.0,8.0,844.27,605.0,594.84,44.0,6.81,9.81,9.85,37.61,37.25,36.1
NYR,2023,NYR,NYR,Team Level,5on5,14,0.49,0.49,0.51,41552.0,330.66,24.58,21.26,82.42,10.87,182.72,134.14,23.95,25.21,24.58,306.0,150.0,163.0,619.0,24.0,31.0,2.0,5.0,4.0,209.0,183.0,282.0,432.0,50.0,104.0,326.0,214.0,57.0,65.0,360.0,79.0,17.0,10.23,9.43,4.93,11.0,12.0,1.0,632.77,456.0,466.71,41.0,4.39,5.27,5.27,23.7,24.25,23.83,321.58,26.07,20.8,80.23,10.92,175.37,131.61,25.23,25.7,24.87,284.0,161.0,196.0,641.0,23.0,34.0,3.0,15.0,4.0,201.0,168.0,261.0,422.0,45.0,98.0,253.0,186.0,57.0,67.0,343.0,75.0,27.0,9.69,9.24,7.14,9.0,10.0,4.0,624.27,445.0,434.84,41.0,4.3,6.17,6.49,23.88,23.52,23.17
NYR,2023,NYR,NYR,Team Level,4on5,14,0.1,0.09,0.11,4233.0,8.19,0.95,0.48,1.14,0.25,2.7,5.48,0.95,0.95,0.95,8.0,3.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,7.0,10.0,3.0,6.0,41.0,11.0,9.0,4.0,7.0,1.0,3.0,0.15,0.09,0.72,0.0,0.0,1.0,12.0,11.0,11.0,3.0,0.11,0.0,0.0,1.06,1.06,1.05,66.95,8.7,5.89,15.26,2.36,39.38,21.42,8.01,8.7,8.01,58.0,35.0,36.0,129.0,6.0,9.0,0.0,5.0,0.0,49.0,24.0,52.0,87.0,4.0,8.0,41.0,2.0,2.0,9.0,62.0,20.0,11.0,1.92,2.31,4.47,0.0,2.0,4.0,129.0,93.0,93.0,0.0,1.53,1.8,1.52,8.71,8.71,8.16
NYR,2023,NYR,NYR,Team Level,5on4,14,0.96,0.89,0.9,3711.0,68.82,8.44,5.98,14.4,2.33,43.77,22.08,8.0,8.44,8.0,61.0,36.0,26.0,123.0,11.0,3.0,2.0,2.0,0.0,55.0,26.0,50.0,86.0,1.0,2.0,37.0,3.0,2.0,5.0,71.0,17.0,9.0,1.95,2.0,4.49,0.0,2.0,9.0,123.0,97.0,97.0,0.0,1.54,1.24,1.24,8.74,8.74,8.37,7.75,0.39,0.29,1.09,0.31,2.64,6.29,0.39,0.39,0.39,9.0,2.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,10.0,4.0,8.0,20.0,13.0,6.0,4.0,9.0,2.0,0.0,0.18,0.21,0.0,0.0,1.0,0.0,15.0,11.0,11.0,3.0,0.07,0.0,0.0,0.46,0.46,0.46
NYI,2023,NYI,NYI,Team Level,other,14,0.34,0.48,0.48,2511.0,24.48,3.72,1.73,4.99,0.99,14.05,9.52,3.44,3.72,3.44,27.0,8.0,10.0,45.0,2.0,3.0,1.0,1.0,0.0,17.0,12.0,25.0,33.0,3.0,6.0,27.0,4.0,3.0,8.0,26.0,4.0,5.0,0.93,0.38,2.41,0.0,1.0,1.0,45.0,35.0,35.0,5.0,0.44,0.77,0.77,3.39,3.39,3.16,27.11,7.31,1.82,4.83,1.01,12.63,10.4,6.77,7.31,6.77,30.0,8.0,11.0,49.0,9.0,3.0,0.0,2.0,0.0,10.0,14.0,21.0,29.0,1.0,2.0,22.0,4.0,5.0,9.0,21.0,7.0,10.0,0.71,0.82,5.79,2.0,1.0,6.0,49.0,38.0,38.0,2.0,0.56,0.69,0.05,7.83,7.83,7.27
NYI,2023,NYI,NYI,Team Level,all,14,0.45,0.47,0.48,50698.0,464.6,40.8,30.67,115.91,16.05,248.09,181.47,38.47,40.75,38.45,437.0,196.0,218.0,851.0,33.0,53.0,5.0,23.0,2.0,289.0,233.0,404.0,600.0,53.0,114.0,426.0,282.0,99.0,141.0,481.0,106.0,46.0,13.24,13.35,14.22,16.0,9.0,8.0,852.56,633.0,635.41,63.0,6.72,11.04,11.04,36.48,36.45,35.32,502.86,49.45,33.39,123.88,17.11,261.45,197.71,47.46,49.59,47.58,487.0,196.0,276.0,959.0,44.0,52.0,2.0,24.0,1.0,307.0,255.0,443.0,639.0,46.0,98.0,391.0,197.0,97.0,125.0,516.0,110.0,57.0,13.57,14.18,21.71,15.0,12.0,17.0,956.71,683.0,680.61,51.0,7.49,8.37,8.77,48.17,48.25,47.02
NYI,2023,NYI,NYI,Team Level,5on5,14,0.5,0.47,0.49,40960.0,375.76,31.29,23.76,96.72,13.04,197.68,148.52,29.52,31.24,29.49,347.0,164.0,177.0,688.0,22.0,47.0,2.0,19.0,2.0,232.0,189.0,325.0,489.0,43.0,94.0,324.0,266.0,84.0,116.0,389.0,87.0,35.0,10.6,11.23,9.45,13.0,5.0,4.0,689.56,511.0,513.41,49.0,4.96,8.86,8.86,27.39,27.36,26.68,396.5,31.1,24.8,102.45,13.45,206.8,159.41,29.99,31.23,30.11,375.0,163.0,232.0,770.0,24.0,42.0,1.0,20.0,1.0,248.0,203.0,351.0,514.0,43.0,92.0,299.0,185.0,80.0,108.0,420.0,88.0,30.0,11.22,11.37,8.51,13.0,8.0,3.0,767.72,538.0,535.61,47.0,5.13,6.77,7.17,29.05,29.13,28.63
NYI,2023,NYI,NYI,Team Level,4on5,14,0.1,0.07,0.1,3854.0,8.12,1.18,0.43,1.06,0.23,2.23,4.86,1.15,1.18,1.15,8.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,0.0,0.0,34.0,7.0,10.0,8.0,5.0,3.0,2.0,0.09,0.41,0.68,0.0,2.0,1.0,10.0,10.0,10.0,7.0,0.1,0.0,0.0,1.28,1.28,1.25,68.79,10.45,6.34,14.67,2.29,38.62,20.63,10.12,10.45,10.12,70.0,23.0,32.0,125.0,11.0,7.0,1.0,2.0,0.0,42.0,31.0,59.0,82.0,1.0,2.0,34.0,1.0,5.0,5.0,62.0,15.0,16.0,1.26,1.99,7.21,0.0,3.0,8.0,125.0,93.0,93.0,0.0,1.7,0.9,1.55,10.6,10.6,10.43
NYI,2023,NYI,NYI,Team Level,5on4,14,0.89,0.88,0.85,3373.0,56.24,4.61,4.75,13.14,1.8,34.12,18.57,4.37,4.61,4.37,55.0,22.0,31.0,108.0,6.0,3.0,2.0,3.0,0.0,40.0,25.0,49.0,71.0,7.0,14.0,41.0,5.0,2.0,9.0,61.0,12.0,4.0,1.61,1.33,1.68,3.0,1.0,2.0,108.0,77.0,77.0,2.0,1.22,1.41,1.41,4.42,4.42,4.23,10.46,0.59,0.43,1.94,0.37,3.4,7.27,0.59,0.59,0.59,12.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,12.0,14.0,1.0,2.0,36.0,7.0,7.0,3.0,13.0,0.0,1.0,0.39,0.0,0.2,0.0,0.0,0.0,15.0,14.0,14.0,2.0,0.1,0.0,0.0,0.69,0.69,0.68
