"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","fpts_avg","course_fit","own_change","manual_change","adj_own","one","date","tournament"
"56","Luke List",28078753,6900,47.9,50.99,2.2,77,24,48,1.5,49.5,-0.16,0.49,-0.661,423,-0.242,370,0.363,46,0.735,8,0.196,111,13.207,30,-0.037,315,-0.078,38,-0.02,-0.025,0.003,0.316,-0.057,-0.202,0.006,-0.08,-0.276,-0.137,0.5349,0.0981,0.0383,0.0147,0.0018,0.26,-0.3,1.35,50.25,-2.04,-9.33,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"57","Chez Reavie",28078755,6900,43.18,47.55,2.7,74,23.5,50.2,1.9,52.1,-0.03,5.49,-0.107,250,-0.166,319,0.173,93,-0.171,214,-0.271,174,-13.362,384,0.101,5,-0.02,41,-0.032,-0.06,0.039,-0.198,0.117,0.208,-0.017,-0.017,0.173,0.019,0.5633,0.12,0.0505,0.0207,0.0029,0.42,-0.14,4.1,49.83,-0.39,-1.83,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"58","Adam Schenk",28078756,6800,53.64,54.19,2.5,79,24.5,51.6,2,53.6,0.13,1.02,0.13,95,0.005,169,0.062,121,0.05,131,0.247,106,6.186,98,-0.025,280,0.245,31,0.005,0.045,-0.034,-0.014,-0.006,-0.094,0.004,0.016,-0.074,0.166,0.6016,0.1439,0.0627,0.027,0.0039,0.57,0.07,1.76,53.89,-0.28,-1.23,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"59","Ben Griffin",28078757,6800,63.9,60.73,7.3,84,26.5,54.8,2.6,57.4,0.44,3.27,0.297,39,0.247,23,-0.049,167,-0.04,161,0.456,85,4.793,119,-0.055,359,0.366,27,0.02,0.082,0.045,-0.057,-0.054,-0.073,0.009,0.053,-0.01,0.392,0.6377,0.1783,0.0812,0.0367,0.0059,0.87,0.37,5.28,59.06,0.5,2.44,0,10,1,2023-05-25,"2023-05-25 Charles Schwab"
"60","Alex Noren",28078758,6800,53.44,51.93,1.2,77,24,52,2.2,54.3,0.18,2.94,0.454,12,0.287,10,0.024,137,-0.524,327,0.241,107,-1.738,232,-0.018,257,0.532,40,-0.029,0.065,-0.065,-0.262,-0.034,0.028,0.003,0.08,0.111,0.318,0.6226,0.1585,0.067,0.0287,0.004,0.59,0.09,2.07,53.11,1.16,5.26,0,5,1,2023-05-25,"2023-05-25 Charles Schwab"
"61","Cameron Champ",28078759,6800,39.34,47.7,1.3,74,23.5,43,1,44,-0.41,0.66,-0.241,351,-0.433,413,-0.147,205,0.546,22,-0.275,177,16.841,10,-0.004,199,-0.489,27,0.017,-0.014,-0.026,0.237,0.019,-0.259,0.001,-0.084,-0.342,-0.598,0.4425,0.0552,0.0194,0.0067,8e-04,0.12,-0.38,0.98,45.85,-2.4,-10.99,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"62","Ben Martin",28078760,6800,62.21,57.51,7.7,80.5,25.5,53.7,2.4,56.1,0.34,5.95,0.038,153,-0.139,296,0.187,86,0.072,125,0.158,120,-3.857,274,0.036,82,0.275,35,-0.011,-0.049,0.019,-0.076,0.083,0.061,-0.006,0,0.055,0.296,0.6241,0.1623,0.0728,0.0317,0.0046,0.68,0.18,6.82,56.8,-0.46,-1.98,0,5,1,2023-05-25,"2023-05-25 Charles Schwab"
"63","Austin Eckroat",28078761,6700,57.42,58.22,8.3,82,25.5,49.3,1.7,51,-0.02,3.98,-0.047,219,-0.157,314,0.022,139,0.263,71,0.08,132,1.565,175,0.035,86,0.027,24,0.03,0.024,-0.005,0.005,-0.054,-0.023,-0.006,-0.022,-0.051,-0.024,0.5536,0.1104,0.0433,0.017,0.0019,0.28,-0.15,6.14,54.61,-0.78,-3.59,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"64","Matt Wallace",28078762,6700,52.4,49.91,0.99,75.5,24,49.4,1.7,51.2,-0.01,1.03,-0.06,223,0.175,50,0.218,77,-0.314,265,0.018,141,4.336,125,-0.018,255,-0.066,33,-0.002,0.024,0.038,0.022,-0.027,-0.066,0.003,0.022,-0.041,-0.051,0.5495,0.1085,0.0437,0.0167,0.0021,0.31,-0.12,1.01,50.56,0.27,1.16,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"65","Michael Kim",28078764,6700,51.47,57.49,2.4,82,25.5,49.5,1.7,51.3,-0.01,1.94,0.049,142,0.05,132,0.113,113,-0.122,192,0.091,130,3.113,153,-0.017,251,0.036,29,0.01,0.002,-0.014,0.058,-0.047,-0.047,0.003,0.015,-0.028,0.015,0.5633,0.1144,0.0465,0.0178,0.0021,0.31,-0.12,2.17,54.39,-0.15,-0.74,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"66","Nick Hardy",28078765,6700,54.05,50.98,1.1,75.5,24.5,49.9,1.8,51.7,0.02,0.63,-0.141,280,-0.172,325,0.174,91,0.315,60,0.176,115,7.006,87,-0.012,232,0.002,27,0.019,0.02,0.007,0.128,-0.054,-0.107,0.002,-0.026,-0.13,-0.008,0.5556,0.1103,0.0433,0.0164,0.0021,0.31,-0.12,0.86,51.34,-1.1,-5.01,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"67","Garrick Higgo",28078766,6600,55.81,50.87,2.7,76.5,24,50.7,1.9,52.7,0.16,1.17,-0.07,227,-0.024,196,-0.077,177,0.427,37,0.257,104,8.749,64,-0.02,260,-0.145,24,0.031,0.071,0.054,0.246,-0.034,-0.134,0.003,-0.017,-0.147,0.076,0.5798,0.1285,0.0546,0.0223,0.0028,0.42,0.05,1.94,51.78,-0.76,-3.4,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"68","Dylan Wu",28078767,6600,63.5,55.37,4.4,79,25.5,51.1,2,53.1,0.19,4.54,0.107,110,-0.009,184,0.126,108,-0.056,172,0.168,117,-1.18,222,0.007,165,0.136,26,0.021,0.052,0.02,-0.062,-0.054,0.02,-0.001,0.017,0.035,0.15,0.5868,0.1312,0.0547,0.0231,0.0029,0.44,0.07,4.47,54.24,-0.13,-0.55,0,5,1,2023-05-25,"2023-05-25 Charles Schwab"
"69","Lee Hodges",28078768,6600,50.71,55,1.2,79.5,25.15,53.2,2.2,55.4,0.38,2.17,-0.042,215,-0.108,270,0.13,105,0.289,67,0.27,102,1.414,178,0.031,96,0.129,27,0.017,0.025,-0.003,0.101,0.002,-0.02,-0.005,-0.01,-0.036,0.236,0.6032,0.1506,0.0659,0.0283,0.0042,0.64,0.27,1.69,55.2,-0.51,-2.16,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"70","Mark Hubbard",28078769,6600,53.38,58.89,1.5,82.5,26,53.2,2.3,55.5,0.4,4.8,-0.009,185,0.059,122,0.28,60,-0.144,204,0.186,113,-9.083,345,0.044,67,0.245,34,-0.005,-0.023,0.024,-0.055,0.002,0.142,-0.008,0.022,0.156,0.344,0.6364,0.1667,0.0738,0.033,0.0045,0.68,0.31,3.15,57.2,0.31,1.55,0,5,1,2023-05-25,"2023-05-25 Charles Schwab"
"71","Henrik Norlander",28078770,6600,51.67,44.3,0.89,70.5,22.5,44.5,1.2,45.6,-0.26,0,-0.171,305,0.069,110,-0.059,171,-0.333,274,-0.493,218,-8.232,338,0.018,135,-0.345,36,-0.013,-0.005,-0.008,-0.121,-0.002,0.128,-0.003,-0.013,0.112,-0.382,0.4878,0.0684,0.025,0.0082,9e-04,0.14,-0.23,0.44,44.95,-0.43,-2.05,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"72","Danny Willett",28078771,6500,51.9,52.79,0.65,78,25,51.4,2.1,53.5,0.28,1.29,0.131,94,0.266,16,-0.051,168,-0.257,253,0.09,131,-3.447,263,-0.022,272,0.148,35,-0.01,-0.023,-0.01,-0.016,-0.041,0.055,0.004,0.039,0.098,0.146,0.5868,0.1319,0.0552,0.0229,0.0028,0.43,0.11,0.97,53.14,0.49,2.26,0,5,1,2023-05-25,"2023-05-25 Charles Schwab"
"73","Jimmy Walker",28078772,6500,49.59,46.92,2.3,73,23,47.7,1.5,49.2,-0.05,1.7,0.107,109,0.181,47,-0.186,221,-0.264,258,-0.162,157,4.082,129,-0.058,366,-0.091,44,-0.042,-0.1,0.102,-0.032,0.015,-0.062,0.01,0.019,-0.033,-0.18,0.5305,0.098,0.0376,0.0141,0.0017,0.26,-0.06,2,48.06,-0.19,-0.89,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"74","Sam Ryder",28078773,6500,57.68,48.65,1.2,74.5,23.5,49.6,1.8,51.5,0.11,2.13,0.51,10,-0.018,191,-0.033,162,-0.547,333,-0.087,150,-7.012,325,-0.009,218,0.28,33,-0.003,0.01,0.018,-0.393,-0.056,0.11,0.002,0.053,0.164,0.02,0.5633,0.1152,0.0464,0.0185,0.0025,0.38,0.06,1.67,50.08,0.07,0.35,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"75","Patton Kizzire",28078774,6500,54.61,45.23,2.6,71.5,22.5,47.6,1.5,49.1,-0.05,1.42,0.045,148,0.052,131,-0.046,165,-0.232,240,-0.18,161,1.142,184,-0.016,247,-0.128,37,-0.016,-0.019,0.032,-0.049,0.041,-0.016,0.003,0.007,-0.007,-0.145,0.5349,0.095,0.0374,0.0145,0.0013,0.2,-0.12,2.01,47.16,-0.33,-1.55,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"76","Kevin Streelman",28078775,6500,49.9,57.21,0.79,81,25.5,49,1.8,50.8,0.06,1.61,-0.156,286,0.101,81,0.018,141,-0.067,176,-0.104,153,-3.91,275,0.04,74,0.114,44,-0.043,-0.095,0.002,-0.082,0.072,0.062,-0.007,-0.006,0.049,0.017,0.5652,0.1143,0.0448,0.0183,0.0021,0.32,0,1.2,54,0,0,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"77","MJ Daffue",28078776,6500,59.52,53.41,0.63,78,24.5,45,1.2,46.2,-0.2,0.19,-0.159,291,-0.129,288,-0.094,182,0.206,83,-0.175,159,9.296,56,-0.046,337,-0.303,34,-0.006,0.03,0.024,0.08,-0.054,-0.142,0.008,-0.038,-0.172,-0.401,0.4717,0.0673,0.0242,0.0091,0.001,0.15,-0.17,0.41,49.8,-1.49,-6.79,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"78","Robby Shelton",28078777,6400,60.87,50.3,4.1,76,24,52.8,2.2,55.1,0.47,3.12,-0.024,200,0.216,35,0.163,97,-0.153,209,0.201,110,-3.494,264,-0.003,196,0.139,27,0.018,0.009,-0.017,0.052,-0.009,0.055,0.001,0.029,0.085,0.277,0.6169,0.1572,0.0676,0.0286,0.0039,0.61,0.34,3.61,52.7,0.45,2.2,0,5,1,2023-05-25,"2023-05-25 Charles Schwab"
"79","Scott Piercy",28078779,6400,52.81,55.32,1.1,79.5,25,49.9,1.8,51.7,0.19,1.08,-0.055,222,0.056,126,0.037,131,-0.194,222,-0.156,156,-6.085,315,-0.017,253,-0.036,44,-0.043,-0.016,0.012,-0.074,0.079,0.095,0.003,0.003,0.102,0.024,0.5652,0.1163,0.0478,0.0197,0.0027,0.42,0.15,1.09,53.51,-0.45,-1.95,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"80","Austin Smotherman",28078780,6400,48.79,48.61,0.66,74.5,24,45.1,1.2,46.3,-0.16,0.19,-0.07,229,-0.15,307,-0.139,198,-0.012,147,-0.37,195,1.535,176,0.023,117,-0.454,29,0.013,0.053,0.025,-0.007,-0.014,-0.022,-0.004,-0.032,-0.058,-0.443,0.4695,0.0671,0.0244,0.0091,0.0012,0.19,-0.08,0.43,47.45,-1.05,-4.77,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"81","Andrew Novak",28078781,6400,60.93,49.78,1.3,75.5,24,45.7,1.3,47,-0.13,1.11,-0.029,205,-0.039,208,0.004,145,-0.25,250,-0.315,182,-1.122,220,-0.029,294,-0.308,28,0.016,0.029,0.011,-0.063,-0.054,0.019,0.005,-0.007,0.017,-0.352,0.495,0.0777,0.0299,0.0106,0.001,0.16,-0.11,1.21,48.39,-0.84,-3.84,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"82","Aaron Baddeley",28078782,6400,66.36,47.88,2,73.5,23.5,47.8,1.6,49.4,0,1.56,0.148,83,0.253,19,-0.193,225,-0.589,335,-0.381,197,-13.577,387,-0.026,283,-0.142,42,-0.034,-0.062,0.001,-0.143,0.01,0.211,0.005,0.035,0.25,-0.12,0.5327,0.0989,0.0392,0.0156,0.0017,0.27,0,1.78,48.64,0.19,0.86,0,5,1,2023-05-25,"2023-05-25 Charles Schwab"
"83","Harry Hall",28078783,6300,60.1,45.26,2.7,72,22.5,47.6,1.6,49.2,0.04,0.7,0.209,62,0.245,24,-0.301,266,-0.225,235,-0.072,148,1.886,171,-0.048,341,-0.059,25,0.025,0.01,0.002,-0.051,-0.054,-0.028,0.008,0.03,0.011,-0.115,0.5327,0.0955,0.0364,0.0137,0.0014,0.22,0,1.7,47.23,0.12,0.54,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"84","Kevin Tway",28078785,6300,47.02,46.53,1.1,72.5,23,45.5,1.3,46.8,-0.1,0.64,0.049,141,-0.006,181,-0.062,173,-0.19,221,-0.209,165,8.814,63,-0.091,412,-0.248,34,-0.008,0.001,0.032,0.013,0.053,-0.135,0.016,-0.001,-0.119,-0.275,0.505,0.0759,0.0271,0.01,9e-04,0.14,-0.08,0.87,46.66,-1.04,-4.72,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"85","Greyson Sigg",28078786,6300,56.62,51.12,1.9,77,24,49.7,1.8,51.5,0.23,1.02,-0.08,236,0.016,160,0.084,117,0.001,142,0.02,139,-5.021,299,0.023,115,-0.066,28,0.016,0,0.004,0.066,-0.036,0.079,-0.004,-0.002,0.073,0.058,0.5781,0.1206,0.0488,0.0198,0.003,0.48,0.26,1.46,51.31,-0.27,-1.09,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"86","Adam Long",28078787,6300,50.07,50.11,0.59,76,24,46.8,1.5,48.3,-0.03,1.67,0.251,49,0.026,153,-0.395,297,-0.271,261,-0.389,198,-9.478,350,0.069,20,-0.213,35,-0.011,-0.013,0.001,-0.154,0.073,0.148,-0.012,0.009,0.144,-0.172,0.5305,0.0899,0.0328,0.012,0.0014,0.22,0,1.13,49.2,0.03,0.14,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"87","Carson Young",28078788,6300,49.25,52.13,3.4,76.5,24.5,46.1,1.3,47.4,-0.07,7.32,-0.07,230,-0.181,328,-0.103,184,0.094,114,-0.26,172,-2.826,253,0.047,62,-0.327,28,0.015,0.049,0.014,-0.012,-0.054,0.045,-0.008,-0.032,0.004,-0.31,0.5,0.0787,0.0294,0.0116,0.0013,0.21,-0.01,5.36,49.76,-0.99,-4.46,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"88","Chad Ramey",28078789,6300,45.67,36.28,0.95,62.5,20.5,48.3,1.6,49.9,0.09,1.29,0.195,68,-0.047,217,-0.289,258,-0.127,195,-0.268,173,-7.818,335,0.036,85,-0.186,30,0.007,0.015,0.007,-0.111,0.002,0.122,-0.006,0.001,0.117,-0.148,0.5305,0.0941,0.037,0.0145,0.0016,0.25,0.03,1.12,43.09,-0.43,-1.92,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"89","Erik Van Rooyen",28078790,6200,50.97,50.28,0.61,75,24,40.9,0.8,41.7,-0.33,0.85,-0.227,340,-0.234,362,0.008,144,-0.263,256,-0.715,256,2.089,170,-0.009,215,-0.688,33,-0.002,0.059,-0.051,-0.033,-0.037,-0.031,0.002,-0.049,-0.078,-0.83,0.3968,0.0414,0.0137,0.0046,0,0,-0.17,0.73,45.99,-1.66,-7.56,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"90","David Lingmerth",28078791,6200,50.86,45.02,0.68,72,22.5,47.5,1.5,49,0.08,2.82,-0.021,197,0,177,-0.124,192,-0.437,308,-0.582,229,-20.044,413,0.082,16,-0.318,35,-0.011,-0.094,0.002,-0.161,0.104,0.311,-0.014,-0.005,0.291,-0.187,0.5283,0.0934,0.0346,0.0127,0.0014,0.23,0.06,1.75,47.01,-0.17,-0.74,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"91","David Lipsky",28078792,6200,48.58,51.77,0.9,77,24.5,48.6,1.6,50.2,0.17,1.5,-0.318,382,0.038,147,0.273,63,-0.178,218,-0.185,162,-6.995,324,0.051,58,-0.237,34,-0.008,0.023,0.007,0.029,-0.011,0.109,-0.009,-0.015,0.086,-0.111,0.5392,0.1024,0.0403,0.0159,0.0021,0.34,0.17,1.2,50.98,-0.15,-0.59,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"92","Tyler Duncan",28078793,6200,46.4,51.65,1.2,76.5,24,48.8,1.6,50.4,0.19,1.8,-0.261,361,-0.277,385,0.07,119,0.331,52,-0.137,155,-3.199,256,0.07,19,-0.294,33,-0.004,-0.02,0.042,0.14,0.048,0.051,-0.012,-0.054,-0.015,-0.104,0.5475,0.1078,0.0428,0.0165,0.0021,0.34,0.17,1.5,51.02,-1.27,-5.63,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"93","Callum Tarren",28078794,6200,44.8,46.46,1.5,73,23,43.7,1,44.8,-0.17,1.21,-0.036,210,-0.259,379,0.018,142,-0.093,181,-0.37,194,9.448,55,-0.081,402,-0.348,32,0,0.021,-0.017,-0.026,-0.054,-0.144,0.014,-0.032,-0.162,-0.585,0.4505,0.0582,0.0197,0.0074,7e-04,0.11,-0.06,1.35,45.63,-1.93,-8.71,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"94","Ben Taylor",28078795,6200,56.92,48.11,1.1,73.5,23.5,47,1.4,48.4,0.02,0.91,0.301,36,0.044,137,-0.214,231,-0.337,279,-0.206,164,2.771,159,-0.058,365,-0.118,30,0.006,0.063,-0.009,-0.148,-0.054,-0.041,0.01,0.024,-0.007,-0.266,0.5025,0.0808,0.0307,0.0115,0.0014,0.23,0.06,1.01,48.25,-0.46,-2.04,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"95","Zach Johnson",28078796,6200,49.21,39.14,0.55,66,21,48.5,1.7,50.2,0.17,2.96,0.002,176,-0.005,180,-0.201,228,-0.199,226,-0.403,202,-9.315,347,0.058,40,-0.223,47,-0.052,-0.084,-0.017,-0.027,0.249,0.145,-0.01,-0.01,0.125,-0.029,0.5595,0.1075,0.0425,0.0166,0.0017,0.27,0.1,1.75,44.67,-0.32,-1.39,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"96","Luke Donald",28078797,6200,44.08,39.17,0.09,65.5,21.5,41.6,0.9,42.5,-0.29,0.15,0.171,75,0.046,135,-0.253,239,-0.918,391,-0.953,294,-13.766,390,-0.015,241,-0.521,45,-0.046,-0.097,0.004,-0.294,-0.006,0.214,0.003,0.013,0.229,-0.73,0.4202,0.0447,0.014,0.0044,6e-04,0.1,-0.07,0.12,40.84,-0.52,-2.38,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"97","Harry Higgs",28078798,6100,53.84,31.57,0.46,56,19,42.6,1,43.6,-0.2,0.45,0.172,74,0.08,103,-0.483,319,-0.475,320,-0.706,254,1.114,185,-0.064,377,-0.77,31,0.004,0.032,0.029,0,-0.019,-0.016,0.011,0,-0.005,-0.729,0.4167,0.0477,0.0171,0.0063,8e-04,0.13,0.01,0.46,37.58,-0.86,-3.87,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"98","Peter Malnati",28078799,6100,40.95,42.2,0.2,69,22,43.7,1.1,44.8,-0.14,0.19,0.333,31,0.215,36,-0.349,283,-0.71,363,-0.511,219,-2.64,248,-0.053,357,-0.247,35,-0.012,-0.044,0.018,-0.226,-0.037,0.042,0.009,0.039,0.091,-0.457,0.4673,0.0638,0.022,0.0078,8e-04,0.13,0.01,0.2,43.5,0.06,0.28,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"99","Justin Lower",28078800,6100,52.2,36.75,0.85,64.5,20,45.1,1.2,46.3,-0.06,1.01,0.228,56,-0.105,268,-0.104,185,-0.413,302,-0.395,201,-4.921,298,0.003,179,-0.248,34,-0.005,0.064,0.002,-0.207,-0.054,0.077,-0.001,0.009,0.085,-0.363,0.4878,0.0696,0.0238,0.009,0.0012,0.2,0.08,0.93,41.52,-0.62,-2.75,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"100","Kevin Kisner",28078801,6100,33.38,31.69,0.19,56,19,38,0.6,38.6,-0.46,4.21,0.139,89,0.165,56,-0.579,348,-1.176,410,-1.452,350,-10.792,365,-0.01,222,-0.828,39,-0.024,-0.075,-0.204,-0.322,0.165,0.168,0.002,0.002,0.172,-1.114,0.3436,0.0261,0.0075,0.002,0,0,-0.12,2.2,35.15,-0.41,-1.91,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"101","Richy Werenski",28078802,6100,42.62,33.49,0.25,59,19.5,41.3,0.8,42.2,-0.27,0.01,0.161,79,-0.019,192,-0.559,343,-0.378,292,-0.795,266,-2.405,247,-0.024,274,-0.832,31,0.004,0.037,0.002,-0.007,-0.002,0.039,0.004,-0.015,0.027,-0.769,0.4032,0.044,0.0146,0.0047,0,0,-0.12,0.13,37.84,-1.06,-4.83,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"102","Russell Knox",28078803,6100,47.95,42.42,0.42,68.5,22,40.1,0.8,40.9,-0.34,1.15,-0.293,376,-0.093,258,-0.048,166,-0.589,336,-1.023,302,-10.054,360,0.034,87,-0.889,37,-0.019,-0.022,0.025,-0.118,0.081,0.157,-0.006,-0.042,0.109,-0.833,0.3891,0.0358,0.011,0.0039,0,0,-0.12,0.78,41.66,-1.09,-4.97,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"103","Cole Hammer",28078804,6100,51.14,32.39,0.47,57.5,19,41.3,0.9,42.2,-0.27,0.25,-0.233,344,-0.164,316,-0.129,194,-0.218,232,-0.743,260,-3.529,265,-0.018,256,-0.756,23,0.032,0.001,0.026,-0.047,-0.054,0.056,0.003,-0.048,0.011,-0.786,0.4065,0.0425,0.0133,0.0043,0,0,-0.12,0.36,37.3,-1.67,-7.57,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"104","Troy Merritt",28078805,6100,40.86,49.88,0.11,75,24.5,43.9,1.1,45,-0.13,0.16,-0.201,321,-0.075,238,-0.171,211,-0.162,211,-0.608,237,-8.016,336,0.053,53,-0.528,37,-0.018,-0.062,-0.007,0.006,0.027,0.125,-0.009,-0.038,0.078,-0.503,0.4673,0.0619,0.0225,0.0079,7e-04,0.11,-0.01,0.14,47.44,-0.86,-3.88,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"105","Zac Blair",28078806,6100,46.54,43.65,0.29,70.5,22.5,47.5,1.5,49.1,0.13,1.68,0.005,169,0.118,71,-0.2,227,-0.378,291,-0.456,213,-17.901,408,0.061,32,-0.362,32,0,-0.027,0.018,-0.085,-0.014,0.278,-0.011,0.005,0.272,-0.198,0.5122,0.0932,0.0357,0.0145,0.0019,0.31,0.19,0.98,46.38,0.08,0.46,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"106","Kramer Hickok",28078807,6000,45.42,46.74,0.63,73,23,45.2,1.2,46.4,-0.02,0.97,-0.263,365,-0.125,284,-0.01,156,0.059,128,-0.339,186,-2.33,244,0.05,59,-0.494,31,0.006,-0.031,0.058,0.122,0.012,0.037,-0.009,-0.043,-0.014,-0.341,0.4902,0.0743,0.0255,0.0096,0.0012,0.2,0.13,0.8,46.57,-0.93,-4.12,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"107","Dylan Frittelli",28078808,6000,43.43,32.14,0.37,57,19.5,36.7,0.5,37.2,-0.5,0.33,0.074,124,0.062,119,-0.462,317,-0.787,380,-1.113,310,5.824,100,-0.104,417,-1.022,32,-0.001,0.025,0.015,-0.13,-0.012,-0.088,0.018,-0.012,-0.083,-1.207,0.3289,0.0222,0.0066,0.0022,0,0,-0.07,0.35,34.67,-1.3,-5.88,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"108","Harrison Endycott",28078809,6000,50.35,35.95,0.23,62.5,20.5,41.7,0.9,42.6,-0.21,0.27,-0.037,211,0.04,144,-0.426,312,-0.319,266,-0.742,259,-5.582,308,0.014,147,-0.755,27,0.02,0.018,0.012,-0.037,-0.054,0.088,-0.002,-0.023,0.062,-0.733,0.4202,0.0447,0.0148,0.0055,0,0,-0.07,0.25,39.28,-0.73,-3.32,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"109","Rory Sabbatini",28078811,6000,41.85,34.05,0.53,60,20,38.1,0.6,38.6,-0.42,0.64,0.062,133,0.092,86,-0.837,386,-0.866,385,-1.549,361,-13.978,391,-0.02,263,-1.024,47,-0.052,-0.097,-0.142,-0.233,0.216,0.217,0.004,-0.026,0.194,-1.139,0.3378,0.0256,0.0071,0.0023,0,0,-0.07,0.58,36.33,-1.17,-5.3,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"110","Tyson Alexander",28078812,6000,48.06,31.3,0.21,56,18.5,38.1,0.6,38.7,-0.42,0,-0.159,292,-0.069,231,-0.437,315,-0.339,280,-1.004,301,0.194,200,-0.068,385,-1.032,34,-0.008,0.02,-0.004,0.02,-0.054,-0.002,0.012,-0.048,-0.038,-1.096,0.3401,0.0232,0.0065,0.0018,0,0,-0.07,0.1,35,-1.88,-8.49,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
"111","Kyle Westmoreland",28078815,6000,41.56,42.26,0.12,69.5,21.65,35.9,0.4,36.4,-0.54,0,-0.233,345,-0.157,313,-0.415,308,-0.144,203,-0.949,293,15.426,17,-0.101,416,-1.023,31,0.004,0.01,-0.005,0.066,-0.054,-0.237,0.017,-0.068,-0.287,-1.289,0.3049,0.0179,0.0052,0.0017,0,0,-0.07,0.06,39.33,-2.38,-10.75,0,0,1,2023-05-25,"2023-05-25 Charles Schwab"
