tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2023,2023,Charles Schwab Challenge,21,"Hall, Harry",27194,T3,4,Colonial Country Club,21,70,1,12:50pm,73,-0.927,1.08,-1.031,-0.511,-0.462,-1.389,272.5,0.643,0.556,0.625,66.533,39.601,1,4
pga,2023,2023,Charles Schwab Challenge,21,"Haley II, Paul",16039,5,1,Colonial Country Club,21,70,1,1:39pm,73,-0.767,1.005,-2.929,0.008,-1.916,-2.683,279.3,0.643,0.389,0.667,62.46,33.242,1,5
pga,2023,2023,Charles Schwab Challenge,21,"Haley II, Paul",16039,5,2,Colonial Country Club,21,70,10,8:59am,68,-0.706,1.314,1.741,0.035,3.089,2.383,272.1,0.571,0.667,0.714,55.139,27.771,4,3
pga,2023,2023,Charles Schwab Challenge,21,"Haley II, Paul",16039,5,3,Colonial Country Club,21,70,1,7:40am,66,2.482,0.861,1.946,-0.15,2.657,5.139,278.2,0.714,0.667,0.667,47.795,23.401,6,2
pga,2023,2023,Charles Schwab Challenge,21,"Haley II, Paul",16039,5,4,Colonial Country Club,21,70,1,11:40am,67,4.872,2.986,-2.569,-0.678,-0.261,4.611,286.2,0.571,0.444,0.8,60.234,29.351,8,4
pga,2023,2023,Charles Schwab Challenge,21,"Fowler, Rickie",12965,T6,1,Colonial Country Club,21,70,10,8:26am,68,2.017,1.372,0.909,-1.981,0.3,2.317,269.5,0.571,0.556,0.857,57.61,31.621,6,5
pga,2023,2023,Charles Schwab Challenge,21,"Fowler, Rickie",12965,T6,2,Colonial Country Club,21,70,1,1:06pm,71,-1.974,1.084,0.55,-0.277,1.357,-0.617,274.1,0.643,0.556,0.625,76.942,28.233,2,3
pga,2023,2023,Charles Schwab Challenge,21,"Fowler, Rickie",12965,T6,3,Colonial Country Club,21,70,1,8:55am,69,-0.352,1.772,-0.12,0.839,2.491,2.139,286.0,0.571,0.556,0.7,46.848,34.574,4,3
pga,2023,2023,Charles Schwab Challenge,21,"Fowler, Rickie",12965,T6,4,Colonial Country Club,21,70,1,10:45am,67,0.52,2.093,1.699,0.299,4.091,4.611,276.6,0.5,0.556,0.889,56.597,27.035,3,2
pga,2023,2023,Charles Schwab Challenge,21,"Kim, Michael",17543,T6,1,Colonial Country Club,21,70,1,7:31am,67,0.563,0.362,1.66,0.732,2.754,3.317,291.3,0.643,0.722,0.833,43.793,22.607,3,1
pga,2023,2023,Charles Schwab Challenge,21,"Kim, Michael",17543,T6,2,Colonial Country Club,21,70,10,12:11pm,71,-0.407,0.365,-0.223,-0.352,-0.21,-0.617,274.0,0.5,0.5,0.7,48.801,26.306,0,4
pga,2023,2023,Charles Schwab Challenge,21,"Kim, Michael",17543,T6,3,Colonial Country Club,21,70,1,9:55am,70,1.345,-0.637,-0.074,0.505,-0.206,1.139,289.1,0.5,0.667,0.778,49.382,37.252,2,3
pga,2023,2023,Charles Schwab Challenge,21,"Kim, Michael",17543,T6,4,Colonial Country Club,21,70,1,10:35am,67,0.984,1.681,1.127,0.819,3.627,4.611,286.7,0.714,0.444,0.909,63.365,28.265,1,0
pga,2023,2023,Charles Schwab Challenge,21,"Burns, Sam",19483,T6,1,Colonial Country Club,21,70,10,8:04am,67,1.229,2.765,-0.854,0.177,2.088,3.317,283.4,0.5,0.611,0.857,57.609,39.358,6,3
pga,2023,2023,Charles Schwab Challenge,21,"Burns, Sam",19483,T6,2,Colonial Country Club,21,70,1,12:44pm,70,0.828,1.214,-2.071,0.413,-0.445,0.383,291.8,0.571,0.556,0.667,61.195,31.429,6,6
pga,2023,2023,Charles Schwab Challenge,21,"Burns, Sam",19483,T6,3,Colonial Country Club,21,70,1,10:45am,70,-1.033,1.258,0.221,0.693,2.172,1.139,292.5,0.5,0.722,0.8,45.553,24.807,3,1
pga,2023,2023,Charles Schwab Challenge,21,"Burns, Sam",19483,T6,4,Colonial Country Club,21,70,1,11:15am,68,-1.819,0.853,3.624,0.953,5.43,3.611,290.4,0.571,0.611,0.7,68.534,22.592,3,1
pga,2023,2023,Charles Schwab Challenge,21,"Streelman, Kevin",8480,T9,1,Colonial Country Club,21,70,10,1:17pm,68,3.985,-0.57,-1.53,0.432,-1.668,2.317,273.7,0.786,0.389,0.75,57.815,36.473,4,2
pga,2023,2023,Charles Schwab Challenge,21,"Streelman, Kevin",8480,T9,2,Colonial Country Club,21,70,1,8:37am,69,1.033,0.163,0.512,-0.325,0.35,1.383,274.1,0.5,0.722,0.6,51.858,27.845,5,1
pga,2023,2023,Charles Schwab Challenge,21,"Streelman, Kevin",8480,T9,3,Colonial Country Club,21,70,1,11:20am,68,2.716,0.053,-0.084,0.454,0.423,3.139,279.2,0.5,0.556,0.75,54.721,30.448,5,1
pga,2023,2023,Charles Schwab Challenge,21,"Streelman, Kevin",8480,T9,4,Colonial Country Club,21,70,1,12:20pm,71,-1.578,1.206,1.038,-0.055,2.189,0.611,272.4,0.5,0.444,0.727,49.113,38.372,2,2
pga,2023,2023,Charles Schwab Challenge,21,"Hubbard, Mark",16333,T9,1,Colonial Country Club,21,70,1,12:00pm,69,-0.705,0.065,1.908,0.049,2.022,1.317,284.0,0.429,0.611,0.5,42.419,24.097,2,3
pga,2023,2023,Charles Schwab Challenge,21,"Hubbard, Mark",16333,T9,2,Colonial Country Club,21,70,10,7:20am,69,-0.242,-0.703,3.445,-1.117,1.625,1.383,269.3,0.5,0.833,0.5,17.099,24.304,6,3
pga,2023,2023,Charles Schwab Challenge,21,"Hubbard, Mark",16333,T9,3,Colonial Country Club,21,70,1,10:25am,69,1.301,0.613,0.397,-0.172,0.838,2.139,278.3,0.5,0.556,0.857,74.213,28.173,3,0
pga,2023,2023,Charles Schwab Challenge,21,"Hubbard, Mark",16333,T9,4,Colonial Country Club,21,70,1,11:25am,69,-0.012,1.23,1.59,-0.197,2.623,2.611,286.7,0.5,0.611,0.636,76.133,32.337,5,2
pga,2023,2023,Charles Schwab Challenge,21,"Homa, Max",17538,T9,1,Colonial Country Club,21,70,1,1:06pm,67,1.408,1.137,1.251,-0.479,1.909,3.317,295.6,0.286,0.667,0.571,60.571,26.914,4,2
pga,2023,2023,Charles Schwab Challenge,21,"Homa, Max",17538,T9,2,Colonial Country Club,21,70,10,8:26am,69,0.769,1.9,0.118,-1.404,0.614,1.383,278.4,0.357,0.444,0.889,62.296,34.423,4,4
pga,2023,2023,Charles Schwab Challenge,21,"Homa, Max",17538,T9,3,Colonial Country Club,21,70,1,11:40am,71,-0.834,-0.074,0.496,0.551,0.973,0.139,292.4,0.643,0.556,0.5,60.986,28.877,5,2
pga,2023,2023,Charles Schwab Challenge,21,"Homa, Max",17538,T9,4,Colonial Country Club,21,70,1,11:05am,69,3.049,-1.865,0.906,0.521,-0.438,2.611,291.4,0.571,0.611,0.6,88.674,30.796,6,1
pga,2023,2023,Charles Schwab Challenge,21,"Rose, Justin",6093,T12,1,Colonial Country Club,21,70,10,8:15am,69,-3.354,0.075,3.858,0.738,4.671,1.317,276.9,0.714,0.833,0.5,32.022,22.792,4,4
pga,2023,2023,Charles Schwab Challenge,21,"Rose, Justin",6093,T12,2,Colonial Country Club,21,70,1,12:55pm,66,0.684,-0.347,3.087,0.96,3.699,4.383,276.5,0.714,0.833,1.0,30.771,21.137,3,1
pga,2023,2023,Charles Schwab Challenge,21,"Rose, Justin",6093,T12,3,Colonial Country Club,21,70,1,12:00pm,72,-1.678,0.414,1.163,-0.76,0.817,-0.861,279.6,0.643,0.667,0.667,146.99,25.38,1,5
pga,2023,2023,Charles Schwab Challenge,21,"Rose, Justin",6093,T12,4,Colonial Country Club,21,70,1,10:55am,70,1.7,0.608,-0.299,-0.398,-0.089,1.611,287.3,0.571,0.444,0.636,80.202,26.052,5,3
pga,2023,2023,Charles Schwab Challenge,21,"English, Harris",14577,T12,1,Colonial Country Club,21,70,10,12:55pm,65,2.025,0.982,1.503,0.807,3.292,5.317,272.6,0.857,0.667,0.857,74.22,28.932,3,1
pga,2023,2023,Charles Schwab Challenge,21,"English, Harris",14577,T12,2,Colonial Country Club,21,70,1,8:15am,66,-0.987,1.817,3.202,0.352,5.37,4.383,272.2,0.786,0.778,1.0,26.596,30.946,2,0
pga,2023,2023,Charles Schwab Challenge,21,"English, Harris",14577,T12,3,Colonial Country Club,21,70,1,12:50pm,70,0.131,-0.698,0.962,0.744,1.008,1.139,275.1,0.786,0.667,0.375,61.516,29.676,3,1
pga,2023,2023,Charles Schwab Challenge,21,"English, Harris",14577,T12,4,Colonial Country Club,21,70,1,12:40pm,76,-1.879,0.479,-1.702,-1.287,-2.51,-4.389,269.0,0.571,0.444,0.417,57.544,48.163,2,7
pga,2023,2023,Charles Schwab Challenge,21,"Rai, Aaron",18554,T12,1,Colonial Country Club,21,70,10,12:11pm,71,-2.608,-0.447,1.87,0.502,1.925,-0.683,272.5,0.714,0.778,0.0,38.821,25.158,3,2
pga,2023,2023,Charles Schwab Challenge,21,"Rai, Aaron",18554,T12,2,Colonial Country Club,21,70,1,7:31am,68,0.673,-0.187,1.411,0.487,1.71,2.383,278.5,0.786,0.722,0.833,43.123,23.35,1,0
pga,2023,2023,Charles Schwab Challenge,21,"Rai, Aaron",18554,T12,3,Colonial Country Club,21,70,1,9:35am,67,0.934,0.188,2.005,1.012,3.205,4.139,271.9,0.929,0.722,1.0,45.363,24.701,4,1
pga,2023,2023,Charles Schwab Challenge,21,"Rai, Aaron",18554,T12,4,Colonial Country Club,21,70,1,12:00pm,71,-0.788,-0.538,2.085,-0.148,1.399,0.611,271.4,0.571,0.556,0.5,51.815,30.685,5,3
pga,2023,2023,Charles Schwab Challenge,21,"Ramey, Chad",19840,T12,1,Colonial Country Club,21,70,1,7:53am,68,2.652,0.7,0.185,-1.22,-0.335,2.317,275.8,0.571,0.444,0.9,45.119,28.591,3,1
pga,2023,2023,Charles Schwab Challenge,21,"Ramey, Chad",19840,T12,2,Colonial Country Club,21,70,10,12:33pm,69,3.889,-0.411,-1.906,-0.189,-2.506,1.383,282.3,0.429,0.444,0.909,51.958,40.239,4,1
pga,2023,2023,Charles Schwab Challenge,21,"Ramey, Chad",19840,T12,3,Colonial Country Club,21,70,1,11:00am,69,0.559,0.274,2.117,-0.811,1.58,2.139,280.8,0.429,0.667,0.8,49.623,25.921,1,2
pga,2023,2023,Charles Schwab Challenge,21,"Ramey, Chad",19840,T12,4,Colonial Country Club,21,70,1,11:50am,71,-0.077,1.054,0.186,-0.552,0.688,0.611,284.7,0.357,0.5,0.6,60.053,36.827,2,1
pga,2023,2023,Charles Schwab Challenge,21,"Henley, Russell",14578,T16,1,Colonial Country Club,21,70,1,7:53am,68,1.848,-0.595,0.124,0.94,0.469,2.317,282.4,0.786,0.667,0.667,54.335,29.511,4,1
pga,2023,2023,Charles Schwab Challenge,21,"Henley, Russell",14578,T16,2,Colonial Country Club,21,70,10,12:33pm,71,0.723,-0.221,-0.069,-1.05,-1.34,-0.617,273.5,0.429,0.5,0.625,55.605,30.719,3,6
pga,2023,2023,Charles Schwab Challenge,21,"Henley, Russell",14578,T16,3,Colonial Country Club,21,70,1,9:15am,69,-0.441,-0.236,3.273,-0.457,2.58,2.139,275.6,0.571,0.833,0.667,35.942,22.247,2,3
pga,2023,2023,Charles Schwab Challenge,21,"Henley, Russell",14578,T16,4,Colonial Country Club,21,70,1,10:35am,70,1.111,0.805,-0.467,0.162,0.5,1.611,271.3,0.714,0.611,0.714,90.99,36.64,2,2
pga,2023,2023,Charles Schwab Challenge,21,"Lipsky, David",15980,T16,1,Colonial Country Club,21,70,1,7:20am,67,-0.388,-0.013,3.78,-0.062,3.705,3.317,273.6,0.714,0.778,0.8,83.469,25.792,4,2
pga,2023,2023,Charles Schwab Challenge,21,"Lipsky, David",15980,T16,2,Colonial Country Club,21,70,10,12:00pm,69,0.127,1.145,0.098,0.014,1.256,1.383,274.4,0.429,0.556,0.667,38.5,31.97,2,1
pga,2023,2023,Charles Schwab Challenge,21,"Lipsky, David",15980,T16,3,Colonial Country Club,21,70,1,11:30am,69,2.546,0.126,0.803,-1.336,-0.407,2.139,272.7,0.714,0.5,0.667,57.136,28.304,1,6
pga,2023,2023,Charles Schwab Challenge,21,"Lipsky, David",15980,T16,4,Colonial Country Club,21,70,1,12:20pm,73,0.149,0.837,-2.313,-0.062,-1.538,-1.389,271.8,0.429,0.222,0.643,101.302,40.749,3,3
pga,2023,2023,Charles Schwab Challenge,21,"Hovland, Viktor",18841,T16,1,Colonial Country Club,21,70,1,12:44pm,71,0.187,-0.816,-1.628,1.574,-0.87,-0.683,292.4,0.857,0.611,0.556,15.232,32.728,2,5
pga,2023,2023,Charles Schwab Challenge,21,"Hovland, Viktor",18841,T16,2,Colonial Country Club,21,70,10,8:04am,68,2.329,-0.171,0.403,-0.178,0.054,2.383,287.0,0.643,0.722,0.8,64.157,25.86,3,1
pga,2023,2023,Charles Schwab Challenge,21,"Hovland, Viktor",18841,T16,3,Colonial Country Club,21,70,1,9:35am,66,2.119,0.206,1.683,1.131,3.02,5.139,296.0,0.571,0.611,0.75,38.945,24.523,4,1
pga,2023,2023,Charles Schwab Challenge,21,"Hovland, Viktor",18841,T16,4,Colonial Country Club,21,70,1,12:30pm,73,-1.212,0.48,-1.82,1.163,-0.177,-1.389,292.1,0.643,0.444,0.583,78.46,35.468,6,9
pga,2023,2023,Charles Schwab Challenge,21,"Suh, Justin",22050,T16,1,Colonial Country Club,21,70,1,12:22pm,68,1.733,-0.109,0.528,0.165,0.584,2.317,286.1,0.571,0.611,0.714,54.802,23.682,5,1
pga,2023,2023,Charles Schwab Challenge,21,"Suh, Justin",22050,T16,2,Colonial Country Club,21,70,10,7:42am,70,-1.449,0.157,1.701,-0.026,1.832,0.383,278.6,0.357,0.778,0.25,54.254,21.799,2,3
pga,2023,2023,Charles Schwab Challenge,21,"Suh, Justin",22050,T16,3,Colonial Country Club,21,70,1,10:15am,66,2.733,0.573,2.556,-0.723,2.406,5.139,280.1,0.571,0.722,0.667,34.115,21.651,5,3
pga,2023,2023,Charles Schwab Challenge,21,"Suh, Justin",22050,T16,4,Colonial Country Club,21,70,1,12:40pm,74,0.299,-0.568,-2.408,0.288,-2.688,-2.389,276.6,0.643,0.278,0.643,50.112,31.341,2,5
pga,2023,2023,Charles Schwab Challenge,21,"Eckroat, Austin",26653,T16,1,Colonial Country Club,21,70,1,1:39pm,69,1.619,-2.015,0.905,0.808,-0.302,1.317,275.1,0.857,0.667,0.444,50.871,33.158,5,4
pga,2023,2023,Charles Schwab Challenge,21,"Eckroat, Austin",26653,T16,2,Colonial Country Club,21,70,10,8:59am,66,1.79,0.247,3.068,-0.722,2.593,4.383,267.0,0.643,0.722,0.8,79.196,18.092,8,2
pga,2023,2023,Charles Schwab Challenge,21,"Eckroat, Austin",26653,T16,3,Colonial Country Club,21,70,1,12:10pm,72,-1.704,0.348,-0.699,1.194,0.843,-0.861,284.5,0.714,0.444,0.636,52.322,31.686,2,3
pga,2023,2023,Charles Schwab Challenge,21,"Eckroat, Austin",26653,T16,4,Colonial Country Club,21,70,1,10:55am,71,-0.726,0.586,-0.648,1.399,1.337,0.611,289.7,0.857,0.611,0.667,62.038,28.898,3,3
pga,2023,2023,Charles Schwab Challenge,21,"Baddeley, Aaron",6252,T21,1,Colonial Country Club,21,70,1,8:37am,70,0.426,1.175,-0.411,-0.873,-0.109,0.317,264.8,0.571,0.611,0.833,63.205,31.641,4,3
pga,2023,2023,Charles Schwab Challenge,21,"Baddeley, Aaron",6252,T21,2,Colonial Country Club,21,70,10,1:17pm,71,0.0,0.675,0.777,-2.069,-0.617,-0.617,267.6,0.5,0.611,0.833,26.649,36.53,2,4
pga,2023,2023,Charles Schwab Challenge,21,"Baddeley, Aaron",6252,T21,3,Colonial Country Club,21,70,1,6:50am,71,-0.067,-0.374,0.808,-0.228,0.206,0.139,272.6,0.357,0.667,0.333,35.811,27.459,3,3
pga,2023,2023,Charles Schwab Challenge,21,"Baddeley, Aaron",6252,T21,4,Colonial Country Club,21,70,1,7:45am,67,2.633,0.925,2.09,-1.037,1.978,4.611,274.7,0.357,0.667,0.833,46.717,24.158,5,4
pga,2023,2023,Charles Schwab Challenge,21,"Fox, Ryan",11889,T21,1,Colonial Country Club,21,70,10,7:42am,67,0.077,-0.028,1.746,1.522,3.24,3.317,301.1,0.571,0.611,0.75,49.89,22.627,4,2
pga,2023,2023,Charles Schwab Challenge,21,"Fox, Ryan",11889,T21,2,Colonial Country Club,21,70,1,12:22pm,71,1.043,-1.343,-1.097,0.781,-1.66,-0.617,302.9,0.429,0.5,0.462,38.904,31.814,4,7
pga,2023,2023,Charles Schwab Challenge,21,"Fox, Ryan",11889,T21,3,Colonial Country Club,21,70,1,9:45am,69,1.255,-0.409,3.027,-1.734,0.884,2.139,291.2,0.357,0.611,0.714,62.639,18.111,7,4
pga,2023,2023,Charles Schwab Challenge,21,"Fox, Ryan",11889,T21,4,Colonial Country Club,21,70,1,11:25am,72,0.039,0.036,-1.127,0.663,-0.428,-0.389,299.3,0.571,0.5,0.556,24.322,37.174,2,5
pga,2023,2023,Charles Schwab Challenge,21,"Detry, Thomas",14181,T21,1,Colonial Country Club,21,70,1,8:48am,70,-0.74,0.62,0.255,0.182,1.057,0.317,291.0,0.5,0.667,0.667,47.612,17.002,2,2
pga,2023,2023,Charles Schwab Challenge,21,"Detry, Thomas",14181,T21,2,Colonial Country Club,21,70,10,1:28pm,68,2.13,0.534,-1.575,1.295,0.253,2.383,283.5,0.714,0.556,0.667,64.439,36.666,6,3
pga,2023,2023,Charles Schwab Challenge,21,"Detry, Thomas",14181,T21,3,Colonial Country Club,21,70,1,9:45am,71,0.026,1.083,1.467,-2.437,0.113,0.139,287.3,0.429,0.611,0.8,48.74,25.107,2,7
pga,2023,2023,Charles Schwab Challenge,21,"Detry, Thomas",14181,T21,4,Colonial Country Club,21,70,1,9:40am,70,2.663,0.838,-1.311,-0.579,-1.052,1.611,287.2,0.643,0.389,0.909,74.652,38.174,6,7
pga,2023,2023,Charles Schwab Challenge,21,"An, Byeong Hun",14459,T21,1,Colonial Country Club,21,70,10,1:28pm,67,0.324,-0.477,2.651,0.819,2.993,3.317,295.5,0.643,0.667,0.833,46.267,34.853,4,2
pga,2023,2023,Charles Schwab Challenge,21,"An, Byeong Hun",14459,T21,2,Colonial Country Club,21,70,1,8:48am,66,0.018,0.35,2.648,1.368,4.365,4.383,290.2,0.786,0.611,0.875,44.603,28.18,5,6
pga,2023,2023,Charles Schwab Challenge,21,"An, Byeong Hun",14459,T21,3,Colonial Country Club,21,70,1,12:30pm,72,-1.659,1.426,-1.392,0.764,0.798,-0.861,302.4,0.429,0.444,0.727,40.175,32.62,2,4
pga,2023,2023,Charles Schwab Challenge,21,"An, Byeong Hun",14459,T21,4,Colonial Country Club,21,70,1,12:10pm,74,-3.152,-0.615,0.504,0.874,0.763,-2.389,297.1,0.429,0.5,0.364,85.866,29.76,2,3
pga,2023,2023,Charles Schwab Challenge,21,"Bezuidenhout, Christiaan",18103,T21,1,Colonial Country Club,21,70,10,7:20am,70,-0.514,-0.747,1.797,-0.219,0.831,0.317,274.0,0.5,0.611,0.714,44.776,29.747,3,4
pga,2023,2023,Charles Schwab Challenge,21,"Bezuidenhout, Christiaan",18103,T21,2,Colonial Country Club,21,70,1,12:00pm,68,0.699,0.869,0.376,0.44,1.684,2.383,273.4,0.714,0.556,0.714,149.596,22.397,5,4
pga,2023,2023,Charles Schwab Challenge,21,"Bezuidenhout, Christiaan",18103,T21,3,Colonial Country Club,21,70,1,10:05am,70,-0.015,0.1,0.767,0.287,1.154,1.139,279.8,0.5,0.667,0.75,36.826,28.355,2,2
pga,2023,2023,Charles Schwab Challenge,21,"Bezuidenhout, Christiaan",18103,T21,4,Colonial Country Club,21,70,1,10:25am,71,1.997,-1.188,-0.75,0.552,-1.386,0.611,275.6,0.786,0.5,0.636,79.767,41.728,1,2
pga,2023,2023,Charles Schwab Challenge,21,"Hickok, Kramer",21237,T21,1,Colonial Country Club,21,70,1,7:42am,70,-1.472,0.724,0.412,0.653,1.789,0.317,277.9,0.5,0.722,0.667,62.455,24.985,3,2
pga,2023,2023,Charles Schwab Challenge,21,"Hickok, Kramer",21237,T21,2,Colonial Country Club,21,70,10,12:22pm,69,0.618,0.039,-0.082,0.809,0.765,1.383,275.3,0.857,0.667,0.833,46.883,31.077,5,5
pga,2023,2023,Charles Schwab Challenge,21,"Hickok, Kramer",21237,T21,3,Colonial Country Club,21,70,1,9:15am,71,-0.999,-0.699,1.345,0.492,1.138,0.139,279.5,0.643,0.667,0.571,65.356,25.086,1,2
pga,2023,2023,Charles Schwab Challenge,21,"Hickok, Kramer",21237,T21,4,Colonial Country Club,21,70,1,9:00am,69,0.108,0.643,0.814,1.046,2.503,2.611,279.0,0.643,0.722,0.6,10.591,32.594,4,2
pga,2023,2023,Charles Schwab Challenge,21,"Smotherman, Austin",22985,T21,1,Colonial Country Club,21,70,10,7:31am,67,1.872,1.02,0.294,0.131,1.445,3.317,276.7,0.714,0.556,0.625,36.649,28.182,5,4
pga,2023,2023,Charles Schwab Challenge,21,"Smotherman, Austin",22985,T21,2,Colonial Country Club,21,70,1,12:11pm,73,0.422,-0.923,-1.918,-0.198,-3.039,-2.617,287.2,0.429,0.5,0.5,63.056,36.112,3,2
pga,2023,2023,Charles Schwab Challenge,21,"Smotherman, Austin",22985,T21,3,Colonial Country Club,21,70,1,8:10am,70,1.084,0.781,-0.846,0.12,0.055,1.139,285.1,0.357,0.667,0.571,82.336,32.406,3,3
pga,2023,2023,Charles Schwab Challenge,21,"Smotherman, Austin",22985,T21,4,Colonial Country Club,21,70,1,9:10am,69,3.627,-0.482,0.591,-1.125,-1.016,2.611,285.1,0.286,0.333,0.692,47.67,26.916,3,4
pga,2023,2023,Charles Schwab Challenge,21,"Young, Carson",23656,T21,1,Colonial Country Club,21,70,1,1:39pm,69,3.923,-1.902,-0.926,0.222,-2.606,1.317,276.5,0.643,0.556,0.667,52.028,33.724,3,3
pga,2023,2023,Charles Schwab Challenge,21,"Young, Carson",23656,T21,2,Colonial Country Club,21,70,10,8:59am,66,3.457,0.618,1.218,-0.91,0.926,4.383,272.0,0.5,0.611,0.75,50.435,27.345,3,0
pga,2023,2023,Charles Schwab Challenge,21,"Young, Carson",23656,T21,3,Colonial Country Club,21,70,1,12:10pm,75,-3.553,0.608,0.54,-1.456,-0.308,-3.861,275.3,0.5,0.722,0.4,42.882,25.832,1,6
pga,2023,2023,Charles Schwab Challenge,21,"Young, Carson",23656,T21,4,Colonial Country Club,21,70,1,8:50am,69,1.49,-0.399,2.466,-0.946,1.121,2.611,271.2,0.357,0.667,0.5,106.459,24.696,4,2
pga,2023,2023,Charles Schwab Challenge,21,"Harman, Brian",8825,T29,1,Colonial Country Club,21,70,1,8:04am,70,-1.336,0.219,3.008,-1.574,1.653,0.317,281.7,0.357,0.611,0.667,53.526,26.192,4,5
pga,2023,2023,Charles Schwab Challenge,21,"Harman, Brian",8825,T29,2,Colonial Country Club,21,70,10,12:44pm,69,1.273,-0.707,0.36,0.458,0.11,1.383,284.7,0.714,0.556,0.778,60.076,24.973,2,2
pga,2023,2023,Charles Schwab Challenge,21,"Harman, Brian",8825,T29,3,Colonial Country Club,21,70,1,9:05am,67,-0.455,1.191,2.303,1.1,4.594,4.139,288.0,0.786,0.778,1.0,27.968,26.734,3,0
pga,2023,2023,Charles Schwab Challenge,21,"Harman, Brian",8825,T29,4,Colonial Country Club,21,70,1,12:10pm,74,0.691,-0.521,-2.547,-0.012,-3.08,-2.389,277.9,0.5,0.333,0.643,44.203,34.761,1,2
