player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Scheffler, Scottie",150,2.652,26,0.021,0.005,-0.061,0.232,0.003,-0.207,-0.010,0.110,-0.106,2.744,2.735,"Charles Schwab Challenge","Colonial Country Club"
"Finau, Tony",150,1.786,33,-0.004,-0.028,0.006,0.010,0.171,-0.119,-0.003,0.093,-0.028,1.913,2.716,"Charles Schwab Challenge","Colonial Country Club"
"Spieth, Jordan",150,1.462,29,0.010,-0.009,-0.020,0.123,0.299,-0.113,0.005,0.086,-0.023,1.842,2.796,"Charles Schwab Challenge","Colonial Country Club"
"Im, Sungjae",150,1.535,25,0.027,0.016,0.004,0.121,0.024,-0.011,-0.012,0.087,0.065,1.792,2.744,"Charles Schwab Challenge","Colonial Country Club"
"Hovland, Viktor",150,1.707,25,0.025,0.003,-0.011,0.087,0.005,-0.154,-0.007,0.054,-0.106,1.710,2.761,"Charles Schwab Challenge","Colonial Country Club"
"Morikawa, Collin",150,1.477,26,0.023,-0.024,0.012,0.056,0.047,-0.012,-0.015,0.053,0.027,1.617,2.772,"Charles Schwab Challenge","Colonial Country Club"
"Homa, Max",150,1.365,32,0.001,0.034,0.017,-0.114,0.019,-0.062,-0.004,0.092,0.027,1.348,2.730,"Charles Schwab Challenge","Colonial Country Club"
"Fleetwood, Tommy",150,1.302,32,0.001,-0.036,-0.043,0.088,-0.028,-0.044,-0.004,0.076,0.029,1.313,2.705,"Charles Schwab Challenge","Colonial Country Club"
"Henley, Russell",150,1.193,34,-0.005,-0.058,0.001,0.070,-0.029,0.085,-0.019,0.059,0.124,1.296,2.732,"Charles Schwab Challenge","Colonial Country Club"
"Kirk, Chris",150,0.955,38,-0.019,-0.019,0.048,-0.033,0.226,0.043,-0.006,0.070,0.107,1.265,2.717,"Charles Schwab Challenge","Colonial Country Club"
"Fowler, Rickie",150,1.219,34,-0.006,-0.017,0.058,0.025,-0.001,-0.106,-0.003,0.073,-0.035,1.242,2.725,"Charles Schwab Challenge","Colonial Country Club"
"Rose, Justin",150,1.284,42,-0.036,-0.078,0.094,-0.261,0.094,0.004,-0.004,0.081,0.082,1.180,2.761,"Charles Schwab Challenge","Colonial Country Club"
"Burns, Sam",150,0.993,26,0.021,0.058,-0.002,0.147,0.003,-0.159,0.004,0.067,-0.087,1.133,2.779,"Charles Schwab Challenge","Colonial Country Club"
"Kim, Si Woo",150,0.925,27,0.017,-0.010,0.013,0.106,-0.027,0.052,-0.013,0.051,0.091,1.115,2.729,"Charles Schwab Challenge","Colonial Country Club"
"McCarthy, Denny",150,1.111,30,0.009,-0.020,-0.022,-0.090,-0.020,0.059,-0.005,0.090,0.145,1.113,2.704,"Charles Schwab Challenge","Colonial Country Club"
"Jaeger, Stephan",150,0.740,33,-0.005,0.053,-0.020,0.258,-0.036,-0.051,0.001,0.043,-0.007,0.983,2.722,"Charles Schwab Challenge","Colonial Country Club"
"Harman, Brian",150,0.705,36,-0.013,-0.106,-0.023,0.127,0.206,0.069,-0.012,0.027,0.084,0.980,2.737,"Charles Schwab Challenge","Colonial Country Club"
"Lee, Kyounghoon",150,0.900,31,0.003,0.001,-0.021,0.012,-0.035,-0.017,-0.005,0.051,0.029,0.890,2.738,"Charles Schwab Challenge","Colonial Country Club"
"Taylor, Nick",150,0.772,35,-0.009,-0.006,0.024,-0.110,0.065,0.082,-0.003,0.059,0.138,0.874,2.720,"Charles Schwab Challenge","Colonial Country Club"
"Davis, Cameron",150,0.727,28,0.016,0.058,-0.006,0.173,0.032,-0.175,0.007,0.027,-0.141,0.858,2.751,"Charles Schwab Challenge","Colonial Country Club"
"Poston, J.T.",150,0.668,29,0.010,-0.022,-0.002,0.036,0.054,0.026,-0.003,0.047,0.070,0.814,2.743,"Charles Schwab Challenge","Colonial Country Club"
"Todd, Brendon",150,0.760,37,-0.019,-0.112,0.011,-0.300,0.098,0.282,-0.016,0.095,0.362,0.801,2.729,"Charles Schwab Challenge","Colonial Country Club"
"Putnam, Andrew",150,0.604,34,-0.006,-0.043,0.009,-0.106,0.083,0.194,-0.011,0.072,0.255,0.796,2.696,"Charles Schwab Challenge","Colonial Country Club"
"Moore, Taylor",150,0.877,29,0.010,0.021,0.003,-0.039,-0.043,-0.091,-0.001,0.047,-0.046,0.783,2.723,"Charles Schwab Challenge","Colonial Country Club"
"Hossler, Beau",150,0.605,28,0.016,0.010,0.003,0.138,0.023,-0.117,0.004,0.062,-0.050,0.746,2.782,"Charles Schwab Challenge","Colonial Country Club"
"Rodgers, Patrick",150,0.744,30,0.007,0.041,-0.030,0.028,0.023,-0.133,0.007,0.043,-0.083,0.731,2.717,"Charles Schwab Challenge","Colonial Country Club"
"Herbert, Lucas",150,0.549,27,0.019,0.080,0.018,0.098,-0.011,-0.120,0.009,0.049,-0.062,0.690,2.782,"Charles Schwab Challenge","Colonial Country Club"
"Buckley, Hayden",150,0.719,27,0.020,-0.001,0.005,0.066,-0.044,-0.080,-0.011,-0.005,-0.096,0.669,2.767,"Charles Schwab Challenge","Colonial Country Club"
"Spaun, J.J.",150,0.602,32,-0.000,0.010,0.007,0.032,-0.064,0.028,-0.009,0.029,0.048,0.635,2.754,"Charles Schwab Challenge","Colonial Country Club"
"Hoge, Tom",150,0.687,34,-0.005,-0.021,0.007,-0.141,0.029,0.030,-0.007,0.035,0.058,0.616,2.757,"Charles Schwab Challenge","Colonial Country Club"
"Kitayama, Kurt",150,0.648,30,0.008,0.043,0.000,0.012,-0.001,-0.162,0.007,0.039,-0.116,0.593,2.802,"Charles Schwab Challenge","Colonial Country Club"
"Rai, Aaron",150,0.398,28,0.016,0.003,0.007,0.108,-0.032,0.080,-0.015,0.011,0.076,0.575,2.721,"Charles Schwab Challenge","Colonial Country Club"
"Bezuidenhout, Christiaan",150,0.501,29,0.013,-0.055,-0.005,-0.097,0.008,0.143,-0.008,0.061,0.196,0.562,2.735,"Charles Schwab Challenge","Colonial Country Club"
"Cole, Eric",150,0.608,34,-0.008,0.020,-0.033,-0.084,-0.054,0.030,0.009,0.048,0.086,0.535,2.754,"Charles Schwab Challenge","Colonial Country Club"
"English, Harris",150,0.439,33,-0.004,-0.025,-0.045,-0.091,0.150,0.036,-0.004,0.067,0.099,0.523,2.764,"Charles Schwab Challenge","Colonial Country Club"
"Grillo, Emiliano",150,0.489,30,0.007,0.003,-0.029,-0.065,0.139,-0.035,-0.006,0.008,-0.033,0.511,2.766,"Charles Schwab Challenge","Colonial Country Club"
"Smalley, Alex",150,0.460,26,0.022,0.064,-0.018,0.080,-0.001,-0.112,-0.003,0.009,-0.105,0.502,2.763,"Charles Schwab Challenge","Colonial Country Club"
"An, Byeong Hun",150,0.451,31,0.004,0.002,-0.005,0.265,-0.026,-0.225,0.012,0.021,-0.191,0.500,2.759,"Charles Schwab Challenge","Colonial Country Club"
"Palmer, Ryan",150,0.212,46,-0.050,0.013,0.010,0.107,0.225,-0.035,-0.001,-0.022,-0.057,0.459,2.776,"Charles Schwab Challenge","Colonial Country Club"
"Fox, Ryan",150,0.568,36,-0.013,-0.007,0.005,0.094,-0.054,-0.203,0.015,0.027,-0.161,0.432,2.781,"Charles Schwab Challenge","Colonial Country Club"
"Lee, Min Woo",150,0.447,24,0.028,0.045,0.002,0.128,-0.026,-0.262,0.008,0.053,-0.201,0.424,2.777,"Charles Schwab Challenge","Colonial Country Club"
"Griffin, Ben",150,0.366,27,0.020,0.082,0.045,-0.057,-0.054,-0.073,0.009,0.053,-0.010,0.392,2.763,"Charles Schwab Challenge","Colonial Country Club"
"NeSmith, Matthew",150,0.359,29,0.011,-0.019,-0.018,-0.009,-0.017,0.045,-0.007,0.013,0.051,0.359,2.753,"Charles Schwab Challenge","Colonial Country Club"
"Detry, Thomas",150,0.445,30,0.008,0.055,0.000,0.015,-0.054,-0.153,0.002,0.039,-0.112,0.358,2.784,"Charles Schwab Challenge","Colonial Country Club"
"Hubbard, Mark",150,0.245,34,-0.005,-0.023,0.024,-0.055,0.002,0.142,-0.008,0.022,0.156,0.344,2.713,"Charles Schwab Challenge","Colonial Country Club"
"Bramlett, Joseph",150,0.449,35,-0.009,0.027,-0.025,0.165,-0.045,-0.239,0.010,0.002,-0.227,0.335,2.715,"Charles Schwab Challenge","Colonial Country Club"
"Noren, Alex",150,0.532,40,-0.029,0.065,-0.065,-0.262,-0.034,0.028,0.003,0.080,0.111,0.318,2.702,"Charles Schwab Challenge","Colonial Country Club"
"Martin, Ben",150,0.275,35,-0.011,-0.049,0.019,-0.076,0.083,0.061,-0.006,-0.000,0.055,0.296,2.783,"Charles Schwab Challenge","Colonial Country Club"
