"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","All Defenders","LA","44.42307769","56.95353556"
"DeAndre Hopkins","ARZ","Jalen Ramsey","LA","45.1614354","45.25075428"
"DeAndre Hopkins","ARZ","Darious Williams","LA","73.4795008","2.535602611"
"DeAndre Hopkins","ARZ","Dont'e Deayon","LA","80.19885782","9.167178669"
"A.J. Green","ARZ","All Defenders","LA","24.04403628","55.54601355"
"A.J. Green","ARZ","Jalen Ramsey","LA","14.88454654","1.701966989"
"A.J. Green","ARZ","Darious Williams","LA","35.64409687","48.42869705"
"A.J. Green","ARZ","Dont'e Deayon","LA","48.79471683","5.415349511"
"Christian Kirk","ARZ","All Defenders","LA","26.86901191","51.29109608"
"Christian Kirk","ARZ","Jalen Ramsey","LA","15.54779917","6.177919135"
"Christian Kirk","ARZ","Darious Williams","LA","36.4729281","5.172211369"
"Christian Kirk","ARZ","Dont'e Deayon","LA","49.48266331","39.94096557"
"Olamide Zaccheaus","ATL","All Defenders","CAR","34.52203532","38.03050153"
"Olamide Zaccheaus","ATL","C.J. Henderson","CAR","67.22359652","18.81830092"
"Olamide Zaccheaus","ATL","Stephon Gilmore","CAR","6.443778439","7.816620119"
"Olamide Zaccheaus","ATL","Myles Hartsfield","CAR","41.25427439","11.57043281"
"Tajae Sharpe","ATL","All Defenders","CAR","15.58881954","39.15647602"
"Tajae Sharpe","ATL","C.J. Henderson","CAR","55.05752646","15.26177609"
"Tajae Sharpe","ATL","Stephon Gilmore","CAR","0.00212","10.94531416"
"Tajae Sharpe","ATL","Myles Hartsfield","CAR","28.63524404","12.64106706"
"Russell Gage","ATL","All Defenders","CAR","39.5956944","46.46371579"
"Russell Gage","ATL","C.J. Henderson","CAR","79.30317054","9.154561103"
"Russell Gage","ATL","Stephon Gilmore","CAR","21.53897414","12.26365733"
"Russell Gage","ATL","Myles Hartsfield","CAR","53.78358834","24.70004222"
"Sammy Watkins","BLT","All Defenders","CLV","0.412500276","39.9051592"
"Sammy Watkins","BLT","Denzel Ward","CLV","11.69585788","26.23247517"
"Sammy Watkins","BLT","Greg Newsome II","CLV","24.06417344","8.108219598"
"Sammy Watkins","BLT","Troy Hill","CLV","40.39659276","5.56446443"
"Marquise Brown","BLT","All Defenders","CLV","37.30634794","57.90770704"
"Marquise Brown","BLT","Denzel Ward","CLV","28.9758398","8.474298592"
"Marquise Brown","BLT","Greg Newsome II","CLV","45.65803995","29.66004507"
"Marquise Brown","BLT","Troy Hill","CLV","58.31993328","19.77336338"
"Devin Duvernay","BLT","All Defenders","CLV","3.020503447","38.81663623"
"Devin Duvernay","BLT","Denzel Ward","CLV","3.15363304","10.05491179"
"Devin Duvernay","BLT","Greg Newsome II","CLV","13.38941327","6.547384424"
"Devin Duvernay","BLT","Troy Hill","CLV","31.5363286","21.86358727"
"Stefon Diggs","BUF","All Defenders","TB","71.93640625","54.43044263"
"Stefon Diggs","BUF","Jamel Dean","TB","54.66277599","21.11525792"
"Stefon Diggs","BUF","Carlton Davis","TB","80.47347711","21.93640684"
"Stefon Diggs","BUF","Sean Murphy-Bunting","TB","83.49419832","11.02685691"
"Emmanuel Sanders","BUF","All Defenders","TB","22.1812624","55.25159155"
"Emmanuel Sanders","BUF","Jamel Dean","TB","26.19981271","24.39985359"
"Emmanuel Sanders","BUF","Carlton Davis","TB","44.90483867","20.52872298"
"Emmanuel Sanders","BUF","Sean Murphy-Bunting","TB","53.97151797","10.32301498"
"Cole Beasley","BUF","All Defenders","TB","45.01138218","49.03432117"
"Cole Beasley","BUF","Jamel Dean","TB","31.1466019","5.463446757"
"Cole Beasley","BUF","Carlton Davis","TB","51.08657577","6.636516642"
"Cole Beasley","BUF","Sean Murphy-Bunting","TB","59.10248323","37.46512981"
"Robby Anderson","CAR","All Defenders","ATL","14.13546766","57.7279749"
"Robby Anderson","CAR","Fabian Moreau","ATL","32.31736724","20.14064902"
"Robby Anderson","CAR","A.J. Terrell","ATL","4.707154264","17.19010808"
"Robby Anderson","CAR","Richie Grant","ATL","56.51826489","20.3972178"
"D.J. Moore","CAR","All Defenders","ATL","47.31917641","58.49768123"
"D.J. Moore","CAR","Fabian Moreau","ATL","56.8747056","22.06491485"
"D.J. Moore","CAR","A.J. Terrell","ATL","35.39514274","25.65687773"
"D.J. Moore","CAR","Richie Grant","ATL","81.98990829","10.00618232"
"Brandon Zylstra","CAR","All Defenders","ATL","45.49340815","30.05613346"
"Brandon Zylstra","CAR","Fabian Moreau","ATL","46.52937846","3.954754402"
"Brandon Zylstra","CAR","A.J. Terrell","ATL","22.46714234","3.163803522"
"Brandon Zylstra","CAR","Richie Grant","ATL","71.25940974","22.93757553"
"Damiere Byrd","CHI","All Defenders","GB","6.878376719","35.39501803"
"Damiere Byrd","CHI","Rasul Douglas","GB","20.88531912","14.63701082"
"Damiere Byrd","CHI","Eric Stokes","GB","24.20525148","7.327634276"
"Damiere Byrd","CHI","Chandon Sullivan","GB","36.21521581","13.84248814"
"Darnell Mooney","CHI","All Defenders","GB","55.10520423","57.01194678"
"Darnell Mooney","CHI","Rasul Douglas","GB","49.3600493","14.31806883"
"Darnell Mooney","CHI","Eric Stokes","GB","59.78859438","20.17546062"
"Darnell Mooney","CHI","Chandon Sullivan","GB","65.75010116","21.99776029"
"Jakeem Grant","CHI","All Defenders","GB","35.41835011","30.45021642"
"Jakeem Grant","CHI","Rasul Douglas","GB","41.6308778","8.246933613"
"Jakeem Grant","CHI","Eric Stokes","GB","50.12986335","3.806277052"
"Jakeem Grant","CHI","Chandon Sullivan","GB","57.73316148","15.22510821"
"Ja'Marr Chase","CIN","All Defenders","SF","91.08033574","61.5471254"
"Ja'Marr Chase","CIN","Josh Norman","SF","69.70781659","30.7735627"
"Ja'Marr Chase","CIN","Ambry Thomas","SF","98.46123956","19.74409996"
"Ja'Marr Chase","CIN","K'Waun Williams","SF","54.61723144","10.75713032"
"Tee Higgins","CIN","All Defenders","SF","94.239","54.89909051"
"Tee Higgins","CIN","Josh Norman","SF","90.0177335","16.01871479"
"Tee Higgins","CIN","Ambry Thomas","SF","97.2828","25.66104797"
"Tee Higgins","CIN","K'Waun Williams","SF","75.68331577","13.06380624"
"Tyler Boyd","CIN","All Defenders","SF","61.84710519","57.87063782"
"Tyler Boyd","CIN","Josh Norman","SF","76.07295197","8.131822753"
"Tyler Boyd","CIN","Ambry Thomas","SF","97.124","8.131822753"
"Tyler Boyd","CIN","K'Waun Williams","SF","61.21934997","41.60699232"
"Donovan Peoples-Jones","CLV","All Defenders","BLT","32.945316","47.5005472"
"Donovan Peoples-Jones","CLV","Jimmy Smith","BLT","42.53198932","16.44249711"
