"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"T.J. Hockenson","490","24","0.43","76","1.84","78.8","32","Alex Anzalone","439","13","0.19","75","0.9","67.6"
"Hunter Henry","370","17","0.32","68","1.13","69.2","13","Josey Jewell","315","11","0.21","85","1","66.4"
"Juwan Johnson","237","16","0.22","59","0.8","48.9","9","Troy Reeder","62","16","0.39","80","1.66","54"
"Darren Waller","272","20","0.32","73","1.56","69.2","16","Shaquille Leonard","224","11","0.17","83","0.79","59"
"Tyler Conklin","377","18","0.27","74","1.39","66.7","6","Khaleke Hudson","80","21","0.46","76","1.51","59.5"
"Dallas Goedert","367","17","0.29","72","1.28","72.1","14","Isaiah Simmons","162","12","0.19","80","0.9","70.3"
"Pat Freiermuth","215","18","0.29","69","1.13","68.1","22","Logan Wilson","506","14","0.26","80","1.18","61.4"
"Noah Fant","273","13","0.23","75","1.3","62.6","-9","Jack Gibbens","272","8","0.12","74","0.62","73"
"George Kittle","387","19","0.46","73","2.24","88.8","25","Patrick Queen","516","11","0.19","83","0.82","77.3"
"Cade Otton","463","12","0.23","74","0.88","55.1","-19","Foyesade Oluokun","509","14","0.24","84","0.91","79.3"
"Chigoziem Okonkwo","329","19","0.25","70","1.2","59.9","-5","Jordyn Brooks","375","17","0.26","84","1.22","63.7"
"Logan Thomas","444","14","0.24","72","0.97","59","-33","C.J. Mosley","470","10","0.17","79","0.78","82.1"
"Trey McBride","310","27","0.48","79","2.3","81.8","28","Tremaine Edmunds","413","12","0.25","84","0.91","57.3"
"Kyle Pitts","377","20","0.31","62","1.55","68.8","7","E.J. Speed","276","16","0.18","67","0.73","64.3"
"Isaiah Likely","213","13","0.3","82","1.32","59.2","-14","Dre Greenlaw","465","17","0.27","68","0.99","68.8"
"Dawson Knox","202","15","0.19","60","0.68","54.4","18","Eric Kendricks","365","13","0.22","80","1.12","68.3"
"Tommy Tremble","184","11","0.25","80","0.64","55.2","-8","Quay Walker","330","14","0.26","82","1.14","57.5"
"Cole Kmet","391","20","0.41","84","1.46","72.8","21","Josh Woods","262","11","0.26","79","0.77","32.7"
"Tanner Hudson","151","25","0.46","87","1.97","80","30","Mykal Walker","107","19","0.48","70","1.24","47.9"
"David Njoku","466","22","0.36","66","1.51","66.9","12","Christian Harris","303","16","0.25","81","1.03","60.8"
"Jake Ferguson","423","18","0.35","73","1.45","73","4","Duke Riley","123","13","0.17","69","0.76","80.2"
"Adam Trautman","310","10","0.18","67","0.56","52.1","-21","Ja'Whaun Bentley","362","10","0.18","80","0.86","71.8"
"Sam LaPorta","427","23","0.47","73","1.78","76.1","10","Ivan Pace Jr.","264","12","0.15","84","0.52","78.5"
"Tucker Kraft","213","11","0.24","78","1.01","63.7","20","Kamu Grugier-Hill","124","12","0.24","80","0.92","51"
"Dalton Schultz","351","18","0.36","70","1.46","74.4","9","D'Anthony Bell","55","11","0.12","67","0.49","70.1"
"Andrew Ogletree","128","15","0.28","47","1.15","69.4","-22","Nate Landman","274","14","0.25","79","0.98","73.9"
"Evan Engram","499","21","0.36","83","1.46","70.6","1","K.J. Britt","68","9","0.13","83","0.59","76.2"
"Travis Kelce","439","24","0.47","80","2.1","81.7","46","Robert Spillane","465","12","0.21","81","1","75.5"
"Tyler Higbee","398","14","0.23","68","1.01","58","-7","Tyrann Mathieu","506","6","0.12","58","0.47","75.1"
"Gerald Everett","264","20","0.34","75","1.27","64.7","20","Terrel Bernard","449","13","0.23","78","1.01","65.8"
"Michael Mayer","273","14","0.25","73","1.11","59.2","-3","Nick Bolton","178","12","0.17","76","0.83","68.1"
"Durham Smythe","320","9","0.15","80","0.71","50.5","-44","Markquese Bell","279","13","0.18","72","0.86","83.4"
