team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,14,502,10,64,502,89.6,89,15
ATL,2,14,492,19,63,492,88.0,100,18
JAX,15,14,583,21,94,583,86.9,134,19
IND,14,14,547,16,104,547,86.7,133,13
LV,23,14,500,17,78,500,86.5,115,20
DAL,9,14,568,22,96,568,86.4,136,18
BUF,4,14,549,20,113,549,86.2,142,9
DEN,10,14,484,18,98,484,86.2,125,9
HST,13,14,541,20,102,541,85.4,140,18
GB,12,14,535,20,105,535,85.3,141,16
DET,11,14,533,34,95,533,85.1,144,15
BLT,3,14,502,17,97,502,85.1,132,18
KC,16,14,592,28,121,592,85.1,163,14
MIN,18,14,581,45,93,581,84.9,157,19
NO,20,15,587,21,111,587,84.7,156,24
CLV,8,14,587,21,118,587,84.4,161,22
TB,30,14,528,18,109,528,84.2,147,20
CIN,7,14,572,28,109,572,83.8,161,24
PHI,24,14,542,14,140,542,83.4,167,13
LAC,27,14,584,36,117,584,83.0,176,23
LA,26,15,570,36,123,570,82.9,177,18
ARZ,1,14,526,29,100,526,82.8,155,26
SF,28,14,437,18,107,437,82.7,138,13
PIT,25,14,488,26,114,488,82.6,155,15
WAS,32,14,639,31,138,639,82.2,198,29
CHI,6,14,522,27,131,522,81.6,175,17
NE,19,14,521,22,123,521,80.9,172,27
SEA,29,14,528,26,136,528,79.9,187,25
CAR,5,14,583,22,154,583,79.9,205,29
NYG,21,14,541,16,153,541,77.7,205,36
NYJ,22,14,571,34,146,571,76.4,225,45
TEN,31,14,482,47,126,482,74.6,209,36
