player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Nick Folk,3794,K,TEN,1,2,2,3.96,39.0,40.5,3.0,0,0,0,1,31,59.0,0,41,0,0,50.0,3,1,2,7.91,78,0,81
Thomas Morstead,5088,P,NYJ,14,81,81,4.4,42.23,49.43,11.3,0,0,6,23,22,79.8,32,62,5,0,50.6,463,41,81,356.05,3421,6,4004
Bryan Anger,7072,P,DAL,13,37,37,4.56,45.49,51.43,9.5,0,0,3,12,9,83.6,16,63,1,0,51.4,180,19,37,168.74,1683,2,1903
Johnny Hekker,7252,P,CAR,14,67,67,4.29,42.94,46.93,6.9,0,1,11,22,5,59.4,24,69,3,1,40.3,187,27,67,287.75,2877,4,3144
Sam Martin,7947,P,BUF,14,40,40,4.21,37.75,44.8,13.1,0,0,4,12,4,68.6,14,70,4,0,42.5,222,17,40,168.22,1510,3,1792
Brad Wing,8256,P,PIT,2,11,11,4.48,38.91,45.0,6.8,0,0,0,4,25,58.9,3,52,1,0,36.4,27,4,11,49.3,428,2,495
Tress Way,8358,P,WAS,14,62,62,4.34,41.61,46.15,8.0,0,0,7,22,32,53.7,26,66,1,0,48.4,241,30,62,269.15,2580,2,2861
Bradley Pinion,9598,P,ATL,14,64,64,4.45,41.42,46.98,11.7,0,0,5,20,2,89.9,27,62,10,0,42.2,316,27,64,284.74,2651,2,3007
Riley Dixon,10862,P,DEN,14,62,62,4.29,42.03,45.76,6.3,0,0,5,25,10,69.7,22,68,4,0,38.7,151,24,62,266.03,2606,4,2837
Rigoberto Sanchez,12130,P,IND,14,57,57,4.25,42.44,47.77,9.8,1,0,9,10,14,62.2,23,69,7,0,54.4,304,31,58,242.23,2419,0,2723
Cameron Johnston,12255,P,HST,10,51,51,4.29,44.08,47.57,6.2,0,0,7,20,13,63.8,21,74,2,0,37.3,118,19,51,218.91,2248,3,2426
Greg Joseph,22842,K,MIN,1,1,1,2.96,-3.0,14.0,17.0,0,0,0,0,18,60.0,0,14,0,0,0.0,17,0,1,2.96,-3,0,14
Corey Bojorquez,27626,P,CLV,14,77,77,4.31,42.21,49.45,9.9,0,0,5,13,8,75.0,29,73,12,0,49.4,378,38,77,331.91,3250,9,3808
Logan Cooke,29214,P,JAX,14,56,56,4.31,43.52,47.23,6.7,0,0,4,21,15,77.0,29,62,8,0,33.9,128,19,56,241.14,2437,4,2645
Tommy Townsend,33007,P,KC,14,48,48,4.47,41.92,47.48,11.5,0,0,9,15,16,65.3,15,68,3,0,37.5,207,18,48,214.49,2012,3,2279
Jake Bailey,33963,P,MIA,14,43,43,4.48,41.23,44.56,7.4,0,0,6,16,17,73.2,17,66,5,0,32.6,103,14,43,192.73,1773,2,1916
Jack Fox,34735,P,DET,14,45,45,4.59,41.11,45.33,7.9,0,0,6,16,11,68.1,24,62,2,0,42.2,150,19,45,206.74,1850,2,2040
Michael Dickson,35381,P,SEA,13,55,55,4.42,44.35,50.04,6.7,0,0,8,9,29,77.5,22,73,3,0,52.7,193,29,55,242.91,2439,6,2752
AJ Cole,36038,P,LV,14,60,60,4.26,45.73,51.52,9.1,0,0,2,17,23,85.3,29,83,10,0,41.7,227,25,60,255.61,2744,6,3091
JK Scott,38809,P,LAC,14,62,62,4.72,42.27,46.34,8.2,0,0,7,26,27,76.0,27,83,4,0,33.9,172,21,62,292.78,2621,4,2873
Mitch Wishnowsky,44663,P,SF,14,45,45,4.35,43.07,47.71,9.4,0,0,10,12,28,71.4,25,67,3,0,40.0,169,18,45,195.82,1938,2,2147
