player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Braden Mann,44664,P,PHI,12,36,36,4.32,43.47,48.94,8.9,0,0,8,5,24,62.8,14,63,2,0,55.6,177,20,36,155.68,1565,1,1762
Nolan Cooney,44995,P,ARZ,4,13,13,4.56,40.31,45.54,6.9,0,0,1,3,1,58.4,2,56,1,0,53.8,48,7,13,59.26,524,1,592
Blake Gillikin,45045,P,ARZ,10,42,42,4.28,42.93,50.36,10.8,0,0,6,6,1,68.1,8,66,2,0,64.3,292,27,42,179.64,1803,1,2115
Ryan Stonehouse,52045,P,TEN,12,53,53,4.27,44.7,53.06,11.0,2,0,6,7,31,73.8,30,74,8,0,41.5,243,22,55,226.39,2369,10,2812
Daniel Whelan,57639,P,GB,14,52,52,4.5,38.94,45.98,12.7,0,0,4,21,12,73.4,20,68,1,0,40.4,266,21,52,234.17,2025,5,2391
Jordan Stout,57649,P,BLT,14,54,54,4.27,40.19,47.78,12.7,1,0,3,14,3,74.3,27,67,7,0,48.1,330,26,55,230.7,2170,4,2580
Bryce Baringer,60274,P,NE,14,78,78,4.24,41.38,47.21,9.5,0,0,7,19,19,67.9,33,79,12,0,42.3,314,33,78,330.38,3228,7,3682
Brad Robbins,60291,P,CIN,14,63,63,4.23,39.7,43.98,6.5,0,0,4,21,7,58.2,21,62,7,0,41.3,170,26,63,266.36,2501,5,2771
Trenton Gill,60295,P,CHI,14,55,55,4.25,37.2,45.38,13.0,0,0,7,11,6,62.4,16,62,5,0,49.1,350,27,55,234.01,2046,5,2496
Pressley Harvin III,62973,P,PIT,12,66,66,4.44,39.27,44.38,9.9,0,0,8,20,25,58.1,28,63,9,0,36.4,237,24,66,292.84,2592,5,2929
Jamie Gillan,63303,P,NYG,14,81,81,4.2,43.06,46.47,5.6,0,0,8,28,21,62.8,33,74,6,0,43.2,196,35,81,340.45,3488,4,3764
Ryan Wright,77591,P,MIN,14,49,49,4.35,41.9,47.84,7.8,0,0,2,13,18,64.6,16,63,6,0,44.9,171,22,49,213.03,2053,6,2344
Arryn Siposs,82019,P,PHI,2,8,8,4.32,38.38,43.38,8.0,0,0,1,2,24,59.1,2,54,0,0,62.5,40,5,8,34.59,307,0,347
Jake Camarda,82636,P,TB,14,64,64,4.34,42.33,50.25,11.8,0,0,7,10,30,71.2,26,74,9,0,48.4,367,31,64,277.56,2709,7,3216
Lou Hedley,98796,P,NO,15,65,65,4.02,39.43,42.66,5.2,0,0,9,22,20,53.9,30,62,5,0,38.5,130,25,65,261.09,2563,4,2773
Ty Zentner,99465,P,TEN,6,27,27,4.23,39.78,44.3,8.4,0,0,2,12,31,46.3,6,58,4,0,18.5,42,5,27,114.28,1074,4,1196
Ethan Evans,112090,P,LA,15,56,56,4.36,39.79,48.54,14.2,1,0,5,12,26,73.2,19,72,7,0,46.4,370,26,57,243.94,2228,6,2718
