player_id,team,opp,pos,name,fpts,proj_own,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1181702,MICH,TCU,WR,Hunter Neff,,0,0,0,3000,,,1181702
1381902,IOWA,UK,RB,Kaleb Johnson,9.29,14,0,0,4400,,,1381902
1074727,MICH,TCU,WR,Carter Selzer,,0,0,0,3000,,,1074727
1395949,UGA,OSU,RB,Andrew Paul,,0,0,0,3000,,,1395949
1180812,TCU,MICH,WR,Brent Matiscik,,0,0,0,3000,,,1180812
1181659,MICH,TCU,WR,Cornelius Johnson,7.49,7,0,0,4800,,,1181659
1182627,UGA,OSU,RB,Sevaughn Clark,0.32,1,0,0,3000,,,1182627
1074706,MICH,TCU,WR,Joel Honigford,0.52,1,0,0,3000,,,1074706
1285917,UGA,OSU,WR,Brock Bowers,15.65,34,0,0,6300,,,1285917
976505,KSU,BAMA,WR,Kade Warner,7.32,9,0,0,4300,,,976505
1181638,MICH,TCU,WR,Mathew Harrison,,0,0,0,3000,,,1181638
143641,BAMA,KSU,RB,Trey Sanders,,0,0,0,3000,,,143641
1229171,TCU,MICH,QB,Chandler Morris,,0,0,0,6100,,,1229171
1172839,UK,IOWA,WR,Tae Tae Crumes,,0,0,0,3000,,,1172839
1285908,UGA,OSU,WR,Adonai Mitchell,4.24,1,0,0,4300,,,1285908
1381918,IOWA,UK,QB,Carson May,,0,0,0,5000,,,1381918
1229096,TCU,MICH,WR,Ben Reppenhagen,,0,0,0,3000,,,1229096
1214082,OSU,UGA,WR,Julian Fleming,7.43,5,0,0,5500,,,1214082
1229691,MICH,TCU,WR,Sam Staruch,,0,0,0,3000,,,1229691
1406560,TCU,MICH,RB,Brant Ahlfinger,,0,0,0,3000,,,1406560
1406571,TCU,MICH,WR,Hunter Krepp,,0,0,0,3000,,,1406571
1329285,UGA,OSU,QB,Collin Drake,,0,0,0,4500,,,1329285
1229681,MICH,TCU,RB,Isaiah Gash,1.7,1,0,0,3300,,,1229681
1109671,IOWA,UK,WR,Nico Ragaini,7.58,10,0,0,4000,,,1109671
1214084,OSU,UGA,QB,C.J. Stroud,22.78,26,0,5,8200,,,1214084
1229693,MICH,TCU,WR,Matthew Hibner,,0,0,0,3000,,,1229693
1118670,MICH,TCU,WR,Zach Peterson,,0,0,0,3000,,,1118670
1229540,MICH,TCU,RB,Blake Corum,,0,0,0,3000,,,1229540
1218661,UGA,OSU,WR,Davis Day,,0,0,0,3000,,,1218661
1400073,BAMA,KSU,WR,Zarian Courtney,,0,0,0,3000,,,1400073
1229474,MICH,TCU,WR,Josh Beetham,,0,0,0,3000,,,1229474
1109695,IOWA,UK,RB,Turner Pallissard,,0,0,0,3000,,,1109695
1404077,MICH,TCU,QB,Brandon Mann,,0,0,0,4500,,,1404077
