player_name,primary_tour,dg_rank,dg_change,owgr_rank,owgr_change,dg_index
"Kokrak, Jason",LIV Tour,86,-2,147,-4,0.439
"Tringale, Cameron",LIV Tour,87,-2,129,-2,0.43
"Casey, Paul",LIV Tour,88,-2,164,-8,0.425
"Lahiri, Anirban",LIV Tour,89,-2,114,-7,0.421
"Svensson, Adam",PGA TOUR,90,-15,67,-2,0.411
"Stevens, Samuel",PGA TOUR,91,-3,126,0,0.407
"Pieters, Thomas",DP World Tour,92,-2,61,-2,0.402
"Smalley, Alex",PGA TOUR,93,8,91,3,0.402
"Uihlein, Peter",LIV Tour,94,-3,9999,0,0.39
"Herbert, Lucas",PGA TOUR,95,-2,55,0,0.387
"Buckley, Hayden",PGA TOUR,96,-2,76,-2,0.385
"Oosthuizen, Louis",LIV Tour,97,-2,285,-32,0.383
"Suh, Justin",PGA TOUR,98,-1,71,-1,0.381
"Lashley, Nate",PGA TOUR,99,16,170,13,0.377
"Hoge, Tom",PGA TOUR,100,-2,35,1,0.37
"Perez, Victor",DP World Tour,101,-2,60,2,0.361
"Mitchell, Keith",PGA TOUR,102,-22,59,-2,0.359
"Smith, Jordan",DP World Tour,103,-3,97,-2,0.354
"Griffin, Ben",PGA TOUR,104,-2,98,-2,0.335
"NeSmith, Matthew",PGA TOUR,105,-1,100,0,0.33
"Munoz, Sebastian",PGA TOUR,106,0,123,0,0.322
"Harrington, Padraig",PGA TOUR Champions,107,0,226,-8,0.311
"Eckroat, Austin",PGA TOUR,108,0,113,-3,0.31
"Gordon, Will",PGA TOUR,109,17,130,4,0.273
"Streelman, Kevin",PGA TOUR,110,0,142,-1,0.27
"Kim, Michael",PGA TOUR,111,2,133,0,0.267
"Na, Kevin",LIV Tour,112,-1,157,-8,0.265
"Hall, Harry",PGA TOUR,113,5,128,0,0.254
"Hughes, Mackenzie",PGA TOUR,114,-9,68,-1,0.252
"Kanaya, Takumi",Other Tours,115,32,115,7,0.229
"Kim, Seonghyeon",PGA TOUR,116,8,137,1,0.226
"Vegas, Jhonattan",PGA TOUR,117,-1,194,-14,0.218
"Sargent, Gordon",Amateur Events,118,-1,9999,0,0.217
"Ortiz, Carlos",LIV Tour,119,0,389,-11,0.2
"Hojgaard, Nicolai",DP World Tour,120,-11,125,-5,0.186
"Ryder, Sam",PGA TOUR,121,-1,118,-2,0.185
"Watson, Bubba",LIV Tour,122,-1,315,-11,0.173
"Palmer, Ryan",PGA TOUR,123,-1,177,-5,0.172
"Martin, Ben",PGA TOUR,124,-10,197,-7,0.156
"Pan, C.T.",PGA TOUR,125,58,132,59,0.147
"Wu, Dylan",PGA TOUR,126,18,288,14,0.133
"Stenson, Henrik",LIV Tour,127,1,233,-13,0.126
"List, Luke",PGA TOUR,128,1,116,-3,0.126
"Paul, Yannik",DP World Tour,129,26,95,13,0.121
"Perez, Pat",LIV Tour,130,0,340,-7,0.12
"Hojgaard, Rasmus",DP World Tour,131,0,111,0,0.12
"Reavie, Chez",PGA TOUR,132,14,107,2,0.118
"McNealy, Maverick",PGA TOUR,133,-21,99,-7,0.112
"Langasque, Romain",DP World Tour,134,-2,145,3,0.109
"Riley, Davis",PGA TOUR,135,-2,81,-1,0.103
"Ghim, Doug",PGA TOUR,136,35,230,32,0.093
"Willett, Danny",PGA TOUR,137,-2,109,-4,0.088
"Horschel, Billy",PGA TOUR,138,-2,39,-1,0.084
"Dumont de Chassart, Adrien",Amateur Events,139,38,479,0,0.073
"Wise, Aaron",PGA TOUR,140,-13,61,-1,0.072
"Leishman, Marc",LIV Tour,141,-2,151,-4,0.066
"Norrman, Vincent",PGA TOUR,142,-8,313,-14,0.048
"Ancer, Abraham",LIV Tour,143,0,57,-3,0.039
"Olesen, Thorbjorn",DP World Tour,144,1,86,0,0.035
"Shelton, Robby",PGA TOUR,145,-22,122,-1,0.033
"Rozner, Antoine",DP World Tour,146,-6,136,-1,0.031
"Hardy, Nick",PGA TOUR,147,1,185,-4,0.03
"Tosti, Alejandro",Korn Ferry Tour,148,10,229,13,0.026
"Kohles, Ben",Korn Ferry Tour,149,-11,191,4,0.025
"Novak, Andrew",PGA TOUR,150,34,250,61,0.022
"Dahmen, Joel",PGA TOUR,151,-1,124,0,0.017
"Stallings, Scott",PGA TOUR,152,-1,74,-2,0.017
"Otaegui, Adrian",DP World Tour,153,-1,82,-1,0.015
"Thompson, Michael",PGA TOUR,154,-1,239,2,0.012
"Lipsky, David",PGA TOUR,155,-30,140,-3,-0.006
"Kizzire, Patton",PGA TOUR,156,6,199,8,-0.007
"Piercy, Scott",PGA TOUR,157,-15,256,-8,-0.007
"Walker, Jimmy",PGA TOUR,158,-1,240,-8,-0.009
"Wallace, Matt",PGA TOUR,159,1,120,-2,-0.026
"Pendrith, Taylor",PGA TOUR,160,-19,117,-2,-0.033
"Macintyre, Robert",DP World Tour,161,-24,104,-7,-0.038
"Baddeley, Aaron",PGA TOUR,162,-6,297,-13,-0.054
"Bhatia, Akshay",PGA TOUR,163,-14,190,-2,-0.074
"Bland, Richard",LIV Tour,164,-1,150,-4,-0.077
"Yu, Kevin",PGA TOUR,165,-1,201,-4,-0.092
"Vincent, Scott",LIV Tour,166,-1,138,-2,-0.094
"James, Benjamin",Amateur Events,167,-1,9999,0,-0.104
"Wolff, Matthew",LIV Tour,168,-1,292,-12,-0.109
"Campillo, Jorge",DP World Tour,169,-10,131,-2,-0.11
"Poulter, Ian",LIV Tour,170,-2,260,-13,-0.11
"Nakajima, Keita",Other Tours,171,40,184,65,-0.111
"Cink, Stewart",PGA TOUR,172,-3,276,-3,-0.116
"Higgo, Garrick",PGA TOUR,173,-3,181,1,-0.118
"Sigg, Greyson",PGA TOUR,174,8,256,8,-0.118
"Young, Carson",PGA TOUR,175,5,266,11,-0.126
"Johnston, Andrew",DP World Tour,176,-4,9999,0,-0.131
"Thompson, Davis",PGA TOUR,177,-4,89,-1,-0.132
"Lopez-Chacarra, Eugenio",LIV Tour,178,-4,9999,0,-0.135
"Lindheim, Nicholas",Korn Ferry Tour,179,-4,9999,0,-0.143
"Lee, Danny",PGA TOUR,180,-4,290,-8,-0.143
"Luiten, Joost",DP World Tour,181,-20,237,1,-0.148
"Simpson, Webb",PGA TOUR,182,-3,174,-6,-0.162
"Skinns, David",Korn Ferry Tour,183,36,214,41,-0.168
"Siem, Marcel",DP World Tour,184,-3,213,-4,-0.178
"Lower, Justin",PGA TOUR,185,13,219,7,-0.184
"Kieffer, Maximilian",DP World Tour,186,-32,165,-2,-0.209
"Larrazabal, Pablo",DP World Tour,187,-1,52,-2,-0.214
"Molinari, Francesco",PGA TOUR,188,-1,143,-1,-0.223
"Donald, Luke",PGA TOUR,189,-1,404,-3,-0.225
"Gotterup, Chris",Korn Ferry Tour,190,-12,325,-1,-0.225
"Alker, Steven",PGA TOUR Champions,191,17,9999,0,-0.251
"Smotherman, Austin",PGA TOUR,192,3,263,6,-0.257
"Hoffman, Charley",PGA TOUR,193,-3,388,1,-0.263
"Mullinax, Trey",PGA TOUR,194,-2,93,-3,-0.269
"Pavon, Matthieu",DP World Tour,195,-2,173,-2,-0.274
"Taylor, Ben",PGA TOUR,196,-2,106,-2,-0.274
"McCarty, Matt",Korn Ferry Tour,197,24,400,15,-0.275
"Cockerill, Aaron",DP World Tour,198,2,215,-4,-0.279
"Ramsay, Richie",DP World Tour,199,42,167,10,-0.287
"Highsmith, Joe",Korn Ferry Tour,200,-4,441,-2,-0.289
"Southgate, Matthew",DP World Tour,201,22,300,18,-0.295
"Gutschewski, Scott",Korn Ferry Tour,202,-13,307,0,-0.3
"Jamieson, Scott",DP World Tour,203,0,274,4,-0.312
"Ferguson, Ewen",DP World Tour,204,-19,141,-2,-0.313
"Hadley, Chesson",PGA TOUR,205,21,291,6,-0.313
"Bridgeman, Jacob",Korn Ferry Tour,206,-9,405,0,-0.314
"Daffue, MJ",PGA TOUR,207,23,168,-1,-0.317
"Long, Adam",PGA TOUR,208,-9,249,-4,-0.324
"Horsfield, Sam",DP World Tour,209,-2,207,-3,-0.327
"Hoey, Rico",Korn Ferry Tour,210,0,158,2,-0.341
"Kim, Chan",Korn Ferry Tour,211,45,234,9,-0.341
"Glover, Lucas",PGA TOUR,212,50,152,6,-0.343
"Tway, Kevin",PGA TOUR,213,3,314,-9,-0.345
"Moller, Niklas Norgaard",DP World Tour,214,18,347,7,-0.352
"Schneider, Marcel",DP World Tour,215,-1,188,-2,-0.354
"Schwartzel, Charl",LIV Tour,216,-1,277,-17,-0.357
"Griffin, Lanto",PGA TOUR,217,-13,205,-6,-0.358
"Hoshino, Rikuya",Other Tours,218,-1,134,-3,-0.359
"Yuan, Yechun",PGA TOUR,219,63,147,17,-0.362
"Korhonen, Mikko",DP World Tour,220,-2,352,0,-0.364
"Laird, Martin",PGA TOUR,221,-9,248,-8,-0.365
"Hahn, James",PGA TOUR,222,0,316,3,-0.365
"Redman, Doc",PGA TOUR,223,-10,432,-8,-0.368
"Malnati, Peter",PGA TOUR,224,14,212,3,-0.369
"Jones, Matt",LIV Tour,225,-1,192,-7,-0.376
"Hickok, Kramer",PGA TOUR,226,-20,302,-7,-0.381
"Ford, David",Amateur Events,227,0,9999,0,-0.384
"Johnson, Zach",PGA TOUR,228,0,254,-3,-0.386
"Ramey, Chad",PGA TOUR,229,-24,202,-8,-0.389
"Thorbjornsen, Michael",Amateur Events,230,-28,490,-9,-0.391
"Guerrier, Julien",DP World Tour,231,14,195,8,-0.392
"Fishburn, Patrick",Korn Ferry Tour,232,16,424,18,-0.402
"Knapp, Jake",Korn Ferry Tour,233,-4,326,0,-0.408
"Zanotti, Fabrizio",DP World Tour,234,0,255,-5,-0.41
"Wiesberger, Bernd",LIV Tour,235,0,258,-12,-0.413
"Byrd, Jonathan",PGA TOUR,236,70,472,0,-0.415
"Barnes, Erik",PGA TOUR,237,-1,339,0,-0.415
"Nunez, Augusto",PGA TOUR,238,2,295,-4,-0.418
"Whaley, Vince",PGA TOUR,239,-30,401,-4,-0.418
"Tarren, Callum",PGA TOUR,240,14,159,0,-0.418
"Westwood, Lee",LIV Tour,241,-4,356,-6,-0.421
"Silverman, Ben",Korn Ferry Tour,242,1,225,-3,-0.422
"Moore, Ryan",PGA TOUR,243,46,383,31,-0.429
"Duncan, Tyler",PGA TOUR,244,-13,196,-3,-0.432
"Semikawa, Taiga",Other Tours,245,-20,163,2,-0.439
"Canter, Laurie",LIV Tour,246,-4,278,-17,-0.444
"Tuten, Shad",Korn Ferry Tour,247,-14,370,4,-0.444
"Law, David",DP World Tour,248,25,283,4,-0.448
"Greyserman, Max",Korn Ferry Tour,249,-5,9999,0,-0.453
"Teater, Josh",Korn Ferry Tour,250,59,413,0,-0.456
"Champ, Cameron",PGA TOUR,251,0,220,-6,-0.463
"Seiffert, Chase",Korn Ferry Tour,252,-2,345,0,-0.479
"Noh, Seung-Yul",PGA TOUR,253,37,9999,0,-0.481
"Chappell, Kevin",PGA TOUR,254,7,9999,0,-0.485
"Stanger, Jimmy",Korn Ferry Tour,255,0,383,2,-0.487
"Garnett, Brice",PGA TOUR,256,-9,371,5,-0.488
"Hill, Calum",DP World Tour,257,0,367,-6,-0.49
"Lamprecht, Christo",Amateur Events,258,1,9999,0,-0.492
"Mckibbin, Tom",DP World Tour,259,1,162,0,-0.495
"Brun, Julien",DP World Tour,260,-69,211,-1,-0.495
"O'Hair, Sean",PGA TOUR,261,6,470,-15,-0.502
"McDowell, Graeme",LIV Tour,262,2,492,-12,-0.508
"Ogletree, Andy",Other Tours,263,3,350,-3,-0.511
"Pepperell, Eddie",DP World Tour,264,30,227,2,-0.518
"Blair, Zac",PGA TOUR,265,3,449,0,-0.522
"Lingmerth, David",PGA TOUR,266,5,135,-3,-0.523
"VanDerLaan, John",Korn Ferry Tour,267,46,462,0,-0.525
"Molinari, Edoardo",DP World Tour,268,-22,309,-8,-0.525
"Sordet, Clement",DP World Tour,269,0,265,0,-0.526
"Zecheng, Marty Dou",PGA TOUR,270,-31,169,-3,-0.532
"Meissner, Mac",Korn Ferry Tour,271,-19,375,-3,-0.534
"Johannessen, Kristian Krogh",DP World Tour,272,0,259,-3,-0.543
"Armour, Ryan",PGA TOUR,273,3,355,-11,-0.543
"Goya, Estanislao",PGA TOUR,274,0,474,-7,-0.546
"Endycott, Harrison",PGA TOUR,275,65,273,48,-0.549
"Stroud, Chris",PGA TOUR,276,5,9999,0,-0.549
"Norlander, Henrik",PGA TOUR,277,-19,394,-1,-0.558
"Phillips, Trent",Korn Ferry Tour,278,25,379,20,-0.558
"Waring, Paul",DP World Tour,279,42,178,18,-0.559
"Janewattananond, Jazz",DP World Tour,280,8,224,-5,-0.559
"Mickelson, Phil",LIV Tour,281,-1,83,-1,-0.563
"Mansell, Richard",DP World Tour,282,3,182,-3,-0.566
"Snedeker, Brandt",PGA TOUR,283,-82,9999,0,-0.568
"Percy, Cameron",PGA TOUR,284,9,312,10,-0.569
"Kimsey, Nathan",DP World Tour,285,-2,269,-10,-0.57
"Dougherty, Kevin",Korn Ferry Tour,286,0,317,3,-0.58
"Schaper, Jayden",DP World Tour,287,0,434,-4,-0.583
"Hisatsune, Ryo",DP World Tour,288,7,176,-2,-0.592
"Green, Gavin",DP World Tour,289,-40,217,-4,-0.594
"Baldwin, Matthew",DP World Tour,290,2,262,4,-0.603
"Forrest, Grant",DP World Tour,291,-71,221,-21,-0.605
"Whitnell, Dale",DP World Tour,292,101,183,125,-0.612
"Haley II, Paul",PGA TOUR,293,-14,144,0,-0.612
"Echavarria, Nicolas",PGA TOUR,294,2,299,1,-0.629
"Jimenez, Miguel A",PGA TOUR Champions,295,-32,9999,0,-0.631
"Dickson, Taylor",Korn Ferry Tour,296,-19,9999,0,-0.632
"Kaymer, Martin",LIV Tour,297,1,9999,0,-0.634
"Surratt, Caleb",Amateur Events,298,1,9999,0,-0.639
"Helligkilde, Marcus",DP World Tour,299,-46,189,-11,-0.643
"Shinkwin, Callum",DP World Tour,300,-22,102,-3,-0.645
"Drewitt, Brett",Korn Ferry Tour,301,-1,360,1,-0.651
"Valimaki, Sami",DP World Tour,302,-1,218,-6,-0.654
"Wu, Ashun",DP World Tour,303,-1,231,0,-0.657
"Lorenzo-Vera, Michael",DP World Tour,304,-29,395,-1,-0.66
"Merritt, Troy",PGA TOUR,305,-1,198,-6,-0.664
"Soderberg, Sebastian",DP World Tour,306,12,156,-1,-0.672
"Bateman, Wilson",Korn Ferry Tour,307,-10,348,5,-0.673
"Forsstrom, Simon",DP World Tour,308,3,222,2,-0.68
"Aphibarnrat, Kiradech",DP World Tour,309,-2,337,-3,-0.685
"Phillips, Chandler",Korn Ferry Tour,310,0,412,-4,-0.691
"Murray, Grayson",PGA TOUR,311,5,232,-5,-0.693
"Syme, Connor",DP World Tour,312,-42,206,-1,-0.695
"Bennett, Sam",Amateur Events,313,59,469,0,-0.701
"Walsh, Thomas",Korn Ferry Tour,314,-23,458,-5,-0.704
"Steelman, Ross",Amateur Events,315,-1,9999,0,-0.705
"Ko, Jeong Weon",DP World Tour,316,-1,428,-6,-0.707
"Higgs, Harry",PGA TOUR,317,82,271,39,-0.709
"Paul, Jeremy",Korn Ferry Tour,318,-34,475,-6,-0.718
"Jordan, Matthew",DP World Tour,319,52,324,17,-0.721
"Coody, Pierceson",Korn Ferry Tour,320,-1,154,-1,-0.721
"Samooja, Kalle",DP World Tour,321,-16,275,-8,-0.727
"Diaz, Roberto",Korn Ferry Tour,322,14,9999,0,-0.728
"Long, Hurly",DP World Tour,323,1,223,-2,-0.728
"Streb, Robert",PGA TOUR,324,-59,443,-11,-0.731
"Sloan, Roger",Korn Ferry Tour,325,43,9999,0,-0.734
"McCormick, Ryan",Korn Ferry Tour,326,7,382,4,-0.738
"Fernandez-Valdes, Jorge",Korn Ferry Tour,327,0,281,2,-0.76
"Cabrera Bello, Rafa",DP World Tour,328,-8,236,-6,-0.771
"Arnaus, Adri",DP World Tour,329,-21,96,-3,-0.772
"Puig Currius, David",LIV Tour,330,-2,9999,0,-0.773
"Du Plessis, Hennie",DP World Tour,331,-2,203,-1,-0.776
"Smyth, Travis",Other Tours,332,-1,296,-3,-0.784
"Gerard, Ryan",PGA TOUR,333,43,252,6,-0.788
"Crick, Brandon",Korn Ferry Tour,334,89,9999,0,-0.791
"Sullivan, Andy",DP World Tour,335,-18,332,4,-0.793
"Schwab, Matthias",PGA TOUR,336,1,334,-6,-0.794
"Micheluzzi, David",Other Tours,337,-2,362,-1,-0.798
"Jenkins, Carter",Korn Ferry Tour,338,90,9999,0,-0.802
"Gribble, Cody",PGA TOUR,339,55,397,40,-0.804
"Hopfinger, Brad",Korn Ferry Tour,340,-10,9999,0,-0.804
"Augenstein, John",Korn Ferry Tour,341,47,485,5,-0.806
"Coussaud, Ugo",Challenge Tour,342,-1,331,-1,-0.81
"Hammer, Cole",Korn Ferry Tour,343,-1,454,-4,-0.811
"Lebioda, Hank",PGA TOUR,344,-18,9999,0,-0.813
"Peterson, Paul",Korn Ferry Tour,345,-11,403,-3,-0.813
"Higa, Kazuki",Other Tours,346,-1,110,-4,-0.815
"Howie, Craig",Challenge Tour,347,-1,9999,0,-0.817
"Oppenheim, Rob",Korn Ferry Tour,348,-23,9999,0,-0.818
"Kinhult, Marcus",DP World Tour,349,-10,327,-2,-0.818
"Kodaira, Satoshi",PGA TOUR,350,0,338,-1,-0.83
"Widing, Tim",Korn Ferry Tour,351,-4,9999,0,-0.839
"Whitney, Tom",Korn Ferry Tour,352,0,349,6,-0.843
"Roy, Kevin",PGA TOUR,353,4,427,-11,-0.844
"Cook, Austin",PGA TOUR,354,-42,407,-5,-0.844
"Haas, Bill",PGA TOUR,355,0,9999,0,-0.845
"Solomon, Jacob",Korn Ferry Tour,356,-2,9999,0,-0.846
"Prinsloo, Jaco",Challenge Tour,357,8,357,1,-0.849
"Park, Sanghyun",Other Tours,358,-36,242,-8,-0.854
"Johnson, Michael",Korn Ferry Tour,359,-8,9999,0,-0.855
"Coetzee, George",DP World Tour,360,-1,280,-10,-0.858
"Gouveia, Ricardo",DP World Tour,361,52,321,2,-0.858
"Del Solar, Cristobal",Korn Ferry Tour,362,33,341,8,-0.858
"Burgoon, Bronson",PGA TOUR,363,-3,9999,0,-0.86
"Capan III, Frankie",Korn Ferry Tour,364,-3,9999,0,-0.862
"Mouw, William",Amateur Events,365,12,9999,0,-0.866
"Menante, Dylan",Amateur Events,366,-3,9999,0,-0.869
"McAllister, Logan",Korn Ferry Tour,367,30,406,20,-0.872
"Lawrence, Thriston",DP World Tour,368,-1,103,-2,-0.875
"McGirt, William",PGA TOUR,369,-31,9999,0,-0.875
"Brown, Daniel",DP World Tour,370,-1,445,0,-0.879
"Catlin, John",DP World Tour,371,32,363,8,-0.884
"Werenski, Richy",PGA TOUR,372,13,457,2,-0.891
"Creel, Joshua",Korn Ferry Tour,373,0,9999,0,-0.891
"De Jager, Louis",DP World Tour,374,52,264,11,-0.892
"Els, Ernie",PGA TOUR Champions,375,-5,9999,0,-0.893
"Vogel, T.J.",Korn Ferry Tour,376,-2,483,-8,-0.895
"Kuhl, Tommy",Amateur Events,377,-2,9999,0,-0.896
"Kaewkanjana, Sadom",Other Tours,378,1,105,-2,-0.902
"Grant, Brent",PGA TOUR,379,23,365,8,-0.905
"Westmoreland, Kyle",PGA TOUR,380,-57,9999,0,-0.906
"Lewton, Steve",Other Tours,381,1,287,-11,-0.906
"Lombard, Zander",DP World Tour,382,-24,186,-2,-0.906
"Gabrelcik, Nick",Amateur Events,383,0,9999,0,-0.907
"Scrivener, Jason",DP World Tour,384,3,253,1,-0.908
"LaCroix, Frederic",DP World Tour,385,47,357,9,-0.915
"Gavins, Daniel",DP World Tour,386,63,210,6,-0.917
"Compton, Erik",Korn Ferry Tour,387,-1,9999,0,-0.919
"Hwang, Junggon",Other Tours,388,4,270,3,-0.928
"Kelly, Jerry",PGA TOUR Champions,389,-9,9999,0,-0.93
"Sharma, Shubhankar",DP World Tour,390,-41,245,-8,-0.93
"Lee, Richard Taehoon",Other Tours,391,14,416,5,-0.934
"Andersen, Mason",Korn Ferry Tour,392,-28,9999,0,-0.936
"Inamori, Yuki",Other Tours,393,3,161,0,-0.943
"Kim, Bio",Other Tours,394,-32,172,-2,-0.954
"Armitage, Marcus",DP World Tour,395,-11,323,-6,-0.957
"Imahira, Shugo",Other Tours,396,-15,160,-3,-0.957
"Levin, Spencer",Korn Ferry Tour,397,79,343,17,-0.959
"Nienaber, Wilco",DP World Tour,398,-7,392,-5,-0.959
"Crocker, Sean",DP World Tour,399,0,208,0,-0.959
"Knox, Russell",PGA TOUR,400,7,251,-7,-0.961
"Flavin, Patrick",Korn Ferry Tour,401,-1,9999,0,-0.963
"Gligic, Michael",PGA TOUR,402,-36,452,-8,-0.967
"Fischer, Zack",Korn Ferry Tour,403,17,377,5,-0.972
"Fitzpatrick, Alex",DP World Tour,404,-26,9999,0,-0.973
"Katsuragawa, Yuto",Other Tours,405,20,187,0,-0.974
"Pulkkanen, Tapio",DP World Tour,406,13,310,4,-0.974
"Coody, Parker",Korn Ferry Tour,407,75,9999,0,-0.979
"Walters, Justin",DP World Tour,408,47,381,10,-0.979
"Summerhays, Preston",Amateur Events,409,-8,9999,0,-0.981
"Fisk, Steven",Korn Ferry Tour,410,-20,9999,0,-0.982
"Van Rooyen, Erik",PGA TOUR,411,-67,165,-11,-0.991
"Frittelli, Dylan",PGA TOUR,412,-8,246,-10,-0.994
"Gomez, Fabian",Korn Ferry Tour,413,54,9999,0,-0.995
"Tarrio Ben, Santiago",DP World Tour,414,-66,335,0,-0.997
"Donaldson, Jamie",DP World Tour,415,-72,306,-18,-1.002
"Saddier, Adrien",DP World Tour,416,-7,9999,0,-1.002
"Villegas, Camilo",PGA TOUR,417,13,9999,0,-1.007
"Hitchner, Derek",Amateur Events,418,-8,9999,0,-1.007
"Rutherford, Jamie",Challenge Tour,419,49,9999,0,-1.007
"Fisher, Ross",DP World Tour,420,-9,372,-5,-1.007
"Easton, Bryce",DP World Tour,421,-9,493,-11,-1.008
"Castillo, Ricky",Amateur Events,422,-5,9999,0,-1.013
"Flores, Martin",Korn Ferry Tour,423,-5,9999,0,-1.013
"Van Tonder, Daniel",DP World Tour,424,-3,292,-7,-1.017
"Kawamura, Masahiro",DP World Tour,425,16,294,-8,-1.018
"Kennerly, Billy",Korn Ferry Tour,426,0,9999,0,-1.021
