datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Kim, Tom","Tom Kim",150,28273438,7800,26.115,1:21 pm,0,43.8,2.5,0,46.3,0.2,100,3.84615384615385,
"Rose, Justin","Justin Rose",150,28273441,7700,27.735,8:02 am,1,49.1,3.6,0,52.7,0.64,100,3.84615384615385,
"Niemann, Joaquin","Joaquin Niemann",150,28273440,7700,25.970,12:59 pm,0,43.4,2.5,0,45.9,0.22,100,3.84615384615385,
"Theegala, Sahith","Sahith Theegala",150,28273444,7600,26.159,1:21 pm,0,44.2,2.5,0,46.7,0.3,100,3.84615384615385,
"DeChambeau, Bryson","Bryson DeChambeau",150,28273442,7600,27.263,7:40 am,1,44.9,2.8,0,47.7,0.37,100,3.84615384615385,
"Bradley, Keegan","Keegan Bradley",150,28273443,7600,27.027,12:59 pm,0,46.6,3.1,0,49.7,0.49,100,3.84615384615385,
"Clark, Wyndham","Wyndham Clark",150,28273446,7500,26.917,1:10 pm,0,47.6,3.3,0,50.9,0.61,100,3.84615384615385,
"Scott, Adam","Adam Scott",150,28273447,7500,27.032,8:02 am,1,47.4,3.2,0,50.5,0.58,100,3.84615384615385,
"Fowler, Rickie","Rickie Fowler",150,28273445,7500,28.086,8:02 am,1,52.6,4.7,0,57.3,1,100,3.84615384615385,
"Reed, Patrick","Patrick Reed",150,28273448,7500,27.150,8:13 am,1,46.8,3.2,0,50,0.55,100,3.84615384615385,
"Noren, Alex","Alex Noren",150,28273450,7400,23.009,1:10 pm,0,36.1,1.4,0,37.5,-0.15,100,3.84615384615385,
"Montgomery, Taylor","Taylor Montgomery",150,28273449,7400,25.106,2:05 pm,0,40.1,1.8,0,41.9,0.09,100,3.84615384615385,
"Ancer, Abraham","Abraham Ancer",150,28273452,7400,22.491,12:48 pm,0,34.7,1.2,0,35.9,-0.23,100,3.84615384615385,
"Moore, Taylor","Taylor Moore",150,28273451,7400,25.196,2:05 pm,0,41.4,2.1,0,43.5,0.19,100,3.84615384615385,
"Mitchell, Keith","Keith Mitchell",150,28273455,7300,24.719,1:32 pm,0,40.5,1.9,0,42.4,0.16,100,3.84615384615385,
"Kim, Si Woo","Si Woo Kim",150,28273457,7300,27.060,8:13 am,1,48.4,3.5,0,51.9,0.75,100,3.84615384615385,
"Power, Seamus","Seamus Power",150,28273454,7300,25.392,8:35 am,1,41.4,2.1,0,43.6,0.23,100,3.84615384615385,
"Perez, Victor","Victor Perez",150,28273456,7300,24.163,12:48 pm,0,38.5,1.6,0,40.1,0.01,100,3.84615384615385,
"Taylor, Nick","Nick Taylor",150,28273453,7300,25.641,2:05 pm,0,43,2.4,0,45.3,0.34,100,3.84615384615385,
"Pereira, Mito","Mito Pereira",150,28273458,7200,27.161,1:10 pm,0,47.7,3.3,0,51,0.73,100,3.84615384615385,
"Woodland, Gary","Gary Woodland",150,28273460,7200,26.106,8:02 am,1,45,2.7,0,47.7,0.53,100,3.84615384615385,
"Davis, Cameron","Cameron Davis",150,28273459,7200,26.346,1:21 pm,0,43.8,2.5,0,46.4,0.44,100,3.84615384615385,
"Hoge, Tom","Tom Hoge",150,28273462,7200,23.830,7:51 am,1,38.4,1.5,0,39.9,0.04,100,3.84615384615385,
"McCarthy, Denny","Denny McCarthy",150,28273461,7200,26.578,8:24 am,1,45.9,3,0,48.9,0.6,100,3.84615384615385,
"English, Harris","Harris English",150,28273463,7200,25.376,12:59 pm,0,40.5,2,0,42.4,0.2,100,3.84615384615385,
"Wise, Aaron","Aaron Wise",150,28273466,7100,22.879,7:29 am,1,36.2,1.2,0,37.4,-0.06,100,3.84615384615385,
"Kirk, Chris","Chris Kirk",150,28273468,7100,25.165,1:43 pm,0,42.6,2.3,0,44.9,0.39,100,3.84615384615385,
"Fox, Ryan","Ryan Fox",150,28273465,7100,26.403,8:35 am,1,45.1,2.7,0,47.8,0.57,100,3.84615384615385,
"Horschel, Billy","Billy Horschel",150,28273464,7100,22.251,1:43 pm,0,34.4,1.1,0,35.5,-0.15,100,3.84615384615385,
"Straka, Sepp","Sepp Straka",150,28273470,7100,25.194,7:51 am,1,40.7,1.9,0,42.6,0.25,100,3.84615384615385,
"Suh, Justin","Justin Suh",150,28273469,7100,23.207,1:54 pm,0,37,1.3,0,38.3,-0.01,100,3.84615384615385,
"Henley, Russell","Russell Henley",150,28273467,7100,27.050,1:21 pm,0,47.2,3.3,0,50.5,0.74,100,3.84615384615385,
"Garcia, Sergio","Sergio Garcia",150,28273474,7000,24.322,7:51 am,1,38.6,1.7,0,40.3,0.15,100,3.84615384615385,
"Mickelson, Phil","Phil Mickelson",150,28273473,7000,22.184,12:59 pm,0,33.6,1,0,34.5,-0.17,100,3.84615384615385,
"Eckroat, Austin","Austin Eckroat",150,28273477,7000,23.894,1:10 pm,0,37.6,1.5,0,39.1,0.08,100,3.84615384615385,
"Lee, Min Woo","Min Woo Lee",150,28273478,7000,26.194,1:54 pm,0,43.6,2.4,0,46.1,0.5,100,3.84615384615385,
"List, Luke","Luke List",150,28273475,7000,24.172,12:48 pm,0,38.7,1.6,0,40.3,0.15,100,3.84615384615385,
"Grillo, Emiliano","Emiliano Grillo",150,28294089,7000,25.023,1:10 pm,0,40.6,1.9,0,42.5,0.28,100,3.84615384615385,
"Norrman, Vincent","Vincent Norrman",150,28273476,7000,23.172,12:15 pm,0,36.9,1.3,0,38.3,0.02,100,3.84615384615385,
"Cole, Eric","Eric Cole",150,28273471,7000,25.267,12:37 pm,0,41.8,2.1,0,43.9,0.37,100,3.84615384615385,
"Lee, Kyounghoon","Kyoung-Hoon Lee",150,28273472,7000,25.377,7:51 am,1,41.6,2.1,0,43.8,0.36,100,3.84615384615385,
"Harman, Brian","Brian Harman",150,28273487,6900,24.851,1:43 pm,0,41.2,2,0,43.3,0.37,100,3.84615384615385,
"Streelman, Kevin","Kevin Streelman",150,28273486,6900,22.528,7:29 am,1,35.1,1.2,0,36.3,-0.05,100,3.84615384615385,
"Smith, Jordan","Jordan L. Smith",150,28273484,6900,23.810,6:56 am,1,38.7,1.7,0,40.4,0.19,100,3.84615384615385,
"Kuchar, Matt","Matt Kuchar",150,28273479,6900,25.147,8:13 am,1,42,2.2,0,44.2,0.43,100,3.84615384615385,
"Pendrith, Taylor","Taylor Pendrith",150,28273485,6900,22.833,12:37 pm,0,36.2,1.2,0,37.5,0.01,100,3.84615384615385,
"Young, Carson","Carson Young",150,28273480,6900,21.244,7:18 am,1,32.6,0.9,0,33.5,-0.19,100,3.84615384615385,
"Rodgers, Patrick","Patrick Rodgers",150,28273482,6900,25.388,7:18 am,1,43.3,2.4,0,45.7,0.52,100,3.84615384615385,
"Kim, Michael","Michael Kim",150,28294090,6900,23.868,6:56 am,1,38.3,1.6,0,39.9,0.16,100,3.84615384615385,
"Buckley, Hayden","Hayden Buckley",150,28273483,6900,24.666,7:07 am,1,40,1.8,0,41.8,0.28,100,3.84615384615385,
"Hadwin, Adam","Adam Hadwin",150,28273481,6900,25.179,8:24 am,1,41.9,2.1,0,44,0.41,100,3.84615384615385,
"Svensson, Adam","Adam Svensson",150,28273491,6800,23.716,7:07 am,1,37.7,1.4,0,39.1,0.15,100,3.84615384615385,
"Kitayama, Kurt","Kurt Kitayama",150,28273490,6800,25.242,1:21 pm,0,41.1,1.9,0,43.1,0.4,100,3.84615384615385,
"Pieters, Thomas","Thomas Pieters",150,28273493,6800,24.786,7:29 am,1,39.6,1.8,0,41.4,0.3,100,3.84615384615385,
"Putnam, Andrew","Andrew Putnam",150,28273494,6800,24.458,12:48 pm,0,40,2,0,42,0.33,100,3.84615384615385,
"Schenk, Adam","Adam Schenk",150,28294093,6800,25.343,12:37 pm,0,41.6,2.1,0,43.7,0.44,100,3.84615384615385,
"Molinari, Francesco","Francesco Molinari",150,28273492,6800,22.323,7:40 am,1,34.3,1,0,35.3,-0.07,100,3.84615384615385,
"Hoffman, Charley","Charley Hoffman",150,28273488,6800,21.843,12:15 pm,0,33.6,1,0,34.6,-0.1,100,3.84615384615385,
"Dahmen, Joel","Joel Dahmen",150,28273489,6800,22.398,8:24 am,1,35.1,1.2,0,36.3,-0.02,100,3.84615384615385,
"Dantorp, Jens","Jens Dantorp",150,28273502,6700,16.236,7:18 am,1,24.3,0.3,0,24.6,-0.58,100,3.84615384615385,
"Herbert, Lucas","Lucas Herbert",150,28273496,6700,26.110,7:07 am,1,43.7,2.4,0,46.2,0.63,100,3.84615384615385,
"Hardy, Nick","Nick Hardy",150,28273499,6700,23.255,12:26 pm,0,37.2,1.4,0,38.6,0.16,100,3.84615384615385,
"Meronk, Adrian","Adrian Meronk",150,28273497,6700,25.564,12:59 pm,0,42.4,2.1,0,44.6,0.53,100,3.84615384615385,
"Stallings, Scott","Scott Stallings",150,28273498,6700,23.613,7:07 am,1,37.4,1.4,0,38.8,0.18,100,3.84615384615385,
"Munoz, Sebastian","Sebastian Munoz",150,28273501,6700,23.716,2:05 pm,0,38.1,1.5,0,39.6,0.22,100,3.84615384615385,
"Poston, J.T.","J.T. Poston",150,28273495,6700,24.517,7:51 am,1,39.9,1.8,0,41.7,0.36,100,3.84615384615385,
"Hughes, Mackenzie","Mackenzie Hughes",150,28273500,6700,23.782,2:05 pm,0,38.2,1.5,0,39.8,0.23,100,3.84615384615385,
"Harrington, Padraig","Padraig Harrington",150,28273510,6600,23.664,12:59 pm,0,37.7,1.5,0,39.2,0.24,100,3.84615384615385,
"Larrazabal, Pablo","Pablo Larrazabal",150,28294091,6600,21.382,7:07 am,1,31.8,0.8,0,32.6,-0.14,100,3.84615384615385,
"Gerard, Ryan","Ryan Gerard",150,28273509,6600,19.264,6:56 am,1,29,0.5,0,29.5,-0.29,100,3.84615384615385,
"Thompson, Davis","Davis Thompson",150,28273508,6600,22.832,1:54 pm,0,35.7,1.2,0,36.9,0.1,100,3.84615384615385,
"Stevens, Samuel","Sam Stevens",150,28273506,6600,24.738,12:26 pm,0,40.1,1.8,0,41.9,0.41,100,3.84615384615385,
"Lawrence, Thriston","Thriston Lawrence",150,28273503,6600,18.480,12:37 pm,0,28.1,0.5,0,28.6,-0.34,100,3.84615384615385,
"Ortiz, Carlos","Carlos Ortiz",150,28273505,6600,23.593,12:26 pm,0,36.7,1.3,0,38.1,0.17,100,3.84615384615385,
"Pavon, Matthieu","Matthieu Pavon",150,28273504,6600,21.124,7:29 am,1,32.6,0.9,0,33.5,-0.09,100,3.84615384615385,
"Langasque, Romain","Romain Langasque",150,28273507,6600,23.137,12:37 pm,0,36.3,1.3,0,37.7,0.15,100,3.84615384615385,
"Echavarria, Nicolas","Nicolas Echavarria",150,28273515,6500,19.796,12:15 pm,0,29.5,0.6,0,30.1,-0.24,100,3.84615384615385,
"Puig Currius, David","David Puig",150,28273511,6500,19.740,2:16 pm,0,29.9,0.6,0,30.5,-0.21,100,3.84615384615385,
"Katsuragawa, Yuto","Yuto Katsuragawa",150,28273512,6500,17.843,6:56 am,1,26.5,0.4,0,26.9,-0.4,100,3.84615384615385,
"Bennett, Sam","Sam Bennett",150,28273518,6500,20.121,1:32 pm,0,29.8,0.7,0,30.4,-0.22,100,3.84615384615385,
"Armour, Ryan","Ryan Armour",150,28273514,6500,18.348,7:18 am,1,27.2,0.4,0,27.7,-0.36,100,3.84615384615385,
"Kaymer, Martin","Martin Kaymer",150,28273516,6500,18.744,8:35 am,1,27.7,0.5,0,28.1,-0.33,100,3.84615384615385,
"Forsstrom, Simon","Simon Forsstrom",150,28273517,6500,19.438,12:26 pm,0,29,0.6,0,29.6,-0.26,100,3.84615384615385,
"Cink, Stewart","Stewart Cink",150,28273513,6500,22.140,8:35 am,1,34.1,1,0,35.1,0.02,100,3.84615384615385,
"Capan III, Frankie","Frankie Capan",150,28273525,6400,19.836,2:16 pm,0,29.8,0.6,0,30.4,-0.19,100,3.84615384615385,
"Fisher, Ross","Ross Fisher",150,28273523,6400,19.350,12:15 pm,0,28.9,0.6,0,29.5,-0.23,100,3.84615384615385,
"Lebioda, Hank","Hank Lebioda",150,28273524,6400,18.674,6:45 am,1,27.8,0.5,0,28.2,-0.3,100,3.84615384615385,
"Truslow, Austen","Austen Truslow",150,28273521,6400,13.944,2:27 pm,0,20.7,0.1,0,20.8,-0.67,100,3.84615384615385,
"Horsey, David","David Horsey",150,28273519,6400,14.272,8:46 am,1,21.3,0.1,0,21.4,-0.64,100,3.84615384615385,
"Nienaber, Wilco","Wilco Nienaber",150,28273520,6400,19.293,12:48 pm,0,29.4,0.6,0,29.9,-0.21,100,3.84615384615385,
"Barjon, Paul","Paul Barjon",150,28273526,6400,17.245,8:46 am,1,25.9,0.3,0,26.2,-0.4,100,3.84615384615385,
"Wu, Dylan","Dylan Wu",150,28273522,6400,22.987,7:18 am,1,36.6,1.4,0,37.9,0.24,100,3.84615384615385,
"Germishuys, Deon","Deon Germishuys",150,28273527,6300,17.194,6:45 am,1,26,0.3,0,26.3,-0.36,100,3.84615384615385,
"Ishikawa, Ryo","Ryo Ishikawa",150,28273529,6300,18.072,7:29 am,1,26.8,0.4,0,27.2,-0.32,100,3.84615384615385,
"Mueller, Kyle","Kyle Mueller",150,28273535,6300,10.070,8:57 am,1,14.6,0,0,14.6,-0.95,100,3.84615384615385,
"Haley II, Paul","Paul Haley",150,28273528,6300,19.076,12:15 pm,0,28.6,0.5,0,29.1,-0.22,100,3.84615384615385,
"Charoenkul, Gunn","Gunn Charoenkul",150,28273532,6300,15.485,8:46 am,1,23,0.2,0,23.2,-0.51,100,3.84615384615385,
"Rey, Alejandro Del","Alejandro Del Rey",150,28273530,6300,17.759,12:48 pm,0,26.7,0.4,0,27.1,-0.32,100,3.84615384615385,
"Henson, Berry","Berry Henson",150,28273533,6300,14.663,6:45 am,1,21.9,0.2,0,22.1,-0.57,100,3.84615384615385,
"Sloan, Roger","Roger Sloan",150,28273534,6300,18.933,7:18 am,1,28.2,0.5,0,28.7,-0.24,100,3.84615384615385,
"Grant, Brent","Brent Grant",150,28273531,6300,19.490,12:15 pm,0,29.4,0.6,0,30,-0.17,100,3.84615384615385,
"Morales, Omar","Omar Morales",90,28273542,6200,12.396,6:45 am,1,18.9,0.1,0,19,-0.7,100,3.84615384615385,
"Browne Jr, Olin","Olin Browne Jr.",150,28273539,6200,11.188,2:16 pm,0,16.7,0,0,16.7,-0.81,100,3.84615384615385,
"Nagano, Ryutaro","Ryutaro Nagano",150,28273538,6200,15.514,6:45 am,1,23.3,0.2,0,23.5,-0.47,100,3.84615384615385,
"Svoboda, Andrew","Andrew Svoboda",150,28273536,6200,13.259,8:57 am,1,19.4,0.1,0,19.5,-0.67,100,3.84615384615385,
"Fernandez de Oliveira, Mateo","Mateo Fernandez de Oliveira",150,28273544,6200,16.285,1:10 pm,0,24.1,0.3,0,24.3,-0.43,100,3.84615384615385,
"Grey, J.J.","J.J. Grey",150,28273540,6200,12.279,2:27 pm,0,18.2,0.1,0,18.3,-0.73,100,3.84615384615385,
"Thorbjornsen, Michael","Michael Thorbjornsen",150,28273537,6200,20.516,8:35 am,1,30.8,0.7,0,31.6,-0.06,100,3.84615384615385,
"Meissner, Mac","Mac Meissner",150,28273543,6200,20.228,8:46 am,1,30.6,0.7,0,31.3,-0.08,100,3.84615384615385,
"Mcclean, Matthew","Matthew McClean",150,28273541,6200,11.210,8:35 am,1,16.8,0,0,16.8,-0.8,100,3.84615384615385,
"Sargent, Gordon","Gordon Sargent",150,28273552,6100,23.399,7:29 am,1,36.9,1.4,0,38.3,0.38,100,3.84615384615385,
"Carr, Ben","Ben Carr",150,28273547,6100,15.043,2:05 pm,0,22.3,0.2,0,22.5,-0.49,100,3.84615384615385,
"Nyfjall, David","David Nyfjall",150,28273554,6100,13.533,2:16 pm,0,20.4,0.1,0,20.5,-0.59,100,3.84615384615385,
"Gumberg, Jordan","Jordan Gumberg",150,28273549,6100,13.108,8:57 am,1,19.5,0.1,0,19.6,-0.63,100,3.84615384615385,
"Cover, Patrick","Patrick Cover",150,28273550,6100,16.776,2:16 pm,0,25,0.3,0,25.3,-0.34,100,3.84615384615385,
"Wenyi, Ding","Wenyi Ding",126,28273548,6100,16.706,6:56 am,1,24.3,0.3,0,24.6,-0.38,100,3.84615384615385,
"Summerhays, Preston","Preston Summerhays",150,28273553,6100,19.154,7:07 am,1,28.5,0.5,0,29,-0.16,100,3.84615384615385,
"Solomon, Jacob","Jacob Solomon",150,28273546,6100,18.832,6:45 am,1,28.2,0.5,0,28.6,-0.18,100,3.84615384615385,
"Potgieter, Aldrich","Aldrich Potgieter",81,28273545,6100,17.855,12:37 pm,0,26.5,0.4,0,26.9,-0.27,100,3.84615384615385,
"Pereira, Corey","Corey Pereira",150,28273551,6100,15.427,2:27 pm,0,22.4,0.2,0,22.6,-0.48,100,3.84615384615385,
"Yang, Alexander","Alexander Yang",150,28273563,6000,8.085,8:57 am,1,11.8,0,0,11.8,-0.99,100,3.84615384615385,
"Dunlap, Nick","Nick Dunlap",150,28273561,6000,18.165,12:26 pm,0,26.7,0.4,0,27.2,-0.22,100,3.84615384615385,
"Amat, Bastien","Bastien Amat",150,28294088,6000,11.061,8:57 am,1,16.9,0,0,16.9,-0.74,100,3.84615384615385,
"Schutte, Jesse","Jesse Schutte",43,28273555,6000,8.035,8:57 am,1,11.7,0,0,11.7,-1,100,3.84615384615385,
"Brennan, Michael","Michael Brennan",150,28273562,6000,18.306,6:56 am,1,27.1,0.4,0,27.5,-0.2,100,3.84615384615385,
"Schaake, Alex","Alex Schaake",150,28273560,6000,12.512,2:27 pm,0,18.4,0.1,0,18.5,-0.66,100,3.84615384615385,
"Brown, Barclay","Barclay Brown",150,28273564,6000,15.915,8:46 am,1,23.8,0.2,0,24.1,-0.38,100,3.84615384615385,
"Vilips, Karl","Karl Vilips",150,28273559,6000,16.616,2:16 pm,0,24.8,0.3,0,25.1,-0.32,100,3.84615384615385,
"Simmons, Isaac","Isaac Simmons",139,28273557,6000,9.702,2:27 pm,0,15,0,0,15.1,-0.83,100,3.84615384615385,
"Valdes, Brendan","Brendan Valdes",150,28273558,6000,14.839,8:46 am,1,22.2,0.2,0,22.4,-0.46,100,3.84615384615385,
"Cavaliere, Christian","Christian Cavaliere",150,28273556,6000,9.268,2:27 pm,0,14.1,0,0,14.1,-0.88,100,3.84615384615385,
"Moldovan, Maxwell","Maxwell Moldovan",150,28294092,6000,17.929,12:26 pm,0,26.5,0.4,0,26.9,-0.23,100,3.84615384615385,
