player_name,sg_putt_pred,sg_putt_rank,sg_arg_pred,sg_arg_rank,sg_app_pred,sg_app_rank,sg_ott_pred,sg_ott_rank,sg_total_pred,sg_total_rank,distance_pred,distance_rank,accuracy_pred,accuracy_rank
"Rozner, Antoine",-0.206,332,-0.078,246,0.258,65,0.091,115,0.065,132,4.273,126,-0.008,212
"Bradley, Keegan",0.225,62,0.160,55,0.311,58,0.365,51,1.061,31,4.261,127,0.023,112
"Lowry, Shane",-0.109,260,0.081,105,0.699,10,0.456,34,1.128,28,4.094,128,0.035,86
"Migliozzi, Guido",0.098,108,-0.220,360,-0.701,369,-0.442,313,-1.265,340,3.991,129,-0.056,362
"Griffin, Ben",0.270,46,0.191,45,0.049,132,-0.083,175,0.427,88,3.896,130,-0.047,338
"Lagergren, Joakim",0.259,47,-0.200,343,-0.843,386,-0.493,326,-1.277,341,3.874,131,-0.073,394
"Stallings, Scott",-0.099,254,0.095,88,0.025,141,0.125,107,0.146,124,3.869,132,-0.037,315
"Cink, Stewart",-0.132,281,-0.015,190,-0.106,189,-0.167,209,-0.419,200,3.798,133,-0.033,303
"Kim, Michael",0.097,110,0.077,111,0.176,89,-0.038,159,0.312,103,3.749,134,-0.013,239
"Leishman, Marc",0.085,122,0.053,128,-0.045,168,-0.053,163,0.040,137,3.733,135,-0.002,197
"Werbylo, Trevor",-0.027,206,-0.081,248,-0.651,359,-0.161,205,-0.921,286,3.709,136,-0.082,406
"Bradbury, Dan",-0.145,289,-0.410,414,-0.372,285,0.051,129,-0.876,281,3.640,137,0.008,163
"Guerrier, Julien",0.236,54,-0.197,340,-0.428,309,-0.122,188,-0.510,220,3.581,138,-0.057,367
"Green, Gavin",0.475,12,-0.135,294,-0.373,286,-0.587,340,-0.621,234,3.551,139,-0.069,388
"Noh, Seung-Yul",0.257,49,0.102,83,-0.250,245,-0.740,375,-0.630,237,3.480,140,-0.089,411
"LaCroix, Frederic",-0.005,187,-0.381,413,-0.457,320,-0.177,214,-1.020,301,3.454,141,-0.014,241
"Kruyswijk, Jacques",-0.122,274,-0.006,184,-0.922,395,-0.396,299,-1.446,351,3.408,142,-0.009,219
"Saddier, Adrien",0.002,184,-0.177,328,-0.438,311,-0.383,294,-0.997,297,3.356,143,-0.037,313
"Bjerregaard, Lucas",-0.245,358,-0.205,348,-1.311,424,-1.597,424,-3.359,423,3.339,144,-0.109,422
"Hend, Scott",-0.501,419,-0.271,385,-0.909,392,-0.438,312,-2.119,397,3.302,145,-0.062,375
"Pavon, Matthieu",0.056,143,-0.196,339,-0.114,192,0.021,137,-0.234,169,3.286,146,-0.011,228
"Quiros, Alvaro",-0.367,399,-0.166,322,-0.968,402,-0.938,394,-2.439,412,3.282,147,-0.063,376
"Horsfield, Sam",0.048,150,-0.147,303,-0.120,194,-0.169,212,-0.388,195,3.198,148,-0.034,306
"Fleetwood, Tommy",0.228,60,0.285,11,0.438,36,0.250,71,1.202,26,3.086,149,0.017,137
"Howell III, Charles",-0.041,220,0.224,30,0.243,70,0.421,42,0.847,43,3.083,150,-0.002,195
"Griffin, Lanto",-0.061,233,-0.226,362,-0.125,195,-0.029,153,-0.441,202,3.061,151,0.006,170
"Straka, Sepp",0.095,112,-0.153,308,0.354,49,0.236,73,0.531,75,3.053,152,0.037,82
"Walters, Justin",-0.168,306,-0.320,399,-0.398,296,-0.316,266,-1.201,332,2.979,153,-0.028,289
"Ortiz, Carlos",0.011,177,-0.029,206,0.054,130,0.187,86,0.224,114,2.955,154,-0.021,269
"McNealy, Maverick",0.645,2,0.146,61,-0.244,240,-0.530,331,0.017,140,2.712,155,-0.038,319
"Power, Seamus",0.250,52,0.097,86,0.176,90,0.146,95,0.669,58,2.622,156,-0.000,187
"Porteous, Garrick",-0.421,408,-0.518,426,-0.654,361,-0.388,295,-1.981,390,2.594,157,-0.010,221
"Paul, Yannik",0.023,169,-0.025,200,0.062,126,-0.114,185,-0.053,152,2.574,158,-0.012,232
"Ritchie, JC",-0.310,384,-0.235,371,-0.341,277,-0.149,198,-1.035,303,2.572,159,-0.026,283
"Taylor, Ben",0.289,41,0.004,173,-0.249,244,-0.350,283,-0.306,185,2.567,160,-0.062,374
"Goya, Estanislao",-0.113,263,0.030,149,-0.311,268,-0.070,170,-0.464,209,2.544,161,-0.007,206
"Bhatia, Akshay",-0.146,290,-0.095,256,0.211,78,0.293,62,0.263,108,2.436,162,0.000,186
"Van Rooyen, Erik",-0.190,316,-0.227,363,-0.135,201,-0.309,264,-0.861,278,2.400,163,-0.014,244
"Waring, Paul",-0.259,366,-0.183,332,-0.173,221,-0.160,203,-0.775,262,2.376,164,-0.026,284
"Lewis, Tom",-0.269,372,-0.202,345,-0.195,229,-0.382,292,-1.048,305,2.288,165,-0.036,311
"Jones, Matt",-0.362,395,0.131,68,-0.160,209,-0.033,155,-0.424,201,2.283,166,-0.029,290
"Palmer, Ryan",-0.324,388,-0.060,229,0.305,59,0.346,55,0.266,106,2.256,167,0.009,158
"Valimaki, Sami",0.088,118,-0.276,388,-0.234,238,-0.241,243,-0.662,245,2.191,168,-0.018,257
"Wallace, Matt",0.033,163,0.214,36,0.073,123,-0.270,251,0.050,134,2.183,169,-0.021,271
"Armitage, Marcus",-0.095,248,-0.212,355,-0.059,172,-0.581,338,-0.947,292,2.183,170,-0.053,357
"Schwartzel, Charl",-0.122,273,0.084,98,-0.075,178,-0.342,280,-0.455,206,1.894,171,-0.042,328
"Smith, Cameron",0.617,5,0.269,16,0.469,30,0.010,139,1.365,19,1.876,172,-0.030,296
"Hughes, Mackenzie",0.308,37,0.239,27,-0.092,183,-0.114,186,0.341,100,1.732,173,-0.040,324
"Eckroat, Austin",0.007,179,-0.110,273,0.131,101,0.361,52,0.388,94,1.612,174,0.050,57
"Hodges, Lee",-0.052,226,-0.096,257,0.314,57,0.339,57,0.504,79,1.459,175,0.039,78
"Harrington, Padraig",-0.163,299,0.110,81,0.115,108,0.078,122,0.140,126,1.413,176,-0.015,248
"Munoz, Sebastian",0.042,158,0.005,171,0.129,104,0.179,88,0.355,97,1.385,177,0.054,50
"Campillo, Jorge",0.050,148,0.168,52,-0.183,224,-0.119,187,-0.084,156,1.353,178,-0.009,214
"Broberg, Kristoffer",-0.806,428,-0.332,403,-0.522,332,-0.244,245,-1.904,384,1.346,179,-0.018,258
"Im, Sungjae",0.354,25,0.294,8,0.377,44,0.522,23,1.547,11,1.329,180,0.061,31
"Conners, Corey",-0.029,207,-0.050,220,0.576,21,0.599,9,1.097,29,1.283,181,0.057,43
"Veerman, Johannes",0.103,106,-0.253,376,-0.630,352,-0.437,311,-1.216,335,1.123,182,-0.033,302
"Von Dellingshausen, Nicolai",0.133,91,-0.238,373,-0.561,338,-0.740,374,-1.405,349,1.000,183,-0.067,384
"Li, Haotong",0.121,102,-0.363,409,-0.749,376,-1.572,422,-2.563,414,0.972,184,-0.135,429
"Kizzire, Patton",0.044,156,0.066,116,-0.030,163,-0.183,217,-0.102,158,0.924,185,-0.016,256
"Jamieson, Scott",0.389,21,0.002,176,-0.708,370,-0.090,178,-0.406,198,0.923,186,-0.036,310
"Hansen, Joachim B",-0.230,349,-0.646,429,-1.508,425,-1.489,420,-3.873,429,0.793,187,-0.049,343
"Wilson, Andrew",-0.018,197,-0.273,386,-0.570,340,-0.219,234,-1.079,310,0.767,188,-0.015,250
"Grillo, Emiliano",0.084,123,-0.104,265,0.410,41,0.215,77,0.606,65,0.735,189,0.038,80
"Lee, Kyounghoon",0.134,90,0.154,58,0.252,68,0.160,93,0.701,54,0.722,190,0.020,125
"Garcia-Heredia, Alfredo",-0.269,373,-0.120,284,-0.582,343,-0.231,240,-1.202,333,0.695,191,-0.044,332
"Gavins, Daniel",-0.065,237,0.083,101,-0.442,312,-0.734,373,-1.157,322,0.608,192,-0.069,390
"Berger, Daniel",-0.065,238,0.049,132,0.236,73,-0.073,171,0.147,123,0.566,193,0.058,36
"Hill, Calum",0.243,53,-0.192,335,-0.418,304,-0.214,230,-0.581,228,0.557,194,0.003,178
"Higgs, Harry",0.183,78,0.101,85,-0.662,362,-0.558,334,-0.936,291,0.473,195,-0.078,400
"Siem, Marcel",-0.190,315,-0.068,238,0.084,118,-0.101,182,-0.275,177,0.439,196,-0.019,265
"Lahiri, Anirban",-0.107,258,0.034,143,0.130,103,0.439,38,0.495,81,0.432,197,0.016,140
"Smotherman, Austin",0.057,141,-0.118,276,-0.167,217,-0.057,166,-0.286,180,0.360,198,0.012,150
"Echavarria, Nicolas",0.025,166,-0.131,291,-0.343,278,-0.168,211,-0.618,233,0.291,199,-0.016,254
"Alexander, Tyson",-0.131,280,-0.004,181,-0.455,318,-0.370,288,-0.960,295,0.275,200,-0.071,393
"Samooja, Kalle",-0.059,232,-0.112,274,-0.183,223,-0.273,252,-0.627,236,0.240,201,-0.012,233
"Rose, Justin",0.335,28,0.136,65,0.551,25,0.050,130,1.072,30,0.132,202,0.029,99
"Hall, Harry",0.322,30,0.279,12,-0.267,251,-0.188,219,0.146,125,0.095,203,-0.041,326
"Gooch, Talor",0.114,105,0.160,54,0.503,28,0.129,105,0.906,42,-0.003,204,0.045,65
"Howie, Craig",-0.096,250,-0.075,244,-0.430,310,-0.162,206,-0.763,259,-0.055,205,0.006,172
"Coetzee, George",0.221,63,-0.060,228,-0.519,331,-0.685,364,-1.043,304,-0.253,206,-0.069,389
"Kim, Tom",0.021,172,0.043,136,0.554,23,0.371,50,0.990,37,-0.270,207,0.088,12
"Long, Hurly",-0.165,300,-0.049,219,-0.112,190,-0.458,316,-0.784,264,-0.287,208,-0.061,373
"Morikawa, Collin",-0.024,203,0.029,151,1.019,3,0.443,37,1.466,14,-0.359,209,0.084,15
"Haas, Bill",-0.012,194,0.185,46,-0.648,358,-0.380,290,-0.856,277,-0.425,210,-0.042,329
"Matsuyama, Hideki",0.084,124,0.331,2,0.635,18,0.191,84,1.241,24,-0.443,211,0.027,104
"Garcia Rodriguez, Sebastian",0.017,173,-0.036,210,-0.934,396,-0.942,395,-1.895,383,-0.449,212,-0.092,415
"Skinns, David",0.139,88,0.057,122,-0.029,162,-0.529,330,-0.362,191,-0.672,213,-0.070,392
"Southgate, Matthew",-0.281,380,-0.280,391,0.082,119,0.081,121,-0.398,196,-0.775,214,0.021,119
"Wiesberger, Bernd",-0.542,422,0.064,118,0.215,75,-0.215,232,-0.478,214,-0.807,215,0.008,162
"Porteous, Haydn",-0.393,405,-0.095,255,-1.593,427,-1.671,426,-3.753,427,-0.832,216,-0.111,424
"Grace, Branden",-0.154,293,0.101,84,0.368,48,0.320,59,0.634,62,-0.861,217,0.007,167
"Olesen, Thorbjorn",0.047,153,0.031,146,0.018,148,-0.153,200,-0.056,153,-0.994,218,0.003,182
"Wu, Dylan",0.060,138,-0.034,209,0.127,106,-0.025,151,0.128,127,-1.025,219,0.011,152
"Suri, Julian",-0.212,336,0.054,127,-1.285,422,-0.617,348,-2.060,394,-1.068,220,-0.060,370
"Lebioda, Hank",-0.043,225,-0.068,239,-0.174,222,-0.435,310,-0.721,255,-1.074,221,-0.005,201
"Tringale, Cameron",0.093,114,0.087,96,0.261,64,0.089,117,0.529,76,-1.094,222,0.008,161
"Spaun, J.J.",-0.009,192,0.115,77,0.371,47,0.172,90,0.650,61,-1.149,223,0.044,69
"Suh, Justin",0.370,23,-0.207,350,-0.032,165,0.132,101,0.262,109,-1.236,224,0.027,103
"Dubuisson, Victor",-0.455,415,-0.213,356,-0.544,335,-0.714,369,-1.926,387,-1.265,225,-0.027,287
"Lorenzo-Vera, Michael",-0.036,215,-0.027,202,-0.308,267,-0.074,172,-0.446,203,-1.334,226,-0.024,281
"Kofstad, Espen",-0.115,267,-0.242,374,-0.663,364,-0.332,274,-1.352,345,-1.367,227,-0.011,226
"Fitzpatrick, Alex",-0.136,285,-0.136,295,-0.022,159,-0.569,335,-0.864,280,-1.377,228,-0.048,341
"Horschel, Billy",0.290,40,0.094,89,-0.209,233,-0.215,231,-0.039,148,-1.450,229,0.021,117
"Hadley, Chesson",0.091,117,-0.336,404,0.010,150,-0.242,244,-0.477,213,-1.497,230,-0.022,273
"Novak, Andrew",-0.001,185,-0.012,189,0.038,136,-0.230,239,-0.205,165,-1.552,231,-0.028,288
"Hahn, James",-0.271,375,-0.173,326,-0.173,220,0.145,99,-0.472,211,-1.606,232,0.047,63
"Cole, Eric",0.211,69,0.211,38,0.212,77,-0.101,181,0.534,73,-1.641,233,-0.045,337
"Syme, Connor",-0.004,186,-0.264,380,-0.247,243,-0.002,142,-0.517,221,-1.893,234,0.010,157
"Watney, Nick",-0.173,309,-0.146,302,-0.337,276,-1.118,409,-1.773,377,-1.956,235,-0.088,410
"Streb, Robert",-0.224,346,0.067,115,-0.185,225,-0.154,202,-0.497,218,-2.006,236,-0.033,301
"Pan, C.T.",-0.043,223,0.041,137,0.033,139,-0.083,174,-0.051,151,-2.017,237,0.034,89
"Paratore, Renato",0.300,39,0.062,119,-0.626,350,-0.916,391,-1.179,328,-2.025,238,-0.055,361
"Luiten, Joost",0.004,182,-0.380,412,0.135,98,0.198,82,-0.043,149,-2.025,239,0.029,97
"Simpson, Webb",-0.025,204,0.003,175,-0.025,160,-0.365,286,-0.411,199,-2.122,240,0.033,92
"Lawrence, Thriston",-0.125,277,-0.227,364,-0.231,237,-0.204,223,-0.787,266,-2.165,241,0.014,147
"Poston, J.T.",0.221,64,0.067,114,0.182,87,0.084,120,0.554,72,-2.193,242,0.017,134
"Soderberg, Sebastian",-0.194,321,-0.019,193,-0.166,214,-0.294,258,-0.673,248,-2.278,243,-0.027,286
