"","G","G","G","G","G","G"
"1",28225670,28225676,28225682,28225699,28225710,28225719
"2",28225670,28225676,28225682,28225699,28225708,28225719
"3",28225670,28225676,28225682,28225699,28225710,28225724
"4",28225670,28225676,28225682,28225697,28225708,28225724
"5",28225670,28225674,28225689,28225697,28225705,28225708
"6",28225670,28225674,28225689,28225697,28225707,28225708
"7",28225670,28225676,28225687,28225689,28225705,28225717
"8",28225670,28225676,28225687,28225689,28225707,28225711
"9",28225674,28225676,28225687,28225688,28225700,28225701
"10",28225671,28225676,28225688,28225691,28225700,28225701
"11",28225671,28225674,28225688,28225691,28225702,28225713
"12",28225668,28225674,28225702,28225709,28225718,28225723
"13",28225671,28225674,28225681,28225694,28225723,28225731
"14",28225668,28225671,28225703,28225720,28225722,28225727
"15",28225671,28225677,28225681,28225695,28225703,28225714
"16",28225671,28225675,28225681,28225695,28225703,28225730
"17",28225671,28225673,28225684,28225692,28225715,28225726
"18",28225671,28225677,28225684,28225692,28225693,28225729
"19",28225675,28225677,28225683,28225690,28225693,28225706
"20",28225673,28225675,28225679,28225690,28225721,28225728
