player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"McIlroy, Rory",150,2.159,34,-0.005,-0.085,-0.039,0.180,-0.040,0.000,0.000,0.000,0.000,2.170,2.775,"RBC Canadian Open","Oakdale Golf & Country Club"
"Hatton, Tyrrell",150,1.778,31,0.004,0.004,-0.044,0.059,-0.040,0.000,0.000,0.000,0.000,1.760,2.774,"RBC Canadian Open","Oakdale Golf & Country Club"
"Young, Cameron",150,1.209,26,0.024,0.095,0.025,0.280,-0.040,0.000,0.000,0.000,0.000,1.592,2.803,"RBC Canadian Open","Oakdale Golf & Country Club"
"Fitzpatrick, Matthew",150,1.460,28,0.014,-0.008,-0.012,0.069,-0.040,0.000,0.000,0.000,0.000,1.482,2.752,"RBC Canadian Open","Oakdale Golf & Country Club"
"Burns, Sam",150,1.210,26,0.021,0.077,-0.021,0.108,-0.040,0.000,0.000,0.000,0.000,1.354,2.813,"RBC Canadian Open","Oakdale Golf & Country Club"
"Fleetwood, Tommy",150,1.190,32,0.001,-0.031,-0.032,0.073,-0.040,0.000,0.000,0.000,0.000,1.162,2.744,"RBC Canadian Open","Oakdale Golf & Country Club"
"Lowry, Shane",150,0.979,36,-0.013,-0.002,-0.014,0.177,-0.040,0.000,0.000,0.000,0.000,1.088,2.777,"RBC Canadian Open","Oakdale Golf & Country Club"
"Conners, Corey",150,1.088,31,0.004,-0.053,-0.001,0.058,-0.040,0.000,0.000,0.000,0.000,1.057,2.758,"RBC Canadian Open","Oakdale Golf & Country Club"
"Rose, Justin",150,1.313,42,-0.037,-0.071,0.086,-0.220,-0.040,0.000,0.000,0.000,0.000,1.032,2.802,"RBC Canadian Open","Oakdale Golf & Country Club"
"Theegala, Sahith",150,0.960,25,0.026,0.064,-0.006,-0.094,-0.040,0.000,0.000,0.000,0.000,0.911,2.830,"RBC Canadian Open","Oakdale Golf & Country Club"
"Meronk, Adrian",150,0.706,30,0.010,-0.001,-0.008,0.083,-0.040,0.000,0.000,0.000,0.000,0.749,2.827,"RBC Canadian Open","Oakdale Golf & Country Club"
"Mitchell, Keith",150,0.477,31,0.004,0.013,0.033,0.162,-0.040,0.000,0.000,0.000,0.000,0.650,2.761,"RBC Canadian Open","Oakdale Golf & Country Club"
"Hadwin, Adam",150,0.663,35,-0.010,-0.044,0.011,-0.010,-0.040,0.000,0.000,0.000,0.000,0.570,2.798,"RBC Canadian Open","Oakdale Golf & Country Club"
"Kuchar, Matt",150,0.858,44,-0.044,-0.133,0.019,-0.094,-0.040,0.000,0.000,0.000,0.000,0.566,2.742,"RBC Canadian Open","Oakdale Golf & Country Club"
"Taylor, Nick",150,0.647,35,-0.009,-0.017,0.025,-0.062,-0.040,0.000,0.000,0.000,0.000,0.545,2.762,"RBC Canadian Open","Oakdale Golf & Country Club"
"Smalley, Alex",150,0.351,26,0.022,0.070,-0.013,0.148,-0.040,0.000,0.000,0.000,0.000,0.539,2.803,"RBC Canadian Open","Oakdale Golf & Country Club"
"Rai, Aaron",150,0.397,28,0.016,-0.009,0.011,0.148,-0.040,0.000,0.000,0.000,0.000,0.523,2.769,"RBC Canadian Open","Oakdale Golf & Country Club"
"Aberg, Ludvig",150,0.397,23,0.033,0.011,0.100,0.019,-0.040,0.000,0.000,0.000,0.000,0.519,2.803,"RBC Canadian Open","Oakdale Golf & Country Club"
"Cole, Eric",150,0.668,34,-0.008,0.027,-0.038,-0.114,-0.040,0.000,0.000,0.000,0.000,0.494,2.796,"RBC Canadian Open","Oakdale Golf & Country Club"
"Hodges, Lee",150,0.413,27,0.017,0.039,-0.031,0.066,-0.040,0.000,0.000,0.000,0.000,0.464,2.833,"RBC Canadian Open","Oakdale Golf & Country Club"
"Kim, Seonghyeon",150,0.172,24,0.029,0.059,0.004,0.183,-0.040,0.000,0.000,0.000,0.000,0.406,2.803,"RBC Canadian Open","Oakdale Golf & Country Club"
"Svensson, Adam",150,0.502,29,0.012,-0.023,-0.016,-0.051,-0.040,0.000,0.000,0.000,0.000,0.384,2.828,"RBC Canadian Open","Oakdale Golf & Country Club"
"Hojgaard, Nicolai",150,0.289,22,0.038,-0.019,-0.011,0.107,-0.040,0.000,0.000,0.000,0.000,0.363,2.796,"RBC Canadian Open","Oakdale Golf & Country Club"
"Hubbard, Mark",150,0.517,34,-0.005,-0.021,-0.011,-0.079,-0.040,0.000,0.000,0.000,0.000,0.360,2.758,"RBC Canadian Open","Oakdale Golf & Country Club"
"Gordon, Will",150,0.166,26,0.021,0.059,-0.003,0.126,-0.040,0.000,0.000,0.000,0.000,0.329,2.833,"RBC Canadian Open","Oakdale Golf & Country Club"
"Wu, Brandon",150,0.340,26,0.023,0.031,0.002,-0.046,-0.040,0.000,0.000,0.000,0.000,0.310,2.793,"RBC Canadian Open","Oakdale Golf & Country Club"
"Hughes, Mackenzie",150,0.336,32,0.001,-0.042,-0.015,0.061,-0.040,0.000,0.000,0.000,0.000,0.301,2.788,"RBC Canadian Open","Oakdale Golf & Country Club"
