"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"54","Lee Hodges",23516848,7100,55.25,71.84,0,106.69,33.75,57.2,1.8,59,0.12,3.95,-0.106,281,-0.058,247,0.191,84,0.074,159,0.101,142,2.153,171,0.019,130,0.013,27,0.018,0.004,0.017,0.049,-0.04,-0.02,0.055,0.007,0.042,0.103,0.5098,0.1297,0.0578,0.0258,0.0042,0.59,-0.18,2.37,0.14,0.54,5,1,2022-08-07,"Wyndham Championshio"
"55","Tyler Duncan",23516849,7100,56.79,69.08,0,104.38,33.13,61.5,2.5,64,0.46,3.95,-0.158,321,-0.075,263,0.154,97,0.166,117,0.088,145,-3.985,286,0.074,24,0.088,33,-0.001,-0.04,0.012,0.028,0.063,0.039,0.217,0.014,0.271,0.422,0.5726,0.1818,0.0879,0.0413,0.0081,1.14,0.37,2.37,0.72,3.43,5,1,2022-08-07,"Wyndham Championshio"
"56","Matt Wallace",23516850,7000,49.24,60.88,0,98.13,30.63,54.2,1.5,55.7,-0.06,3.95,0.074,141,-0.017,194,0.072,138,-0.164,246,-0.035,164,2.372,167,-0.011,227,-0.083,31,0.003,0.045,-0.016,0.016,-0.04,-0.023,-0.035,-0.008,-0.066,-0.14,0.4587,0.0959,0.0399,0.0165,0.0023,0.33,-0.35,2.37,-0.13,-0.76,0,1,2022-08-07,"Wyndham Championshio"
"57","Rickie Fowler",23516851,7000,50.78,65.56,0,101.88,32.5,56.4,1.8,58.2,0.1,3.95,0.041,170,0.224,28,-0.048,190,-0.047,200,0.17,127,6.21,100,-0.002,200,0.036,33,-0.003,0.043,-0.016,0.111,-0.046,-0.06,-0.008,-0.02,-0.088,0.036,0.4926,0.1178,0.053,0.0231,0.0033,0.47,-0.21,2.37,0.62,2.68,5,1,2022-08-07,"Wyndham Championshio"
"58","David Lipsky",23516852,7000,53.86,72.73,0,106.25,33.75,62,2.6,64.6,0.54,3.95,-0.075,253,0.044,145,0.271,61,0.085,153,0.326,100,-3.756,282,0.053,56,0.255,34,-0.004,0.025,0.018,0.033,-0.04,0.037,0.155,-0.009,0.184,0.469,0.5833,0.1866,0.0917,0.0448,0.0081,1.16,0.48,2.37,0.89,4.24,5,1,2022-08-07,"Wyndham Championshio"
"59","Andrew Putnam",23516853,7000,52.72,64.4,0,100.63,31.88,60.4,2.3,62.7,0.41,3.95,0.224,56,0.189,43,-0.107,213,-0.157,244,0.148,129,-15.561,410,0.054,52,0.238,33,-0.003,-0.045,0.008,-0.05,-0.045,0.152,0.157,-0.035,0.274,0.378,0.5652,0.1678,0.0795,0.0378,0.006,0.86,0.18,2.37,0.99,4.54,5,1,2022-08-07,"Wyndham Championshio"
"60","Austin Smotherman",23516854,7000,59.13,72.63,0,106.25,33.75,57.4,1.9,59.3,0.18,3.95,-0.112,287,-0.18,351,0.125,108,0.28,75,0.114,137,5.662,108,0.021,126,-0.001,28,0.015,0.019,0.003,0.078,-0.04,-0.055,0.06,0.022,0.028,0.102,0.505,0.1269,0.0566,0.0242,0.0039,0.56,-0.12,2.37,-0.12,-0.6,0,1,2022-08-07,"Wyndham Championshio"
"61","Michael Thompson",23516855,7000,59.92,64.45,0,99.38,31.88,59.3,2.2,61.6,0.34,3.95,0.066,149,0.086,106,0.016,165,-0.22,266,-0.053,168,-9.922,372,0.06,46,0.116,37,-0.015,-0.097,-0.011,-0.046,0.077,0.097,0.175,-0.016,0.257,0.281,0.5434,0.1555,0.0735,0.0335,0.0054,0.77,0.09,2.37,0.89,4.05,5,1,2022-08-07,"Wyndham Championshio"
"62","Patton Kizzire",23516856,7000,56.44,67.49,0,102.5,32.5,54.8,1.6,56.4,-0.02,3.95,-0.025,220,0.023,163,0.065,142,-0.115,230,-0.053,167,1.904,177,-0.032,305,-0.189,36,-0.012,0.052,0.06,0.037,0.126,-0.018,-0.097,-0.002,-0.117,-0.044,0.4762,0.1056,0.0433,0.0184,0.0021,0.3,-0.38,2.37,-0.46,-2.26,0,1,2022-08-07,"Wyndham Championshio"
"63","Hayden Buckley",23516858,6900,54.72,69.15,0,105,33.13,59.1,2.1,61.2,0.35,3.95,-0.238,361,-0.184,356,0.079,131,0.408,38,0.064,148,1.533,184,0.058,48,-0.014,26,0.02,-0.077,-0.035,0.171,-0.04,-0.014,0.17,0.035,0.191,0.215,0.5283,0.1443,0.0669,0.0299,0.0053,0.77,0.18,2.37,0.18,0.9,5,1,2022-08-07,"Wyndham Championshio"
"64","Rory Sabbatini",23516859,6900,58.47,67.2,0,102.5,32.5,55.5,1.7,57.2,0.07,3.95,0.081,136,0.109,92,-0.306,279,-0.188,257,-0.304,211,-10.247,373,0.026,111,-0.015,46,-0.045,-0.126,-0.002,-0.116,0.128,0.101,0.074,-0.006,0.168,-0.007,0.4831,0.1127,0.0477,0.0203,0.003,0.43,-0.16,2.37,0.18,0.73,5,1,2022-08-07,"Wyndham Championshio"
"65","Hank Lebioda",23516860,6900,47.57,67.75,0,103.13,32.5,54,1.5,55.5,-0.04,3.95,0.091,131,0.056,135,-0.034,183,-0.274,280,-0.161,194,-1.481,245,0.009,163,-0.161,28,0.014,0.019,0.002,-0.034,0.014,0.015,0.025,-0.012,0.028,-0.119,0.4587,0.0951,0.0401,0.0165,0.0021,0.3,-0.29,2.37,0.21,0.8,5,1,2022-08-07,"Wyndham Championshio"
"66","Anirban Lahiri",23516861,6900,49.98,66.79,0,103.13,31.88,61.9,2.6,64.5,0.58,3.95,0.009,191,0.089,103,-0.093,205,0.347,52,0.352,95,0.166,214,0.013,153,0.167,35,-0.008,0.041,0,0.153,0.058,-0.001,0.036,-0.004,0.03,0.441,0.5763,0.1825,0.0897,0.0428,0.0072,1.04,0.45,2.37,0.28,1.49,5,1,2022-08-07,"Wyndham Championshio"
"67","Brandon Wu",23516862,6900,52.23,66.5,0,101.88,32.5,58.1,2,60.1,0.27,3.95,-0.051,236,-0.171,345,0.083,129,0.242,82,0.103,139,-0.853,231,0.018,134,-0.027,25,0.024,0.018,0.007,0.081,-0.04,0.009,0.051,0.016,0.076,0.139,0.5192,0.1323,0.0604,0.0259,0.0043,0.62,0.03,2.37,-0.28,-1.25,0,1,2022-08-07,"Wyndham Championshio"
"68","Chesson Hadley",23516863,6900,50.12,52.99,0,90,28.75,51.1,1.2,52.2,-0.23,3.95,0.305,34,-0.113,304,-0.182,231,-0.389,325,-0.38,227,0.646,205,-0.036,318,-0.235,35,-0.008,0.038,0.016,-0.19,0.141,-0.006,-0.109,-0.011,-0.125,-0.364,0.4132,0.0717,0.0279,0.011,0.0016,0.23,-0.36,2.37,-0.79,-3.74,0,1,2022-08-07,"Wyndham Championshio"
"69","Charley Hoffman",23516864,6900,47.89,68.56,0,103.13,33.13,52,1.3,53.3,-0.16,3.95,-0.302,387,-0.075,264,0.124,109,0.195,101,-0.058,172,8.341,59,-0.04,329,-0.142,45,-0.042,-0.026,-0.043,0.195,-0.047,-0.081,-0.12,0.03,-0.17,-0.275,0.431,0.084,0.0343,0.0144,0.0023,0.33,-0.26,2.37,-0.9,-4.18,0,1,2022-08-07,"Wyndham Championshio"
"70","Matthias Schwab",23516865,6900,55.24,66.99,0,101.88,32.5,54.3,1.6,55.9,-0.02,3.95,0.024,183,0.117,87,0.118,114,-0.223,268,0.035,152,-1.548,246,-0.017,251,-0.085,27,0.017,0.089,0.01,0.004,-0.02,0.016,-0.053,-0.018,-0.055,-0.04,0.4808,0.1032,0.0424,0.0175,0.0021,0.3,-0.29,2.37,0.03,-0.01,0,1,2022-08-07,"Wyndham Championshio"
"71","James Hahn",23516866,6800,49.59,65.18,0,101.88,31.88,54.7,1.6,56.3,0.05,3.95,-0.119,293,-0.049,235,-0.022,179,0.133,136,-0.057,170,0.345,213,0.019,133,0.028,40,-0.026,-0.062,-0.04,0.044,-0.05,-0.003,0.054,0.016,0.068,-0.039,0.4808,0.1094,0.0465,0.0201,0.0031,0.46,-0.04,2.37,-0.06,-0.29,0,1,2022-08-07,"Wyndham Championshio"
"72","Scott Piercy",23516867,6800,51.1,67.81,0,103.13,32.5,54.9,1.6,56.5,0.07,3.95,-0.011,208,0.116,88,-0.246,257,-0.048,201,-0.19,198,-4.007,287,-0.022,266,-0.143,43,-0.036,-0.003,0.012,-0.019,0.156,0.04,-0.066,0.001,-0.025,-0.059,0.4762,0.1063,0.045,0.021,0.0032,0.47,-0.03,2.37,-0.43,-1.95,0,1,2022-08-07,"Wyndham Championshio"
"73","Michael Gligic",23516868,6800,56.11,65.2,0,100.63,32.5,55.7,1.7,57.4,0.13,3.95,0.075,140,-0.065,254,-0.127,218,0.134,134,0.017,158,2.238,169,-0.007,213,-0.018,32,-0.001,-0.009,-0.003,0.047,0.013,-0.021,-0.022,0.005,-0.039,-0.009,0.4902,0.1157,0.0495,0.0222,0.003,0.44,-0.06,2.37,-0.35,-1.6,0,1,2022-08-07,"Wyndham Championshio"
"74","Nick Taylor",23516869,6800,50.77,68.26,0,103.75,33.13,56.2,1.8,58,0.17,3.95,0.063,150,0.03,154,0.069,140,-0.133,234,0.029,156,-2.692,259,-0.011,226,0.083,34,-0.005,0.022,0.019,-0.089,0.109,0.027,-0.035,-0.012,-0.02,0.118,0.5122,0.1217,0.0538,0.0227,0.0035,0.51,0.01,2.37,-0.14,-0.63,0,1,2022-08-07,"Wyndham Championshio"
"75","Peter Malnati",23516870,6800,57.48,61.79,0,98.75,31.25,56.3,1.7,58,0.17,3.95,0.119,115,0.132,81,-0.098,208,-0.196,259,-0.042,166,-2.668,257,-0.029,292,0.029,35,-0.008,-0.031,0.006,-0.038,0.175,0.027,-0.088,-0.019,-0.08,0.052,0.4975,0.1151,0.0495,0.0218,0.0034,0.5,0,2.37,-0.22,-0.99,0,1,2022-08-07,"Wyndham Championshio"
"76","Brice Garnett",23516871,6800,47.72,66.91,0,102.5,33.13,58.8,2.2,61,0.37,3.95,0.051,164,0.04,149,-0.255,265,0.012,178,-0.152,191,-4.318,296,0.062,39,-0.115,38,-0.02,-0.053,0,0.037,0.177,0.043,0.182,0.002,0.227,0.252,0.5327,0.1453,0.0663,0.0291,0.0042,0.62,0.12,2.37,0.71,3.26,5,1,2022-08-07,"Wyndham Championshio"
"77","John Huh",23516872,6800,55.22,71.18,0,105.63,33.75,60.4,2.3,62.7,0.49,3.95,-0.096,271,0.093,101,0.025,162,-0.076,211,-0.054,169,-8.851,359,0.056,49,-0.038,32,0.002,-0.054,0.007,0.029,0.137,0.087,0.162,-0.001,0.248,0.33,0.5556,0.1634,0.0781,0.0364,0.0061,0.9,0.4,2.37,0.73,3.49,5,1,2022-08-07,"Wyndham Championshio"
"78","Satoshi Kodaira",23516873,6800,48.39,65.55,0,101.88,31.88,52.2,1.3,53.5,-0.12,3.95,-0.194,337,-0.221,381,-0.168,227,-0.031,192,-0.614,270,-11.37,381,0.085,15,-0.619,32,-0.001,-0.029,0.024,0.011,-0.048,0.112,0.249,0.043,0.403,-0.258,0.4367,0.0794,0.0318,0.0129,0.0017,0.25,-0.25,2.37,0.04,0.06,0,1,2022-08-07,"Wyndham Championshio"
"79","Adam Schenk",23516874,6700,45.24,62.55,0,98.75,31.25,55.8,1.8,57.6,0.18,3.95,-0.013,211,-0.175,349,0.149,99,0.142,130,0.103,140,3.833,142,-0.01,221,0.043,30,0.007,0.004,-0.024,0.073,-0.03,-0.037,-0.031,0.011,-0.057,0.016,0.4902,0.1136,0.0506,0.0216,0.0038,0.57,0.16,2.37,-0.52,-2.26,0,1,2022-08-07,"Wyndham Championshio"
"80","Lucas Glover",23516875,6700,54.62,69.06,0,104.38,33.13,62.8,2.7,65.5,0.72,3.95,-0.362,403,-0.121,309,0.193,83,0.342,53,0.051,150,-2.766,262,0.069,31,-0.072,42,-0.033,-0.071,0.036,0.19,0.156,0.028,0.201,0.036,0.264,0.471,0.5851,0.1887,0.0936,0.0451,0.008,1.19,0.78,2.37,0.39,2.15,5,1,2022-08-07,"Wyndham Championshio"
"81","Justin Lower",23516876,6700,59.81,57.93,0,95.63,30.63,53,1.4,54.4,-0.03,3.95,0.189,72,-0.088,279,-0.073,197,-0.186,256,-0.157,193,-4.546,301,-0.01,222,-0.041,33,-0.002,0.003,-0.018,-0.099,-0.04,0.045,-0.032,-0.008,0.005,-0.192,0.4464,0.089,0.0367,0.0153,0.0025,0.37,-0.04,2.37,-0.47,-2.13,0,1,2022-08-07,"Wyndham Championshio"
"82","Sepp Straka",23516877,6700,51.16,61.09,0,96.88,31.25,57.2,1.9,59.1,0.28,3.95,0.199,68,-0.087,277,-0.172,229,0.182,107,0.121,136,6.26,99,0,191,-0.058,29,0.011,0.039,0.041,0.088,0.039,-0.061,-0.002,-0.002,-0.065,0.095,0.505,0.125,0.0561,0.0241,0.004,0.6,0.19,2.37,-0.12,-0.44,0,1,2022-08-07,"Wyndham Championshio"
"83","Ryan Armour",23516878,6700,43.61,69.98,0,105,33.13,57.2,1.9,59.1,0.28,3.95,-0.142,311,-0.088,278,-0.177,230,-0.128,233,-0.534,252,-12.209,393,0.114,3,-0.366,46,-0.045,-0.064,-0.011,-0.048,0.135,0.12,0.335,0.027,0.481,0.082,0.5025,0.1241,0.055,0.024,0.0038,0.57,0.16,2.37,0.86,3.95,5,1,2022-08-07,"Wyndham Championshio"
"84","Danny Lee",23516879,6700,46.15,64.14,0,100.63,31.88,55.7,1.7,57.5,0.17,3.95,-0.194,338,-0.188,358,0.119,113,0.2,97,-0.063,173,2.002,175,-0.006,210,-0.075,32,0.002,-0.061,0,0.071,0.038,-0.019,-0.019,0.03,-0.009,-0.034,0.4808,0.1111,0.0479,0.021,0.0032,0.48,0.07,2.37,-0.73,-3.25,0,1,2022-08-07,"Wyndham Championshio"
"85","Sam Ryder",23516880,6700,50.96,67.69,0,102.5,32.5,55.3,1.6,57,0.14,3.95,0.046,168,-0.045,229,0.043,154,-0.179,252,-0.134,187,-5.463,318,0.004,177,-0.005,32,0,-0.022,0.013,-0.12,0.046,0.054,0.01,-0.003,0.061,-0.027,0.4831,0.1094,0.0471,0.0204,0.0029,0.43,0.02,2.37,-0.21,-0.94,0,1,2022-08-07,"Wyndham Championshio"
"86","Rafa Cabrera Bello",23516881,6700,43.23,54.6,0,91.25,30,51,1.2,52.2,-0.16,3.95,0.053,161,0.131,82,-0.601,373,-0.174,251,-0.591,263,-8.902,360,0.035,90,-0.641,38,-0.018,-0.015,-0.012,0.095,0.046,0.087,0.101,0.008,0.196,-0.349,0.4202,0.0731,0.027,0.0108,0.0014,0.21,-0.2,2.37,0.16,0.62,5,1,2022-08-07,"Wyndham Championshio"
"87","Zach Johnson",23516882,6600,41.57,60.15,0,96.88,30.63,54,1.6,55.6,0.08,3.95,0.077,139,0.051,137,-0.129,219,-0.367,317,-0.368,225,-13.022,403,0.044,72,-0.051,46,-0.045,-0.068,-0.053,-0.15,0.059,0.128,0.128,-0.008,0.247,-0.061,0.4739,0.0995,0.0413,0.0179,0.0021,0.32,-0.01,2.37,0.37,1.66,5,1,2022-08-07,"Wyndham Championshio"
"88","Doc Redman",23516883,6600,47.54,60.71,0,96.88,31.25,51.6,1.3,52.8,-0.09,3.95,0.05,167,-0.241,396,-0.095,206,-0.188,258,-0.475,243,-3.153,268,0.023,118,-0.476,24,0.026,0.031,0.015,-0.072,0.023,0.031,0.067,0.02,0.118,-0.334,0.4167,0.0758,0.0288,0.0121,0.0018,0.27,-0.06,2.37,-0.49,-2.23,0,1,2022-08-07,"Wyndham Championshio"
"89","Chad Ramey",23516884,6600,51.88,62.4,0,98.13,31.88,56.2,1.8,58,0.24,3.95,-0.064,245,-0.042,224,-0.001,172,-0.032,194,-0.139,189,-9.38,364,0.043,75,-0.154,30,0.009,0.008,0.01,-0.012,-0.04,0.092,0.125,0.008,0.226,0.047,0.5025,0.1192,0.0521,0.0222,0.0032,0.48,0.15,2.37,0.17,0.84,5,1,2022-08-07,"Wyndham Championshio"
"90","Kramer Hickok",23516885,6600,46.38,64.4,0,101.06,31.88,55.7,1.7,57.4,0.2,3.95,-0.205,343,-0.129,313,0.007,167,0.115,139,-0.212,202,-4.819,309,0.053,57,-0.36,30,0.008,-0.066,0.021,0.186,-0.01,0.048,0.154,0.029,0.231,0.01,0.4902,0.1129,0.0473,0.0201,0.0026,0.39,0.06,2.37,0.07,0.35,0,1,2022-08-07,"Wyndham Championshio"
"91","Joseph Bramlett",23516886,6600,47.18,64.04,0,100,31.25,49.6,1,50.7,-0.22,3.95,-0.5,424,0.011,168,0.129,104,0.237,84,-0.123,185,17.755,13,-0.069,388,-0.514,34,-0.005,0.061,0.035,0.3,0.001,-0.173,-0.206,0.043,-0.336,-0.458,0.3922,0.062,0.0237,0.0095,9e-04,0.14,-0.19,2.37,-1.08,-4.96,0,1,2022-08-07,"Wyndham Championshio"
"92","Cameron Percy",23516887,6600,51.53,66.86,0,102.5,32.5,51.3,1.2,52.5,-0.11,3.95,-0.248,367,-0.04,221,-0.115,216,-0.196,260,-0.599,267,-7.899,353,0.019,132,-0.359,48,-0.051,-0.057,-0.026,-0.106,0.176,0.078,0.054,0.03,0.162,-0.261,0.4367,0.0791,0.0313,0.0124,0.0018,0.27,-0.06,2.37,-0.43,-1.97,0,1,2022-08-07,"Wyndham Championshio"
"93","Ryan Moore",23516888,6600,48.7,66.21,0,101.88,33.13,51.3,1.2,52.5,-0.11,3.95,-0.203,342,-0.069,259,-0.255,266,-0.386,324,-0.914,324,-14.661,409,0.094,11,-0.458,39,-0.023,-0.136,-0.146,-0.151,0.121,0.144,0.276,0.033,0.453,-0.339,0.4167,0.0718,0.0287,0.012,0.0017,0.26,-0.07,2.37,0.42,1.85,5,1,2022-08-07,"Wyndham Championshio"
"94","Robert Streb",23516889,6600,45.68,64.06,0,99.38,31.88,52.5,1.3,53.7,-0.04,3.95,-0.08,256,0.033,152,-0.077,199,-0.062,206,-0.186,197,-0.51,225,-0.029,291,-0.262,35,-0.009,0.002,-0.006,0.09,-0.022,0.006,-0.087,0.008,-0.074,-0.283,0.4292,0.0821,0.0341,0.0138,0.0019,0.29,-0.04,2.37,-0.61,-2.77,0,1,2022-08-07,"Wyndham Championshio"
"95","Kelly Kraft",23516890,6500,45.5,54.48,0,91.25,29.38,51.3,1.2,52.6,-0.08,3.95,0.183,76,-0.202,367,-0.247,259,-0.149,240,-0.415,233,-7.895,352,0.026,108,-0.344,33,-0.004,-0.002,0.055,-0.121,-0.033,0.078,0.075,0.01,0.162,-0.286,0.4274,0.0791,0.0322,0.0134,0.0019,0.29,0.04,2.37,-0.44,-1.96,0,1,2022-08-07,"Wyndham Championshio"
"96","Harry Higgs",23516891,6500,44.27,46.95,0,83.13,27.5,46.1,0.7,46.8,-0.41,3.95,0.162,87,0.007,171,-0.412,324,-0.394,329,-0.637,273,2.523,162,-0.063,381,-0.77,30,0.007,0.087,0.007,0.032,0.027,-0.024,-0.187,0.002,-0.209,-0.819,0.3279,0.0368,0.0135,0.0043,6e-04,0.09,-0.16,2.37,-1.16,-5.3,0,1,2022-08-07,"Wyndham Championshio"
"97","Chase Seiffert",23516892,6500,48.97,67.63,0,102.5,33.13,53.4,1.4,54.8,0.07,3.95,-0.21,345,-0.069,258,0.038,157,-0.086,218,-0.327,216,-6.54,333,0.03,101,-0.462,30,0.006,0.039,0.007,0.084,-0.053,0.064,0.086,0.023,0.173,-0.208,0.4444,0.0882,0.0355,0.0149,0.0022,0.34,0.09,2.37,-0.15,-0.63,0,1,2022-08-07,"Wyndham Championshio"
"98","Scott Brown",23516894,6500,56.53,63.76,0,100.63,31.88,50.9,1.2,52.1,-0.1,3.95,-0.006,204,-0.171,346,-0.261,268,-0.18,253,-0.619,272,-4.275,295,0.017,136,-0.529,39,-0.021,-0.027,0.027,-0.069,0.143,0.042,0.049,0.026,0.117,-0.358,0.4132,0.0679,0.0261,0.0101,0.0014,0.22,-0.03,2.37,-0.6,-2.72,0,1,2022-08-07,"Wyndham Championshio"
"99","Ben Martin",23516895,6500,49.97,62.58,0,99.38,31.88,49.2,1.1,50.2,-0.21,3.95,-0.2,341,-0.145,327,-0.244,255,0.014,177,-0.576,257,-4.694,304,0.008,167,-0.581,34,-0.007,-0.045,-0.003,0.061,0.021,0.046,0.021,0.04,0.108,-0.447,0.3953,0.0623,0.0233,0.0088,9e-04,0.14,-0.11,2.37,-0.85,-3.88,0,1,2022-08-07,"Wyndham Championshio"
"100","Austin Cook",23516896,6500,49.91,51.16,0,88.13,28.75,50.4,1.2,51.6,-0.13,3.95,0.212,61,-0.029,208,-0.41,323,-0.412,336,-0.639,275,-12.089,390,0.041,80,-0.481,31,0.004,-0.062,0.026,-0.127,-0.011,0.119,0.119,-0.002,0.236,-0.414,0.4032,0.0685,0.0272,0.0113,0.0015,0.23,-0.02,2.37,0.05,0.22,0,1,2022-08-07,"Wyndham Championshio"
"101","Andrew Novak",23516897,6500,50.92,64.49,0,100,31.88,49.7,1,50.7,-0.18,3.95,-0.177,333,-0.016,192,0.03,161,-0.142,237,-0.306,212,-1.056,236,-0.046,343,-0.493,27,0.017,0.089,0.028,0.054,-0.04,0.011,-0.136,0.016,-0.109,-0.455,0.3937,0.0627,0.0244,0.0099,0.001,0.15,-0.1,2.37,-1.02,-4.64,0,1,2022-08-07,"Wyndham Championshio"
"102","Scott Gutschewski",23516898,6500,48.98,63.73,0,100,31.88,52.8,1.4,54.2,0.03,3.95,-0.177,332,-0.03,209,0.117,115,-0.052,203,-0.143,190,0.478,209,-0.014,237,-0.169,45,-0.043,-0.011,0.01,0.07,0.012,-0.004,-0.042,0.014,-0.033,-0.163,0.4525,0.088,0.0355,0.014,0.002,0.31,0.06,2.37,-0.46,-2.04,0,1,2022-08-07,"Wyndham Championshio"
"103","Henrik Norlander",23516899,6400,46.42,64.33,0,100,31.88,52.6,1.4,54,0.05,3.95,-0.305,388,-0.014,189,0.059,144,-0.207,262,-0.467,242,-6.9,340,0.033,94,-0.429,35,-0.009,-0.021,-0.004,-0.005,0.019,0.068,0.097,0.026,0.19,-0.258,0.4367,0.0836,0.0347,0.013,0.0021,0.33,0.15,2.37,-0.04,-0.11,0,1,2022-08-07,"Wyndham Championshio"
"104","Jonathan Byrd",23516900,6400,51.22,59.49,0,96.69,30.63,47.5,0.9,48.4,-0.28,3.95,0.052,162,0.191,42,-0.269,269,-0.76,399,-0.786,302,-7.79,351,-0.022,269,-0.578,44,-0.039,-0.035,0.013,-0.148,0.143,0.077,-0.067,-0.012,-0.002,-0.644,0.3597,0.051,0.0187,0.007,9e-04,0.14,-0.04,2.37,-0.28,-1.28,0,1,2022-08-07,"Wyndham Championshio"
"105","Bo Hoag",23516901,6400,45.28,60.36,0,96.88,30.63,46,0.8,46.7,-0.38,3.95,-0.072,250,-0.123,310,-0.25,262,-0.35,312,-0.796,306,-5.306,316,0.006,171,-0.715,34,-0.004,0.001,-0.047,-0.031,0.001,0.052,0.017,0.027,0.097,-0.698,0.3436,0.0423,0.0142,0.005,5e-04,0.08,-0.1,2.37,-0.72,-3.29,0,1,2022-08-07,"Wyndham Championshio"
"106","Bill Haas",23516902,6400,50.57,56.9,0,94.38,30.63,52.5,1.3,53.9,0.04,3.95,0.127,108,0.246,20,-0.367,309,-0.282,283,-0.276,209,1.118,192,-0.047,345,-0.244,40,-0.025,-0.053,0.024,0.022,0.216,-0.01,-0.139,-0.018,-0.167,-0.226,0.4367,0.08,0.0321,0.0128,0.0014,0.22,0.04,2.37,-0.31,-1.38,0,1,2022-08-07,"Wyndham Championshio"
"107","Garrick Higgo",23516903,6400,43.22,58.93,0,96.25,30.63,46.2,0.8,46.9,-0.37,3.95,-0.016,213,-0.214,374,-0.247,260,-0.109,227,-0.586,262,8.333,60,-0.036,317,-0.738,23,0.031,0.041,-0.009,0.088,-0.04,-0.081,-0.109,0.032,-0.158,-0.784,0.3279,0.0379,0.0124,0.0043,0,0,-0.18,2.37,-1.23,-5.62,0,1,2022-08-07,"Wyndham Championshio"
"108","Ben Kohles",23516904,6400,50.37,54.91,0,91.25,29.38,47.7,0.9,48.7,-0.27,3.95,0.023,184,-0.179,350,-0.021,178,-0.408,335,-0.585,259,-9.213,363,0.008,166,-0.513,32,0.001,0.02,0.018,-0.111,-0.063,0.09,0.021,0.013,0.124,-0.524,0.3745,0.0511,0.0181,0.0062,5e-04,0.08,-0.1,2.37,-0.67,-3.07,0,1,2022-08-07,"Wyndham Championshio"
"109","Vaughn Taylor",23516905,6400,46.22,62.63,0,99.81,31.25,51.8,1.3,53.1,-0.01,3.95,-0.101,275,-0.049,234,-0.099,209,-0.46,347,-0.709,292,-16.23,414,0.066,33,-0.443,46,-0.045,-0.109,-0.006,-0.107,0.054,0.159,0.192,0.015,0.366,-0.289,0.4292,0.0807,0.0316,0.0123,0.0017,0.27,0.09,2.37,0.23,1.08,5,1,2022-08-07,"Wyndham Championshio"
"110","Kevin Tway",23516906,6400,43.63,55.25,0,92.5,30,46.3,0.8,47.1,-0.36,3.95,0.052,163,0.058,133,-0.361,304,-0.107,225,-0.359,223,8.061,68,-0.084,410,-0.572,34,-0.004,0.065,0.001,0.152,0.059,-0.078,-0.249,0.006,-0.321,-0.62,0.3571,0.044,0.0152,0.0053,7e-04,0.11,-0.07,2.37,-1.28,-5.8,0,1,2022-08-07,"Wyndham Championshio"
"111","Kevin Chappell",23516907,6400,51.18,57.73,0,93.75,30.63,44.1,0.6,44.8,-0.49,3.95,-0.094,268,-0.109,299,-0.408,321,-0.052,202,-0.662,280,7.348,82,-0.064,382,-0.723,36,-0.011,0.02,-0.079,0.131,-0.067,-0.071,-0.189,0.036,-0.224,-0.954,0.304,0.0316,0.0105,0.0041,0,0,-0.18,2.37,-1.6,-7.29,0,1,2022-08-07,"Wyndham Championshio"
"112","Roger Sloan",23516908,6300,41.09,64.61,0,100.63,31.88,48.9,1,49.9,-0.16,3.95,-0.047,232,-0.06,250,-0.232,249,-0.309,301,-0.648,277,-3.501,273,-0.016,246,-0.605,35,-0.008,-0.014,-0.016,-0.004,0.092,0.035,-0.05,0.019,0.003,-0.552,0.3759,0.0544,0.0197,0.0077,9e-04,0.14,0.03,2.37,-0.81,-3.63,0,1,2022-08-07,"Wyndham Championshio"
"113","Camilo Villegas",23516909,6300,44.69,60.9,0,97.5,30.63,48.2,0.9,49.1,-0.21,3.95,-0.242,364,0.137,76,-0.209,241,-0.477,350,-0.791,304,-5.871,323,-0.037,319,-0.739,40,-0.026,-0.067,0.014,0.027,0.217,0.058,-0.11,0.018,-0.034,-0.608,0.3663,0.0515,0.0194,0.0079,0.001,0.16,0.05,2.37,-0.84,-3.76,0,1,2022-08-07,"Wyndham Championshio"
"114","Seung-Yul Noh",23516910,6300,51.57,55.8,0,92.5,30,43.5,0.6,44.1,-0.5,3.95,0.291,39,0.278,8,-0.097,207,-1.046,420,-0.574,256,1.241,190,-0.097,424,-0.448,31,0.005,0.046,0.007,-0.183,-0.042,-0.012,-0.287,-0.047,-0.346,-0.961,0.2967,0.0296,0.01,0.0038,0,0,-0.11,2.37,-0.63,-2.89,0,1,2022-08-07,"Wyndham Championshio"
