"Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"Matthew NeSmith",23248895,6900,80,62.7,1.9,92.5,30.5,60.9,2,62.9,0.42,3.0817818932278,0.562,28,0.013,0.038,-0.009,0.034,-0.04,0.001,-0.016,-0.038,-0.052,0.316,0.5202,0.0053,0.2208,0.1405,0.0614,0.0267,0.0147,0.0036,100,0.0301,11.5,0.52,0.1,0.01,2,2022-07-10,"Genesis Scottish Open"
"Nick Taylor",23248901,6800,80,57.05,0.54,88.35,29.5,54.9,1.3,56.2,-0.05,2.61561800765503,0.143,34,-0.005,0.019,0.023,-0.05,-0.04,-0.011,0.001,-0.015,-0.026,-0.041,0.4513,0.0034,0.1524,0.0893,0.0365,0.0142,0.0073,0.0019,55,0.0015,48.5,0.28,-0.09,-0.01,1,2022-07-10,"Genesis Scottish Open"
"Thorbjorn Olesen",23248896,6800,80,50.32,2.2,84,27,53.4,1.2,54.5,-0.12,2.89753428235969,-0.279,32,0.001,0.05,-0.005,-0.199,-0.019,-0.01,0.01,0.006,0.006,-0.236,0.4112,0.0031,0.127,0.0717,0.0265,0.0107,0.0052,0.0013,30,0.0137,53,0.19,-0.18,-0.03,2,2022-07-10,"Genesis Scottish Open"
"Sepp Straka",23248900,6800,80,53.84,0.9,85,28,57.8,1.5,59.3,0.17,1.27987485022916,0.208,29,0.011,0.084,0.021,-0.011,-0.04,0.024,-0.001,0.004,0.027,0.071,0.4689,0.006,0.1716,0.1029,0.044,0.0188,0.0102,0.0029,100,0.0098,15.5,0.43,0.06,0.01,1,2022-07-10,"Genesis Scottish Open"
"Fabrizio Zanotti",23248898,6800,80,59.79,1.6,91,29,55.8,1.4,57.2,0,2.81469850746275,-0.102,39,-0.021,-0.047,0.045,0.062,0.023,-0.025,-0.03,-0.003,-0.058,-0.036,0.4513,0.0032,0.1567,0.0931,0.0375,0.0161,0.0088,0.0024,36,0.0289,56,0.35,-0.02,0,2,2022-07-10,"Genesis Scottish Open"
"Ryan Palmer",23248897,6800,80,57.6,1.1,90.5,29,55.6,1.4,57,-0.01,2.77619111763978,0.006,45,-0.043,-0.018,-0.011,0.051,0.016,0.02,0.003,0.011,0.034,-0.079,0.4327,0.006,0.1498,0.0906,0.0375,0.0158,0.0078,0.0021,16,0.0076,58.5,0.31,-0.06,-0.01,1,2022-07-10,"Genesis Scottish Open"
"David Lipsky",23248899,6800,80,60.56,2.1,92,29.5,57.2,1.5,58.7,0.12,1.08473167049225,0.319,33,-0.004,0.041,0.014,0.004,-0.037,-0.014,-0.017,-0.02,-0.051,0.056,0.4608,0.0053,0.1682,0.101,0.0422,0.017,0.0084,0.0024,100,0.0162,16.5,0.35,-0.02,0,2,2022-07-10,"Genesis Scottish Open"
"Stephan Jaeger",23248902,6800,80,51.43,0.97,84,27.5,54.1,1.2,55.3,-0.09,0.41445795226554,-0.001,33,-0.001,0.036,-0.013,0.07,-0.04,-0.021,0.006,-0.015,-0.03,-0.209,0.4129,0.0027,0.1281,0.0747,0.0291,0.0118,0.0059,0.0015,100,0.0021,24.5,0.22,-0.15,-0.02,1,2022-07-10,"Genesis Scottish Open"
"Anirban Lahiri",23248909,6700,80,54.51,1.1,86.5,28,60.1,1.9,62.1,0.46,2.34985425349878,0.185,35,-0.008,0.022,0.002,0.162,-0.04,-0.001,-0.002,0.004,0,0.317,0.5182,0.0049,0.218,0.1372,0.0623,0.0265,0.0147,0.005,100,0.0113,27,0.75,0.41,0.06,1,2022-07-10,"Genesis Scottish Open"
"Branden Grace",23258590,6700,80,58.53,2,89.5,29,64.7,2.5,67.3,0.91,2.17979054475217,0.5,34,-0.005,0.029,0.029,0.145,-0.027,-0.005,0.004,-0.025,-0.026,0.595,0.5748,0.0069,0.2782,0.1859,0.0908,0.0437,0.0248,0.0074,24,0.054,57,1.1,0.76,0.11,2,2022-07-10,"Genesis Scottish Open"
"Adri Arnaus",23248903,6700,80,56.43,3.2,88.5,28.5,62.3,2.1,64.4,0.67,6.29245234534003,0.138,27,0.016,0.021,0.001,0.071,-0.015,0.048,0.024,0,0.072,0.321,0.5208,0.0063,0.2229,0.1436,0.0654,0.0301,0.0173,0.0052,47,0.0336,55.5,0.78,0.44,0.07,3,2022-07-10,"Genesis Scottish Open"
"Alexander Bjork",23248904,6700,80,54.69,0.16,87.5,28.5,52.4,1,53.4,-0.14,2.31448280697085,-0.038,32,0.002,-0.04,-0.002,-0.298,0.071,-0.044,-0.004,-0.001,-0.05,-0.311,0.3857,0.004,0.1132,0.0625,0.0228,0.0081,0.0041,8e-04,42,0.0134,54,0.12,-0.22,-0.03,0,2022-07-10,"Genesis Scottish Open"
"Padraig Harrington",23248906,6700,80,51.94,2.7,84.5,27.5,56.2,1.5,57.7,0.09,2.30899216965931,-0.328,50,-0.06,-0.063,0.033,0.059,0.075,0.007,0.002,0.016,0.025,0.037,0.4629,0.0029,0.1655,0.0987,0.0393,0.0157,0.008,0.0022,100,0.0286,13.5,0.33,-0.01,0,3,2022-07-10,"Genesis Scottish Open"
"Dylan Frittelli",23248905,6700,80,50.66,0.71,83.5,27.5,58.1,1.7,59.8,0.27,1.29110744685616,0.074,32,0.002,0.104,0.008,-0.03,-0.04,0.019,0.024,-0.011,0.032,0.136,0.485,0.0068,0.1882,0.1165,0.0497,0.0207,0.0108,0.003,47,0.0091,59,0.45,0.11,0.02,1,2022-07-10,"Genesis Scottish Open"
"Kurt Kitayama",23248908,6700,80,58.16,0.65,89,29.5,53.4,1.2,54.6,-0.09,1.13586841615734,-0.229,29,0.011,0.009,0.034,0.157,-0.002,0.048,0.023,0,0.071,-0.233,0.4125,0.0032,0.128,0.0726,0.0297,0.0125,0.0066,0.0017,2,0.0051,98,0.25,-0.09,-0.01,1,2022-07-10,"Genesis Scottish Open"
"Matt Wallace",23248910,6700,80,47.85,1.2,80.5,26.5,52.7,1.1,53.8,-0.12,2.71408403671548,-0.417,31,0.004,0.045,-0.009,-0.002,0.046,0.003,0.007,0,0.01,-0.244,0.4059,0.0028,0.1241,0.0712,0.0273,0.0108,0.0056,0.0013,100,0.0143,14.5,0.19,-0.15,-0.02,1,2022-07-10,"Genesis Scottish Open"
"Wil Besseling",23248914,6600,80,53.23,0.34,86,28,53,1.1,54.2,-0.08,0.649963799290988,-0.334,36,-0.013,0.02,-0.003,0.196,-0.04,0.03,0.006,0.04,0.077,-0.185,0.4207,0.0026,0.1303,0.0735,0.0288,0.011,0.0058,0.0014,100,0.0018,14.5,0.21,-0.09,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Bio Kim",23248916,6600,80,38.21,0.11,67,24,48.7,0.8,49.5,-0.28,0.196022386553175,-0.505,31,0.003,-0.014,0.027,0.001,-0.04,0.015,0.031,0.026,0.072,-0.601,0.3386,0.0018,0.0799,0.0427,0.015,0.0053,0.0025,4e-04,100,0.0011,14.5,0.06,-0.24,-0.04,0,2022-07-10,"Genesis Scottish Open"
"Thriston Lawrence",23248917,6600,80,57.99,0.4,89.5,29,56.1,1.4,57.6,0.14,2.16223777512858,-0.2,25,0.023,0.026,0.039,0.025,-0.04,0.005,0.007,0.021,0.033,-0.01,0.4583,0.0037,0.1608,0.0963,0.0408,0.0164,0.0088,0.0022,24,0.0193,60.5,0.33,0.03,0,0,2022-07-10,"Genesis Scottish Open"
"Alex Smalley",23248913,6600,80,61.74,1.7,93,30,58.9,1.7,60.6,0.4,1.38319284654559,0.262,25,0.023,0.006,0.01,0.106,-0.04,0.024,-0.007,-0.017,0,0.138,0.4743,0.0067,0.1771,0.1098,0.0471,0.0199,0.0111,0.0026,10,0.0143,68.5,0.39,0.09,0.01,2,2022-07-10,"Genesis Scottish Open"
"Antoine Rozner",23248912,6600,80,52.39,1.4,84.5,27.5,53.7,1.2,54.9,-0.05,3.00903835503315,-0.434,29,0.011,0.046,0.002,0.101,-0.044,0.038,0.009,0.015,0.062,-0.23,0.4108,0.0026,0.1242,0.0711,0.0281,0.0113,0.0058,0.0014,100,0.0131,15,0.21,-0.09,-0.01,1,2022-07-10,"Genesis Scottish Open"
"J.J. Spaun",23248918,6600,80,53.45,0.24,85.5,28,54,1.3,55.3,-0.03,0.213861558488773,0.131,31,0.003,0.048,-0.006,0.013,-0.04,-0.014,-0.015,-0.014,-0.043,-0.123,0.4285,0.0043,0.1342,0.0776,0.0304,0.011,0.0053,0.0014,59,0.0034,42.5,0.21,-0.09,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Marcus Armitage",23248911,6600,80,58.51,0.4,90.5,29,56.4,1.5,57.8,0.16,1.43577097447951,-0.238,34,-0.007,0.002,0.016,0.069,-0.027,0.007,0.013,-0.01,0.009,0.032,0.461,0.0039,0.163,0.098,0.0387,0.0152,0.008,0.0022,61,0.0094,46,0.33,0.03,0,0,2022-07-10,"Genesis Scottish Open"
"John Catlin",23248915,6600,80,57.17,1.3,89,29,55.8,1.4,57.2,0.11,3.49894486267737,-0.223,31,0.004,-0.018,-0.025,0.133,-0.046,-0.015,-0.028,0.015,-0.028,-0.026,0.4527,0.0027,0.1489,0.0868,0.0339,0.0124,0.006,0.0014,100,0.0113,16.5,0.21,-0.09,-0.01,1,2022-07-10,"Genesis Scottish Open"
"Brandon Stone",23248919,6500,80,45.59,1.6,78,26,53.3,1.1,54.4,-0.04,2.06532919964159,-0.698,29,0.011,-0.01,0.002,0.098,0.056,0.027,0.012,0.038,0.077,-0.3,0.4004,0.0027,0.1181,0.0669,0.0258,0.0107,0.0048,0.0012,100,0.009,24.5,0.18,-0.08,-0.01,2,2022-07-10,"Genesis Scottish Open"
"Mikko Korhonen",23248926,6500,80,58.44,0.39,90.5,29,51.2,1,52.2,-0.13,0.670399790288444,-0.115,41,-0.03,-0.063,0.016,-0.094,0.015,-0.037,-0.026,0.003,-0.06,-0.353,0.3801,0.0036,0.1064,0.0601,0.0228,0.0079,0.0038,0.0011,30,0.0057,63,0.17,-0.09,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Jorge Campillo",23248921,6500,80,50.13,0.5,83,27,54.4,1.3,55.6,0.03,1.68652245803234,-0.312,36,-0.011,-0.012,-0.009,0.037,-0.028,0,0.002,0.023,0.025,-0.182,0.4256,0.0029,0.1345,0.0787,0.0302,0.0118,0.0058,0.0015,100,0.0112,25,0.23,-0.03,0,0,2022-07-10,"Genesis Scottish Open"
"Lucas Glover",23248923,6500,80,57.13,0.35,89,29,54,1.2,55.3,0,1.09690253210619,0.094,42,-0.032,-0.111,0.023,0.096,-0.04,-0.01,-0.02,-0.013,-0.043,-0.181,0.4202,0.0029,0.1314,0.0766,0.0299,0.0115,0.006,0.0016,100,0.0049,17,0.25,-0.01,0,0,2022-07-10,"Genesis Scottish Open"
"Danny Willett",23248920,6500,80,53.01,1.8,86,28.5,58.5,1.7,60.3,0.43,2.32383510051334,-0.003,34,-0.007,0.007,-0.001,-0.022,-0.058,0.003,0.009,0.006,0.018,0.157,0.4849,0.0042,0.1851,0.1143,0.0495,0.021,0.0115,0.0028,100,0.009,10,0.43,0.17,0.03,2,2022-07-10,"Genesis Scottish Open"
"Doug Ghim",23248922,6500,80,56.46,0.28,89,29,55.9,1.5,57.4,0.18,0.96876662774958,0.084,26,0.021,0.019,-0.006,0.182,-0.04,-0.015,-0.022,-0.023,-0.059,-0.013,0.4486,0.0056,0.1542,0.0915,0.0378,0.0146,0.0075,0.002,16,0.0042,63.5,0.31,0.05,0.01,0,2022-07-10,"Genesis Scottish Open"
"Garrick Higgo",23248924,6500,80,48.46,0.68,81.5,27,52.1,1,53.1,-0.09,1.08123823692148,-0.591,23,0.031,0.079,0.007,0.134,-0.002,0.035,0.012,0.016,0.064,-0.358,0.3831,0.0047,0.1059,0.0584,0.0216,0.0084,0.0043,0.0012,100,0.004,14.5,0.18,-0.08,-0.01,1,2022-07-10,"Genesis Scottish Open"
"Wyndham Clark",23248927,6500,80,48.61,1.4,81.5,27,59.3,1.8,61.1,0.5,3.49142831031342,0.194,28,0.013,0.043,0.001,0.119,-0.04,0.063,0.021,0.012,0.097,0.199,0.4914,0.0065,0.191,0.1168,0.0519,0.0223,0.0126,0.0033,16,0.0238,60,0.51,0.25,0.04,1,2022-07-10,"Genesis Scottish Open"
"Nicolai Hojgaard",23248925,6500,80,50.69,0.43,83.5,27.5,48.4,0.8,49.2,-0.26,2.08300128577109,-0.863,21,0.037,0.004,-0.068,0.198,-0.04,0.077,0.033,0.032,0.142,-0.651,0.3292,0.0027,0.0754,0.0409,0.0146,0.0052,0.0026,7e-04,100,0.0025,21,0.11,-0.15,-0.02,0,2022-07-10,"Genesis Scottish Open"
"Stewart Cink",23248929,6400,80,54.37,0.95,86.5,28,57,1.5,58.5,0.33,1.45755940436756,0.15,49,-0.054,-0.06,0.014,-0.043,-0.04,0.023,0.009,-0.001,0.03,-0.016,0.4503,0.0036,0.1612,0.098,0.0411,0.0164,0.0084,0.0021,24,0.0084,59.5,0.33,0.12,0.02,1,2022-07-10,"Genesis Scottish Open"
"Luke Donald",23248931,6400,80,48.42,0.38,81,27,50.9,0.9,51.8,-0.12,0.0422404006160484,-0.194,44,-0.039,-0.083,0.041,-0.244,-0.04,-0.044,0.01,-0.013,-0.047,-0.4,0.3748,0.0032,0.1049,0.0574,0.0205,0.0071,0.0034,7e-04,100,0.0011,17,0.11,-0.1,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Jason Scrivener",23248936,6400,80,55.75,0.29,88,28.5,47.7,0.7,48.5,-0.26,0.622010957377018,-0.328,33,-0.002,-0.055,-0.025,0.036,-0.066,-0.026,-0.005,0.007,-0.024,-0.642,0.3273,0.0029,0.075,0.0406,0.0144,0.0048,0.0024,5e-04,16,0.0023,67.5,0.08,-0.13,-0.02,0,2022-07-10,"Genesis Scottish Open"
"Maximilian Kieffer",23248933,6400,80,51.7,0.27,84,27.5,47.7,0.7,48.5,-0.26,0.332738266781257,-0.502,32,0.002,-0.038,0.035,0.061,-0.07,-0.049,-0.02,0.011,-0.058,-0.592,0.3406,0.0014,0.0768,0.0394,0.0126,0.0043,0.002,4e-04,30,0.0059,58,0.06,-0.15,-0.02,0,2022-07-10,"Genesis Scottish Open"
"Rafa Cabrera Bello",23248928,6400,80,43.09,0.23,75.5,26,46.2,0.6,46.8,-0.33,0.305417230153694,-0.909,38,-0.018,-0.026,-0.028,0.143,-0.015,-0.034,-0.008,0.063,0.022,-0.836,0.297,0.002,0.0562,0.0287,0.0092,0.0034,0.0014,3e-04,36,0.0015,63,0.05,-0.16,-0.02,0,2022-07-10,"Genesis Scottish Open"
"Grant Forrest",23248932,6400,80,46.81,0.05,79,26,52.9,1.1,54.1,-0.02,0.472662905069171,-0.806,29,0.012,-0.042,-0.003,0.102,0.05,0.03,0.024,0.051,0.105,-0.259,0.4052,0.0049,0.1218,0.0693,0.0273,0.0112,0.0052,0.0015,100,0.0012,18,0.23,0.02,0,0,2022-07-10,"Genesis Scottish Open"
"Sean Crocker",23248930,6400,80,48.35,0.17,81,27,49.4,0.8,50.2,-0.19,0.412668276679551,-1.026,25,0.022,0.04,-0.078,0.298,-0.003,0.044,0.006,0.023,0.073,-0.603,0.3358,0.0034,0.0825,0.0437,0.0165,0.0059,0.0028,6e-04,66,4e-04,40.5,0.09,-0.12,-0.02,0,2022-07-10,"Genesis Scottish Open"
"Joohyung Kim",23248934,6400,80,46.41,0.84,78.5,26,54.5,1.3,55.8,0.1,2.12824027589585,-0.062,20,0.041,0.034,0.005,0.009,-0.04,-0.013,-0.027,0.006,-0.034,-0.19,0.4129,0.0046,0.1315,0.0764,0.0307,0.0114,0.0063,0.0014,3,0.0153,82.5,0.22,0.01,0,1,2022-07-10,"Genesis Scottish Open"
"Charley Hoffman",23248937,6300,80,53.87,0.19,87.5,28,48.1,0.7,48.8,-0.22,0.0422404006160484,-0.434,45,-0.042,-0.028,-0.087,0.097,-0.04,0.026,0.017,0.022,0.065,-0.685,0.3187,0.0024,0.074,0.0391,0.0141,0.0053,0.0025,7e-04,69,0.0016,41.5,0.11,-0.05,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Adrian Otaegui",23258593,6300,80,65.14,0.66,95.5,30.5,57,1.5,58.5,0.4,1.66362016161032,-0.126,29,0.01,0.008,0.016,-0.012,0.071,-0.045,-0.016,0.004,-0.056,0.071,0.4674,0.0056,0.1678,0.1009,0.0414,0.0171,0.0088,0.0021,42,0.0187,52,0.33,0.17,0.03,1,2022-07-10,"Genesis Scottish Open"
"Masahiro Kawamura",23248938,6300,80,50.55,0.2,83.35,27,48,0.8,48.8,-0.22,0.0422404006160484,-0.802,29,0.012,0.021,0.026,0.209,0.024,-0.018,-0.021,0.045,0.006,-0.62,0.3345,0.0018,0.075,0.0393,0.0128,0.0046,0.002,5e-04,100,0.0016,18,0.08,-0.08,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Sebastian Soderberg",23248944,6300,80,41.07,0.83,72,25,49.6,0.9,50.4,-0.15,1.33419061821857,-0.773,31,0.003,0.059,0.003,0.028,-0.023,-0.008,0.014,0.016,0.022,-0.526,0.3493,0.0037,0.087,0.0485,0.0179,0.0064,0.0034,0.0011,47,0.0038,58,0.17,0.01,0,1,2022-07-10,"Genesis Scottish Open"
"Jack Senior",23248943,6300,80,42.56,0.42,74.5,25.5,50.8,0.9,51.7,-0.09,2.01154618530792,-0.881,33,-0.004,-0.007,-0.02,0.094,0.016,-0.001,-0.002,0.061,0.059,-0.457,0.3686,0.0024,0.0989,0.0539,0.0194,0.0077,0.0042,0.0011,100,0.0042,16.5,0.17,0.01,0,0,2022-07-10,"Genesis Scottish Open"
"Callum Tarren",23248945,6300,80,55.61,3.8,87.5,28.5,58,1.6,59.7,0.49,5.59316395298519,-0.006,31,0.003,0.083,0.006,-0.032,-0.04,0.052,0.027,-0.004,0.074,0.109,0.4743,0.0065,0.1749,0.1092,0.0463,0.0211,0.0109,0.0031,100,0.0522,16,0.49,0.33,0.05,4,2022-07-10,"Genesis Scottish Open"
"James Morrison",23248940,6300,80,41.86,0.12,73.5,25,46.9,0.7,47.5,-0.27,0.0422404006160484,-0.896,37,-0.016,-0.065,0.039,-0.089,-0.006,-0.068,-0.018,0.045,-0.04,-0.795,0.3034,0.0015,0.0618,0.0318,0.0107,0.0038,0.0018,3e-04,36,5e-04,52.5,0.05,-0.11,-0.02,0,2022-07-10,"Genesis Scottish Open"
"Kristoffer Broberg",23248946,6300,80,52.37,0.09,86,27.5,51.1,1,52.1,-0.08,0.0908741269767496,-0.964,35,-0.011,0.037,0.037,0.263,-0.032,0.007,0.003,0.025,0.035,-0.431,0.3652,0.0043,0.1,0.0574,0.0214,0.008,0.0043,0.0012,100,5e-04,15.5,0.19,0.03,0,0,2022-07-10,"Genesis Scottish Open"
"Guido Migliozzi",23248939,6300,80,41.28,0.82,72.5,25,43.8,0.5,44.3,-0.41,1.53461180185232,-1.163,25,0.024,-0.034,-0.028,0.024,0.04,0.012,0.019,0.054,0.085,-1.109,0.2487,0.002,0.0406,0.0206,0.0061,0.0022,0.0011,3e-04,72,0.0084,36.5,0.05,-0.11,-0.02,1,2022-07-10,"Genesis Scottish Open"
"Matthieu Pavon",23248941,6300,80,55.71,0.37,87,28.5,54.6,1.3,55.9,0.17,1.12085325759006,-0.564,29,0.01,0.037,-0.002,0.16,0.017,0.014,0.009,0.033,0.055,-0.094,0.4297,0.0053,0.1393,0.0819,0.0327,0.0132,0.0071,0.0021,36,0.0062,55.5,0.33,0.17,0.03,0,2022-07-10,"Genesis Scottish Open"
"Kalle Samooja",23248942,6300,80,49.34,0.3,82.5,27,48,0.7,48.8,-0.22,0.93529461951742,-0.622,34,-0.006,0.002,-0.004,-0.07,0.067,0.004,0.014,0.036,0.054,-0.667,0.3297,0.0019,0.0756,0.0413,0.0145,0.0054,0.0028,6e-04,100,0.003,15,0.1,-0.06,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Matthew Jordan",23248956,6200,80,52.23,0.67,85.5,27.5,54.5,1.3,55.8,0.22,3.67217514561422,-0.809,26,0.02,0.001,-0.002,0.219,-0.007,0.016,0.02,0.045,0.081,-0.147,0.4238,0.0052,0.1384,0.0808,0.0328,0.0129,0.0059,0.0012,59,0.0157,49,0.19,0.07,0.01,1,2022-07-10,"Genesis Scottish Open"
"Sami Valimaki",23248950,6200,80,33.62,0.33,39.5,22.15,45,0.5,45.5,-0.33,0.378016797474791,-1.007,23,0.029,-0.039,0.018,0.045,-0.023,0.013,0.005,0.041,0.06,-0.937,0.2782,0.0025,0.0522,0.0265,0.0085,0.0031,0.0016,3e-04,24,0.003,63.5,0.05,-0.07,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Kiradech Aphibarnrat",23248948,6200,80,35.86,0.18,55.5,23,45.5,0.6,46.1,-0.3,0.0422404006160484,-0.831,32,-0.001,0.029,-0.013,-0.033,-0.035,-0.025,-0.001,0.041,0.015,-0.948,0.2778,0.0023,0.0514,0.0262,0.0084,0.0029,0.0012,3e-04,100,0.0014,15.5,0.05,-0.07,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Jamie Donaldson",23248953,6200,80,43.38,0.62,75.5,25.5,43.6,0.5,44.1,-0.39,0.777275788647339,-0.933,46,-0.046,-0.078,-0.041,-0.1,0.05,-0.047,-0.006,0.044,-0.008,-1.048,0.2574,0.0019,0.043,0.0215,0.0073,0.0023,9e-04,2e-04,6,0.0019,75,0.03,-0.09,-0.01,1,2022-07-10,"Genesis Scottish Open"
"Marc Warren",23258597,6200,80,30.94,0.01,37,20.5,40.2,0.3,40.5,-0.54,0.0422404006160484,-2.394,41,-0.028,0.03,-0.097,0.187,0.06,-0.003,0.037,0.107,0.14,-1.589,0.1869,0.0014,0.0233,0.0109,0.0029,8e-04,4e-04,1e-04,61,3e-04,50.5,0.02,-0.1,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Nino Bertasio",23258589,6200,80,49.89,0.01,83,27.5,46.9,0.7,47.6,-0.24,0.0422404006160484,-1.038,33,-0.004,0.06,-0.022,-0.046,0.068,0.025,0.022,0.014,0.061,-0.781,0.3033,0.0024,0.0622,0.031,0.0101,0.0032,0.0016,4e-04,100,5e-04,25,0.06,-0.06,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Tapio Pulkkanen",23248947,6200,80,43.23,0.09,75.5,25.5,48,0.7,48.7,-0.19,0.0422404006160484,-0.896,32,0.002,-0.035,-0.016,0.093,0.015,0.038,0.037,0.042,0.117,-0.667,0.3249,0.0029,0.074,0.0391,0.0137,0.005,0.0025,6e-04,100,0.001,29,0.1,-0.02,0,0,2022-07-10,"Genesis Scottish Open"
"Ewen Ferguson",23248955,6200,80,53.51,0.16,86.5,28,51.4,1,52.3,-0.04,0.501966785956473,-0.817,26,0.022,-0.005,0.019,0.103,0.006,-0.016,-0.007,0.021,-0.002,-0.386,0.3807,0.0037,0.1057,0.0589,0.0224,0.0087,0.0046,9e-04,61,0.0022,43,0.15,0.03,0,0,2022-07-10,"Genesis Scottish Open"
"Robert Streb",23248949,6200,80,49.73,0.25,82,27,50.9,1,51.9,-0.06,0.277456229894911,-0.265,35,-0.008,0.003,-0.004,0.069,-0.04,-0.004,0.005,0.01,0.011,-0.438,0.3712,0.002,0.0979,0.0542,0.0206,0.0081,0.0039,0.0011,100,0.0022,13,0.18,0.06,0.01,0,2022-07-10,"Genesis Scottish Open"
"Stephen Gallacher",23248966,6100,80,32.6,0.012,38.85,21.5,44.4,0.5,45,-0.32,0.0422404006160484,-1.481,47,-0.049,0.067,-0.083,0.097,-0.014,-0.001,0.019,0.079,0.097,-0.999,0.2678,0.0021,0.0489,0.0249,0.0081,0.0026,0.0012,2e-04,100,1e-04,23.5,0.03,-0.05,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Shubhankar Sharma",23248960,6100,80,41.72,0.13,73.5,25.15,42.6,0.4,43,-0.41,0.0422404006160484,-1.128,25,0.022,-0.02,-0.013,-0.109,0.073,-0.027,-0.004,0.03,-0.002,-1.208,0.2359,0.0019,0.0352,0.0168,0.0053,0.0018,8e-04,1e-04,100,3e-04,21,0.02,-0.06,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Jeff Winther",23248964,6100,80,37.37,0.01,65,23.5,43.1,0.4,43.5,-0.39,0.0422404006160484,-1.289,34,-0.005,-0.011,-0.041,0.029,0.078,-0.025,0.006,0.057,0.038,-1.212,0.2405,0.0012,0.0374,0.0187,0.0058,0.0021,0.001,3e-04,100,4e-04,21,0.05,-0.03,0,0,2022-07-10,"Genesis Scottish Open"
"Andy Sullivan",23248961,6100,80,47.62,0.15,80.5,26.5,45.8,0.6,46.4,-0.26,0.338501478605047,-1.147,36,-0.011,0.007,-0.036,0.127,0.023,-0.015,0.004,0.056,0.044,-0.851,0.2958,0.0026,0.0574,0.0306,0.0109,0.0038,0.0017,5e-04,100,0.001,23.5,0.08,0,0,0,2022-07-10,"Genesis Scottish Open"
"Daniel Gavins",23248958,6100,80,41.34,0.03,73,24.5,47.1,0.7,47.8,-0.2,0.0422404006160484,-1.074,31,0.005,-0.003,0.034,0.067,-0.04,0.01,0.022,0.02,0.052,-0.71,0.3216,0.0015,0.07,0.0365,0.0124,0.0046,0.0024,5e-04,100,6e-04,17,0.08,0,0,0,2022-07-10,"Genesis Scottish Open"
"Marcus Kinhult",23248962,6100,80,33.08,0.21,39.5,22,44.8,0.5,45.3,-0.31,0.237487809726975,-1.256,25,0.022,0.015,-0.02,0.045,0.094,-0.031,0.003,0.06,0.033,-0.973,0.2806,0.0012,0.0522,0.0277,0.009,0.0031,0.0014,3e-04,100,0.0015,22,0.05,-0.03,0,0,2022-07-10,"Genesis Scottish Open"
"Connor Syme",23258596,6100,80,29.92,0.01,36,20.4,48.9,0.8,49.7,-0.12,0.0422404006160484,-0.863,26,0.019,0.019,0.004,0.087,0.015,-0.011,-0.001,0.033,0.021,-0.571,0.3471,0.0019,0.0824,0.0441,0.0158,0.0058,0.0025,5e-04,42,0.0015,58.5,0.08,0,0,0,2022-07-10,"Genesis Scottish Open"
"Brandon Wu",23248965,6100,80,49.42,0.21,81.5,27,50.4,0.9,51.2,-0.06,0.525512994341117,-0.362,25,0.024,0.034,0.02,0.068,-0.04,-0.007,-0.004,0.015,0.005,-0.482,0.3641,0.0037,0.0931,0.0516,0.0191,0.0068,0.0034,9e-04,6,0.0048,75,0.15,0.07,0.01,0,2022-07-10,"Genesis Scottish Open"
"Steven Brown",23248957,6100,80,36.88,0.01,64,23.5,42,0.4,42.4,-0.44,0.0422404006160484,-1.392,35,-0.008,-0.035,0,0.042,-0.014,-0.022,0,0.064,0.041,-1.16,0.2348,0.0015,0.0337,0.0159,0.004,0.0011,4e-04,1e-04,100,1e-04,12.5,0.02,-0.06,-0.01,0,2022-07-10,"Genesis Scottish Open"
"Joakim Lagergren",23248963,6100,80,33.36,0.43,39.5,22,49.7,0.8,50.5,-0.09,1.74316108288494,-1.141,30,0.007,0.019,-0.027,0.122,0.007,0.01,0.028,0.059,0.097,-0.596,0.3418,0.0024,0.0838,0.0448,0.0158,0.0058,0.0031,6e-04,100,0.0052,20,0.1,0.02,0,0,2022-07-10,"Genesis Scottish Open"
