"","G","G","G","G","G","G"
"1",22991918,22991930,22991940,22991946,22991947,22991953
"2",22991918,22991935,22991940,22991941,22991946,22991947
"3",22991918,22991930,22991940,22991945,22991946,22991947
"4",22991918,22991935,22991940,22991945,22991946,22991947
"5",22991918,22991931,22991940,22991946,22991947,22991953
"6",22991918,22991935,22991940,22991942,22991946,22991947
"7",22991918,22991930,22991940,22991941,22991947,22991953
"8",22991918,22991935,22991940,22991941,22991947,22991953
"9",22991918,22991930,22991940,22991945,22991947,22991953
"10",22991918,22991935,22991940,22991941,22991945,22991947
"11",22991918,22991930,22991940,22991942,22991947,22991953
"12",22991918,22991935,22991940,22991942,22991947,22991953
"13",22991918,22991931,22991940,22991941,22991947,22991953
"14",22991918,22991930,22991935,22991947,22991951,22991953
"15",22991918,22991931,22991940,22991945,22991947,22991953
"16",22991918,22991935,22991940,22991942,22991945,22991947
"17",22991918,22991935,22991936,22991940,22991947,22991951
"18",22991918,22991930,22991940,22991941,22991947,22991951
"19",22991918,22991935,22991937,22991940,22991945,22991947
"20",22991918,22991935,22991940,22991941,22991947,22991951
"21",22991918,22991930,22991940,22991945,22991947,22991951
"22",22991918,22991935,22991936,22991941,22991945,22991947
"23",22991918,22991934,22991935,22991941,22991947,22991951
"24",22991918,22991935,22991936,22991941,22991947,22991951
"25",22991918,22991934,22991935,22991942,22991947,22991951
"26",22991918,22991935,22991936,22991942,22991947,22991951
"27",22991918,22991930,22991941,22991942,22991947,22991951
"28",22991918,22991935,22991939,22991941,22991942,22991947
"29",22991918,22991935,22991937,22991941,22991947,22991951
"30",22991918,22991935,22991941,22991942,22991944,22991947
"31",22991918,22991936,22991937,22991941,22991942,22991947
"32",22991930,22991931,22991934,22991935,22991936,22991947
"33",22991930,22991931,22991934,22991935,22991941,22991947
"34",22991930,22991931,22991934,22991935,22991941,22991942
"35",22991930,22991931,22991935,22991936,22991941,22991942
"36",22991930,22991931,22991935,22991936,22991937,22991941
"37",22991930,22991934,22991935,22991936,22991937,22991942
"38",22991928,22991930,22991934,22991936,22991942,22991944
"39",22991924,22991934,22991936,22991937,22991942,22991944
"40",22991928,22991932,22991934,22991936,22991937,22991944
"41",22991924,22991934,22991936,22991937,22991938,22991944
"42",22991924,22991928,22991936,22991937,22991944,22991949
"43",22991928,22991932,22991934,22991936,22991937,22991949
"44",22991924,22991932,22991934,22991936,22991944,22991949
"45",22991922,22991934,22991936,22991937,22991938,22991944
"46",22991927,22991928,22991934,22991936,22991944,22991949
"47",22991924,22991927,22991936,22991937,22991944,22991949
"48",22991927,22991928,22991936,22991937,22991944,22991949
"49",22991927,22991928,22991932,22991937,22991944,22991949
"50",22991922,22991928,22991937,22991938,22991944,22991949
"51",22991927,22991928,22991932,22991937,22991944,22991948
"52",22991922,22991927,22991937,22991938,22991944,22991949
"53",22991921,22991928,22991937,22991938,22991944,22991949
"54",22991922,22991928,22991937,22991938,22991944,22991948
"55",22991927,22991928,22991932,22991937,22991948,22991949
"56",22991927,22991928,22991932,22991937,22991949,22991950
"57",22991927,22991928,22991932,22991937,22991948,22991950
"58",22991926,22991927,22991928,22991948,22991949,22991950
"59",22991925,22991927,22991928,22991948,22991949,22991950
"60",22991922,22991928,22991929,22991948,22991949,22991950
"61",22991927,22991928,22991929,22991948,22991949,22991950
"62",22991923,22991927,22991928,22991949,22991950,22991952
"63",0,NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,NA,NA
