id,player,team,opponent,position,salary,ownership
19720711,Arizona Cardinals,ARI,HOU,D,3100,23.9
19719891,Darrell Henderson Jr.,LAR,DET,RB,6600,23.3
19720139,Chris Godwin,TB,CHI,WR,5900,21.8
19719883,Derrick Henry,TEN,KC,RB,9200,20.8
19720123,Calvin Ridley,ATL,MIA,WR,6600,20.8
19720115,Cooper Kupp,LAR,DET,WR,8400,20.5
19719822,Matthew Stafford,LAR,DET,QB,7100,18.1
19719909,Darrel Williams,KC,TEN,RB,5800,16.1
19720497,Dallas Goedert,PHI,LV,TE,4600,15.9
19720111,Davante Adams,GB,WAS,WR,8900,15.3
19720113,Tyreek Hill,KC,TEN,WR,8600,15.2
19719818,Patrick Mahomes,KC,TEN,QB,8400,13.9
19720507,Ricky Seals-Jones,WAS,GB,TE,3700,13.8
19719887,Aaron Jones,GB,WAS,RB,7500,13.6
19719903,D'Andre Swift,DET,LAR,RB,6000,13.6
19720153,Jakobi Meyers,NE,NYJ,WR,5300,13.5
19719901,Chuba Hubbard,CAR,NYG,RB,6100,12.9
19719895,Leonard Fournette,TB,CHI,RB,6400,12.8
19720483,Travis Kelce,KC,TEN,TE,7600,12.7
19719899,Josh Jacobs,LV,PHI,RB,6200,12.2
19720147,Sterling Shepard,NYG,CAR,WR,5600,11.4
19720125,Mike Evans,TB,CHI,WR,6500,11.0
19719929,Miles Sanders,PHI,LV,RB,5100,10.9
19720129,A.J. Brown,TEN,KC,WR,6300,10.4
19720235,Rashod Bateman,BAL,CIN,WR,3400,10.4
19719821,Lamar Jackson,BAL,CIN,QB,7400,10.4
19720127,Robert Woods,LAR,DET,WR,6400,10.1
19720495,Mike Gesicki,MIA,ATL,TE,4700,10.1
19720187,Mecole Hardman,KC,TEN,WR,4300,10.0
19720119,D.J. Moore,CAR,NYG,WR,7100,9.8
19720141,Marquise Brown,BAL,CIN,WR,5800,9.8
19719913,Chase Edmonds,ARI,HOU,RB,5600,9.5
19719915,James Conner,ARI,HOU,RB,5600,9.0
19719917,Devontae Booker,NYG,CAR,RB,5500,8.8
19720708,New England Patriots,NE,NYJ,D,3400,8.8
19720145,Jaylen Waddle,MIA,ATL,WR,5600,8.7
19720485,Darren Waller,LV,PHI,TE,6700,8.4
19720487,Mark Andrews,BAL,CIN,TE,6000,8.1
19719819,Tom Brady,TB,CHI,QB,7700,7.7
19719817,Kyler Murray,ARI,HOU,QB,8500,7.5
19719823,Jalen Hurts,PHI,LV,QB,6900,7.5
19720718,New York Giants,NYG,CAR,D,2500,7.1
19719824,Ryan Tannehill,TEN,KC,QB,6400,7.1
19720713,Baltimore Ravens,BAL,CIN,D,2900,7.0
19720719,New York Jets,NYJ,NE,D,2400,6.7
19720185,Rondale Moore,ARI,HOU,WR,4400,6.6
19720720,Philadelphia Eagles,PHI,LV,D,2300,6.6
19720117,DeAndre Hopkins,ARI,HOU,WR,7700,6.2
19720227,Van Jefferson,LAR,DET,WR,3500,6.2
19719925,Mike Davis,ATL,MIA,RB,5200,6.0
19720121,Terry McLaurin,WAS,GB,WR,6900,5.9
19719826,Derek Carr,LV,PHI,QB,6000,5.6
19720519,Cole Kmet,CHI,TB,TE,3000,5.4
19720133,Ja'Marr Chase,CIN,BAL,WR,6200,5.4
19720707,Carolina Panthers,CAR,NYG,D,3500,5.4
19720709,Green Bay Packers,GB,WAS,D,3300,5.4
19719911,Damien Harris,NE,NYJ,RB,5700,5.4
19720155,Christian Kirk,ARI,HOU,WR,5300,5.4
19720163,A.J. Green,ARI,HOU,WR,5100,5.4
19719820,Aaron Rodgers,GB,WAS,QB,7500,5.3
19719828,Matt Ryan,ATL,MIA,QB,5700,5.0
19719953,Devonta Freeman,BAL,CIN,RB,4400,4.9
19720149,Henry Ruggs III,LV,PHI,WR,5500,4.9
19720491,T.J. Hockenson,DET,LAR,TE,5100,4.8
19719893,Joe Mixon,CIN,BAL,RB,6500,4.8
19719933,JD McKissic,WAS,GB,RB,5000,4.8
19720179,Darnell Mooney,CHI,TB,WR,4600,4.7
19720151,DeVonta Smith,PHI,LV,WR,5400,4.7
19719963,Sony Michel,LAR,DET,RB,4200,4.7
19719897,Cordarrelle Patterson,ATL,MIA,RB,6300,4.6
19720489,Kyle Pitts,ATL,MIA,TE,5900,4.5
19720135,Julio Jones,TEN,KC,WR,6100,4.5
19720137,Brandin Cooks,HOU,ARI,WR,6000,4.4
19719969,Jerick McKinnon,KC,TEN,RB,4100,4.3
19720197,Amon-Ra St. Brown,DET,LAR,WR,4100,4.3
19720499,Tyler Higbee,LAR,DET,TE,4500,4.2
19720716,Atlanta Falcons,ATL,MIA,D,2700,4.2
19720193,Allen Lazard,GB,WAS,WR,4200,4.1
19720171,Hunter Renfrow,LV,PHI,WR,4800,4.0
19720161,Allen Robinson,CHI,TB,WR,5100,4.0
19720712,Las Vegas Raiders,LV,PHI,D,3000,3.9
19720167,Tee Higgins,CIN,BAL,WR,4900,3.8
19719945,AJ Dillon,GB,WAS,RB,4600,3.7
19720706,Tampa Bay Buccaneers,TB,CHI,D,4000,3.6
19720157,Corey Davis,NYJ,NE,WR,5200,3.4
19720209,Quez Watkins,PHI,LV,WR,3900,3.2
19720177,Tyler Boyd,CIN,BAL,WR,4700,3.2
19719923,Myles Gaskin,MIA,ATL,RB,5300,3.1
19720231,DeSean Jackson,LAR,DET,WR,3400,3.1
19719829,Tua Tagovailoa,MIA,ATL,QB,5500,3.0
19720721,Washington Football Team,WAS,GB,D,2200,3.0
19720217,Nelson Agholor,NE,NYJ,WR,3700,3.0
19719939,Michael Carter,NYJ,NE,RB,4800,2.9
19720705,Los Angeles Rams,LAR,DET,D,5000,2.8
19720203,Randall Cobb,GB,WAS,WR,4000,2.6
19720714,Cincinnati Bengals,CIN,BAL,D,2800,2.6
19720501,Hunter Henry,NE,NYJ,TE,4100,2.6
19720503,Zach Ertz,ARI,HOU,TE,3900,2.4
19720199,Russell Gage,ATL,MIA,WR,4000,2.4
19719941,Rhamondre Stevenson,NE,NYJ,RB,4700,2.4
19720169,Jamison Crowder,NYJ,NE,WR,4900,2.3
19720259,Tyler Johnson,TB,CHI,WR,3000,2.3
19719927,Khalil Herbert,CHI,TB,RB,5200,2.3
19720173,Robby Anderson,CAR,NYG,WR,4800,2.3
19719959,Ty'Son Williams,BAL,CIN,RB,4200,2.2
19720509,Evan Engram,NYG,CAR,TE,3600,2.1
19720513,O.J. Howard,TB,CHI,TE,3400,2.1
19720724,Houston Texans,HOU,ARI,D,2000,2.1
19719905,Antonio Gibson,WAS,GB,RB,5900,2.1
19719967,Ronald Jones,TB,CHI,RB,4200,2.1
19720201,Darius Slayton,NYG,CAR,WR,4000,2.0
19719961,Kenneth Gainwell,PHI,LV,RB,4200,2.0
19720239,Byron Pringle,KC,TEN,WR,3300,2.0
19720511,Robert Tonyan,GB,WAS,TE,3500,2.0
19720715,Chicago Bears,CHI,TB,D,2800,1.9
19720253,Preston Williams,MIA,ATL,WR,3100,1.9
19719971,Giovani Bernard,TB,CHI,RB,4100,1.9
19720710,Miami Dolphins,MIA,ATL,D,3200,1.8
19719833,Taylor Heinicke,WAS,GB,QB,5200,1.8
19720183,Kendrick Bourne,NE,NYJ,WR,4400,1.8
19720195,Bryan Edwards,LV,PHI,WR,4100,1.8
19719951,Mark Ingram II,HOU,ARI,RB,4400,1.8
19720521,C.J. Uzomah,CIN,BAL,TE,3000,1.7
19720211,Jalen Reagor,PHI,LV,WR,3800,1.7
19719949,Le'Veon Bell,BAL,CIN,RB,4500,1.7
19720175,Kalif Raymond,DET,LAR,WR,4700,1.6
19719935,Kenyan Drake,LV,PHI,RB,4900,1.6
19719947,Jamaal Williams,DET,LAR,RB,4600,1.6
19720517,Anthony Firkser,TEN,KC,TE,3100,1.6
19720073,Royce Freeman,CAR,NYG,RB,4000,1.5
19720249,Nico Collins,HOU,ARI,WR,3200,1.5
19720527,Jonnu Smith,NE,NYJ,TE,2800,1.4
19720531,Hayden Hurst,ATL,MIA,TE,2700,1.4
19720647,Ryan Griffin,NYJ,NE,TE,2500,1.4
19720319,Albert Wilson,MIA,ATL,WR,3000,1.4
19719827,Sam Darnold,CAR,NYG,QB,5900,1.4
19720717,Kansas City Chiefs,KC,TEN,D,2600,1.3
19719825,Joe Burrow,CIN,BAL,QB,6200,1.3
19720225,Chris Moore,HOU,ARI,WR,3600,1.3
19720255,Adam Humphries,WAS,GB,WR,3100,1.3
19720289,KhaDarel Hodge,DET,LAR,WR,3000,1.3
19720515,Cameron Brate,TB,CHI,TE,3300,1.2
19720223,Elijah Moore,NYJ,NE,WR,3600,1.2
19720219,Dyami Brown,WAS,GB,WR,3600,1.2
19720221,Devin Duvernay,BAL,CIN,WR,3600,1.2
19719957,David Johnson,HOU,ARI,RB,4300,1.2
19719975,Brandon Bolden,NE,NYJ,RB,4000,1.1
19719837,Jared Goff,DET,LAR,QB,5000,1.1
19720229,Demarcus Robinson,KC,TEN,WR,3400,1.1
19720429,Dante Pettis,NYG,CAR,WR,3000,1.1
19720525,Ian Thomas,CAR,NYG,TE,2900,1.1
19720535,Pharaoh Brown,HOU,ARI,TE,2600,1.1
19720537,Jordan Akins,HOU,ARI,TE,2600,1.1
19719832,Mac Jones,NE,NYJ,QB,5300,1.1
19720387,Keelan Cole,NYJ,NE,WR,3000,1.1
19719830,Daniel Jones,NYG,CAR,QB,5400,1.0
19720722,Detroit Lions,DET,LAR,D,2100,1.0
19719937,Jeremy McNichols,TEN,KC,RB,4800,1.0
19719919,Damien Williams,CHI,TB,RB,5500,1.0
19720375,Marcus Johnson,TEN,KC,WR,3000,0.9
19719955,Ty Johnson,NYJ,NE,RB,4300,0.9
19720635,Geoff Swaim,TEN,KC,TE,2500,0.9
19720587,Durham Smythe,MIA,ATL,TE,2500,0.9
19720321,Mack Hollins,MIA,ATL,WR,3000,0.8
19720027,Malcolm Brown,MIA,ATL,RB,4000,0.8
19720723,Tennessee Titans,TEN,KC,D,2100,0.8
19720025,Salvon Ahmed,MIA,ATL,RB,4000,0.8
19720413,Shi Smith,CAR,NYG,WR,3000,0.8
19720447,Marquise Goodwin,CHI,TB,WR,3000,0.7
19720251,John Ross,NYG,CAR,WR,3100,0.6
19719831,Justin Fields,CHI,TB,QB,5300,0.6
19720435,Jaelon Darden,TB,CHI,WR,3000,0.6
19720241,Nick Westbrook-Ikhine,TEN,KC,WR,3300,0.5
19719943,Samaje Perine,CIN,BAL,RB,4700,0.5
19719965,Phillip Lindsay,HOU,ARI,RB,4200,0.5
19720291,Geronimo Allison,DET,LAR,WR,3000,0.5
19719834,Zach Wilson,NYJ,NE,QB,5100,0.5
19720423,Collin Johnson,NYG,CAR,WR,3000,0.4
19720533,Tommy Tremble,CAR,NYG,TE,2700,0.4
19720243,Chris Conley,HOU,ARI,WR,3300,0.4
19719839,Davis Mills,HOU,ARI,QB,4900,0.1
19720097,Jonathan Ward,ARI,HOU,RB,4000,0.0
19720103,Rex Burkhead,HOU,ARI,RB,4000,0.0
19720091,Ryan Nall,CHI,TB,RB,4000,0.0
19720079,Gary Brightwell,NYG,CAR,RB,4000,0.0
19720107,Tevin Coleman,NYJ,NE,RB,4000,0.0
19720045,Derrick Gore,KC,TEN,RB,4000,0.0
19720053,Darrynton Evans,TEN,KC,RB,4000,0.0
19720057,Khari Blasingame,TEN,KC,RB,4000,0.0
19720037,Jaret Patterson,WAS,GB,RB,4000,0.0
19720041,Kylin Hill,GB,WAS,RB,4000,0.0
19720109,Wayne Gallman Jr.,ATL,MIA,RB,4000,0.0
19720017,Patrick Ricard,BAL,CIN,RB,4000,0.0
19720019,Chris Evans,CIN,BAL,RB,4000,0.0
19719999,Buddy Howell,LAR,DET,RB,4000,0.0
19720003,Jermar Jefferson,DET,LAR,RB,4000,0.0
19719979,Boston Scott,PHI,LV,RB,4000,0.0
19719985,Jalen Richard,LV,PHI,RB,4000,0.0
19719989,Alec Ingold,LV,PHI,RB,4000,0.0
19720215,Olamide Zaccheaus,ATL,MIA,WR,3700,0.0
19720237,Tajae Sharpe,ATL,MIA,WR,3400,0.0
19720245,Josh Gordon,KC,TEN,WR,3200,0.0
19720261,Danny Amendola,HOU,ARI,WR,3000,0.0
19720465,Antoine Wesley,ARI,HOU,WR,3000,0.0
19720441,Cyril Grayson,TB,CHI,WR,3000,0.0
19720449,Damiere Byrd,CHI,TB,WR,3000,0.0
19720451,Jakeem Grant,CHI,TB,WR,3000,0.0
19720411,Alex Erickson,CAR,NYG,WR,3000,0.0
19720415,Keith Kirkwood,CAR,NYG,WR,3000,0.0
19720419,Aaron Parker,CAR,NYG,WR,3000,0.0
19720431,David Sills,NYG,CAR,WR,3000,0.0
19720389,Braxton Berrios,NYJ,NE,WR,3000,0.0
19720391,Denzel Mims,NYJ,NE,WR,3000,0.0
19720399,N'Keal Harry,NE,NYJ,WR,3000,0.0
19720401,Gunner Olszewski,NE,NYJ,WR,3000,0.0
19720367,Marcus Kemp,KC,TEN,WR,3000,0.0
19720377,Josh Reynolds,TEN,KC,WR,3000,0.0
19720385,Mason Kinsey,TEN,KC,WR,3000,0.0
19720345,DeAndre Carter,WAS,GB,WR,3000,0.0
19720347,Antonio Gandy-Golden,WAS,GB,WR,3000,0.0
19720349,Dax Milne,WAS,GB,WR,3000,0.0
19720357,Amari Rodgers,GB,WAS,WR,3000,0.0
19720359,Equanimeous St. Brown,GB,WAS,WR,3000,0.0
19720323,Isaiah Ford,MIA,ATL,WR,3000,0.0
19720333,Christian Blake,ATL,MIA,WR,3000,0.0
19720299,James Proche,BAL,CIN,WR,3000,0.0
19720301,Miles Boykin,BAL,CIN,WR,3000,0.0
19720303,Tylan Wallace,BAL,CIN,WR,3000,0.0
19720309,Auden Tate,CIN,BAL,WR,3000,0.0
