,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Eastern Kentucky,2022-01-27 17:00:00,135,27.00,3.0,18.18,153.0,18.18,41.2,75.0,78.0
Florida Gulf Coast,2022-01-27 17:00:00,-155,12.90,-3.0,18.18,153.0,18.18,58.8,78.0,75.0
Wisconsin,2022-01-27 17:00:00,-320,6.25,-8.0,18.18,146.5,19.05,72.7,77.3,69.3
Nebraska,2022-01-27 17:00:00,250,50.00,8.0,18.18,146.5,17.39,27.3,69.3,77.3
Arkansas State,2022-01-27 18:30:00,135,27.00,3.5,19.05,135.0,18.18,41.2,65.8,69.3
Appalachian State,2022-01-27 18:30:00,-155,12.90,-3.5,17.39,135.0,18.18,58.8,69.3,65.8
Arkansas-Little Rock,2022-01-27 19:00:00,500,100.00,11.0,17.39,142.0,16.67,16.0,65.5,76.5
Coastal Carolina,2022-01-27 19:00:00,-720,2.78,-11.0,19.05,142.0,20.00,84.0,76.5,65.5
Drexel,2022-01-27 19:00:00,130,26.00,3.0,18.18,148.0,18.18,42.0,72.5,75.5
James Madison,2022-01-27 19:00:00,-150,13.33,-3.0,18.18,148.0,18.18,58.0,75.5,72.5
Delaware,2022-01-27 19:00:00,190,38.00,5.0,17.39,141.5,20.00,33.0,68.3,73.3
Towson,2022-01-27 19:00:00,-235,8.51,-5.0,19.05,141.5,16.67,67.0,73.3,68.3
Northeastern,2022-01-27 19:00:00,155,31.00,4.0,18.18,133.5,18.18,37.9,64.8,68.8
UNC-Wilmington,2022-01-27 19:00:00,-180,11.11,-4.0,18.18,133.5,18.18,62.1,68.8,64.8
Hofstra,2022-01-27 19:00:00,-135,14.81,-2.5,18.18,158.0,18.18,55.3,80.3,77.8
College of Charleston,2022-01-27 19:00:00,115,23.00,2.5,18.18,158.0,18.18,44.7,77.8,80.3
Lipscomb,2022-01-27 19:00:00,180,36.00,4.5,18.18,138.5,18.18,34.2,67.0,71.5
Jacksonville,2022-01-27 19:00:00,-220,9.09,-4.5,18.18,138.5,18.18,65.8,71.5,67.0
North Alabama,2022-01-27 19:00:00,800,160.00,15.5,18.18,133.5,18.18,10.6,59.0,74.5
Liberty,2022-01-27 19:00:00,-1375,1.45,-15.5,18.18,133.5,18.18,89.4,74.5,59.0
St. Francis (NY),2022-01-27 19:00:00,170,34.00,4.5,18.18,144.5,18.18,35.7,70.0,74.5
Sacred Heart,2022-01-27 19:00:00,-200,10.00,-4.5,18.18,144.5,18.18,64.3,74.5,70.0
Middle Tennessee St.,2022-01-27 19:00:00,110,22.00,2.0,19.05,147.0,16.67,45.7,72.5,74.5
Marshall,2022-01-27 19:00:00,-130,15.38,-2.0,17.39,147.0,20.00,54.3,74.5,72.5
Merrimack,2022-01-27 19:00:00,340,68.00,8.5,20.00,132.5,18.18,21.7,62.0,70.5
Bryant,2022-01-27 19:00:00,-450,4.44,-8.5,16.67,132.5,18.18,78.3,70.5,62.0
LIU-Brooklyn,2022-01-27 19:00:00,-310,6.45,-6.5,18.18,141.5,18.18,72.3,74.0,67.5
Central Connecticut,2022-01-27 19:00:00,245,49.00,6.5,18.18,141.5,18.18,27.7,67.5,74.0
Illinois-Chicago,2022-01-27 19:00:00,,,,,,,,,
Detroit,2022-01-27 19:00:00,,,,,,,,,
Wisconsin-Green Bay,2022-01-27 19:00:00,235,47.00,6.5,18.18,133.5,16.67,28.5,63.5,70.0
Youngstown State,2022-01-27 19:00:00,-300,6.67,-6.5,18.18,133.5,20.00,71.5,70.0,63.5
Wisconsin-Milwaukee,2022-01-27 19:00:00,-115,17.39,-1.5,20.00,141.5,18.18,51.1,71.5,70.0
Robert Morris,2022-01-27 19:00:00,-105,19.05,1.5,16.67,141.5,18.18,48.9,70.0,71.5
St. Francis (Pa.),2022-01-27 19:00:00,850,170.00,15.5,18.18,140.5,18.18,10.1,62.5,78.0
Wagner,2022-01-27 19:00:00,-1500,1.33,-15.5,18.18,140.5,18.18,89.9,78.0,62.5
Murray State,2022-01-27 19:00:00,-850,2.35,-12.0,17.39,146.0,20.00,85.8,79.0,67.0
Tennessee Tech,2022-01-27 19:00:00,575,115.00,12.0,19.05,146.0,16.67,14.2,67.0,79.0
William & Mary,2022-01-27 19:00:00,260,52.00,7.0,20.00,142.0,16.67,26.5,67.5,74.5
Elon,2022-01-27 19:00:00,-335,5.97,-7.0,16.67,142.0,20.00,73.5,74.5,67.5
Gardner-Webb,2022-01-27 19:00:00,100,20.00,1.5,18.18,135.5,18.18,47.8,67.0,68.5
UNC-Asheville,2022-01-27 19:00:00,-120,16.67,-1.5,18.18,135.5,18.18,52.2,68.5,67.0
Georgia Southern,2022-01-27 19:30:00,-105,19.05,1.5,17.39,138.5,17.39,48.9,68.5,70.0
Louisiana-Monroe,2022-01-27 19:30:00,-115,17.39,-1.5,19.05,138.5,19.05,51.1,70.0,68.5
Jacksonville State,2022-01-27 19:30:00,-135,14.81,-1.5,16.67,137.5,18.18,55.3,69.5,68.0
Kennesaw State,2022-01-27 19:30:00,115,23.00,1.5,20.00,137.5,18.18,44.7,68.0,69.5
Bellarmine,2022-01-27 19:30:00,-130,15.38,-1.5,17.39,130.5,18.18,54.3,66.0,64.5
Stetson,2022-01-27 19:30:00,110,22.00,1.5,19.05,130.5,18.18,45.7,64.5,66.0
Rice,2022-01-27 19:30:00,500,100.00,11.5,18.18,149.0,18.18,16.0,68.8,80.3
Louisiana Tech,2022-01-27 19:30:00,-720,2.78,-11.5,18.18,149.0,18.18,84.0,80.3,68.8
Georgia State,2022-01-27 20:00:00,120,24.00,2.5,17.39,144.0,18.18,43.8,70.8,73.3
Louisiana-Lafayette,2022-01-27 20:00:00,-140,14.29,-2.5,19.05,144.0,18.18,56.2,73.3,70.8
Troy,2022-01-27 20:00:00,225,45.00,6.5,18.18,137.0,16.67,29.5,65.3,71.8
South Alabama,2022-01-27 20:00:00,-280,7.14,-6.5,18.18,137.0,20.00,70.5,71.8,65.3
Texas State,2022-01-27 20:00:00,-135,14.81,-2.0,18.18,126.5,18.18,55.3,64.3,62.3
Texas-Arlington,2022-01-27 20:00:00,115,23.00,2.0,18.18,126.5,18.18,44.7,62.3,64.3
Weber State,2022-01-27 20:00:00,-105,19.05,1.5,17.39,157.5,18.18,48.9,78.0,79.5
Northern Colorado,2022-01-27 20:00:00,-115,17.39,-1.5,19.05,157.5,18.18,51.1,79.5,78.0
