,,Win,,Cover,,Total Points,,Implied,Implied Score,
Central Arkansas,2022-01-27 20:00:00,205,41.00,6.5,18.18,150.5,18.18,31.3,72.0,78.5
North Florida,2022-01-27 20:00:00,-255,7.84,-6.5,18.18,150.5,18.18,68.7,78.5,72.0
Florida International,2022-01-27 20:00:00,-115,17.39,-1.5,19.05,135.0,18.18,51.1,68.3,66.8
Texas-San Antonio,2022-01-27 20:00:00,-105,19.05,1.5,17.39,135.0,18.18,48.9,66.8,68.3
New Orleans,2022-01-27 20:00:00,-190,10.53,-4.5,19.05,146.5,18.18,63.0,75.5,71.0
Houston Baptist,2022-01-27 20:00:00,160,32.00,4.5,17.39,146.5,18.18,37.0,71.0,75.5
Oral Roberts,2022-01-27 20:00:00,-900,2.22,-13.5,17.39,164.0,18.18,86.3,88.8,75.3
Omaha,2022-01-27 20:00:00,600,120.00,13.5,19.05,164.0,18.18,13.7,75.3,88.8
North Dakota State,2022-01-27 20:00:00,-120,16.67,-1.0,19.05,144.5,18.18,52.2,72.8,71.8
South Dakota,2022-01-27 20:00:00,100,20.00,1.0,17.39,144.5,18.18,47.8,71.8,72.8
North Dakota,2022-01-27 20:00:00,1300,260.00,21.0,19.05,163.0,18.18,6.9,71.0,92.0
South Dakota State,2022-01-27 20:00:00,-3000,0.67,-21.0,17.39,163.0,18.18,93.1,92.0,71.0
Utah Valley,2022-01-27 20:00:00,,,,,,,,,
Chicago State,2022-01-27 20:00:00,,,,,,,,,
Ohio State,2022-01-27 20:00:00,-280,7.14,-6.5,17.39,136.0,18.18,70.5,71.3,64.8
Minnesota,2022-01-27 20:00:00,225,45.00,6.5,19.05,136.0,18.18,29.5,64.8,71.3
North Texas,2022-01-27 20:00:00,-1250,1.60,-14.0,17.39,120.5,18.18,88.7,67.3,53.3
Southern Mississippi,2022-01-27 20:00:00,750,150.00,14.0,19.05,120.5,18.18,11.3,53.3,67.3
Ball State,2022-01-27 20:00:00,,,,,,,,,
Northern Illinois,2022-01-27 20:00:00,,,,,,,,,
Loyola-Chicago,2022-01-27 20:00:00,,,,,,,,,
Southern Illinois,2022-01-27 20:00:00,,,,,,,,,
Belmont,2022-01-27 20:30:00,-1375,1.45,-15.5,18.18,144.5,18.18,89.4,80.0,64.5
Austin Peay,2022-01-27 20:30:00,800,160.00,15.5,18.18,144.5,18.18,10.6,64.5,80.0
Nicholls State,2022-01-27 20:30:00,-160,12.50,-3.5,19.05,147.5,18.18,59.6,75.5,72.0
McNeese State,2022-01-27 20:30:00,140,28.00,3.5,17.39,147.5,18.18,40.4,72.0,75.5
Incarnate Word,2022-01-27 20:30:00,245,49.00,7.5,17.39,145.5,18.18,27.7,69.0,76.5
Northwestern State,2022-01-27 20:30:00,-310,6.45,-7.5,19.05,145.5,18.18,72.3,76.5,69.0
Tennessee State,2022-01-27 20:30:00,,,,,,,,,
SIU-Edwardsville,2022-01-27 20:30:00,,,,,,,,,
Idaho,2022-01-27 21:00:00,650,130.00,13.0,18.18,144.0,18.18,12.8,65.5,78.5
Montana,2022-01-27 21:00:00,-1000,2.00,-13.0,18.18,144.0,18.18,87.2,78.5,65.5
Eastern Washington,2022-01-27 21:00:00,245,49.00,6.5,18.18,146.5,16.67,27.7,70.0,76.5
Montana State,2022-01-27 21:00:00,-310,6.45,-6.5,18.18,146.5,20.00,72.3,76.5,70.0
UAB,2022-01-27 21:00:00,-170,11.76,-4.0,18.18,146.5,17.39,61.2,75.3,71.3
Western Kentucky,2022-01-27 21:00:00,150,30.00,4.0,18.18,146.5,19.05,38.8,71.3,75.3
UM-Kansas City,2022-01-27 21:00:00,-110,18.18,-1.5,20.00,134.0,18.18,50.0,67.8,66.3
Denver,2022-01-27 21:00:00,-110,18.18,1.5,16.67,134.0,18.18,50.0,66.3,67.8
Purdue,2022-01-27 21:00:00,-130,15.38,-2.0,18.18,156.0,17.39,54.3,79.0,77.0
Iowa,2022-01-27 21:00:00,110,22.00,2.0,18.18,156.0,19.05,45.7,77.0,79.0
Cal State-Fullerton,2022-01-27 21:00:00,105,21.00,1.0,19.05,138.5,18.18,46.8,68.8,69.8
UC Davis,2022-01-27 21:00:00,-125,16.00,-1.0,17.39,138.5,18.18,53.2,69.8,68.8
Morehead State,2022-01-27 21:00:00,-240,8.33,-6.0,18.18,147.0,18.18,67.6,76.5,70.5
SE Missouri State,2022-01-27 21:00:00,195,39.00,6.0,18.18,147.0,18.18,32.4,70.5,76.5
Eastern Illinois,2022-01-27 21:00:00,,,,,,,,,
Tennessee-Martin,2022-01-27 21:00:00,,,,,,,,,
East Carolina,2022-01-27 21:00:00,600,120.00,13.0,17.39,146.0,16.67,13.7,66.5,79.5
Memphis,2022-01-27 21:00:00,-900,2.22,-13.0,19.05,146.0,20.00,86.3,79.5,66.5
California,2022-01-27 21:00:00,1000,200.00,16.5,18.18,129.0,18.18,8.7,56.3,72.8
UCLA,2022-01-27 21:00:00,-2000,1.00,-16.5,18.18,129.0,18.18,91.3,72.8,56.3
Texas A&M-Corpus Christi,2022-01-27 21:00:00,100,20.00,1.5,17.39,148.5,18.18,47.8,73.5,75.0
SE Louisiana,2022-01-27 21:00:00,-120,16.67,-1.5,19.05,148.5,18.18,52.2,75.0,73.5
Florida Atlantic,2022-01-27 21:00:00,110,22.00,2.0,17.39,132.0,18.18,45.7,65.0,67.0
UTEP,2022-01-27 21:00:00,-130,15.38,-2.0,19.05,132.0,18.18,54.3,67.0,65.0
Pacific,2022-01-27 22:00:00,115,23.00,2.0,19.05,138.5,18.18,44.7,68.3,70.3
Portland,2022-01-27 22:00:00,-135,14.81,-2.0,17.39,138.5,18.18,55.3,70.3,68.3
St. Mary's (CAL),2022-01-27 22:00:00,120,24.00,2.5,18.18,130.5,18.18,43.8,64.0,66.5
San Francisco,2022-01-27 22:00:00,-140,14.29,-2.5,18.18,130.5,18.18,56.2,66.5,64.0
Southern Utah,2022-01-27 22:00:00,-255,7.84,-6.0,18.18,148.0,20.00,68.7,77.0,71.0
Portland State,2022-01-27 22:00:00,205,41.00,6.0,18.18,148.0,16.67,31.3,71.0,77.0
Idaho State,2022-01-27 22:00:00,230,46.00,7.0,18.18,129.5,18.18,29.0,61.3,68.3
Sacramento State,2022-01-27 22:00:00,-290,6.90,-7.0,18.18,129.5,18.18,71.0,68.3,61.3
Cal State Bakersfield,2022-01-27 22:00:00,350,70.00,9.0,18.18,122.0,18.18,21.2,56.5,65.5
UC Irvine,2022-01-27 22:00:00,-475,4.21,-9.0,18.18,122.0,18.18,78.8,65.5,56.5
Long Beach State,2022-01-27 22:00:00,200,40.00,6.5,16.67,137.0,17.39,31.8,65.3,71.8
UC Riverside,2022-01-27 22:00:00,-250,8.00,-6.5,20.00,137.0,19.05,68.2,71.8,65.3
Cal-Poly San Luis Obispo,2022-01-27 22:00:00,205,41.00,6.5,16.67,133.0,18.18,31.3,63.3,69.8
UC San Diego,2022-01-27 22:00:00,-255,7.84,-6.5,20.00,133.0,18.18,68.7,69.8,63.3
Pepperdine,2022-01-27 22:30:00,260,52.00,7.5,18.18,139.5,20.00,26.5,66.0,73.5
San Diego,2022-01-27 22:30:00,-335,5.97,-7.5,18.18,139.5,16.67,73.5,73.5,66.0
BYU,2022-01-27 23:00:00,-150,13.33,-3.0,18.18,150.0,18.18,58.0,76.5,73.5
Santa Clara,2022-01-27 23:00:00,130,26.00,3.0,18.18,150.0,18.18,42.0,73.5,76.5
Loyola Marymount,2022-01-27 23:00:00,,,28.5,18.18,158.0,18.18,,64.8,93.3
Gonzaga,2022-01-27 23:00:00,,,-28.5,18.18,158.0,18.18,,93.3,64.8
Stanford,2022-01-27 23:00:00,475,95.00,11.0,18.18,140.0,18.18,16.6,64.5,75.5
USC,2022-01-27 23:00:00,-675,2.96,-11.0,18.18,140.0,18.18,83.4,75.5,64.5
Colorado,2022-01-27 23:00:00,-135,14.81,-2.5,18.18,137.0,18.18,55.3,69.8,67.3
Washington,2022-01-27 23:00:00,115,23.00,2.5,18.18,137.0,18.18,44.7,67.3,69.8
