,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Florida,2/2/2022 15:00,-225,8.89,-6,19.05,135,18.18,66.4,70.5,64.5
Missouri,2/2/2022 15:00,185,37,6,17.39,135,18.18,33.6,64.5,70.5
Charleston Southern,2/2/2022 18:30,310,62,8,20,133.5,16.67,23.3,62.8,70.8
Radford,2/2/2022 18:30,-410,4.88,-8,16.67,133.5,20,76.7,70.8,62.8
Longwood,2/2/2022 18:30,-140,14.29,-3,19.05,135.5,16.67,56.2,69.3,66.3
UNC-Asheville,2/2/2022 18:30,120,24,3,17.39,135.5,20,43.8,66.3,69.3
Binghamton,2/2/2022 19:00,225,45,6,20,141.5,17.39,29.5,67.8,73.8
Stony Brook,2/2/2022 19:00,-280,7.14,-6,16.67,141.5,19.05,70.5,73.8,67.8
Hartford,2/2/2022 19:00,130,26,3,18.18,132,18.18,42,64.5,67.5
New Hampshire,2/2/2022 19:00,-150,13.33,-3,18.18,132,18.18,58,67.5,64.5
Maryland-Baltimore County,2/2/2022 19:00,105,21,2,18.18,133.5,18.18,46.8,65.8,67.8
Albany,2/2/2022 19:00,-125,16,-2,18.18,133.5,18.18,53.2,67.8,65.8
Massachusetts-Lowell,2/2/2022 19:00,-265,7.55,-6,17.39,134.5,19.05,69.6,70.3,64.3
Maine,2/2/2022 19:00,215,43,6,19.05,134.5,17.39,30.4,64.3,70.3
NJIT,2/2/2022 19:00,1700,340,20,17.39,138,20,5.4,59,79
Vermont,2/2/2022 19:00,-4000,0.5,-20,19.05,138,16.67,94.6,79,59
Arkansas,2/2/2022 19:00,-525,3.81,-10,16.67,152.5,17.39,80.3,81.3,71.3
Georgia,2/2/2022 19:00,385,77,10,20,152.5,19.05,19.7,71.3,81.3
Vanderbilt,2/2/2022 19:00,950,190,16,17.39,141,18.18,9.1,62.5,78.5
Kentucky,2/2/2022 19:00,-1750,1.14,-16,19.05,141,18.18,90.9,78.5,62.5
Purdue,2/2/2022 19:00,-590,3.39,-11,20,139.5,18.18,81.8,75.3,64.3
Minnesota,2/2/2022 19:00,425,85,11,16.67,139.5,18.18,18.2,64.3,75.3
Drake,2/2/2022 19:00,-190,10.53,-4,17.39,143,17.39,63,73.5,69.5
Indiana State,2/2/2022 19:00,160,32,4,19.05,143,19.05,37,69.5,73.5
Citadel,2/2/2022 19:00,950,190,16.5,17.39,150.5,18.18,9.1,67,83.5
Furman,2/2/2022 19:00,-1750,1.14,-16.5,19.05,150.5,18.18,90.9,83.5,67
VMI,2/2/2022 19:00,105,21,2,17.39,138.5,20,46.8,68.3,70.3
UNC-Greensboro,2/2/2022 19:00,-125,16,-2,19.05,138.5,16.67,53.2,70.3,68.3
Florida State,2/2/2022 19:00,140,28,3,18.18,137.5,18.18,40.4,67.3,70.3
Clemson,2/2/2022 19:00,-160,12.5,-3,18.18,137.5,18.18,59.6,70.3,67.3
Pittsburgh,2/2/2022 19:00,575,115,13,17.39,135.5,17.39,14.2,61.3,74.3
Wake Forest,2/2/2022 19:00,-850,2.35,-13,19.05,135.5,19.05,85.8,74.3,61.3
Notre Dame,2/2/2022 19:00,165,33,4,19.05,140.5,16.67,36.3,68.3,72.3
Miami,2/2/2022 19:00,-195,10.26,-4,17.39,140.5,20,63.7,72.3,68.3
Campbell,2/2/2022 19:00,-145,13.79,-2.5,19.05,122.5,18.18,57.1,62.5,60
Presbyterian,2/2/2022 19:00,125,25,2.5,17.39,122.5,18.18,42.9,60,62.5
Gardner-Webb,2/2/2022 19:00,-140,14.29,-2.5,18.18,130.5,20,56.2,66.5,64
High Point,2/2/2022 19:00,120,24,2.5,18.18,130.5,16.67,43.8,64,66.5
USC Upstate,2/2/2022 19:00,-125,16,-2,19.05,139,19.05,53.2,70.5,68.5
Hampton,2/2/2022 19:00,105,21,2,17.39,139,17.39,46.8,68.5,70.5
Butler,2/2/2022 19:00,525,105,11.5,18.18,130.5,18.18,15.3,59.5,71
Xavier,2/2/2022 19:00,-760,2.63,-11.5,18.18,130.5,18.18,84.7,71,59.5
Rhode Island,2/2/2022 19:00,-200,10,-4.5,18.18,127,20,64.3,65.8,61.3
Fordham,2/2/2022 19:00,170,34,4.5,18.18,127,16.67,35.7,61.3,65.8
Saint Louis,2/2/2022 19:00,-105,19.05,1,18.18,136.5,17.39,48.9,67.8,68.8
George Mason,2/2/2022 19:00,-115,17.39,-1,18.18,136.5,19.05,51.1,68.8,67.8
La Salle,2/2/2022 19:00,105,21,1,18.18,137,18.18,46.8,68,69
George Washington,2/2/2022 19:00,-125,16,-1,18.18,137,18.18,53.2,69,68
E. Tennessee State,2/2/2022 19:00,-235,8.51,-5.5,18.18,148,18.18,67,76.8,71.3
Western Carolina,2/2/2022 19:00,190,38,5.5,18.18,148,18.18,33,71.3,76.8
Temple,2/2/2022 19:00,-115,17.39,-1.5,19.05,135,19.05,51.1,68.3,66.8
East Carolina,2/2/2022 19:00,-105,19.05,1.5,17.39,135,17.39,48.9,66.8,68.3
Navy,2/2/2022 19:00,-265,7.55,-6.5,20,133.5,20,69.6,70,63.5
Lehigh,2/2/2022 19:00,215,43,6.5,16.67,133.5,16.67,30.4,63.5,70
Army,2/2/2022 19:00,150,30,4,18.18,138,20,38.8,67,71
Loyola (MD),2/2/2022 19:00,-170,11.76,-4,18.18,138,16.67,61.2,71,67
