,,Win,,Cover,,Total Points,,Implied,Implied Score,
Bucknell,2/2/2022 19:00,850,170,15.5,19.05,147,18.18,10.1,65.8,81.3
Colgate,2/2/2022 19:00,-1500,1.33,-15.5,17.39,147,18.18,89.9,81.3,65.8
American,2/2/2022 19:00,200,40,6.5,16,131,18.18,31.8,62.3,68.8
Lafayette,2/2/2022 19:00,-250,8,-6.5,21,131,18.18,68.2,68.8,62.3
Coppin State,2/2/2022 19:30,-760,2.63,-12,18.18,141.5,17.39,84.7,76.8,64.8
Delaware State,2/2/2022 19:30,525,105,12,18.18,141.5,19.05,15.3,64.8,76.8
Chicago State,2/2/2022 20:00,,,18,,139,,,,
Abilene Christian,2/2/2022 20:00,,,-18,,139,,,,
Chattanooga,2/2/2022 20:00,-320,6.25,-7.5,19.05,145,18.18,72.7,76.3,68.8
Samford,2/2/2022 20:00,250,50,7.5,17.39,145,18.18,27.3,68.8,76.3
Lamar,2/2/2022 20:00,225,45,6,20,145,16.67,29.5,69.5,75.5
Texas Rio Grande Valley,2/2/2022 20:00,-280,7.14,-6,16.67,145,20,70.5,75.5,69.5
Bradley,2/2/2022 20:00,,,4.5,,139,,,,
Northern Iowa,2/2/2022 20:00,,,-4.5,,139,,,,
Tulane,2/2/2022 20:00,1100,220,17,18.18,133.5,18.18,8,58.3,75.3
Houston,2/2/2022 20:00,-2200,0.91,-17,18.18,133.5,18.18,92,75.3,58.3
Illinois State,2/2/2022 20:00,,,4,,137,,,,
Loyola-Chicago,2/2/2022 20:00,,,-4,,137,,,,
Wisconsin,2/2/2022 21:00,,,7,,140,,,,
Illinois,2/2/2022 21:00,,,-7,,140,,,,
Missouri State,2/2/2022 21:00,,,-2,,129.5,,,,
Southern Illinois,2/2/2022 21:00,,,2,,129.5,,,,
Oklahoma State,2/2/2022 21:00,105,21,1.5,19.05,130.5,18.18,46.8,64.5,66
Kansas State,2/2/2022 21:00,-125,16,-1.5,17.39,130.5,18.18,53.2,66,64.5
Georgia Tech,2/2/2022 21:00,410,82,10.5,18.18,131,16.67,18.7,60.3,70.8
Virginia Tech,2/2/2022 21:00,-575,3.48,-10.5,18.18,131,20,81.3,70.8,60.3
Syracuse,2/2/2022 21:00,115,23,2,18.18,151.5,18.18,44.7,74.8,76.8
North Carolina State,2/2/2022 21:00,-135,14.81,-2,18.18,151.5,18.18,55.3,76.8,74.8
Dayton,2/2/2022 21:00,155,31,4.5,19.05,120,17.39,37.9,57.8,62.3
VCU,2/2/2022 21:00,-180,11.11,-4.5,17.39,120,19.05,62.1,62.3,57.8
Villanova,2/2/2022 22:00,-180,11.11,-4.5,18.18,132.5,16.67,62.1,68.5,64
Marquette,2/2/2022 22:00,155,31,4.5,18.18,132.5,20,37.9,64,68.5
