team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NO,20,8,304,10,38,304,89.8,55,7
TB,30,8,354,15,43,354,89.8,65,7
CAR,5,8,270,6,36,270,89.3,50,8
PHI,24,7,256,6,42,256,89.1,52,4
BLT,3,8,271,5,32,271,89.1,48,11
JAX,15,8,299,11,41,299,89.0,59,7
GB,12,8,302,8,40,302,88.7,58,10
CLV,8,8,283,8,40,283,88.3,57,9
SF,28,8,276,8,43,276,88.2,58,7
PIT,25,8,332,13,51,332,87.7,73,9
BUF,4,7,308,11,55,308,87.7,71,5
DEN,10,8,312,11,49,312,86.2,73,13
LAC,27,7,329,17,65,329,86.0,87,5
CIN,7,8,350,18,48,350,85.7,83,17
DAL,9,8,252,17,44,252,85.5,67,6
ARZ,1,8,367,9,72,367,85.4,94,13
KC,16,7,295,13,59,295,85.4,79,7
MIA,17,8,319,18,59,319,85.4,85,8
ATL,2,8,214,9,34,214,85.3,53,10
NE,19,8,270,7,43,270,85.2,65,15
IND,14,8,354,21,61,354,84.5,96,14
LV,23,7,275,16,50,275,84.4,76,10
SEA,29,8,281,18,43,281,84.2,75,14
MIN,18,7,283,20,46,283,84.1,78,12
DET,11,7,269,16,53,269,83.8,78,9
NYJ,22,8,326,14,73,326,83.6,97,10
NYG,21,8,283,11,57,283,83.4,81,13
HST,13,7,256,16,53,256,82.6,79,10
WAS,32,8,340,22,68,340,81.5,108,18
TEN,31,7,184,18,37,184,80.7,63,8
CHI,6,8,229,9,58,229,80.6,78,11
LA,26,7,288,23,58,288,80.4,97,16
