player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tyreek Hill,10799,WR,MIA,8,92,0,17,12.7,3,82.4,50.0,2,4,0.0,0,10,1,80.6,91.2,1,26,0.0,0,50,14,94.0,47,87.0,17,18.5,0,183,54,3.9,13.1,3.89,0,12.5,3,70.3,71.4,5,7,6.3,3,25,0,70.5,87.4,1,64,0.0,0,168,45,94.6,159,107.0,64,69.6,2,651,183,4.1,14.5,4.09
Cooper Kupp,11824,WR,LA,7,81,0,26,7.8,1,68.8,66.7,4,6,0.0,0,6,1,78.7,68.6,2,75,0.0,0,68,11,94.1,64,98.2,16,19.8,2,149,94,8.5,13.5,2.33,0,6.6,10,84.6,75.0,3,4,0.0,0,27,0,90.2,88.5,2,28,1.6,3,187,44,97.3,182,92.9,52,64.2,1,447,215,4.9,10.2,2.46
Diontae Johnson,33441,WR,PIT,8,74,0,25,10.5,1,44.0,28.6,2,7,0.0,0,7,1,80.0,65.1,1,14,0.0,0,93,11,92.5,86,34.6,25,33.8,0,75,24,2.2,6.8,0.87,0,11.4,1,61.9,50.0,1,2,10.3,3,13,0,47.7,63.0,4,25,0.0,0,215,26,92.1,198,39.5,42,56.8,0,256,57,2.2,9.8,1.29
Stefon Diggs,9579,WR,BUF,7,70,0,4,11.6,1,64.0,25.0,1,4,0.0,0,12,0,81.7,85.7,0,41,0.0,0,84,16,95.2,80,129.2,25,35.7,4,205,92,5.8,12.8,2.56,0,9.9,6,86.8,50.0,1,2,2.9,1,19,0,78.9,88.3,0,46,0.0,0,146,33,97.3,142,129.7,38,54.3,2,415,126,3.8,12.6,2.92
CeeDee Lamb,61570,WR,DAL,8,68,0,9,9.9,0,58.3,50.0,3,6,6.7,1,10,0,65.6,79.6,1,24,0.0,0,71,14,93.0,66,74.8,24,35.3,1,159,45,3.2,11.4,2.41,0,12.3,3,65.8,16.7,1,6,7.4,2,17,0,63.4,77.0,0,30,0.0,0,152,25,94.1,143,113.6,38,55.9,2,357,134,5.4,14.3,2.5
Michael Pittman Jr.,29049,WR,IND,7,68,0,14,6.6,1,69.6,85.7,6,7,5.9,1,12,1,67.0,72.3,1,25,0.0,0,98,16,90.8,89,73.3,23,33.8,0,173,73,4.6,10.8,1.94,0,7.1,2,77.8,40.0,2,5,0.0,0,14,0,86.9,71.8,1,28,0.0,0,193,28,96.4,186,99.5,36,52.9,1,304,105,3.8,10.9,1.63
Ja'Marr Chase,84270,WR,CIN,7,68,0,7,12.0,2,70.8,50.0,3,6,10.5,2,16,0,54.3,88.6,0,60,0.0,0,94,17,88.3,83,149.8,24,35.3,5,283,107,6.3,16.6,3.41,0,9.6,3,66.7,25.0,1,4,3.7,1,15,1,75.5,73.2,1,26,0.0,0,188,26,97.9,184,87.7,39,57.4,1,301,139,5.3,11.6,1.64
Justin Jefferson,61398,WR,MIN,7,68,0,18,9.2,0,60.9,33.3,1,3,6.7,1,9,0,51.2,72.4,1,47,0.0,0,107,14,90.7,97,78.5,23,33.8,0,242,128,9.1,17.3,2.49,0,8.8,5,89.5,60.0,3,5,2.9,1,21,0,79.4,86.6,1,64,0.0,0,150,34,94.7,142,123.8,38,55.9,2,461,194,5.7,13.6,3.25
Mark Andrews,47436,TE,BLT,8,64,0,3,10.5,3,68.8,88.9,8,9,12.0,3,13,0,49.1,82.8,0,25,0.0,0,98,22,92.9,91,122.8,32,50.0,3,247,76,3.5,11.2,2.71,0,11.4,0,63.0,25.0,1,4,0.0,0,13,0,82.2,76.8,1,25,0.0,0,111,17,98.2,109,71.4,27,42.2,0,209,66,3.9,12.3,1.92
Amari Cooper,9437,WR,CLV,8,64,0,8,15.2,0,54.3,50.0,4,8,13.6,3,16,0,46.4,78.6,1,53,0.0,0,110,19,91.8,101,100.4,35,54.7,3,306,59,3.1,16.1,3.03,0,10.7,1,71.4,50.0,2,4,0.0,0,9,0,81.1,67.6,0,55,0.0,0,137,15,94.9,130,117.2,21,32.8,1,200,35,2.3,13.3,1.54
