,,Win,,Cover,,Total Points,,Implied,Implied Score,
Vanderbilt,2022-03-01 20:30:00,-110,18.18,-1.5,19.05,135.5,18.18,50.0,68.5,67.0
St. Bonaventure,2022-03-01 20:30:00,130,26.00,3.5,16.67,132.5,18.18,42.0,64.5,68.0
VCU,2022-03-01 20:30:00,-150,13.33,-3.5,20.00,132.5,18.18,58.0,68.0,64.5
Michigan State,2022-03-01 20:30:00,155,31.00,4.5,18.18,143.5,20.00,37.9,69.5,74.0
Michigan,2022-03-01 20:30:00,-180,11.11,-4.5,18.18,143.5,16.67,62.1,74.0,69.5
Nevada,2022-03-01 21:00:00,425,85.00,10.5,18.18,138.5,18.18,18.2,64.0,74.5
Boise State,2022-03-01 21:00:00,-590,3.39,-10.5,18.18,138.5,18.18,81.8,74.5,64.0
San Jose State,2022-03-01 21:00:00,190,38.00,5.0,19.05,128.5,18.18,33.0,61.8,66.8
Air Force,2022-03-01 21:00:00,-235,8.51,-5.0,17.39,128.5,18.18,67.0,66.8,61.8
Purdue,2022-03-01 21:00:00,-145,13.79,-2.5,17.39,144.0,18.18,57.1,73.3,70.8
Wisconsin,2022-03-01 21:00:00,125,25.00,2.5,19.05,144.0,18.18,42.9,70.8,73.3
Louisville,2022-03-01 21:00:00,400,80.00,10.5,18.18,132.0,18.18,19.1,60.8,71.3
Virginia Tech,2022-03-01 21:00:00,-550,3.64,-10.5,18.18,132.0,18.18,80.9,71.3,60.8
Cincinnati,2022-03-01 21:00:00,750,150.00,14.5,18.18,135.5,18.18,11.3,60.5,75.0
Houston,2022-03-01 21:00:00,-1250,1.60,-14.5,18.18,135.5,18.18,88.7,75.0,60.5
Southern Utah,2022-03-01 21:00:00,140,28.00,3.5,18.18,147.0,18.18,40.4,71.8,75.3
Montana State,2022-03-01 21:00:00,-160,12.50,-3.5,18.18,147.0,18.18,59.6,75.3,71.8
Cal State-Northridge,2022-03-01 22:00:00,800,160.00,15.0,18.18,131.5,16.67,10.6,58.3,73.3
Cal-Santa Barbara,2022-03-01 22:00:00,-1375,1.45,-15.0,18.18,131.5,20.00,89.4,73.3,58.3
Arizona,2022-03-01 23:00:00,-180,11.11,-4.5,18.18,150.0,20.00,62.1,77.3,72.8
USC,2022-03-01 23:00:00,155,31.00,4.5,18.18,150.0,16.67,37.9,72.8,77.3
