,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Tennessee,2022-03-01 18:30:00,-1500,1.33,-15.5,18.18,144.0,16.67,89.9,79.8,64.3
Georgia,2022-03-01 18:30:00,850,170.00,15.5,18.18,144.0,20.00,10.1,64.3,79.8
Providence,2022-03-01 18:30:00,350,70.00,9.5,18.18,134.5,16.67,21.2,62.5,72.0
Villanova,2022-03-01 18:30:00,-475,4.21,-9.5,18.18,134.5,20.00,78.8,72.0,62.5
Dayton,2022-03-01 18:30:00,115,23.00,2.0,19.05,133.5,20.00,44.7,65.8,67.8
Richmond,2022-03-01 18:30:00,-135,14.81,-2.0,17.39,133.5,16.67,55.3,67.8,65.8
Binghamton,2022-03-01 19:00:00,245,49.00,6.5,19.05,142.5,17.39,27.7,68.0,74.5
Maryland-Baltimore County,2022-03-01 19:00:00,-310,6.45,-6.5,17.39,142.5,19.05,72.3,74.5,68.0
Hartford,2022-03-01 19:00:00,115,23.00,2.5,17.39,135.5,18.18,44.7,66.5,69.0
Albany,2022-03-01 19:00:00,-135,14.81,-2.5,19.05,135.5,18.18,55.3,69.0,66.5
New Hampshire,2022-03-01 19:00:00,140,28.00,3.5,17.39,130.5,17.39,40.4,63.5,67.0
Massachusetts-Lowell,2022-03-01 19:00:00,-160,12.50,-3.5,19.05,130.5,19.05,59.6,67.0,63.5
NJIT,2022-03-01 19:00:00,,,9.5,18.18,137.5,18.18,,64.0,73.5
Stony Brook,2022-03-01 19:00:00,,,-9.5,18.18,137.5,18.18,,73.5,64.0
Vermont,2022-03-01 19:00:00,-2500,0.80,-18.5,17.39,135.5,19.05,92.6,77.0,58.5
Maine,2022-03-01 19:00:00,1200,240.00,18.5,19.05,135.5,17.39,7.4,58.5,77.0
Mississippi,2022-03-01 19:00:00,1000,200.00,16.5,18.18,139.5,18.18,8.7,61.5,78.0
Kentucky,2022-03-01 19:00:00,-2000,1.00,-16.5,18.18,139.5,18.18,91.3,78.0,61.5
Missouri,2022-03-01 19:00:00,225,45.00,6.5,18.18,137.5,18.18,29.5,65.5,72.0
South Carolina,2022-03-01 19:00:00,-280,7.14,-6.5,18.18,137.5,18.18,70.5,72.0,65.5
Akron,2022-03-01 19:00:00,-155,12.90,-3.5,19.05,142.5,18.18,58.8,73.0,69.5
Ball State,2022-03-01 19:00:00,135,27.00,3.5,17.39,142.5,18.18,41.2,69.5,73.0
Ohio,2022-03-01 19:00:00,-380,5.26,-8.5,19.05,158.0,18.18,75.5,83.3,74.8
Bowling Green,2022-03-01 19:00:00,290,58.00,8.5,17.39,158.0,18.18,24.5,74.8,83.3
Toledo,2022-03-01 19:00:00,120,24.00,2.5,18.18,160.5,18.18,43.8,79.0,81.5
Buffalo,2022-03-01 19:00:00,-140,14.29,-2.5,18.18,160.5,18.18,56.2,81.5,79.0
Miami (OH),2022-03-01 19:00:00,-150,13.33,-3.0,18.18,148.5,18.18,58.0,75.8,72.8
Central Michigan,2022-03-01 19:00:00,130,26.00,3.0,18.18,148.5,18.18,42.0,72.8,75.8
West Virginia,2022-03-01 19:00:00,190,38.00,5.5,18.18,135.5,18.18,33.0,65.0,70.5
Oklahoma,2022-03-01 19:00:00,-235,8.51,-5.5,18.18,135.5,18.18,67.0,70.5,65.0
Western Michigan,2022-03-01 19:00:00,175,35.00,5.0,18.18,137.5,16.67,34.9,66.3,71.3
Eastern Michigan,2022-03-01 19:00:00,-210,9.52,-5.0,18.18,137.5,20.00,65.1,71.3,66.3
St. Peter's,2022-03-01 19:00:00,-180,11.11,-4.0,18.18,134.5,18.18,62.1,69.3,65.3
Manhattan,2022-03-01 19:00:00,155,31.00,4.0,18.18,134.5,18.18,37.9,65.3,69.3
Nebraska,2022-03-01 19:00:00,750,150.00,14.5,18.18,151.0,18.18,11.3,68.3,82.8
Ohio State,2022-03-01 19:00:00,-1250,1.60,-14.5,18.18,151.0,18.18,88.7,82.8,68.3
Stetson,2022-03-01 19:00:00,100,20.00,1.5,17.39,150.5,18.18,47.8,74.5,76.0
Central Arkansas,2022-03-01 19:00:00,-120,16.67,-1.5,19.05,150.5,18.18,52.2,76.0,74.5
Eastern Kentucky,2022-03-01 19:00:00,170,34.00,4.5,18.18,152.5,18.18,35.7,74.0,78.5
Kennesaw State,2022-03-01 19:00:00,-200,10.00,-4.5,18.18,152.5,18.18,64.3,78.5,74.0
North Alabama,2022-03-01 19:00:00,475,95.00,10.5,18.18,142.0,18.18,16.6,65.8,76.3
Florida Gulf Coast,2022-03-01 19:00:00,-675,2.96,-10.5,18.18,142.0,18.18,83.4,76.3,65.8
Robert Morris,2022-03-01 19:00:00,260,52.00,7.5,19.05,142.5,18.18,26.5,67.5,75.0
Youngstown State,2022-03-01 19:00:00,-335,5.97,-7.5,17.39,142.5,18.18,73.5,75.0,67.5
Wisconsin-Green Bay,2022-03-01 19:00:00,400,80.00,10.0,18.18,133.5,18.18,19.1,61.8,71.8
Detroit,2022-03-01 19:00:00,-550,3.64,-10.0,18.18,133.5,18.18,80.9,71.8,61.8
Bucknell,2022-03-01 19:00:00,195,39.00,6.0,17.39,145.5,18.18,32.4,69.8,75.8
Lafayette,2022-03-01 19:00:00,-240,8.33,-6.0,19.05,145.5,18.18,67.6,75.8,69.8
American,2022-03-01 19:00:00,115,23.00,2.5,17.39,130.5,18.18,44.7,64.0,66.5
Holy Cross,2022-03-01 19:00:00,-135,14.81,-2.5,19.05,130.5,18.18,55.3,66.5,64.0
Kent State,2022-03-01 20:00:00,,,,,,,,,
Northern Illinois,2022-03-01 20:00:00,,,,,,,,,
Kansas,2022-03-01 20:00:00,-220,9.09,-5.5,19.05,144.5,20.00,65.8,75.0,69.5
TCU,2022-03-01 20:00:00,180,36.00,5.5,17.39,144.5,16.67,34.2,69.5,75.0
Duke,2022-03-01 20:00:00,-1375,1.45,-15.0,18.18,138.0,20.00,89.4,76.5,61.5
Pittsburgh,2022-03-01 20:00:00,800,160.00,15.0,18.18,138.0,16.67,10.6,61.5,76.5
North Florida,2022-03-01 20:00:00,130,26.00,3.0,18.18,148.5,18.18,42.0,72.8,75.8
Lipscomb,2022-03-01 20:00:00,-150,13.33,-3.0,18.18,148.5,18.18,58.0,75.8,72.8
Illinois-Chicago,2022-03-01 20:00:00,,,,,,,,,
Wisconsin-Milwaukee,2022-03-01 20:00:00,,,,,,,,,
IUPUI,2022-03-01 20:00:00,,,23.0,18.18,127.0,18.18,,52.0,75.0
Oakland,2022-03-01 20:00:00,,,-23.0,18.18,127.0,18.18,,75.0,52.0
Florida,2022-03-01 20:30:00,-110,18.18,1.5,17.39,135.5,18.18,50.0,67.0,68.5
