player_id,team,opp,pos,name,fpts,proj_own,smash,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
881056,SEA,NO,TE,Tyler Mabry,,0,0,0,,,0,0,-7.75,2500,,1849841,881056
741785,NYJ,MIA,QB,Mike White,,0,0,0,,,0,0,-13.75,4000,,328578,741785
878911,ARI,PHI,WR,Andy Isabella,2.5,0.66,0,0,7.65,,0,0,-6.65,3200,,982789,878911
875523,NE,DET,WR,Kristian Wilkerson,,0,0,0,,,0,0,-8.75,3000,,1844548,875523
689689,HOU,JAX,TE,Pharaoh Brown,,0,0,0,,,0,0,-8.15,2700,,37028,689689
1071823,ATL,TB,WR,Josh Ali,,0,0,0,,,0,0,-8.75,3000,,-1071823,1071823
861278,NYJ,MIA,TE,Tyler Conklin,7.5,2.03,0,0,16.01,2.74,0,0,-2.65,3700,,328304,861278
613866,WAS,TEN,QB,Carson Wentz,15.58,1.21,0,0,23.6,9.49,0,0,-1.57,5700,,35558,613866
744425,NE,DET,TE,Hunter Henry,5.08,1.18,0,0,12.59,1.28,0,0,-3.47,2900,,35634,744425
820435,LAR,DAL,WR,Brandon Powell,1.39,0,0,0,4,,0,0,-8.16,3400,,328242,820435
833514,SEA,NO,WR,Cody Thompson,,0,0,0,,,0,0,-8.75,3000,,982696,833514
944636,WAS,TEN,TE,Armani Rogers,0.15,0,0,0,0.3,,0,0,-7.60,2500,,3491895,944636
560241,ARI,PHI,WR,DeAndre Hopkins,,0,0,0,,,0,0,-13.55,5400,,16563,560241
924946,ARI,PHI,WR,Antoine Wesley,,0,0,0,,,0,0,-8.75,3000,,1001210,924946
933537,NE,DET,RB,J.J. Taylor,,0,0,0,,,0,0,-10.75,4000,,1844398,933537
727837,DET,NE,QB,Jared Goff,17.03,3.09,0,0,25.43,10.34,0,0,-0.92,6100,,35673,727837
867009,SF,CAR,WR,Jauan Jennings,5.56,0,0,0,11.49,2.16,0,0,-3.79,3300,,1849815,867009
946748,MIN,CHI,RB,Kene Nwangwu,0.3,0,0,0,0.6,,0,0,-10.45,4000,,2861721,946748
822008,DET,NE,WR,DJ Chark Jr.,,0,0,0,,,0,0,-12.35,4800,,328522,822008
652520,WAS,TEN,WR,Alex Erickson,,0,0,0,,,0,0,-8.75,3000,,35425,652520
885940,CAR,SF,TE,Giovanni Ricci,2.49,0.04,0,0,6.49,,0,0,-5.26,2500,,1844743,885940
880022,NO,SEA,WR,Kirk Merritt,,0,0,0,,,0,0,-8.75,3000,,1844366,880022
555358,SF,CAR,QB,Jimmy Garoppolo,13.72,0,0,0,20.46,8.4,0,0,-2.83,5400,,18136,555358
830523,DAL,LAR,TE,Dalton Schultz,8.64,4.27,0,0,15.49,4.08,0,0,-0.91,3400,,328583,830523
692660,DET,NE,WR,Kalif Raymond,9.69,16.27,0,0,19.24,4.15,0,0,-0.46,3700,,35608,692660
976658,TEN,WAS,WR,Racey McMath,,0,0,0,,,0,0,-8.75,3000,,2861973,976658
831007,LAC,CLE,QB,Easton Stick,,0,0,0,,,0,0,-13.75,4000,,982758,831007
944428,MIN,CHI,TE,Irv Smith Jr.,7.83,0,0,0,15.22,3.3,0,0,-1.32,3200,,982176,944428
913826,CHI,MIN,WR,Byron Pringle,,0,0,0,,,0,0,-8.75,3000,,328853,913826
695311,DET,NE,RB,Jamaal Williams,17.27,36.23,0,0,26.11,10.69,0,0,1.52,6500,,36872,695311
748309,MIN,CHI,QB,Nick Mullens,,0,0,0,,,0,0,-14.95,4600,,37067,748309
552586,ATL,TB,TE,MyCole Pruitt,,0,0,0,,,0,0,-7.75,2500,,21627,552586
883312,NYJ,MIA,WR,Irvin Charles,,0,0,0,,,0,0,-8.75,3000,,3515611,883312
752665,SF,CAR,TE,Ross Dwelley,0.89,0,0,0,1.77,0.01,0,0,-7.06,2600,,329008,752665
881058,MIN,CHI,WR,K.J. Osborn,7.05,0,0,0,14.59,2.53,0,0,-4.10,4200,,1844304,881058
653699,NO,SEA,WR,Michael Thomas,,0,0,0,,,0,0,-14.35,5800,,35596,653699
698227,LAR,DAL,WR,Cooper Kupp,24.39,0,0,0,36.85,14.44,0,0,2.44,9600,,37050,698227
832900,MIA,NYJ,RB,Chase Edmonds,10.31,0,0,0,17.74,5.44,0,0,-2.84,5200,,328948,832900
884567,LAC,CLE,WR,Jalen Guyton,,0,0,0,,,0,0,-8.75,3000,,1001683,884567
513856,SEA,NO,QB,Geno Smith,17.82,9.7,0,0,26.66,11.05,0,0,1.07,5500,,16557,513856
878935,SEA,NO,WR,Penny Hart,0.48,0,0,0,0.96,,0,0,-8.27,3000,,982345,878935
820866,NYJ,MIA,WR,Braxton Berrios,2.29,0.09,0,0,7.47,,0,0,-7.26,3400,,328392,820866
865636,TEN,WAS,TE,Tommy Hudson,,0,0,0,,,0,0,-7.75,2500,,1844549,865636
920944,LAR,DAL,WR,Ben Skowronek,7.32,0,0,0,15.41,2.57,0,0,-3.43,4000,,2862398,920944
885029,PHI,ARI,TE,Noah Togiai,,0,0,0,,,0,0,-7.75,2500,,1844649,885029
691583,BUF,PIT,RB,Duke Johnson,,0,0,0,,,0,0,-10.75,4000,,21581,691583
822857,CLE,LAC,RB,Nick Chubb,15.49,5,0,0,24.72,8.4,0,0,-3.26,8000,,328152,822857
732107,TEN,WAS,QB,Logan Woodside,,0,0,0,,,0,0,-13.75,4000,,328118,732107
604826,WAS,TEN,WR,Marken Michel,,0,0,0,,,0,0,-8.75,3000,,35476,604826
867759,SF,CAR,WR,Ray-Ray McCloud III,1.37,0,0,0,3.83,,0,0,-7.58,3100,,328333,867759
976428,PIT,BUF,RB,Anthony McFarland Jr.,,0,0,0,,,0,0,-10.75,4000,,1844186,976428
690153,ATL,TB,RB,Cordarrelle Patterson,13.86,3.58,0,0,22.91,7.1,0,0,-1.49,6300,,16564,690153
976329,NYJ,MIA,RB,Michael Carter,10.46,2.25,0,0,18.39,5.43,0,0,-2.09,4900,,2861839,976329
910406,ATL,TB,WR,Bryan Edwards,,0,0,0,,,0,0,-8.75,3000,,1849700,910406
837806,SEA,NO,TE,Will Dissly,4.56,0.17,0,0,11.1,0.98,0,0,-4.79,3300,,329037,837806
835749,SF,CAR,WR,Deebo Samuel,18.36,0,0,0,27.94,11.38,0,0,0.21,7700,,982845,835749
691055,NE,DET,WR,Nelson Agholor,7.84,0.52,0,0,15.27,3.07,0,0,-2.91,4000,,21708,691055
946739,CHI,MIN,RB,David Montgomery,,0,0,0,,,0,0,-15.15,6200,,982082,946739
880123,NYJ,MIA,TE,Lawrence Cager,,0,0,0,,,0,0,-7.75,2500,,1844430,880123
880398,DAL,LAR,RB,Tony Pollard,12.25,1.08,0,0,20.7,6.62,0,0,-1.90,5700,,982431,880398
882345,SEA,NO,QB,Drew Lock,,0,0,0,,,0,0,-15.55,4900,,982657,882345
