player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Dru Prox,23093,LB,UTSA,1,4,0,331,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,4,100.0,4,0,0,0,0,0,0,0.0,
John Porchivina,28202,LB,OLE MISS,1,2,0,226,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Colby Reeder,30285,LB,IOWA STATE,7,132,0,193,0,,,48.7,,,0,0,,65.3,0,,50.0,1,0,0.0,0,19,14.4,39,0,1,0,0,0,0,0.0,,0,0,5.6,55.6,79.1,17.0,9.4,0,0,0.0,77.3,2,18,0.0,0,0,28.7,5,91,68.9,115,4,7,9,0,43,12,0.5,8.6
Kyle Pugh,35900,LB,N ILLINOIS,10,129,0,254,1,-4.0,100.0,76.7,30.0,30.0,0,0,0.0,65.9,0,8,0.0,0,0,100.0,1,33,25.6,43,1,1,1,0,8,12,0.3,8.0,0,3,12.0,33.3,85.9,67.0,22.3,0,0,0.0,70.1,0,11,9.1,1,0,45.1,1,67,51.9,78,2,7,3,0,11,0,0.2,11.0
Jordan Carmouche,39951,LB,ARK STATE,9,259,0,113,0,23.5,0.0,94.1,,21.5,0,0,0.0,54.5,0,,0.0,0,0,39.6,0,48,18.5,51,1,1,2,0,0,0,0.0,,0,3,5.1,76.9,85.1,15.5,11.9,0,0,0.0,58.5,0,51,11.1,1,0,156.7,10,165,63.7,194,1,5,13,2,159,105,1.0,15.9
Monte McGary,42477,CB,KANSAS,6,20,0,198,1,9.0,100.0,100.0,7.0,7.0,0,0,0.0,58.5,0,12,0.0,0,0,116.7,1,7,35.0,7,0,1,1,0,12,3,1.7,12.0,0,0,,,100.0,,,0,0,,65.1,0,,,0,0,0.0,0,11,55.0,11,0,0,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,10,314,0,347,1,2.7,33.3,97.8,39.0,13.0,0,1,33.3,72.0,0,3,0.0,0,1,42.4,1,45,14.3,46,0,3,3,0,3,4,0.1,3.0,0,2,8.9,78.3,96.9,8.4,6.6,0,0,0.0,57.4,1,37,8.0,2,0,90.2,18,158,50.3,163,8,21,23,0,230,71,1.5,12.8
Brandon Moore,42620,CB,NEBRASKA,5,82,0,238,0,5.0,100.0,100.0,12.5,12.5,0,0,0.0,67.9,0,11,0.0,0,0,100.0,2,26,31.7,26,0,2,2,0,16,6,0.6,8.0,0,1,10.2,50.0,97.6,12.3,6.2,0,0,0.0,74.7,1,13,33.3,1,0,22.9,3,40,48.8,41,0,1,6,0,27,13,0.7,9.0
Clifford Chattman,42657,S,UTSA,9,324,0,331,0,19.7,85.7,100.0,8.0,6.9,0,1,14.3,48.1,0,42,25.0,1,1,118.8,6,52,16.0,52,0,3,7,0,146,26,3.0,24.3,0,4,10.4,40.9,98.2,23.6,9.6,0,4,18.2,74.6,0,55,4.3,1,4,58.3,9,223,68.8,227,3,18,22,0,117,71,0.6,13.0
Anthony Watts,42807,DI,MARSHALL,9,3,0,214,0,17.0,100.0,2.3,1.0,1.0,0,0,0.0,59.2,0,49,0.0,0,0,118.8,1,1,33.3,43,0,1,1,0,49,32,49.0,49.0,0,0,,,2.4,,,0,0,,56.1,0,,50.0,1,0,0.0,0,2,66.7,84,1,1,0,0,0,0,0.0,
