player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Keenan Allen,7857,WR,LAC,12,132,0,27,8.8,1,71.4,66.7,6,9,3.2,1,17,0,77.5,85.6,0,28,1.2,2,166,30,90.4,150,117.7,42,31.8,3,325,111,3.7,10.8,2.17,0,10.9,6,80.0,42.9,3,7,4.5,3,30,2,78.8,82.1,1,42,0.3,1,292,64,94.9,277,111.2,80,60.6,2,795,244,3.8,12.4,2.87
Tyreek Hill,10799,WR,MIA,12,123,0,17,13.7,2,74.1,25.0,1,4,9.1,2,16,1,59.5,90.5,0,78,0.0,0,87,20,92.0,80,155.5,27,22.0,4,390,168,8.4,19.5,4.88,0,10.4,15,80.0,42.9,3,7,6.7,4,37,0,68.3,93.0,2,64,0.0,0,208,56,97.6,203,128.6,70,56.9,5,840,340,6.1,15.0,4.14
Michael Pittman Jr.,29049,WR,IND,12,121,0,14,8.2,2,72.1,55.6,5,9,3.1,1,13,1,88.7,80.7,2,75,0.0,0,158,31,92.4,146,99.2,43,35.5,3,342,177,5.7,11.0,2.34,0,7.2,2,73.9,53.8,7,13,3.8,2,24,0,80.0,71.6,4,39,1.0,3,297,51,93.6,278,72.8,69,57.0,1,471,200,3.9,9.2,1.69
Ja'Marr Chase,84270,WR,CIN,12,120,0,7,8.6,1,78.6,87.5,7,8,0.0,0,17,0,84.5,84.4,0,76,0.0,0,132,22,93.9,124,147.3,28,23.3,5,276,149,6.8,12.5,2.23,0,9.2,12,70.7,27.3,3,11,3.6,2,31,1,80.8,85.0,2,63,0.0,0,280,53,95.7,268,88.6,75,62.5,1,617,301,5.7,11.6,2.3
Stefon Diggs,9579,WR,BUF,12,119,0,4,10.4,4,61.1,45.5,5,11,4.3,1,11,0,73.7,72.8,0,55,0.0,0,152,22,94.1,143,121.1,36,30.3,4,268,80,3.6,12.2,1.87,0,10.5,5,72.3,33.3,3,9,6.0,3,25,1,70.0,75.4,1,48,0.0,0,249,47,94.4,235,104.5,65,54.6,3,517,137,2.9,11.0,2.2
CeeDee Lamb,61570,WR,DAL,12,119,0,9,12.1,4,73.8,57.1,4,7,6.1,2,23,0,68.1,92.2,0,49,0.0,0,134,31,92.5,124,142.1,42,35.3,4,471,169,5.5,15.2,3.8,0,10.9,8,73.8,40.0,4,10,2.0,1,26,1,85.8,82.7,0,32,0.0,0,265,48,93.6,248,111.4,65,54.6,2,585,201,4.2,12.2,2.36
A.J. Brown,48327,WR,PHI,12,115,0,24,10.7,6,67.4,50.0,5,10,3.3,1,21,0,78.4,92.4,3,38,0.0,0,130,29,90.0,117,102.1,43,37.4,4,432,176,6.1,14.9,3.69,0,13.7,11,69.7,41.2,7,17,2.1,1,29,0,85.0,84.1,0,59,0.0,0,287,46,97.6,280,116.7,66,57.4,3,656,217,4.7,14.3,2.34
Garrett Wilson,97405,WR,NYJ,12,115,0,22,9.4,2,61.8,70.0,7,10,4.5,1,13,0,59.2,73.6,2,29,0.0,0,131,21,93.1,122,62.5,34,29.6,1,193,34,1.6,9.2,1.58,0,11.0,6,59.7,13.3,2,15,7.5,3,15,2,63.4,66.0,3,68,0.0,0,263,37,95.4,251,64.0,62,53.9,1,402,145,3.9,10.9,1.6
Davante Adams,8688,WR,LV,12,114,0,23,11.2,1,47.6,41.7,5,12,13.0,3,13,0,58.1,73.8,1,33,0.0,0,119,20,92.4,110,77.6,42,36.8,3,221,70,3.5,11.1,2.01,0,12.3,3,73.7,20.0,1,5,2.3,1,24,0,83.6,81.3,3,46,0.0,0,221,42,97.3,215,85.1,57,50.0,1,516,154,3.7,12.3,2.4
Puka Nacua,100632,WR,LA,12,113,0,26,9.9,1,55.6,22.2,2,9,6.3,1,12,0,68.0,71.0,0,36,1.7,2,117,15,88.9,104,97.3,27,23.9,1,237,117,7.8,15.8,2.28,0,9.9,6,77.0,80.0,4,5,6.6,4,33,1,69.2,89.5,2,70,1.9,5,268,57,92.9,249,106.5,74,65.5,2,755,277,4.9,13.2,3.03
