team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,12,431,8,48,431,91.2,66,10
JAX,15,12,479,13,69,479,87.7,100,18
IND,14,12,472,15,92,472,87.0,115,8
BUF,4,12,482,15,97,482,86.9,119,7
ATL,2,12,427,19,61,427,86.4,98,18
DEN,10,12,413,17,81,413,86.2,106,8
LV,23,12,426,15,65,426,86.2,99,19
HST,13,12,468,18,87,468,86.0,118,13
DAL,9,12,484,22,83,484,85.8,121,16
DET,11,12,458,30,84,458,85.6,123,9
KC,16,12,506,23,104,506,85.5,137,10
MIN,18,12,496,36,80,496,85.5,130,14
GB,12,12,453,17,88,453,85.3,119,14
BLT,3,12,417,13,78,417,85.3,107,16
CLV,8,12,491,19,99,491,84.5,135,17
TB,30,12,464,18,92,464,84.5,127,17
NO,20,12,487,20,95,487,83.7,137,22
PIT,25,12,416,23,91,416,83.7,125,11
PHI,24,12,476,13,120,476,83.5,145,12
LAC,27,12,500,31,99,500,83.2,149,19
SF,28,12,378,16,93,378,82.9,119,10
LA,26,12,454,28,100,454,82.8,142,14
CIN,7,12,498,28,98,498,82.7,149,23
ARZ,1,13,481,29,93,481,82.3,146,24
CHI,6,12,437,19,110,437,81.8,144,15
WAS,32,13,598,30,130,598,81.8,189,29
NE,19,12,454,21,98,454,81.6,143,24
SEA,29,12,455,25,112,455,80.1,159,22
CAR,5,12,512,19,141,512,79.3,186,26
NYJ,22,12,486,25,127,486,77.2,187,35
NYG,21,12,468,15,134,468,77.0,182,33
TEN,31,12,403,40,103,403,74.6,174,31
