player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Brock Purdy,77672,QB,SF,1,-44.44,0,10,28,55.6,9,9,10.1,3.25,0,0,0.0,44.4,4,3,20.0,10,100.0,1,4,,,,72.1,50.5,72.6,52.0,,,57.9,,0,1,10,0.0,30.1,0.0,0,1,0,0,0,1,10.0,66,7.3,55.6,9,9,10.1,3.25,0,0,0.0,44.4,4,3,20.0,10,100.0,1,4,,,,72.1,50.5,72.6,52.0,,,57.9,,0,1,10,0.0,30.1,0.0,0,1,0,0,0,1,10.0,66,7.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-7.33
Jordan Love,40306,QB,GB,2,-66.67,0,9,12,100.0,7,8,6.1,1.78,0,0,0.0,62.5,5,2,28.6,8,88.9,2,4,,,,70.3,61.7,71.5,61.4,,,,,0,0,8,0.0,92.2,0.0,0,0,1,0,0,0,0.0,73,9.1,100.0,8,9,5.3,1.81,0,0,0.0,66.7,6,2,25.0,9,100.0,2,4,,,,70.9,62.1,71.9,61.8,,,,,0,0,9,0.0,91.4,0.0,0,0,1,0,0,0,0.0,73,8.1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-1.0,2.1,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,60.4,60.5,64.6,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,-8.11
Taysom Hill,12112,TE,NO,4,-100.0,0,8,20,80.0,5,6,17.2,2.5,0,1,16.7,66.7,4,2,0.0,6,75.0,0,4,60.0,60.0,29.9,81.9,81.9,83.9,78.9,49.5,60.0,90.1,60.0,0,0,6,0.0,149.3,0.0,0,0,0,1,1,0,0.0,79,13.2,100.0,6,6,5.8,1.78,0,1,16.7,100.0,6,1,0.0,6,75.0,0,5,60.0,60.0,36.2,82.0,84.8,83.1,83.4,57.0,60.0,90.1,60.0,0,0,6,0.0,158.3,0.0,0,0,0,0,1,0,0.0,88,14.7,0.0,1,2,44.0,3.25,0,0,0.0,0.0,0,1,,2,25.0,0,0,,,,63.6,51.3,75.6,57.2,49.9,,,,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,100.0,2,2,-3.5,1.1,0,0,0.0,100.0,2,0,0.0,2,25.0,0,1,,,64.7,65.6,65.1,69.9,62.1,73.2,,,,0,0,2,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,-14.67
Brian Hoyer,5277,QB,NE,1,25.0,0,7,19,75.0,4,4,7.0,2.2,0,0,0.0,75.0,3,3,0.0,5,71.4,0,1,,,,68.0,62.5,73.2,61.7,,,,,0,0,5,33.3,96.9,20.0,1,0,0,0,0,0,0.0,31,7.8,75.0,4,4,1.5,1.78,0,0,0.0,75.0,3,2,0.0,5,71.4,0,1,,,,68.0,51.0,73.2,50.5,,,,,0,0,5,50.0,77.1,20.0,1,0,0,0,0,0,0.0,11,2.8,100.0,2,2,9.5,2.45,0,0,0.0,100.0,2,1,0.0,2,28.6,0,1,,,,63.6,77.6,66.9,75.9,,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,26,13.0,0,100.0,2,2,-1.5,1.4,0,0,0.0,100.0,2,0,0.0,2,28.6,0,1,,,,63.6,62.3,66.9,62.0,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,10.25
Trace McSorley,32819,QB,ARZ,1,-50.0,0,7,1,66.7,3,4,4.3,3.56,0,0,0.0,50.0,2,3,0.0,7,100.0,0,2,,,,70.6,60.8,71.5,61.0,,,59.9,,1,0,7,33.3,56.3,14.3,1,2,0,0,0,0,0.0,12,3.0,66.7,3,4,4.3,3.56,0,0,0.0,50.0,2,3,0.0,7,100.0,0,2,,,,70.6,60.8,71.5,61.0,,,59.9,,1,0,7,33.3,56.3,14.3,1,2,0,0,0,0,0.0,12,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.0
Case Keenum,7323,QB,BUF,2,-33.33,0,7,4,28.6,7,7,8.3,1.87,0,0,0.0,28.6,2,0,0.0,7,100.0,0,0,,,,73.2,28.5,75.3,27.3,,,58.1,,0,0,7,,39.6,0.0,0,0,0,0,0,1,14.3,8,1.1,33.3,6,6,6.8,1.73,0,0,0.0,33.3,2,0,0.0,6,85.7,0,0,,,,72.8,30.2,75.2,28.6,,,58.1,,0,0,6,,42.4,0.0,0,0,0,0,0,1,16.7,8,1.3,0.0,1,1,17.0,2.7,0,0,0.0,0.0,0,0,,1,14.3,0,0,,,,60.4,44.8,64.6,46.4,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.33
Tyrod Taylor,6332,QB,NYG,1,-100.0,0,5,21,66.7,3,3,21.0,3.3,0,0,0.0,33.3,1,2,50.0,5,100.0,1,3,,,,16.2,47.3,72.9,54.1,,,50.4,,0,1,5,0.0,5.6,0.0,0,2,0,0,0,2,40.0,11,3.7,100.0,1,1,4.0,3.85,0,0,0.0,100.0,1,1,0.0,2,40.0,0,2,,,,13.8,42.5,71.9,60.0,,,45.0,,0,0,2,0.0,112.5,0.0,0,1,0,0,0,1,50.0,11,11.0,50.0,2,2,29.5,2.93,0,0,0.0,0.0,0,1,100.0,3,60.0,1,1,,,,65.5,58.6,68.2,52.7,,,63.3,,0,1,3,0.0,0.0,0.0,0,1,0,0,0,1,33.3,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-11.0
Jacob Eason,46444,QB,CAR,1,-60.0,0,5,5,80.0,5,5,5.0,2.22,0,0,0.0,60.0,3,1,25.0,5,100.0,1,2,,,,68.0,29.2,71.1,29.9,,,,,0,1,5,0.0,61.7,0.0,0,0,0,0,0,1,20.0,59,11.8,80.0,5,5,5.0,2.22,0,0,0.0,60.0,3,1,25.0,5,100.0,1,2,,,,68.0,29.2,71.1,29.9,,,,,0,1,5,0.0,61.7,0.0,0,0,0,0,0,1,20.0,59,11.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-11.8
Chad Henne,4371,QB,KC,1,0.0,0,2,16,,0,1,,1.6,1,0,0.0,0.0,0,0,,1,50.0,0,0,,,,68.2,66.6,72.3,60.0,,,60.5,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,2,0.0,1.8,1,0,0.0,0.0,0,0,100.0,2,100.0,1,0,,,,69.1,67.0,72.6,58.7,,,60.5,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,0.0,2.0,0,0,0.0,0.0,0,0,100.0,1,50.0,1,0,,,,60.4,60.5,64.6,60.4,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Gardner Minshew,41401,QB,PHI,1,100.0,0,2,24,50.0,2,2,6.0,2.2,0,0,0.0,50.0,1,1,0.0,2,100.0,0,1,,,,66.1,50.8,72.6,49.7,,,60.0,,0,0,2,0.0,91.7,0.0,0,0,0,0,0,0,0.0,23,11.5,0.0,1,1,11.0,2.3,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,64.5,48.9,72.3,48.7,,,60.0,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,1.0,2.1,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.4,60.5,64.6,60.4,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,23.0
Tyler Boyd,10689,WR,CIN,2,-100.0,0,2,7,100.0,1,1,21.0,3.45,0,0,0.0,100.0,1,1,0.0,2,100.0,0,1,,,88.3,77.2,74.2,85.7,71.4,73.9,,,,0,0,2,100.0,118.8,50.0,1,0,0,0,0,0,0.0,23,23.0,100.0,1,1,21.0,3.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,85.3,75.6,67.8,86.2,74.8,67.0,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0,,0,0,,3.7,0,0,,,0,1,,1,50.0,0,0,,,78.0,71.6,90.0,76.0,60.0,88.5,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,68.3,64.0,65.9,79.3,,63.5,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-23.0
Jeff Driskel,10841,QB,HST,1,0.0,0,1,13,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,1,,,,64.5,75.0,69.9,,,,70.3,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,61.9,69.2,69.2,,,,63.5,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,1,,,,60.4,65.2,64.6,,,,62.6,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tyreek Hill,10799,WR,MIA,1,0.0,0,1,17,,0,0,,7.3,0,0,,,0,0,,1,100.0,0,0,,,82.1,45.2,90.9,37.5,,91.2,,66.7,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,82.2,78.9,87.5,56.5,,88.6,,69.6,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.3,0,0,,,0,0,,1,100.0,0,0,,,69.0,28.2,90.3,6.2,,90.1,,58.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,64.4,72.7,75.0,76.7,,73.5,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Christian Kirk,47546,WR,JAX,1,0.0,0,1,15,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,61.5,77.9,72.4,65.3,,75.1,,48.7,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,46.7,77.0,63.7,64.7,,66.1,,48.7,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,-3.0,3.2,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,76.5,70.6,76.8,78.1,60.3,77.0,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,-3.0,3.2,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,29.9,65.7,46.7,79.5,60.3,48.7,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Braxton Berrios,47961,WR,NYJ,1,100.0,0,1,22,100.0,1,1,4.0,3.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,49.7,74.0,56.3,81.5,70.8,50.4,,72.5,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,58.9,74.7,56.9,81.4,,54.5,,72.5,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,4.0,3.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,68.3,65.7,64.7,73.7,70.8,58.6,,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.6,68.8,67.0,72.3,,70.1,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,2.0
Tommy Townsend,33007,P,KC,1,0.0,0,1,16,0.0,1,1,1.0,3.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.4,50.1,60.5,56.7,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,1.0,3.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.4,50.1,60.5,56.7,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
DeeJay Dallas,55632,HB,SEA,1,0.0,0,1,29,0.0,1,1,14.0,3.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,60.0,60.0,73.4,75.7,56.2,82.2,22.2,60.6,60.0,67.9,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,60.0,60.0,73.4,75.5,68.1,81.7,,61.8,60.0,67.9,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,3.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.4,27.3,72.8,22.2,54.7,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,59.6,67.5,,57.0,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Najee Harris,57121,HB,PIT,1,-100.0,0,1,25,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,72.8,89.0,62.6,38.6,,63.0,,62.8,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,0.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,55.6,88.8,58.5,34.1,60.0,50.1,,62.8,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.6,68.8,70.3,76.8,,79.3,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-5.0,0.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,28.8,63.8,49.3,75.4,60.0,30.2,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-4.0
DeAndre Carter,9859,WR,LAC,1,0.0,0,1,27,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,82.7,74.3,61.4,83.2,,62.3,,59.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,80.6,73.2,56.5,83.1,,58.4,,59.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,0.0,0,0,,,0,0,,1,100.0,0,0,,,73.4,68.8,68.4,78.9,60.0,67.8,,,,0,0,1,,0.0,0.0,0,0,0,0,0,0,0.0,0,,0,,0,0,,0.0,0,0,,,0,0,,1,100.0,0,0,,,64.7,63.8,51.6,79.0,60.0,56.0,,,,0,0,1,,0.0,0.0,0,0,0,0,0,0,0.0,0,,0.0
Trevor Siemian,9683,QB,CHI,1,-100.0,0,1,6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,60.0,66.9,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,1.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.9,68.2,60.4,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-1.0,1.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,60.5,64.6,60.4,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-5.0
Christian McCaffrey,11763,HB,SF,1,-100.0,0,1,28,100.0,1,1,30.0,3.5,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,74.9,70.6,82.8,86.1,87.1,78.3,,79.2,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,34,34.0,100.0,1,1,30.0,3.5,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,79.4,71.5,84.3,86.5,87.1,82.1,,79.2,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,34,34.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,78.0,71.1,78.0,77.8,,91.1,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,82.7,73.9,82.7,79.2,,91.5,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-34.0
Amari Cooper,9437,WR,CLV,1,0.0,0,1,8,0.0,1,1,27.0,4.5,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,64.1,77.9,77.5,65.9,33.1,80.5,,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,59.5,76.8,71.0,64.0,,71.5,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,27.0,4.5,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,76.5,70.6,79.2,79.5,33.1,86.9,,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,68.3,64.0,48.9,76.6,,53.2,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Davante Adams,8688,WR,LV,1,0.0,0,1,23,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,,80.4,29.6,77.6,64.4,60.0,78.8,,51.4,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,77.8,28.3,74.7,62.2,,76.1,,51.4,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,,75.6,70.1,74.8,78.6,60.0,73.8,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,68.3,64.0,60.4,74.3,,59.9,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Rex Burkhead,7971,HB,HST,1,0.0,0,1,13,,0,1,,3.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,81.7,80.0,59.6,82.3,60.0,61.1,,58.1,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,1,,3.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,72.3,80.6,59.5,83.3,60.0,58.9,,58.1,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.5,65.8,57.9,69.6,,66.8,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,57.0,70.6,58.2,76.0,,57.0,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Braden Mann,44664,P,NYJ,1,-100.0,0,1,22,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,70.7,65.7,67.2,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,70.7,65.7,67.2,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-17.0
Kadarius Toney,61245,WR,NYG,1,0.0,0,1,21,,0,0,,7.6,0,0,,,0,1,,1,100.0,0,0,,,28.8,66.2,55.1,77.1,,52.8,,61.5,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,64.7,64.6,59.8,76.4,,55.8,,63.1,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.6,0,0,,,0,1,,1,100.0,0,0,,,29.9,65.7,53.9,71.6,,56.0,,58.3,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,68.3,64.0,62.4,65.4,,61.7,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Justin Jefferson,61398,WR,MIN,1,-100.0,0,1,18,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,63.2,79.2,79.5,64.4,,80.2,,57.6,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,3.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,82.3,78.4,81.8,60.3,60.3,83.2,,57.6,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,35.8,72.7,70.0,80.8,,68.9,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-5.0,3.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,74.6,69.5,74.9,77.7,60.3,73.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0,-23.0
Ryan Wright,77591,P,MIN,1,-100.0,0,1,18,100.0,1,1,13.0,1.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,73.1,65.7,68.8,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,1,1,13.0,1.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,73.1,65.7,68.8,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-13.0
Chase Claypool,42312,WR,PIT,1,-100.0,0,1,25,100.0,1,1,5.0,2.2,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,78.5,79.0,63.7,41.6,68.9,63.8,,63.2,,0,0,1,0.0,118.8,0.0,0,0,0,0,1,0,0.0,1,1.0,100.0,1,1,5.0,2.2,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,76.3,78.6,62.5,38.8,68.9,63.5,,63.2,,0,0,1,0.0,118.8,0.0,0,0,0,0,1,0,0.0,1,1.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,72.1,67.0,55.8,77.7,,57.7,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,42.0,75.4,,50.8,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.0
