player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Tyreek Hill,10799,WR,MIA,8,92,0,17,0,-2.0,3,84.6,,0,0,8.3,1,2,0,71.9,85.6,0,18,0.0,0,25,11,88.0,22,85.9,13,14.1,0,60,83,7.5,5.5,2.73,10.6,3,82.4,100.0,3,3,3.4,1,16,1,85.8,92.9,0,36,0.0,0,105,28,95.2,100,108.5,34,37.0,0,341,135,4.8,12.2,3.41
Cooper Kupp,11824,WR,LA,7,81,0,26,0,-1.6,5,91.7,,0,0,0.0,0,7,0,92.0,91.0,1,22,4.5,2,44,11,95.5,42,56.3,12,14.8,0,70,89,8.1,6.4,1.67,7.6,8,82.9,42.9,3,7,2.9,1,19,1,90.7,90.7,1,75,0.6,1,160,34,96.9,155,111.4,41,50.6,2,380,213,6.3,11.2,2.45
Diontae Johnson,33441,WR,PIT,8,74,0,25,0,-3.5,0,100.0,,0,0,0.0,0,2,0,32.0,59.5,0,14,0.0,0,25,6,88.0,22,88.2,6,8.1,0,31,52,8.7,5.2,1.41,3.9,0,58.3,0.0,0,1,12.5,1,1,0,58.7,61.5,2,6,0.0,0,37,7,94.6,35,23.6,12,16.2,0,32,30,4.3,4.6,0.91
Stefon Diggs,9579,WR,BUF,7,70,0,4,0,-2.0,3,100.0,,0,0,0.0,0,3,0,91.6,91.7,0,13,0.0,0,18,9,100.0,18,88.9,9,12.9,0,48,66,7.3,5.3,2.67,6.8,1,90.9,,0,0,4.8,1,11,0,87.4,91.1,0,53,0.0,0,101,20,98.0,99,118.6,22,31.4,0,274,141,7.1,13.7,2.77
CeeDee Lamb,61570,WR,DAL,8,68,0,9,0,-1.8,2,80.0,,0,0,0.0,0,0,0,90.2,53.2,0,13,0.0,0,17,4,100.0,17,88.3,5,7.4,0,26,32,8.0,6.5,1.53,10.4,1,68.6,50.0,4,8,4.0,1,18,0,60.8,77.2,1,26,0.0,0,153,24,94.8,145,97.7,35,51.5,1,343,118,4.9,14.3,2.37
Michael Pittman Jr.,29049,WR,IND,7,68,0,14,0,-3.7,0,100.0,100.0,1,1,0.0,0,0,0,90.2,48.0,0,2,0.0,0,24,3,91.7,22,79.2,3,4.4,0,-1,10,3.3,-0.3,-0.05,7.2,2,76.5,66.7,2,3,7.1,1,10,0,78.1,68.9,1,26,0.0,0,83,13,91.6,76,81.5,17,25.0,0,164,83,6.4,12.6,2.16
Ja'Marr Chase,84270,WR,CIN,7,68,0,7,0,-1.6,0,85.7,,0,0,14.3,1,2,0,39.4,82.4,0,11,0.0,0,22,6,90.9,20,88.1,7,10.3,0,36,46,7.7,6.0,1.8,4.5,0,72.2,0.0,0,1,7.1,1,9,0,79.7,85.8,1,17,0.0,0,86,13,91.9,79,66.2,18,26.5,0,117,77,5.9,9.0,1.48
Justin Jefferson,61398,WR,MIN,7,68,0,18,0,-1.5,0,100.0,,0,0,0.0,0,1,0,90.9,85.6,0,14,0.0,0,30,6,96.7,29,93.1,6,8.8,0,38,47,7.8,6.3,1.31,8.6,3,90.9,100.0,2,2,0.0,0,12,0,71.3,83.9,0,64,0.0,0,98,20,92.9,91,133.9,22,32.4,1,318,157,7.9,15.9,3.49
Mark Andrews,47436,TE,BLT,8,64,0,3,0,-1.0,1,100.0,,0,0,0.0,0,1,0,84.5,61.0,0,7,0.0,0,17,2,100.0,17,131.3,2,3.1,1,12,14,7.0,6.0,0.71,11.9,2,62.5,60.0,6,10,9.1,3,23,0,69.8,79.6,0,25,0.0,0,156,30,94.9,148,107.1,48,75.0,3,370,109,3.6,12.3,2.5
Amari Cooper,9437,WR,CLV,8,64,0,8,0,-2.0,0,100.0,,0,0,0.0,0,0,0,84.5,46.7,0,2,0.0,0,23,2,95.7,22,79.2,2,3.1,0,2,6,3.0,1.0,0.09,12.6,0,78.6,66.7,2,3,0.0,0,10,0,59.4,75.7,0,28,0.0,0,68,11,95.6,65,155.4,14,21.9,2,165,43,3.9,15.0,2.54
