id,player,team,opponent,position,salary,ownership
82608-93134,Deon Jackson,IND,NE,RB,5000,23.0
82608-89956,Travis Etienne Jr.,JAC,LV,RB,7600,22.1
82608-40442,Aaron Jones,GB,DET,RB,7800,21.5
82608-53681,Tyreek Hill,MIA,CHI,WR,8700,18.8
82608-16606,DeAndre Hopkins,ARI,SEA,WR,8600,18.4
82608-25079,Stefon Diggs,BUF,NYJ,WR,8900,18.3
82608-80001,Austin Ekeler,LAC,ATL,RB,9400,17.9
82608-62239,Josh Allen,BUF,NYJ,QB,9300,17.6
82608-80353,Robert Tonyan,GB,DET,TE,5000,16.8
82608-55635,Chris Godwin,TB,LAR,WR,6700,15.4
82608-45889,Davante Adams,LV,JAC,WR,8100,14.3
82608-111540,Rhamondre Stevenson,NE,IND,RB,8000,13.8
82608-87418,Josh Palmer,LAC,ATL,WR,6200,13.3
82608-79970,Cooper Kupp,LAR,TB,WR,9000,13.2
82608-12553,Carolina Panthers,CAR,CIN,D,3300,12.8
82608-72731,Josh Jacobs,LV,JAC,RB,8800,12.4
82608-52442,Joe Mixon,CIN,CAR,RB,8100,12.3
82608-12539,Miami Dolphins,MIA,CHI,D,3600,11.6
82608-103342,Kenneth Walker III,SEA,ARI,RB,8300,11.5
82608-85671,Justin Jefferson,MIN,WAS,WR,9000,11.2
82608-40669,Tyler Boyd,CIN,CAR,WR,6900,10.9
82608-89981,Tee Higgins,CIN,CAR,WR,8000,10.7
82608-27050,Tyler Lockett,SEA,ARI,WR,7600,10.7
82608-86080,Kyle Pitts,ATL,LAC,TE,6300,10.6
82608-12552,Washington Commanders,WAS,MIN,D,3700,10.3
82608-6894,Aaron Rodgers,GB,DET,QB,7000,10.2
82608-52922,Leonard Fournette,TB,LAR,RB,7100,10.2
82608-12551,Tampa Bay Buccaneers,TB,LAR,D,4700,10.1
82608-28744,Raheem Mostert,MIA,CHI,RB,6500,10.1
82608-63043,D.J. Moore,CAR,CIN,WR,7000,10.0
82608-55830,D'Onta Foreman,CAR,CIN,RB,7300,9.9
82608-56250,Terry McLaurin,WAS,MIN,WR,7200,9.9
82608-86997,Amon-Ra St. Brown,DET,GB,WR,7100,9.6
82608-12526,Buffalo Bills,BUF,NYJ,D,5000,9.6
82608-94370,Romeo Doubs,GB,DET,WR,6100,9.6
82608-56809,Allen Lazard,GB,DET,WR,6500,9.3
82608-69189,Justin Herbert,LAC,ATL,QB,7800,8.3
82608-63484,Kyler Murray,ARI,SEA,QB,8200,8.1
82608-32384,Mike Evans,TB,LAR,WR,7700,7.8
82608-47870,Tyler Higbee,LAR,TB,TE,6100,7.4
82608-94534,Gabe Davis,BUF,NYJ,WR,6600,7.3
82608-73048,DK Metcalf,SEA,ARI,WR,7400,7.2
82608-103564,Garrett Wilson,NYJ,BUF,WR,5800,7.2
82608-90573,Jaylen Waddle,MIA,CHI,WR,8200,7.1
82608-63336,Joe Burrow,CIN,CAR,QB,8500,7.0
82608-12535,Indianapolis Colts,IND,NE,D,4200,6.9
82608-45631,Jamaal Williams,DET,GB,RB,7500,6.9
82608-112745,Drake London,ATL,LAC,WR,5600,6.8
82608-70603,Devin Singletary,BUF,NYJ,RB,6000,6.8
82608-41872,Evan Engram,JAC,LV,TE,5200,6.7
82608-93539,Michael Carter,NYJ,BUF,RB,6000,6.4
82608-93408,Rondale Moore,ARI,SEA,WR,5900,6.4
82608-90572,Tua Tagovailoa,MIA,CHI,QB,8000,6.3
82608-93107,AJ Dillon,GB,DET,RB,6100,6.3
82608-60858,Christian Kirk,JAC,LV,WR,6300,6.2
82608-90933,Antonio Gibson,WAS,MIN,RB,6100,6.1
82608-85762,Eno Benjamin,ARI,SEA,RB,6600,6.1
82608-57299,Gerald Everett,LAC,ATL,TE,5800,6.0
82608-26483,Geno Smith,SEA,ARI,QB,7500,6.0
82608-69213,Michael Pittman Jr.,IND,NE,WR,6400,5.9
82608-52613,Curtis Samuel,WAS,MIN,WR,5600,5.5
82608-45859,Derek Carr,LV,JAC,QB,6800,5.4
82608-6498,Tom Brady,TB,LAR,QB,6900,5.1
82608-39716,Adam Thielen,MIN,WAS,WR,6200,5.0
82608-91591,Justin Fields,CHI,MIA,QB,7400,5.0
82608-63634,Jakobi Meyers,NE,IND,WR,6800,4.9
